"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00192934033666769,36.2151623885312,7.35692759931958,0.175532213030549,"rls/101S.csv",30.6352941176471,7.33524930407557,0.23943786130815,0.136750181503082,0.00131709924301003,-292.7,589,4.83710286040456,33.3782512354691,-288.4,581,598.437382832877,"Weib"
"M1-2",54,0.00273437471909612,41.26037499364,7.45350465105176,0.156409258327064,"rls/M1-2.csv",28.0740740740741,9.96001790528786,0.354776363380966,0.120736525600963,0.00243919934864764,-195.8,396,3.31713503241817,31.3005739022992,-200,404,401.336518196681,"Gomp"
"M13",70,0.00245289278580552,38.2602426774941,7.60203611587536,0.172556043920727,"rls/M13.csv",27.4285714285714,8.30325835915528,0.302722961010869,0.12981316370944,0.00226443167815587,-247.1,498,3.81764759189011,30.4204704264617,-246,496,501.911612757153,"Weib"
"M14",60,0.00375564687665501,52.2678621400578,6.02959228181741,0.0962272432023341,"rls/M14.csv",36.9666666666667,12.5980448666957,0.340794721371388,0.0956557383645278,0.00165810788791141,-232,468,3.49466304155694,41.1496947025304,-235.9,476,481.208809407817,"Gomp"
"M2-8",105,0.00303257206286567,41.6247245002293,8.14334374176687,0.171612997504104,"rls/M2-8.csv",25.0190476190476,7.52812796269502,0.300895864515789,0.119064721353529,0.00407371650302405,-370.1,744,3.57887710916048,27.7413042267466,-361.2,726,740.017010320052,"Weib"
"M22",60,0.00303093372042733,52.3835242176453,7.56574214749986,0.125339832429377,"rls/M22.csv",31.0833333333333,11.7188702912847,0.377014593821491,0.0952378654077066,0.00310610454340206,-228.8,462,3.00066161531629,34.7378352732979,-232.8,470,465.920676842615,"Gomp"
"M32",60,0.00172822126859658,35.1359592381942,7.79845590165074,0.19348997576991,"rls/M32.csv",28.25,6.7663800000506,0.239517876107986,0.141029647131127,0.0016538146761415,-205.2,414,4.49590346481356,30.8833843741164,-200.7,405,416.189068556051,"Weib"
"M34",58,0.00297446617507772,30.5680232905148,6.02963981387096,0.164539256139328,"rls/M34.csv",28.2931034482759,9.35275289371344,0.33056652518914,0.163532990061107,0.000853800551698309,-199.5,403,3.60688352536951,31.0815545479124,-214.1,432,423.897070492806,"Gomp"
"M5",166,0.00381448730789311,84.1915880031553,7.9659619957731,0.0827394061686071,"rls/M5.csv",37.3855421686747,13.6908120708312,0.366206059258456,0.0592709142815499,0.00487407882240805,-681.9,1368,2.96008537089376,41.9251294388298,-667,1338,1360.37842336374,"Weib"
"M8",60,0.00187385919179392,30.6125281772851,6.02121737841229,0.16402491650912,"rls/M8.csv",34.2166666666667,6.74999476877805,0.197272131576563,0.163297479224156,0.000361455507870162,-200.3,405,5.91360163038968,36.9218673574244,-198.6,401,431.120034149408,"Weib"
"RM112N",59,0.00236842383600649,51.9718610555846,6.02199999508232,0.0966292122906899,"rls/RM112N.csv",44.0847457627119,13.2017346503812,0.299462646817567,0.0962007790347247,0.000796910744805607,-229.7,463,4.1096608137932,48.5875289244114,-234.4,473,481.058125913597,"Gomp"
"S288c",41,0.00530093267560642,51.4304060053791,7.85399270359768,0.133267326392112,"rls/S288c.csv",23.8780487804878,10.1024628728623,0.423085779149493,0.0969479634907877,0.00672543980133707,-151.2,306,2.57130675282929,26.7846334310994,-153,310,308.505998420289,"bin<2"
"SGU57",58,0.00416839638690668,45.7357527775431,7.8107437398217,0.148915089972365,"rls/SGU57.csv",24.5344827586207,9.3905804189603,0.382750291145255,0.108953366980562,0.0049892632316432,-210.4,425,2.95273850189458,27.5243053766717,-211.1,426,427.015620045979,"bin<2"
"YPS128",69,0.00192159020258233,39.3974077070278,6.93017960809826,0.150522076279664,"rls/YPS128.csv",34.8840579710145,8.40261904528102,0.24087275202509,0.12629896024793,0.000933824708300585,-246.4,497,4.75740173714135,38.1070483704293,-243.9,492,508.465888503122,"Weib"
"YPS163",130,0.00206692400520897,32.7485972967709,6.02256046996993,0.153367193851236,"rls/YPS163.csv",34.3923076923077,8.08146137088384,0.234978747084522,0.152618014966112,0.000456368618633599,-447.6,899,5.24851388063265,37.4281012723157,-451.2,906,948.047125367786,"Gomp"
