"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00396828369114128,38.4645535854948,6.03481138104914,0.130894834639334,"rls/101S.csv",30.6705882352941,7.72347725058708,0.251820316954316,0.129962819730035,0.00152427384291906,-297.5,599,4.54934983596853,33.5787182588533,-293.2,590,621.020515052127,"Weib"
"M1-2",54,0.0045734102733317,37.5358053883058,6.03838572426739,0.134228789608897,"rls/M1-2.csv",28.4259259259259,7.87305376214206,0.27696736361933,0.133187190637292,0.0018692333014714,-188.8,382,4.1581236662861,31.3284646470953,-187,378,394.174876104888,"Weib"
"M13",70,0.00455096775488709,34.8401259555489,6.03895821615676,0.144630884015338,"rls/M13.csv",27.0428571428571,7.73367511916949,0.285978477729458,0.143480654066377,0.00180353032966841,-240.7,485,3.91343307680462,29.637409665413,-245,494,502.37384961641,"Gomp"
"M14",60,0.00509255591342095,57.1622468353711,6.03329393083135,0.0880527657586201,"rls/M14.csv",34.25,12.9662207815513,0.378575789242373,0.087466771681667,0.00272088864534987,-234.7,473,3.05908332552263,38.4248700390533,-237.5,479,483.387810463382,"Gomp"
"M2-8",105,0.00362655057607154,43.5787072053961,7.98943907448724,0.160386563133791,"rls/M2-8.csv",24.552380952381,8.54060544645058,0.347852432846125,0.113972867329184,0.00462981248256381,-375.6,755,3.1986661284023,27.4000710636299,-373.5,751,754.880042378808,"bin<2"
"M22",60,0.00306907983993755,52.3366168518624,7.53357868337163,0.124837619937582,"rls/M22.csv",31.1833333333333,11.5428335191026,0.370160348020392,0.0953247689892944,0.00307004001965377,-228.8,462,3.08233592869781,34.9090261291064,-231,466,465.54580717962,"bin<2"
"M32",60,0.0020253276032187,33.4750094902505,7.40775736030642,0.191419134987032,"rls/M32.csv",28.1666666666667,6.44183010807045,0.22870402750546,0.148137405336811,0.00142436888795737,-202.9,410,4.68153442750971,30.7556134855435,-197.9,400,414.439819781273,"Weib"
"M34",58,0.00207302314109777,29.8838876362341,6.9229522642032,0.198198853385516,"rls/M34.csv",27.2758620689655,8.57125572377791,0.314243256623969,0.166136384427098,0.000980986744620256,-196.9,398,3.86772354307664,29.982109909873,-207.5,419,411.970928102953,"Gomp"
"M5",166,0.0025679791809026,59.1849861790462,7.54718008274057,0.110622313282866,"rls/M5.csv",36.5542168674699,11.9607975938044,0.327207053489045,0.0840471265315101,0.0025160637063968,-649.5,1303,3.43576238291819,40.6773608101238,-646.2,1296,1305.55598553852,"Weib"
"M8",60,0.00197277130472848,31.2613758293977,6.02211223415795,0.160649110952924,"rls/M8.csv",34.4333333333333,6.13234455306567,0.178093259043533,0.15990861541591,0.000398626296963831,-199.3,403,6.05297026007413,36.9929240985135,-195.2,394,429.400092830612,"Weib"
"RM112N",59,0.00261056490050484,51.3241577326414,6.0243952007785,0.0978953269326242,"rls/RM112N.csv",42.8135593220339,12.8082335806944,0.299163017126274,0.0974142229287796,0.000868041243110018,-228.8,462,4.07309927942999,47.2375391431308,-232.6,469,478.518711187682,"Gomp"
"S288c",41,0.00433181816252799,57.9942316659377,7.96543010299846,0.120105567448866,"rls/S288c.csv",27.9512195121951,10.3897815653463,0.371711207835251,0.0860138263062917,0.00555592875888367,-155.3,315,2.91994205509316,31.2270356410093,-154.1,312,315.14571115057,"bin<2"
"SGU57",58,0.00514910670113148,48.7346114472602,7.63671801538615,0.136180792629655,"rls/SGU57.csv",23.9310344827586,10.4627359961487,0.437203665545119,0.102319262286628,0.00590603118618542,-213.6,431,2.45361353861168,26.8182425085192,-219.5,443,435.435012916432,"Gomp"
"YPS128",69,0.00204579256381957,41.686097677017,6.73936865757745,0.137680641206715,"rls/YPS128.csv",35.9420289855072,10.6272181877908,0.295676635063535,0.11954983298236,0.000928411510229129,-254.3,513,4.17462844503956,39.6583417129227,-258.6,521,526.960604492984,"Gomp"
"YPS163",130,0.00310895532000854,40.3705174279504,6.02929969296084,0.124578529416589,"rls/YPS163.csv",34.2615384615385,9.24561815019036,0.269854144482431,0.123820335340225,0.00105558160134984,-469.5,943,4.41897343684354,37.6615669839295,-470.3,945,977.532761084166,"Gomp"
