"files","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BestModel"
"BY4742_MATalpha_temp30_media_YPD_n19930.csv",19930,0.00468927796071221,51.1694214686588,7.56590685980511,0.128317004010427,NA,26.173808329152,9.55471008027665,0.365048523322254,0.0870190513661019,0.00661276597386555,-74560.8,149126,2.94810679623538,29.30574419532,-73177.1,146358,"Weib"
"sir2_MATa_temp30_media_YPD_n400.csv",400,0.0131588603541532,34.9020656123943,8.36266902782376,0.210952243044582,NA,12.955,4.4245810302483,0.341534622172775,0.139669145413831,0.0200904961764656,-1239.2,2482,2.98302734215601,14.4482499888299,-1164.9,2334,"Weib"
"tor1 ubr2_MATalpha_temp30_media_YPD_n60.csv",60,0.00181005138474125,45.6615508282173,6.01927533398666,0.109923452947746,NA,44.6666666666667,14.393579861971,0.322244325268008,0.109493396999938,0.000431107997978044,-231.5,467,3.6529940456909,48.9327056895928,-248.5,501,"Gomp"
"tor1 ump1_MATalpha_temp30_media_YPD_n140.csv",140,0.00929408638385971,54.6040028429149,7.88251381140112,0.126044125944407,NA,20.0571428571429,8.24513933861993,0.411082445657689,0.091317979623439,0.0119921085502141,-502.9,1010,2.6193702304644,22.6443606278817,-488.3,981,"Weib"
"tor1 vma21_MATalpha_temp30_media_YPD_n72.csv",72,0.104457938342736,200,3.46639892886669,0.0123319946443334,NA,8.66666666666667,8.10494545602069,0.935186014156233,0.0123460077288054,0.104063289904393,-227.2,458,1.08370006499803,8.95353135601601,-227.1,458,"<2"
"tor1 vma6_MATalpha_temp30_media_YPD_n33.csv",33,0.0516478773829732,1,1.98941153669571,0.989411536695707,NA,4.66666666666667,2.92261298612503,0.626274211312506,0.195383128945243,0.0997521988010768,-79,162,1.71934948298217,5.26520399743978,-77.6,159,"Weib"
"tor1 vms1_MATalpha_temp30_media_YPD_n40.csv",40,0.0134009409621928,62.3623394798557,7.5014179510881,0.10425231005306,NA,18.975,9.24727957224066,0.487340161909916,0.0800446683813069,0.0156758603246742,-145.5,295,2.23806355258119,21.5196072562228,-142.8,290,"Weib"
"tor1 whi5_MATalpha_temp30_media_YPD_n120.csv",120,0.0050567372417707,73.113234482321,7.90575272451186,0.0944528411772248,NA,30.25,12.7280871178929,0.420763210508858,0.0682801197380263,0.00654553298031426,-475.6,955,2.58638938510719,34.0525722119226,-473.7,951,"Weib"
"tor1 yap1_MATalpha_temp30_media_YPD_n200.csv",200,0.00630505333015175,59.9640858196374,7.9437330215791,0.115798196981853,NA,24.535,10.1678760573479,0.414423315970975,0.083059291600087,0.00831806462573257,-750.3,1505,2.57465794483136,27.5200666232336,-748.8,1502,"Weib"
"tor1 ygr130c_MATalpha_temp30_media_YPD_n80.csv",80,0.00527571897131978,54.2893724447142,6.03523105495089,0.0927480062525779,NA,33.1875,11.2846863301387,0.340028213337514,0.092092889611188,0.00276617613936882,-306.7,617,3.36228874218947,37.0684649962594,-305.6,615,"Weib"
"tor1_MATalpha_temp30_media_YPD_n2823.csv",2823,0.00351710186481134,58.8228548765718,7.55440111942845,0.111426096764286,NA,31.9769748494509,11.7793544143977,0.368369880823794,0.0799753731154812,0.00427905361839416,-11000.2,22004,2.99660522251877,35.7985831574961,-10958.2,21920,"Weib"
"tor1_MATalpha_temp30_n2823_media_YPD.csv",2823,0.00306789370945233,54.673560886825,7.50067012754306,0.118899702563722,NA,32.2840949344669,11.4450921005527,0.354511784325531,0.0848779978073492,0.00367989632955145,-10909.9,21824,3.13538997094646,36.0672529544602,-10880.8,21766,"Weib"
