"files","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BestModel"
"BY4742_MATalpha_temp30_media_YPD_n19930.csv",19930,0.00455251728656063,50.5092075666634,7.58175020776751,0.130307928491666,NA,26.2256397390868,9.50047548689327,0.36225905569555,0.0880491436990224,0.00645157027454336,-74424.3,148853,2.97663523119345,29.3486898780781,-73085.4,146175,"Weib"
"sir2_MATa_temp30_media_YPD_n400.csv",400,0.00268343379696118,3.5381382993718,3.67426830675316,0.755840524161526,NA,12.97,4.39002058101718,0.338474986971255,0.158423271905938,0.0165770089692215,-1218,2440,3.09740973727937,14.457142332624,-1161.5,2327,"Weib"
"tor1 ubr2_MATalpha_temp30_media_YPD_n60.csv",60,0.00197159217755009,47.1972497429039,6.01948140610835,0.106351141929897,NA,43.1333333333333,14.9954418686532,0.347653211792579,0.105931740717039,0.000573643572367788,-233.7,471,3.52798946085055,47.6939027952877,-248.2,500,"Gomp"
"tor1 ump1_MATalpha_temp30_media_YPD_n140.csv",140,0.00707222838581961,51.5118988810679,7.88217736916583,0.133603643403936,NA,21.5,8.82890934871175,0.410646946451709,0.0967076105820229,0.00912247006725574,-506.5,1017,2.67340909196256,24.2705589162536,-498.6,1001,"Weib"
"tor1 vma21_MATalpha_temp30_media_YPD_n72.csv",72,0.107171645135261,159.685859394652,6.00010211695171,0.0313121157747244,NA,7.58333333333333,6.24556180447533,0.82359056762312,0.03131147562565,0.106164924149141,-216.4,437,1.28542552769941,8.22577014471382,-214.4,433,"Weib"
"tor1 vma6_MATalpha_temp30_media_YPD_n33.csv",33,0.128275267088697,28.2313112355874,6.81783801184756,0.206077498961997,NA,4.06060606060606,2.68024478755432,0.660060283502184,0.176264005776348,0.134286381301433,-75.7,155,1.64064234954091,4.56879904921134,-73.8,152,"Weib"
"tor1 vms1_MATalpha_temp30_media_YPD_n40.csv",40,0.0067735168463566,45.3322590463903,7.91451870975724,0.152529762584329,NA,20.15,8.10365539551323,0.402166520869143,0.10988179388571,0.00876538856226529,-140.9,286,2.76013285698368,22.7112023481835,-138.9,282,"Weib"
"tor1 whi5_MATalpha_temp30_media_YPD_n120.csv",120,0.00503640749382044,65.9835868245916,7.99545439864239,0.10601809836799,NA,28.4166666666667,11.283648713573,0.397078547105206,0.0756104227848406,0.00663766030145054,-464,932,2.68485035950394,31.8031348205223,-462.4,929,"Weib"
"tor1 yap1_MATalpha_temp30_media_YPD_n200.csv",200,0.00667158134371971,61.3051781386387,8.08179587601325,0.11551709155788,NA,24.215,9.38076589859384,0.387394833722645,0.0812407504261992,0.00912749215287465,-746.2,1496,2.7473771023712,27.1552579927567,-730.3,1465,"Weib"
"tor1 ygr130c_MATalpha_temp30_media_YPD_n80.csv",80,0.00249991134745237,50.5473972526425,7.59756593539056,0.130522367005665,NA,33.175,10.1004762389288,0.304460474421364,0.0985325758879354,0.00239630260949177,-301.2,606,3.69073381705349,36.8289684747247,-297.3,599,"Weib"
"tor1_MATalpha_temp30_media_YPD_n2823.csv",2823,0.00336119726043139,56.8400481503668,7.47329903861824,0.113886234253242,NA,32.0464045341835,11.7650174100341,0.367124411647632,0.0824626861532234,0.00397312649927537,-10969,21942,3.02257042614298,35.873311241019,-10952.4,21909,"Weib"
"tor1_MATalpha_temp30_n2823_media_YPD.csv",2823,0.003219057536311,54.4517814610283,7.39130073733759,0.117375420341608,NA,32.0680127523911,11.743281348156,0.366199222846462,0.0856310728128047,0.00363650576605551,-10927,21858,3.05220646847421,35.8952414860008,-10943.8,21892,"Gomp"
