"files","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BestModel"
"BY4742_MATalpha_temp30_media_YPD_n19930.csv",19930,0.00462326450779541,50.9671860971569,7.56886375011418,0.128884175351415,NA,26.2642247867536,9.54936938920548,0.36358847316985,0.0873447558811273,0.00651027465591801,-74544.8,149094,2.96356911360537,29.4029761204368,-73161.4,146327,"Weib"
"sir2_MATa_temp30_media_YPD_n400.csv",400,0.00548094402231522,20.844236816509,7.97701777506111,0.334721670861809,NA,12.9825,4.35253433505637,0.33526164722175,0.217480391258796,0.00865138633849537,-1170.6,2345,3.28452797320358,14.4756102295942,-1154.6,2313,"Weib"
"tor1 ubr2_MATalpha_temp30_media_YPD_n60.csv",60,0.00189364138214939,46.7365266119252,6.01900950793858,0.107389441873028,NA,43.6333333333333,14.3962879710234,0.329937845019635,0.106975816269452,0.000530687531881923,-232.4,469,3.5388048882375,47.924283537168,-248.3,501,"Gomp"
"tor1 ump1_MATalpha_temp30_media_YPD_n140.csv",140,0.00813280254909638,50.8994993007697,7.83024752662842,0.134190858858314,NA,20.3142857142857,8.47262686307768,0.417077271740814,0.0978982447033975,0.0103412020056867,-501.6,1007,2.61675022538714,22.9483911282905,-492.4,989,"Weib"
"tor1 vma21_MATalpha_temp30_media_YPD_n72.csv",72,0.123810063609079,199.999999527556,6.00001982649345,0.0250000991915229,NA,6.90277777777778,6.0657424617184,0.878739350590995,0.024988868062055,0.123209033169854,-210.3,425,1.24639804923995,7.4600816382676,-208.3,421,"Weib"
"tor1 vma6_MATalpha_temp30_media_YPD_n33.csv",33,0.0936051833972752,22.1265004327472,6.97075785246442,0.269846461739956,NA,4.39393939393939,2.70346298683968,0.615270886660065,0.224090213529092,0.100155690021063,-76.4,157,1.68553288419337,4.92398926972931,-76.3,157,"<2"
"tor1 vms1_MATalpha_temp30_media_YPD_n40.csv",40,0.00811648820182266,48.1232160664648,8.10299958493207,0.147600267927269,NA,19.25,7.36850539762792,0.382779501175476,0.103510172223635,0.011232653637301,-139.9,284,2.8224783178267,21.633900704356,-135.3,275,"Weib"
"tor1 whi5_MATalpha_temp30_media_YPD_n120.csv",120,0.00688495753750967,89.5322977136889,7.70048247386762,0.0748387190429847,NA,30.8833333333333,13.5151227673805,0.437618654097588,0.0557957472540548,0.00838337024357214,-487,978,2.45832875118715,34.8813034935644,-478.1,960,"Weib"
"tor1 yap1_MATalpha_temp30_media_YPD_n200.csv",200,0.00711941854649108,62.5481830681206,7.96091667878102,0.111288871032432,NA,24.055,9.93506429332809,0.413014520612267,0.0796746694934338,0.00940221544980095,-750.3,1505,2.58162151085031,27.0169993151759,-742,1488,"Weib"
"tor1 ygr130c_MATalpha_temp30_media_YPD_n80.csv",80,0.00440752473451936,50.8105959949614,6.033630316397,0.0990665473968493,NA,34.6375,10.5976397539466,0.305958563809358,0.0983961528888408,0.00203697565163857,-303,610,3.72894227581525,38.4327035939773,-301,606,"Weib"
"tor1_MATalpha_temp30_media_YPD_n2823.csv",2823,0.00329440724569522,56.7028543694636,7.48916467825622,0.114441587648731,NA,32.3407722281261,11.7381086761408,0.362950785260855,0.0825002145332943,0.00387933879792163,-10964.4,21933,3.05731326539294,36.1574479801085,-10957.6,21919,"Weib"
"tor1_MATalpha_temp30_n2823_media_YPD.csv",2823,0.00334245936651496,57.274515392242,7.46767564504497,0.112924144372962,NA,32.3627346794191,11.8879805728616,0.367335476764321,0.0819085097748769,0.00390638452101569,-10993.8,21992,3.02154972649924,36.2260718964957,-10982.9,21970,"Weib"
