"files","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BestModel"
"BY4742_MATalpha_temp30_media_YPD_n19930.csv",19930,0.00463708753002661,51.0536322311618,7.56420826731898,0.128574755222066,NA,26.2722027094832,9.58620589620432,0.364880174007796,0.0872284879996435,0.00651479619293121,-74578,149160,2.94887252779475,29.4057116484637,-73283.3,146571,"Weib"
"sir2_MATa_temp30_media_YPD_n400.csv",400,0.0195291188425547,47.2399668303585,7.97082921689373,0.147562110742507,NA,13.4525,5.38332557399132,0.400172872996939,0.105006576504924,0.0254465595959482,-1303.4,2611,2.56754356597383,15.1182103777178,-1231.2,2466,"Weib"
"tor1 ubr2_MATalpha_temp30_media_YPD_n60.csv",60,0.00229920072950162,47.451319759324,6.02189833923782,0.105832637842513,NA,41.45,13.5626918482096,0.327206075951981,0.105364144555802,0.000731124259406384,-231.2,466,3.56211178219819,45.5972053388325,-244.1,492,"Gomp"
"tor1 ump1_MATalpha_temp30_media_YPD_n140.csv",140,0.00329182378292631,5.71874752006545,3.12780343926125,0.372075079691032,NA,20.8571428571429,8.92056989869899,0.427698556786938,0.088346964071426,0.0112941500291847,-509.7,1023,2.53742488424823,23.5797697600676,-499,1002,"Weib"
"tor1 vma21_MATalpha_temp30_media_YPD_n72.csv",72,0.0896728192658838,109.886264688766,6.38852075876855,0.0490372547836673,NA,7.97222222222222,6.36223944588878,0.798050940947721,0.0454956519706254,0.0903878515876339,-219,442,1.27398556367519,8.61626592495542,-218.4,441,"<2"
"tor1 vma6_MATalpha_temp30_media_YPD_n33.csv",33,0.0958296238818743,25.8838495560261,6.8691430912296,0.226749235214249,NA,4.66666666666667,2.95451631687264,0.633110639329851,0.19209489412447,0.100846461130789,-79.1,162,1.68581578757041,5.25242281923321,-78,160,"Weib"
"tor1 vms1_MATalpha_temp30_media_YPD_n40.csv",40,0.0043685572833448,3.22666686327691,2.45505678406121,0.450947322954651,NA,20.625,9.9271384055566,0.481315801481532,0.074439791729169,0.0142697209753394,-148.6,301,2.26888618284198,23.3966698225148,-145.6,295,"Weib"
"tor1 whi5_MATalpha_temp30_media_YPD_n120.csv",120,0.00826708535512214,94.1445838383361,7.55218318407361,0.0695970274330909,NA,29.5083333333333,14.1860363544924,0.480746784111576,0.0530703889176294,0.00975437282205372,-487.7,979,2.18037910610603,33.226555302725,-485.9,976,"Weib"
"tor1 yap1_MATalpha_temp30_media_YPD_n200.csv",200,0.00569978445707828,58.6733306682149,8.17134032861642,0.122224871963871,NA,24.8,9.18924431361341,0.370534044903767,0.084794297182937,0.00809390134734024,-743.1,1490,2.87352789274455,27.7353479219124,-727.8,1460,"Weib"
"tor1 ygr130c_MATalpha_temp30_media_YPD_n80.csv",80,0.00252569522743325,50.1841573362694,7.56806337340798,0.130879220097237,NA,32.8625,10.5407512402514,0.320753175815941,0.0992519048745929,0.00240200878140715,-301.6,607,3.5759131823859,36.5427319938411,-300.5,605,"Weib"
"tor1_MATalpha_temp30_media_YPD_n2823.csv",2823,0.00328286754703825,54.9181868998522,7.42380442552766,0.116970438904729,NA,31.8597236981934,11.5709754830879,0.363185054355761,0.0849700360990022,0.00379111777854396,-10919.3,21843,3.0602712679976,35.6518388307611,-10903.9,21812,"Weib"
"tor1_MATalpha_temp30_n2823_media_YPD.csv",2823,0.00332419868587491,57.0498233323208,7.45034604833901,0.113065136254062,NA,32.4197662061637,11.9503695064836,0.368613685567283,0.0822159977211232,0.00384668585325142,-10995.9,21996,3.01273103730973,36.2896945418841,-11000.3,22005,"Gomp"
