39	1
41	2
40	3
37	4
45	5
24	6
28	7
42	8
24	9
40	10
44	11
34	12
34	13
36	14
36	15
45	16
38	17
46	18
28	19
46	20
39	21
40	22
36	23
28	24
39	25
33	26
34	27
15	28
39	29
40	30
27	31
42	32
42	33
39	34
41	35
28	36
29	37
41	38
24	39
43	40
41	41
25	42
40	43
37	44
31	45
38	46
47	47
46	48
41	49
37	50
40	51
35	52
27	53
11	54
31	55
42	56
18	57
23	58
47	59
46	60
25	61
44	62
36	63
39	64
45	65
42	66
39	67
42	68
34	69
42	70
39	71
18	72
28	73
36	74
42	75
34	76
44	77
35	78
35	79
44	80
35	81
40	82
39	83
27	84
28	85
29	86
33	87
36	88
29	89
36	90
43	91
44	92
42	93
44	94
45	95
37	96
42	97
19	98
43	99
15	100
39	101
49	102
46	103
29	104
42	105
29	106
38	107
42	108
39	109
31	110
30	111
41	112
37	113
44	114
44	115
40	116
36	117
42	118
38	119
47	120
37	121
37	122
33	123
15	124
37	125
40	126
32	127
42	128
28	129
18	130
