1	3	1	1
2	0	1	1
3	4	1	1
4	3	1	1
5	2	1	1
6	0	1	1
7	0	1	1
8	0	1	1
9	2	1	1
10	2	1	1
11	0	1	1
12	4	1	1
13	1	1	1
14	1	1	1
15	0	1	1
16	0	1	1
17	1	1	1
18	0	1	1
19	0	1	1
20	1	1	1
21	2	1	1
22	7	1	1
23	15	1	1
24	3	1	1
25	0	1	1
26	0	1	1
27	3	1	1
28	0	1	1
29	4	1	1
30	0	1	1
31	0	1	1
32	3	1	1
33	1	1	1
34	1	1	1
35	0	1	1
36	0	1	1
37	1	1	1
38	0	1	1
39	1	1	1
40	0	1	1
41	0	1	1
42	3	1	1
43	0	1	1
44	1	1	1
45	0	1	1
46	1	1	1
1	1	2	1
2	0	2	1
3	5	2	1
4	1	2	1
5	0	2	1
6	0	2	1
7	0	2	1
8	0	2	1
9	2	2	1
10	2	2	1
11	0	2	1
12	1	2	1
13	3	2	1
14	0	2	1
15	0	2	1
16	0	2	1
17	0	2	1
18	2	2	1
19	5	2	1
20	2	2	1
21	2	2	1
22	5	2	1
23	10	2	1
24	4	2	1
25	0	2	1
26	4	2	1
27	1	2	1
28	0	2	1
29	1	2	1
30	0	2	1
31	2	2	1
32	2	2	1
33	7	2	1
34	0	2	1
35	0	2	1
36	2	2	1
37	0	2	1
38	0	2	1
39	1	2	1
40	0	2	1
41	0	2	1
42	2	2	1
43	0	2	1
44	3	2	1
1	0	3	1
2	0	3	1
3	2	3	1
4	6	3	1
5	0	3	1
6	0	3	1
7	0	3	1
8	0	3	1
9	3	3	1
10	0	3	1
11	0	3	1
12	4	3	1
13	0	3	1
14	1	3	1
15	0	3	1
16	0	3	1
17	2	3	1
18	1	3	1
19	5	3	1
20	2	3	1
21	3	3	1
22	6	3	1
23	8	3	1
24	6	3	1
25	0	3	1
26	4	3	1
27	1	3	1
28	0	3	1
29	2	3	1
30	0	3	1
31	1	3	1
32	2	3	1
33	3	3	1
34	2	3	1
35	0	3	1
36	0	3	1
37	1	3	1
38	0	3	1
39	0	3	1
40	0	3	1
