10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	10	5	5	5	5	5	5	5	10	5	5	5	5	10	10	5	10	5	5	5	5	5	10	10	5	10	5	5	5	10	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	5	5	5	5	5	5	5	5	12	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
10	10	5	5	5	5	5	5	5	5	5	10	10	5	5	5	10	10	5	10	5	5	10	5	5	5	12	5	5	5	10	5	5	5	5	10	12	5	12	5	5	10	5	5	10	10	5	12	5	5	5	12	5	5	10	12	5	10	10	5	5	5	5	10	5	5	5	5	12	10	10	5	10	5	10	5	10	5	5	12	5	12	5	5	10	5	5	5	5	10	10	5	5	5	10	5	10	10	5	10
10	10	10	5	5	5	5	5	5	5	5	10	10	10	10	5	10	10	5	10	10	5	12	10	10	10	12	12	5	5	10	5	5	10	10	10	12	5	14	12	5	10	14	5	10	12	5	12	10	5	10	12	10	10	10	12	5	10	10	10	5	5	10	10	5	5	10	10	12	10	12	10	12	5	12	5	10	5	5	12	5	12	10	10	10	5	5	10	10	10	12	10	5	5	10	12	12	10	14	12
10	10	10	10	12	5	12	5	5	10	10	10	10	12	14	10	12	10	12	12	10	5	12	10	10	12	14	12	10	5	12	10	5	10	10	12	14	10	14	12	10	10	14	10	12	14	10	12	10	5	10	12	10	10	10	12	5	10	10	10	10	5	12	12	5	10	10	14	15	14	14	10	12	10	12	10	10	12	5	12	5	12	10	10	12	5	5	10	10	12	12	10	5	12	10	12	12	10	14	12
10	14	14	10	12	5	14	5	10	10	12	10	10	14	14	12	12	10	12	12	10	5	12	12	10	12	14	12	10	10	14	10	12	10	10	14	15	10	15	12	10	12	14	12	14	14	10	12	10	10	10	12	10	12	12	12	10	10	12	12	10	5	12	14	10	10	12	14	15	14	14	10	12	10	12	10	14	12	10	14	5	14	14	14	12	5	10	12	10	12	14	12	10	12	10	14	14	10	14	14
10	15	15	12	12	12	14	10	12	10	12	14	12	14	14	12	14	12	12	14	10	10	12	12	12	12	15	12	12	10	14	12	12	14	12	14	15	12	15	14	14	12	15	12	14	14	12	12	10	10	12	14	12	12	14	14	10	14	14	12	10	10	12	14	10	10	14	14	15	14	14	10	12	12	12	10	14	12	12	15	10	15	14	14	14	10	12	12	10	12	14	12	10	12	12	14	14	10	14	14
12	15	15	12	14	12	14	10	12	10	14	15	12	15	15	14	14	12	14	14	12	12	14	14	14	12	15	12	12	10	14	12	14	14	12	14	15	12	15	14	14	14	16	12	14	15	12	12	12	12	14	14	12	12	14	14	10	15	14	14	10	12	12	14	10	12	14	15	15	14	14	12	12	14	14	12	14	15	12	15	12	15	14	14	14	10	14	14	12	12	14	14	10	14	12	14	14	15	15	14
14	15	15	12	14	14	15	14	14	12	16	15	12	16	15	14	14	14	14	15	12	12	14	14	14	14	15	14	12	12	15	14	14	14	14	15	16	14	16	14	15	14	16	12	14	15	15	14	14	12	14	15	12	14	14	15	12	15	14	14	10	12	12	15	12	12	15	15	15	15	15	12	15	14	14	12	14	15	12	15	12	15	15	14	14	12	14	14	12	14	15	14	12	14	12	15	15	15	15	14
14	15	15	12	15	14	15	14	14	12	16	15	12	16	15	15	14	14	14	15	12	12	15	14	14	14	15	14	14	12	15	14	14	14	14	15	16	14	16	14	15	14	16	14	15	15	15	15	15	14	15	15	12	14	15	15	12	16	14	14	10	14	14	16	12	12	15	15	15	15	16	12	16	15	14	12	15	15	12	15	14	16	15	14	14	12	14	14	14	14	15	15	14	14	14	16	15	15	16	15
14	16	15	14	15	15	15	14	14	12	16	15	14	16	15	15	14	15	15	15	14	14	15	15	14	15	15	14	15	14	15	14	15	15	15	15	16	14	17	14	16	14	16	14	15	15	15	15	16	14	15	15	12	15	15	15	14	16	15	14	12	14	14	16	14	15	15	15	16	15	16	15	16	15	14	14	15	15	14	16	15	17	15	14	15	12	14	14	14	14	15	16	14	14	15	16	15	15	16	15
15	16	15	14	15	15	15	15	15	12	16	15	15	16	15	15	15	15	15	16	14	14	15	15	15	15	16	15	15	14	16	14	15	15	15	15	16	15	17	14	16	14	16	14	15	15	16	16	16	15	15	15	12	15	15	15	14	17	16	15	12	14	14	16	14	15	15	16	17	15	16	15	16	15	14	14	15	16	14	16	15	17	15	16	15	14	14	14	14	14	15	16	14	14	15	16	16	16	16	16
16	16	17	15	15	15	16	15	15	14	17	15	15	16	15	15	15	15	15	16	14	15	15	16	15	15	16	15	15	14	16	15	15	15	15	16	16	15	17	15	16	15	16	15	15	16	16	16	17	15	15	15	15	15	16	15	14	17	16	15	14	14	15	16	14	15	16	16	17	15	16	16	16	15	14	14	16	16	14	16	15	17	15	17	15	14	14	15	15	14	15	16	14	15	15	17	17	16	16	16
