39	34	45	37	34	44	35	35	47	32	23	18	43	33	18	11	34	15	36	49	39	36	23	26	19	36	29	41	35	18	35	35	27	39	28	18	24	36	42	29	34	40	44	41	40	19	45	28	41	36	43	38	37	26	42	42	36	29	18	40	39	36	24	25	15	26	34	38	24	32	19	24	20	25	41	32	36	45	32	14	18	35	48	38	19	24	42	33	14	46	15	41	35	30	35	42	18	34	32	42	25	14	39	32	23	45	36	44	18	37	46	39	15	23	47	29	33	43	45	27	41	39	28	42	48	41	42	31	27	30
33	44	44	24	39	37	37	27	29	47	44	36	44	23	38	40	29	36	40	23	15	41	31	24	39	14	23	24	47	37	39	55	45	40	18	33	24	29	34	39	38	38	32	33	19	32	41	32	18	39	20	26	42	39	27	31	33	40	40	34	37	23	24	41	25	37	29	36	37	24	44	47	36	38	18	27	26	36	42	26	20	48	39	37	11	24	38	37	35	37	28	42	40	36	15	34	43	39	38	39	45	39	37	29	29	38	38	19	25	40	18	39	33	44	37	37	24	37	24	38	36	30	37	55	38	34	30	36	43	15
32	38	27	14	39	14	45	44	26	45	37	37	32	39	37	36	47	31	31	42	40	38	15	32	45	27	37	33	36	29	49	42	31	25	36	25	39	44	40	40	43	14	37	33	28	36	39	39	23	35	35	34	45	42	29	33	39	14	29	37	14	18	40	40	37	46	47	18	33	48	47	19	38	43	46	34	37	35	49	31	30	15	43	44	42	40	45	24	42	41	41	39	32	26	32	24	38	44	41	42	39	38	37	41	33	42	43	38	42	43	26	30	46	45	42	41	27	14	39	36	36	30	36	47	44	24	28	55	40	33
29	30	25	43	26	34	37	40	47	42	11	37	23	35	30	24	44	46	26	40	28	39	37	49	14	11	27	39	32	20	30	35	15	39	31	47	30	36	39	35	39	39	29	34	39	40	27	28	37	39	40	46	11	29	27	37	40	26	44	44	15	37	19	36	35	19	49	34	26	40	39	40	24	40	40	35	29	34	34	45	38	47	41	41	19	26	42	24	32	37	39	35	41	35	24	37	45	39	36	36	39	42	38	30	42	39	18	18	29	42	39	44	40	41	37	48	39	36	39	43	18	35	18	38	36	37	43	34	38	34
42	40	14	23	40	34	45	42	42	31	47	23	37	45	25	23	35	15	27	34	40	44	39	11	37	18	44	46	40	37	55	37	23	28	39	40	29	34	39	40	44	45	29	36	34	15	42	23	32	38	34	32	47	37	42	28	23	45	20	39	45	31	40	40	15	24	40	29	37	44	44	42	35	42	31	44	33	36	40	38	42	26	26	44	42	28	37	38	40	44	34	45	37	30	43	30	41	24	37	46	41	38	42	39	35	35	24	26	36	36	36	34	30	47	29	37	45	28	34	24	44	23	42	27	34	39	31	33	27	42
39	44	40	24	18	44	38	29	37	31	25	24	25	39	18	24	28	18	39	46	34	45	34	31	23	45	37	42	41	37	37	41	40	42	27	18	35	39	11	38	29	37	34	45	34	39	30	29	34	37	30	14	45	36	24	15	34	29	41	39	18	41	37	42	39	40	37	34	42	34	34	48	46	35	39	45	44	34	45	29	37	25	18	18	42	25	40	43	36	18	40	39	34	29	24	14	32	28	37	19	31	41	25	24	34	45	40	24	32	45	23	39	47	14	32	33	38	14	33	47	34	45	39	43	35	30	28	33	36	41
41	34	35	42	15	14	19	37	29	37	55	14	35	39	24	42	34	46	42	28	23	44	42	39	39	47	36	32	37	20	28	38	31	55	25	28	43	35	39	37	40	18	48	32	26	46	38	40	26	28	39	28	39	36	37	40	36	37	40	14	42	41	45	18	42	33	40	41	40	42	44	28	46	15	35	34	43	32	39	34	35	28	43	14	38	29	15	33	34	40	48	14	15	30	28	35	36	33	40	20	40	26	38	37	40	34	39	30	47	37	18	15	35	27	44	14	38	40	36	40	42	34	35	31	41	39	29	27	23	40
35	31	45	34	43	33	33	41	14	14	37	39	18	29	49	40	37	36	34	36	29	29	39	40	49	40	24	45	14	40	20	39	44	27	40	45	34	18	29	11	39	43	31	38	45	14	40	14	36	18	38	41	44	18	55	37	18	24	29	35	28	26	38	39	42	47	55	39	40	41	36	29	37	32	29	34	41	36	36	55	37	40	33	39	38	41	39	39	34	24	31	39	43	28	31	36	30	23	37	37	28	40	40	32	36	46	37	36	35	40	34	39	42	40	34	40	34	18	43	49	39	37	45	39	36	18	40	23	27	46
31	40	41	38	40	35	37	24	24	38	24	20	44	36	42	40	34	30	43	33	30	24	39	31	38	35	42	40	36	33	42	28	37	32	45	26	26	43	32	36	47	44	42	30	46	27	40	49	29	14	40	49	30	25	24	32	25	42	25	48	35	24	45	31	31	47	41	45	40	14	14	25	37	45	23	36	35	49	32	38	42	24	40	42	34	25	28	37	15	40	26	30	35	27	41	44	36	25	24	32	27	15	19	30	25	47	45	25	39	42	19	29	35	34	35	30	29	23	40	31	44	38	24	49	24	40	39	32	36	42
38	31	43	18	24	48	35	43	31	37	49	23	34	44	43	35	35	35	32	27	39	34	39	24	36	35	34	19	31	41	18	30	24	19	44	15	35	35	25	37	44	37	43	15	39	41	29	27	37	15	29	39	18	30	23	19	29	32	39	32	45	32	44	47	43	39	31	40	46	41	34	43	36	19	42	41	19	23	38	40	34	19	37	37	20	47	37	39	35	41	37	35	15	31	30	11	23	14	37	36	14	25	42	30	39	36	36	24	40	37	15	18	45	30	29	39	42	32	24	35	36	32	33	20	29	37	24	40	23	23
36	49	15	32	30	44	45	29	35	32	23	30	37	39	40	35	45	29	19	42	37	34	36	14	37	39	39	44	42	33	34	40	36	38	29	39	49	37	37	29	27	26	32	43	39	24	30	24	25	39	24	39	27	40	25	40	37	25	35	49	25	42	18	24	55	40	40	31	40	36	27	28	49	38	35	33	35	31	35	19	31	32	49	28	27	55	39	42	27	15	39	27	34	27	36	27	34	37	23	30	15	36	23	46	40	40	39	44	29	15	45	39	37	29	37	28	31	33	45	14	34	35	36	18	40	35	36	30	29	34
35	33	18	40	36	34	36	39	29	28	39	34	39	35	39	34	45	25	37	40	41	34	47	33	36	45	39	39	29	36	33	39	36	34	25	49	37	32	23	41	25	27	45	24	37	34	28	37	39	46	44	37	40	15	37	18	15	38	15	39	20	35	37	36	44	42	39	44	40	40	55	42	25	14	34	42	27	39	29	34	33	39	23	46	25	42	37	31	34	37	44	43	23	35	20	34	27	24	28	36	47	27	37	45	39	36	37	28	32	27	44	41	39	40	20	45	26	18	41	40	36	25	39	37	15	29	44	44	39	27
29	29	32	24	24	23	33	36	37	29	31	28	15	20	15	29	34	41	37	28	36	18	39	40	37	15	30	35	45	39	42	23	39	44	39	38	37	29	30	45	30	41	34	30	37	49	36	41	37	30	37	35	37	26	18	31	55	44	26	35	35	34	38	44	15	36	39	44	37	24	32	32	39	15	39	49	40	38	30	40	41	24	35	41	32	43	11	18	32	40	18	37	37	37	45	24	18	28	34	25	34	40	47	44	36	29	34	40	43	44	40	37	41	37	39	39	28	25	15	44	31	39	15	30	37	23	38	39	55	37
19	15	23	47	29	40	37	18	47	15	45	42	19	37	20	35	31	35	36	15	47	29	39	33	11	20	25	32	29	44	42	27	39	39	45	37	45	33	15	40	25	44	42	38	39	44	18	39	34	35	30	39	25	39	41	55	35	15	34	31	37	34	44	35	49	49	42	45	37	27	44	39	32	18	42	40	39	31	40	15	34	23	40	26	39	35	35	24	18	45	26	26	36	28	42	30	23	38	39	47	34	37	44	43	36	28	19	38	36	34	32	41	15	37	34	47	40	43	40	55	39	34	35	34	18	18	27	37	32	34
39	24	40	39	40	45	18	42	45	43	41	33	44	33	35	39	37	27	38	29	43	14	24	46	39	41	40	35	36	49	38	15	37	28	37	44	36	25	28	27	29	35	40	44	37	34	19	25	36	44	40	49	46	35	27	15	42	49	38	31	15	39	39	31	40	37	38	37	30	47	41	39	45	34	24	44	11	38	24	36	37	35	34	34	40	40	31	40	24	39	45	42	39	34	39	48	29	24	35	41	31	39	15	30	44	43	35	37	39	45	25	27	41	39	38	29	20	47	35	24	43	42	37	44	28	39	18	39	44	39
34	15	44	15	45	40	36	29	14	29	41	31	39	37	37	18	33	15	24	33	23	25	44	37	39	28	26	40	37	35	39	40	44	40	25	19	25	32	42	37	33	29	42	24	18	28	40	36	29	32	23	39	29	44	42	38	18	35	47	28	33	25	46	35	43	41	43	34	28	29	37	42	15	37	32	25	40	37	34	37	39	26	39	42	29	30	39	29	38	42	11	32	37	34	43	37	14	42	46	38	15	41	38	32	39	37	25	18	28	42	24	36	37	41	32	55	36	11	28	29	37	24	19	32	27	27	39	27	44	27
35	29	28	36	34	44	44	35	32	37	43	25	39	43	28	33	39	18	42	37	39	39	40	25	40	32	14	36	14	48	30	31	18	24	34	39	31	47	44	30	24	44	45	36	35	26	37	25	39	24	39	41	24	34	34	36	39	49	43	55	31	36	26	44	44	37	37	39	24	32	55	34	41	39	25	45	39	55	37	24	31	40	37	45	45	14	29	15	44	32	43	39	30	35	32	19	39	24	37	37	44	32	30	37	14	30	23	36	37	42	28	26	40	35	40	41	35	44	43	41	40	43	23	36	24	29	32	29	18	37
47	34	43	43	23	29	45	31	24	38	39	45	31	28	45	28	40	39	43	18	24	45	31	24	47	34	34	27	24	20	36	36	25	38	44	39	39	43	55	39	20	35	46	35	37	36	33	34	36	42	37	46	44	30	55	18	39	37	42	35	27	42	40	39	42	40	37	42	44	43	28	39	47	44	31	37	37	37	34	47	32	47	37	34	34	34	19	37	34	25	41	24	36	42	27	39	47	48	32	39	18	45	46	44	27	37	27	18	23	31	11	20	38	24	44	40	24	36	34	24	37	35	34	39	40	45	37	47	28	41
40	26	37	47	41	20	39	34	11	40	42	39	44	37	39	28	32	42	42	27	45	27	39	33	27	27	44	41	34	14	35	37	45	36	35	33	45	42	38	24	39	40	39	48	33	28	33	34	49	38	34	24	25	39	20	37	46	35	36	30	15	42	39	24	35	24	30	34	42	24	36	44	35	43	30	18	39	46	40	44	27	36	45	28	37	29	39	31	27	42	33	40	18	38	39	44	34	46	41	45	37	28	43	40	31	27	39	28	45	34	43	31	25	19	31	40	44	24	46	19	32	47	37	27	37	25	34	25	44	33
44	25	25	34	42	40	38	45	33	40	23	42	41	28	32	25	32	37	37	44	38	47	34	34	38	41	36	47	29	37	18	40	35	37	37	38	24	24	37	35	42	47	15	28	36	35	23	14	32	48	35	34	31	28	35	41	36	42	46	39	15	28	35	40	49	35	30	41	36	28	44	35	40	40	36	46	45	34	37	23	25	45	38	47	24	28	45	36	43	47	29	25	40	15	36	25	15	20	37	24	18	34	15	24	37	28	40	34	27	28	37	40	42	55	47	37	36	29	39	39	25	28	28	43	34	40	45	29	44	18
36	11	29	55	38	47	32	14	40	34	44	38	39	34	45	28	23	33	44	31	27	18	47	24	35	29	40	34	43	36	31	37	30	46	28	28	49	25	34	11	36	40	40	15	37	15	31	36	29	37	24	34	24	49	43	37	35	37	36	48	33	14	44	37	34	34	27	35	15	29	43	30	39	42	28	14	42	26	39	36	36	35	39	26	46	46	39	14	47	44	34	24	29	44	44	38	39	26	35	42	40	47	33	40	34	37	25	20	33	35	46	40	42	37	39	26	44	37	30	45	34	39	35	55	43	14	18	15	27	39
29	41	42	38	35	37	24	47	15	35	28	37	35	24	38	18	39	37	44	43	38	34	39	37	46	48	40	40	40	34	43	33	35	30	44	43	43	24	31	34	40	39	44	18	32	34	34	35	32	31	24	35	31	41	29	18	18	39	35	15	35	32	42	30	47	55	39	37	20	14	45	28	33	35	36	45	40	42	37	14	45	39	37	33	36	35	37	34	38	41	39	44	27	40	36	39	44	40	44	47	29	45	28	26	23	18	34	39	43	27	37	34	46	46	43	18	45	39	40	34	41	40	40	34	24	39	44	30	40	40
33	30	37	34	40	43	43	15	33	36	30	25	31	39	36	39	38	11	41	44	18	23	34	32	44	18	40	32	27	43	38	32	14	27	29	37	39	31	25	41	39	24	43	37	18	42	42	37	24	40	39	40	24	23	39	23	33	41	36	37	14	39	40	45	38	39	39	45	43	36	34	44	36	48	24	42	43	31	39	19	20	11	46	42	24	44	37	44	47	24	44	36	45	44	38	40	14	28	32	39	28	35	19	18	39	24	29	33	36	23	39	36	37	37	14	36	35	55	36	40	41	25	33	33	38	30	34	40	34	40
37	44	33	36	41	24	34	23	19	37	44	39	32	27	34	42	47	18	35	24	37	34	32	20	35	39	43	42	15	34	24	25	37	29	42	34	46	24	37	40	41	38	41	45	36	44	35	40	35	42	37	14	30	46	44	35	36	29	20	28	49	15	32	19	45	39	40	34	40	40	42	55	38	24	33	36	42	38	24	37	24	44	40	42	40	18	26	24	32	41	29	31	55	44	35	25	32	42	47	15	28	36	44	46	18	32	38	40	40	27	47	39	39	23	25	39	31	43	24	42	40	47	40	43	26	43	19	36	11	44
45	32	20	33	40	40	37	39	39	26	55	43	39	31	28	37	45	37	34	29	39	36	37	44	40	37	36	29	27	37	34	15	41	37	40	38	23	33	37	24	37	29	30	47	36	37	26	15	23	35	39	26	34	44	37	39	27	43	37	18	41	42	38	37	48	42	31	41	45	18	25	55	34	38	34	34	23	24	28	29	35	36	36	44	30	37	42	44	49	39	40	36	31	55	14	28	37	41	42	15	38	39	40	38	24	28	28	25	30	39	42	32	24	34	47	29	33	40	30	24	37	15	47	42	41	23	24	40	23	39
35	38	40	14	14	39	40	28	18	11	19	44	27	39	27	28	39	27	24	48	35	39	23	31	31	46	44	38	44	35	37	37	36	20	43	34	36	14	36	43	35	37	38	32	39	36	15	30	39	28	40	44	23	37	39	37	23	27	36	29	37	40	37	39	18	38	46	33	45	37	15	38	39	40	43	45	33	40	24	31	28	37	39	37	31	44	33	24	44	39	24	39	31	46	23	45	41	42	11	34	41	40	44	19	39	39	19	45	38	35	28	36	31	49	36	24	38	39	42	24	35	34	34	23	33	41	42	19	36	36
39	36	43	36	40	35	18	36	48	30	36	39	45	37	42	14	26	39	41	32	24	28	40	36	29	40	29	28	34	24	34	34	37	42	28	18	37	18	28	42	32	47	24	23	26	30	44	39	34	42	45	28	40	38	45	35	44	30	18	44	27	34	38	28	41	36	42	42	11	44	37	32	27	27	39	39	37	23	44	15	37	38	34	28	42	40	35	38	40	27	34	36	37	35	23	39	28	28	39	44	30	35	28	15	38	29	30	31	38	38	41	44	29	29	39	44	49	37	18	36	23	31	24	15	28	39	40	37	37	23
41	35	42	48	34	34	41	37	41	35	37	27	48	35	23	39	25	39	25	38	37	31	34	27	15	39	23	15	33	32	28	39	39	24	30	20	44	39	45	36	44	40	37	36	41	27	44	34	32	24	23	34	30	31	47	39	14	14	18	42	38	44	36	25	14	27	23	30	18	37	39	37	45	33	45	23	44	29	28	33	33	44	40	43	25	44	42	40	37	28	45	40	19	39	23	25	35	39	23	29	44	39	43	37	29	23	36	42	23	35	40	27	40	44	44	40	27	36	35	25	40	39	30	34	36	36	27	32	37	28
37	30	27	23	40	37	30	37	38	31	44	33	24	39	24	32	48	34	41	55	18	37	37	39	43	38	42	38	31	47	29	14	36	25	39	47	35	37	34	34	32	55	24	26	15	48	36	29	38	41	31	44	45	34	40	23	23	28	37	37	39	33	39	31	32	11	40	47	40	15	24	44	34	42	27	45	36	23	43	39	36	35	29	45	28	42	24	39	19	40	23	42	41	46	29	15	46	24	28	18	33	55	37	25	18	48	23	46	36	18	37	39	37	39	38	29	41	37	24	32	32	40	27	25	24	18	36	44	41	34
