56	49	29	22	46	39	42	12	37	38	48	25	39	39	57	15	48	50	38	40	13	41	45	38	48	56	47	39	32	37	49	15	39	45	11	50	50	26	38	46	46	46	33	20	23	27	49	24	34	37	56	49	43	15	20	52	33	43	34	31
57	29	12	56	33	56	46	49	49	44	22	47	23	11	43	46	47	39	32	23	46	29	29	39	47	56	38	44	49	48	57	46	26	52	29	40	57	27	41	46	29	46	31	47	12	38	46	29	32	46	49	29	48	57	17	48	50	38	23	44
26	39	48	31	15	40	33	46	22	13	47	26	49	49	44	44	29	56	52	12	47	49	46	49	33	56	37	38	46	38	27	29	24	42	48	37	47	49	29	27	45	49	31	45	25	42	49	46	11	37	52	57	16	33	33	24	13	38	46	57
49	29	46	23	49	45	15	46	45	43	29	45	50	23	50	44	29	13	49	13	45	16	11	47	40	38	22	46	46	44	22	42	47	15	41	46	24	45	40	23	15	46	48	38	47	46	15	46	52	40	57	42	32	29	49	49	39	34	12	49
25	12	34	49	27	38	15	48	48	29	11	41	46	48	37	33	47	49	23	47	47	39	38	42	13	44	46	48	31	57	32	29	49	48	16	33	43	32	39	33	20	27	46	32	40	57	40	52	48	47	29	12	23	49	12	50	12	46	31	15
45	39	47	52	44	48	41	38	34	49	43	24	37	41	42	49	39	47	57	15	49	23	49	15	44	32	33	15	13	39	46	17	33	26	52	48	49	39	39	41	48	39	47	31	13	16	34	29	15	46	42	34	26	20	27	16	32	48	23	12
38	49	23	47	48	48	42	48	48	20	37	49	38	41	47	48	49	25	46	24	38	37	11	25	22	47	46	48	47	48	22	39	34	37	48	57	37	29	46	48	57	48	39	16	46	57	47	32	37	31	23	13	13	26	39	24	46	23	23	16
12	24	26	49	34	44	12	22	45	12	40	44	29	47	41	33	39	39	47	34	16	32	47	46	24	33	27	46	31	37	44	29	31	32	49	44	32	48	34	33	24	46	47	37	48	33	33	49	41	22	57	12	49	47	38	49	46	48	49	46
46	49	42	39	46	29	56	44	50	11	12	33	15	47	48	32	39	46	22	12	39	42	49	56	47	16	33	33	12	12	29	32	17	47	25	56	49	40	48	40	22	47	44	15	34	56	48	38	37	40	23	57	46	48	46	57	42	34	48	47
26	49	34	24	47	49	46	48	15	47	44	33	38	49	37	38	46	39	33	47	40	27	47	57	48	46	23	48	46	46	26	48	41	15	33	42	33	34	46	34	50	42	29	17	22	32	15	38	39	15	48	34	49	33	40	23	48	24	38	49
49	48	48	22	23	44	12	48	48	33	50	46	56	42	46	20	20	15	42	15	17	38	13	47	46	49	17	48	31	13	57	31	47	12	13	25	52	23	45	34	38	41	11	15	24	49	48	39	39	42	32	46	48	32	25	15	47	32	49	32
50	46	49	48	13	17	26	11	13	38	47	40	48	48	15	57	39	47	49	29	45	49	34	13	46	32	43	13	39	49	22	12	40	46	38	57	33	27	52	48	47	57	27	50	49	47	34	15	33	29	41	22	37	42	22	34	29	15	12	44
46	47	41	49	31	38	34	38	23	17	48	48	42	17	49	39	47	46	38	33	49	38	48	49	46	12	49	46	48	27	13	26	25	11	32	23	32	12	11	48	49	11	57	29	38	39	44	49	32	49	40	26	22	47	38	23	33	15	45	34
47	48	42	39	38	32	33	26	46	44	41	38	50	26	49	26	47	34	50	13	40	23	49	46	47	42	17	40	33	48	12	49	47	48	48	48	15	29	23	39	41	49	24	38	26	15	47	48	33	12	49	57	13	32	46	48	32	15	49	45
42	38	31	34	49	47	42	44	29	44	49	31	46	13	48	23	23	39	33	15	49	27	46	41	23	46	49	48	34	46	22	38	31	39	49	34	38	49	24	52	47	33	40	39	43	31	43	24	32	39	47	43	39	11	47	47	56	24	31	23
44	48	13	39	57	45	49	37	42	47	12	26	11	46	48	26	46	45	15	52	39	32	50	38	37	42	39	49	39	48	49	49	40	12	48	25	39	48	24	16	16	32	50	39	23	32	45	34	48	15	46	24	47	43	25	49	42	29	48	23
34	13	37	42	22	31	13	31	33	27	17	32	42	46	46	48	57	49	29	24	39	39	23	29	22	47	46	24	20	24	39	57	27	15	48	48	23	12	33	44	50	29	38	38	49	16	45	46	16	15	16	25	49	40	31	39	57	29	47	48
32	48	48	39	48	38	29	56	27	17	41	37	52	49	46	31	32	57	48	42	44	22	26	42	22	48	32	37	41	42	48	56	12	49	49	41	13	49	23	11	39	43	38	34	48	24	11	48	49	38	22	39	27	16	43	32	40	40	42	44
48	25	11	38	49	39	40	22	47	46	49	23	52	33	26	48	12	24	43	23	52	34	33	47	57	48	29	48	15	27	31	37	44	48	13	43	49	20	50	42	56	39	16	43	32	49	48	17	50	17	25	23	16	22	25	26	12	17	49	57
27	43	50	27	39	13	38	27	39	49	39	33	24	29	56	46	23	48	33	23	31	12	39	37	12	25	29	48	33	16	23	57	50	31	46	29	57	16	12	49	37	48	25	23	57	42	42	47	31	34	15	48	29	47	32	17	39	15	22	26
32	49	41	46	49	56	48	49	31	49	29	44	22	11	29	12	49	12	39	24	49	23	47	32	29	13	47	39	23	50	52	17	47	37	42	33	33	11	46	47	46	49	29	46	23	20	42	34	27	31	20	41	41	22	34	46	48	15	49	47
56	50	49	37	49	11	42	15	46	48	32	37	22	48	34	22	38	46	23	41	49	32	34	20	46	27	38	33	57	27	24	47	42	16	33	15	38	49	23	57	48	34	47	44	45	34	29	44	44	46	13	47	42	49	42	49	42	48	15	52
50	41	42	32	12	17	31	39	27	20	45	38	43	39	31	12	32	25	23	57	23	44	50	43	33	23	12	32	46	15	26	40	23	46	52	39	13	23	46	33	22	41	12	44	39	29	23	49	22	23	29	44	34	29	23	26	39	46	49	16
49	46	47	42	43	46	24	46	42	48	39	41	12	29	48	47	47	27	25	17	57	23	46	38	50	13	48	45	17	26	29	23	29	22	27	15	48	32	48	57	25	33	42	48	40	22	26	47	50	33	25	31	16	26	37	49	33	49	12	31
47	47	22	49	24	42	29	46	44	20	44	57	57	47	33	43	52	27	27	39	39	37	33	46	20	38	41	38	39	34	44	32	11	24	52	46	46	50	38	46	29	42	15	32	49	49	48	57	34	46	16	47	15	29	27	27	57	12	12	12
47	15	12	42	47	27	25	23	46	26	44	24	15	39	48	23	44	39	38	44	57	40	49	48	17	48	29	39	39	52	12	31	48	40	52	31	32	42	46	29	52	45	13	49	24	26	25	57	33	20	39	44	38	50	16	44	22	12	23	29
50	17	40	57	39	49	49	25	33	13	42	23	57	27	33	29	40	41	48	15	48	46	12	46	23	13	56	39	46	38	39	48	34	37	38	23	33	41	25	42	39	22	33	38	41	27	32	15	31	13	52	29	47	11	27	40	46	29	50	29
49	12	13	48	34	34	49	48	33	47	38	49	41	25	48	52	17	47	49	12	44	46	13	46	48	25	43	49	17	44	31	52	39	23	33	27	31	45	22	47	32	49	25	52	42	50	16	40	49	29	31	15	44	41	46	38	32	46	57	32
25	50	41	12	57	13	47	47	46	50	23	46	41	56	12	49	38	56	24	23	29	49	32	48	49	50	49	11	16	12	29	49	32	44	40	33	26	52	24	48	23	50	48	24	41	20	27	39	57	48	47	57	24	22	22	47	39	20	49	49
47	33	41	40	13	47	29	49	33	42	42	49	41	49	13	45	39	52	15	49	43	47	26	49	22	34	23	46	50	46	41	42	56	32	29	42	40	48	44	57	49	25	48	29	17	37	32	49	32	47	43	33	45	47	12	48	43	52	49	41
23	46	57	48	25	44	33	37	41	47	12	29	56	13	47	25	23	46	39	45	52	50	49	48	12	13	42	42	26	34	15	39	26	48	44	49	48	32	15	57	34	12	38	48	48	13	45	47	42	23	23	34	22	17	32	20	39	56	16	48
12	49	37	29	52	38	45	41	52	42	57	23	39	12	40	33	34	43	32	56	56	33	15	40	11	49	37	48	57	46	44	48	46	42	32	48	38	12	48	38	48	23	39	48	48	11	46	49	57	22	34	24	49	17	49	13	47	45	20	27
45	56	22	23	52	25	47	40	48	57	38	11	15	48	23	49	56	33	48	52	27	39	44	39	49	38	56	50	33	49	15	26	32	15	56	46	34	39	32	32	39	46	12	48	44	34	12	45	44	13	38	13	42	49	33	17	48	33	33	48
56	12	47	15	57	29	44	29	47	29	46	49	49	11	32	52	47	38	48	48	32	16	45	46	47	47	13	27	57	39	49	24	42	40	12	25	15	49	42	12	48	44	31	32	49	23	48	32	40	25	26	48	47	44	48	23	46	20	12	44
31	48	39	15	49	11	46	32	47	12	47	47	42	32	39	37	15	47	39	47	47	12	49	34	24	49	49	29	47	11	12	20	24	44	40	49	22	38	23	39	33	29	38	50	31	29	42	42	23	33	31	34	29	48	43	49	42	32	13	43
32	47	44	29	15	15	47	39	34	38	46	34	40	15	17	25	48	29	37	22	49	26	33	47	38	39	22	57	49	44	42	29	34	26	45	38	20	47	33	15	23	31	11	32	32	34	48	46	49	26	48	48	24	25	22	49	41	48	23	24
49	50	42	45	31	44	50	32	44	50	40	33	48	42	13	12	42	16	29	49	44	42	25	32	33	16	42	13	57	37	48	46	42	47	47	20	46	26	47	41	49	47	39	29	47	56	13	32	49	39	49	49	23	57	46	45	46	45	56	47
48	50	57	12	23	49	42	17	15	15	41	42	38	48	46	48	23	29	15	46	42	20	29	48	44	27	42	22	22	40	33	46	11	26	34	52	12	39	34	39	52	48	46	17	52	46	48	43	42	47	49	22	47	43	11	49	38	25	29	17
15	13	39	15	27	34	57	46	31	43	29	45	43	20	20	27	24	11	57	57	44	33	24	15	12	49	32	33	47	34	32	50	39	34	47	46	49	47	42	46	44	13	24	56	33	32	48	32	40	56	44	57	23	49	13	46	25	49	29	27
23	45	38	39	41	12	46	15	45	49	29	37	24	29	20	29	56	12	39	38	49	38	49	44	46	47	41	33	38	41	23	32	48	24	46	38	26	17	29	11	15	33	38	50	42	57	57	15	49	44	47	50	37	25	17	40	17	17	41	43
48	32	42	39	38	49	49	56	29	33	26	47	49	32	24	46	42	56	25	39	57	57	15	29	15	49	49	38	48	38	49	32	49	41	49	17	24	32	49	12	48	20	11	12	23	44	42	49	32	46	15	12	47	32	29	57	29	47	49	23
34	25	52	17	49	38	46	29	32	48	27	47	25	48	33	38	16	48	49	27	38	23	49	48	41	42	49	49	11	15	49	52	15	48	29	15	57	15	11	43	43	57	25	39	17	38	46	37	12	33	23	39	38	46	33	32	48	17	37	49
29	46	46	48	11	31	25	43	41	47	46	23	43	46	47	46	57	41	41	40	47	26	42	23	15	52	45	46	44	50	49	39	57	32	25	46	46	37	47	47	48	57	39	42	48	17	48	32	22	12	23	48	20	49	48	33	23	47	34	44
47	11	32	16	31	57	29	34	49	46	47	37	52	42	29	34	48	24	47	43	47	48	48	13	49	49	29	42	39	20	48	39	57	16	57	47	20	47	46	49	38	45	15	17	44	12	52	33	29	46	37	46	22	25	47	24	39	49	32	24
34	12	44	29	24	44	43	50	37	47	39	33	22	11	25	23	45	15	46	56	12	48	49	52	39	39	37	47	47	38	24	15	42	23	31	42	47	33	29	11	39	11	22	56	29	34	17	20	45	52	48	40	15	16	17	47	27	32	39	29
29	47	38	49	41	34	48	47	47	48	39	40	49	52	45	27	49	52	57	47	12	39	57	48	56	46	38	49	46	23	25	24	46	20	49	29	49	49	17	24	46	48	46	57	22	29	34	48	29	16	57	16	15	23	46	57	46	29	17	12
46	20	56	17	50	57	39	47	15	17	46	49	39	44	47	47	49	33	33	39	44	49	17	52	47	23	44	11	16	48	33	39	49	47	56	50	42	23	57	49	39	48	46	46	52	57	42	48	32	15	27	39	13	48	38	11	34	29	46	48
46	40	37	22	39	38	38	22	23	52	42	20	24	37	33	39	48	17	12	37	49	39	38	16	17	39	57	48	50	48	24	46	22	11	43	34	33	46	33	56	47	48	13	23	46	34	49	15	46	38	27	49	49	23	22	12	57	39	56	46
39	57	20	11	37	20	29	41	49	50	57	48	33	20	16	23	20	12	20	42	15	44	29	12	24	29	57	39	49	15	17	17	48	41	15	32	26	12	48	46	46	49	57	48	45	57	43	57	46	47	27	42	48	49	42	49	52	48	22	50
46	23	47	32	49	33	34	39	48	49	17	42	57	46	42	57	23	57	46	56	48	49	49	41	48	22	33	49	44	46	26	47	15	39	32	29	32	48	47	45	49	39	32	12	49	17	49	50	50	38	29	46	49	43	42	49	11	48	46	39
38	41	29	17	57	42	32	44	48	20	33	23	49	22	17	34	34	17	47	46	41	46	39	56	38	48	26	12	15	32	46	40	47	44	34	12	23	40	49	46	31	24	34	46	38	23	47	34	48	46	57	25	24	56	31	52	29	16	49	57
49	17	24	33	48	32	11	32	57	49	33	15	43	23	49	57	41	56	47	27	11	17	40	50	20	49	47	38	57	40	43	44	22	57	43	16	46	49	32	12	24	32	49	42	16	16	11	24	11	40	16	11	17	29	47	50	17	57	33	50
39	24	48	33	34	49	31	32	34	25	46	29	12	49	49	16	48	57	47	41	49	46	15	34	23	48	46	48	49	46	41	22	48	29	34	50	20	39	47	49	15	47	49	49	48	44	43	42	15	48	43	34	39	20	39	34	27	57	32	23
49	52	38	46	22	49	12	50	23	26	39	49	29	27	15	39	44	23	23	23	12	34	20	48	56	20	44	39	49	56	37	46	34	42	33	46	15	32	48	41	38	22	40	11	42	56	13	39	42	13	13	32	45	48	23	42	29	46	46	32
12	33	48	49	48	24	17	50	57	57	57	42	50	33	31	15	29	26	38	46	50	48	49	42	41	45	47	46	56	49	43	39	46	49	13	17	56	32	50	38	57	47	13	23	16	20	49	48	46	26	39	44	43	46	49	48	47	44	45	48
23	34	42	34	11	23	31	17	23	48	15	49	42	57	50	57	32	26	41	34	48	49	29	12	29	13	15	22	43	22	49	39	16	46	52	24	23	42	48	33	48	25	50	34	57	26	49	50	32	49	13	57	46	46	37	44	39	13	48	37
23	49	32	44	46	42	23	52	50	29	16	47	17	29	27	44	16	13	49	33	37	46	40	31	47	46	44	23	16	34	50	16	47	13	50	47	15	15	48	11	40	22	47	32	49	57	48	32	20	49	12	26	48	32	37	50	24	23	47	42
48	40	29	57	38	34	47	48	34	39	49	47	48	44	29	46	26	57	22	32	46	24	23	20	50	50	56	37	45	39	16	37	57	57	41	46	47	49	52	47	34	44	29	48	48	47	32	46	20	48	34	48	48	47	17	33	27	49	45	38
48	38	17	42	39	31	29	32	39	38	56	15	33	44	25	46	26	17	12	23	38	23	46	27	31	24	39	16	27	33	23	33	12	42	29	34	15	16	46	31	17	46	15	39	16	16	39	52	40	45	31	52	41	48	44	17	33	57	44	12
27	12	50	23	49	32	50	48	52	52	15	46	26	49	15	33	39	49	46	15	13	57	12	11	17	47	49	48	23	33	22	45	45	41	49	46	38	46	56	16	46	48	49	27	12	11	50	47	33	48	49	49	50	42	47	43	47	48	31	40
