1	0	1	1
2	0	1	1
3	0	1	1
4	1	1	1
5	0	1	1
6	0	1	1
7	0	1	1
8	1	1	1
9	2	1	1
10	2	1	1
11	0	1	1
12	3	1	1
13	0	1	1
14	0	1	1
15	1	1	1
16	2	1	1
17	0	1	1
18	1	1	1
19	0	1	1
20	0	1	1
21	7	1	1
22	2	1	1
23	8	1	1
24	0	1	1
25	3	1	1
26	0	1	1
27	1	1	1
28	0	1	1
29	0	1	1
30	1	1	1
31	0	1	1
32	3	1	1
33	0	1	1
34	0	1	1
35	1	1	1
1	0	2	1
2	0	2	1
3	0	2	1
4	1	2	1
5	0	2	1
6	0	2	1
7	0	2	1
8	1	2	1
9	0	2	1
10	2	2	1
11	2	2	1
12	1	2	1
13	0	2	1
14	1	2	1
15	2	2	1
16	0	2	1
17	0	2	1
18	0	2	1
19	1	2	1
20	0	2	1
21	1	2	1
22	3	2	1
23	7	2	1
24	5	2	1
25	5	2	1
26	0	2	1
27	0	2	1
28	0	2	1
29	2	2	1
30	1	2	1
31	0	2	1
32	1	2	1
33	1	2	1
34	0	2	1
35	2	2	1
1	0	3	1
2	0	3	1
3	0	3	1
4	1	3	1
5	0	3	1
6	0	3	1
7	0	3	1
8	2	3	1
9	4	3	1
10	2	3	1
11	1	3	1
12	1	3	1
13	0	3	1
14	1	3	1
15	3	3	1
16	0	3	1
17	0	3	1
18	0	3	1
19	0	3	1
20	0	3	1
21	2	3	1
22	2	3	1
23	6	3	1
24	3	3	1
25	1	3	1
26	0	3	1
27	1	3	1
28	0	3	1
29	1	3	1
30	1	3	1
31	0	3	1
32	4	3	1
33	1	3	1
34	0	3	1
35	0	3	1
36	2	3	1
1	0	4	1
2	0	4	1
3	0	4	1
4	0	4	1
5	0	4	1
6	0	4	1
7	0	4	1
8	0	4	1
9	1	4	1
10	3	4	1
11	1	4	1
12	0	4	1
13	0	4	1
14	1	4	1
15	0	4	1
16	3	4	1
17	0	4	1
18	1	4	1
19	0	4	1
20	0	4	1
21	4	4	1
22	3	4	1
23	4	4	1
24	2	4	1
25	5	4	1
26	0	4	1
27	2	4	1
28	0	4	1
29	1	4	1
30	0	4	1
31	0	4	1
32	4	4	1
33	1	4	1
34	0	4	1
35	1	4	1
36	2	4	1
1	0	5	1
2	0	5	1
3	0	5	1
4	0	5	1
5	0	5	1
6	0	5	1
7	0	5	1
8	2	5	1
9	4	5	1
10	1	5	1
11	1	5	1
12	1	5	1
13	0	5	1
14	1	5	1
15	3	5	1
16	2	5	1
17	0	5	1
18	1	5	1
19	1	5	1
20	0	5	1
21	2	5	1
22	2	5	1
23	0	5	1
24	0	5	1
25	4	5	1
26	0	5	1
27	4	5	1
28	0	5	1
29	2	5	1
30	2	5	1
31	0	5	1
32	1	5	1
33	0	5	1
34	0	5	1
35	4	5	1
36	1	5	1
1	0	6	1
2	0	6	1
3	0	6	1
4	2	6	1
5	0	6	1
6	0	6	1
7	0	6	1
8	0	6	1
9	1	6	1
10	1	6	1
11	1	6	1
12	2	6	1
13	0	6	1
14	1	6	1
15	0	6	1
16	2	6	1
17	0	6	1
18	0	6	1
19	2	6	1
20	0	6	1
21	4	6	1
22	1	6	1
23	6	6	1
24	5	6	1
25	5	6	1
26	1	6	1
27	1	6	1
28	0	6	1
29	1	6	1
30	0	6	1
31	0	6	1
32	1	6	1
33	1	6	1
34	0	6	1
35	0	6	1
36	1	6	1
1	0	7	1
2	0	7	1
3	0	7	1
4	1	7	1
5	0	7	1
6	0	7	1
7	0	7	1
8	1	7	1
9	5	7	1
10	2	7	1
11	0	7	1
12	0	7	1
13	0	7	1
14	2	7	1
15	2	7	1
