rls
47
34
18
41
27
27
39
35
21
44
17
30
46
39
35
48
30
29
34
31
21
50
16
30
45
41
49
45
17
32
52
39
55
35
44
37
23
56
12
45
14
54
45
51
36
24
45
52
32
23
25
59
43
15
28
46
43
54
33
25
54
37
27
62
29
54
22
41
25
17
53
33
37
27
46
54
43
46
52
46
44
43
55
16
39
49
21
37
56
48
42
43
33
32
51
36
34
19
33
55
61
34
26
51
28
49
51
25
26
43
16
32
1
42
34
40
32
61
15
15
49
22
37
40
38
39
43
54
25
48
40
25
17
55
42
29
35
34
45
21
50
25
52
45
48
37
39
45
27
40
41
32
40
24
48
45
33
40
12
