rls
20
14
24
14
15
24
18
13
30
13
27
19
35
44
26
17
14
35
18
19
9
24
26
25
22
13
18
23
24
30
32
21
23
31
19
14
15
19
16
38
38
19
24
32
22
15
8
15
20
36
34
26
44
22
20
17
29
19
51
40
34
36
42
29
38
35
26
20
18
29
33
37
42
18
27
24
43
17
5
49
18
11
26
27
26
28
26
27
56
33
20
38
24
13
6
25
34
56
11
32
39
33
28
20
25
23
36
16
32
11
36
11
32
26
40
38
21
22
38
40
34
9
36
32
29
23
40
21
27
26
20
30
38
28
22
23
34
30
43
30
41
41
32
32
9
45
27
29
32
16
8
17
39
13
29
19
23
33
16
30
28
28
26
24
32
12
29
21
24
50
26
27
21
12
38
40
42
42
39
40
23
29
23
20
32
12
24
43
21
28
36
30
36
27
22
39
44
24
28
