rls
38
29
13
50
44
21
33
44
32
41
44
52
48
31
39
25
19
13
13
10
55
46
44
23
32
26
49
32
55
54
51
34
40
38
56
37
45
47
57
35
43
36
12
14
42
30
38
19
13
51
33
38
35
46
17
51
50
21
25
45
59
37
44
44
7
44
42
59
31
42
47
49
34
17
34
19
42
31
17
12
51
50
32
31
47
50
26
42
17
57
40
48
14
40
13
32
39
24
41
31
48
38
9
36
32
34
40
40
16
37
25
43
36
37
19
38
39
30
36
20
6
12
17
13
18
13
16
11
21
5
9
13
11
17
14
16
15
12
35
19
23
20
17
15
17
25
16
7
13
17
15
17
16
13
14
19
18
17
6
48
21
29
52
53
48
25
17
12
23
12
20
25
7
14
42
33
52
23
16
42
30
30
30
6
33
37
12
45
39
51
27
20
28
28
49
27
43
62
11
31
39
7
11
44
46
38
36
10
29
48
35
48
51
29
39
50
37
31
28
35
51
31
38
18
46
49
42
53
44
40
6
55
36
21
36
27
55
44
33
14
25
30
36
36
25
29
39
45
14
54
54
38
37
40
34
44
27
32
10
33
29
34
25
28
37
36
33
49
31
45
35
37
29
30
27
31
34
28
41
57
42
18
33
44
23
20
27
18
40
34
47
45
34
53
32
38
45
39
41
9
14
63
41
24
53
24
40
36
11
48
27
52
40
47
25
42
41
36
28
47
16
36
34
33
11
14
47
43
47
33
37
41
16
44
41
26
28
61
30
