rls
32
31
26
29
33
30
20
5
25
9
27
24
33
9
29
11
32
31
15
27
21
21
27
16
29
17
22
4
28
27
28
27
19
3
11
30
31
17
13
20
2
18
14
16
22
23
6
6
11
21
6
16
14
23
23
12
20
24
16
14
35
37
7
12
30
42
34
37
29
36
3
3
24
5
15
6
39
18
10
29
6
28
28
27
30
28
17
26
24
8
15
23
8
24
24
3
11
16
13
29
22
4
27
25
29
20
30
36
9
4
26
5
39
2
37
5
2
29
2
37
38
30
28
29
33
5
25
18
29
29
23
6
31
26
3
17
30
26
11
23
4
24
8
6
23
37
5
19
28
36
13
17
32
39
32
8
10
28
40
26
15
39
26
27
37
39
29
14
37
12
27
17
7
33
28
33
42
24
38
10
23
35
33
33
24
7
14
1
36
31
22
33
27
3
28
36
5
30
28
23
14
22
29
34
24
26
35
1
19
2
12
25
24
24
21
35
18
26
1
23
16
2
36
28
33
28
33
38
23
26
40
36
33
26
26
18
24
10
1
17
24
29
43
26
30
45
33
3
20
34
35
11
34
22
13
4
15
20
17
18
20
22
32
25
14
33
25
26
15
12
29
26
9
32
15
24
40
26
28
26
38
16
21
43
9
9
30
34
40
44
29
20
16
16
47
13
36
14
20
29
22
30
15
24
15
19
31
21
16
5
8
1
4
37
18
31
15
31
27
13
25
24
17
21
35
21
10
11
20
16
18
16
8
24
28
8
21
22
24
28
30
29
21
14
10
20
11
16
21
3
31
17
19
28
17
38
23
31
24
24
10
29
25
