rls
11
20
14
16
21
4
15
11
19
13
18
6
9
10
12
12
16
16
11
15
19
18
13
14
15
23
18
15
20
15
14
15
14
15
17
21
9
19
16
19
3
6
6
8
9
9
10
10
11
11
11
11
12
12
12
12
12
13
13
13
13
13
13
14
14
15
15
15
15
16
16
16
17
17
17
17
18
18
18
20
13
11
14
10
20
14
16
12
13
13
15
12
14
13
17
14
17
11
10
17
10
14
12
14
14
11
9
15
12
10
12
15
15
15
10
12
17
17
8
6
11
11
9
12
23
23
23
19
14
12
9
23
14
11
16
13
13
16
19
21
12
20
24
11
17
12
12
24
21
12
14
22
19
11
23
15
9
14
18
12
17
14
14
11
14
24
15
15
20
8
11
9
11
11
9
7
15
11
12
11
13
16
10
11
15
18
15
12
14
9
15
14
15
13
13
7
11
18
13
22
12
17
10
13
14
11
13
18
16
11
13
13
14
22
14
15
14
13
17
20
16
14
18
10
12
17
12
22
18
11
22
17
22
12
10
14
14
15
17
18
16
10
14
13
25
11
15
14
17
17
8
12
16
8
20
7
6
23
12
12
12
10
14
16
16
19
25
34
16
9
11
11
14
12
12
11
13
10
13
8
22
13
17
19
12
16
11
17
11
17
9
15
10
18
12
17
13
6
15
10
13
15
12
16
3
12
8
11
13
11
18
20
17
14
14
11
17
13
13
12
13
16
9
18
12
6
15
11
17
16
9
11
20
14
20
19
17
15
17
14
17
18
19
18
11
12
15
17
21
17
29
19
22
21
32
17
3
15
10
3
10
18
22
3
12
14
16
5
6
18
17
11
14
15
18
10
9
9
22
13
