rls
41
35
36
25
35
34
33
31
40
35
31
27
25
41
28
33
29
33
45
10
32
32
26
38
42
6
35
33
32
21
19
33
15
32
24
19
34
42
28
31
33
40
29
40
37
23
34
51
34
27
31
24
45
41
31
19
36
41
18
30
37
35
38
51
50
33
26
24
35
29
46
34
34
54
51
56
36
49
53
53
50
48
39
11
40
51
45
41
31
29
40
42
46
40
24
32
40
27
31
34
34
31
34
28
10
20
29
32
17
22
25
27
27
15
11
14
18
29
24
6
25
13
10
29
20
26
31
30
33
26
13
19
8
18
30
27
23
23
44
18
33
32
23
20
