rls
17
4
31
44
37
41
54
45
40
48
29
7
26
26
49
22
39
42
24
18
45
10
56
20
34
48
22
44
21
49
3
41
36
54
20
19
29
34
18
23
31
39
34
19
40
14
26
18
24
44
45
42
17
22
32
20
22
24
25
34
50
48
33
32
24
18
22
27
38
23
24
30
37
41
49
24
37
51
48
37
37
33
14
28
21
22
31
25
20
28
20
18
19
29
42
20
19
30
30
26
28
23
22
35
11
26
29
34
30
18
39
29
27
39
43
45
35
34
43
37
30
25
20
29
37
46
40
34
19
20
43
29
41
34
19
23
21
43
42
20
44
21
55
33
50
16
31
62
38
24
23
63
48
40
23
24
15
18
47
30
34
48
41
35
25
29
34
26
18
52
21
50
35
51
27
32
32
38
44
28
34
17
21
17
38
13
27
43
48
21
34
48
32
42
40
34
48
33
27
38
35
38
32
46
41
49
9
34
31
36
35
42
19
40
38
48
42
35
37
38
28
43
28
35
15
25
39
24
28
4
34
15
31
24
26
16
21
24
30
25
44
45
46
19
39
39
46
44
33
47
21
15
39
49
46
39
27
35
44
49
30
33
33
19
46
32
23
33
27
35
25
30
15
33
39
5
28
24
37
32
37
21
47
30
31
46
32
32
25
32
31
37
38
38
41
16
26
34
22
30
20
20
36
42
23
10
22
31
31
33
30
42
32
46
33
50
29
35
35
41
40
40
24
12
23
20
16
35
37
44
3
21
27
24
37
27
22
26
40
22
20
35
30
25
23
34
19
32
10
18
16
28
34
44
47
14
24
33
53
46
18
35
46
14
38
46
34
39
37
34
44
32
18
13
38
26
22
31
45
25
11
52
48
40
13
46
42
30
16
51
43
21
52
28
16
18
50
42
14
41
31
30
28
18
35
30
2
9
46
18
46
33
28
38
2
18
17
28
28
26
39
36
38
36
39
36
38
40
25
46
29
31
44
32
32
27
29
42
37
27
9
37
30
31
37
20
34
37
6
12
21
36
31
22
24
24
33
7
8
32
32
20
27
24
22
18
36
29
31
32
28
33
26
42
25
13
36
40
26
29
27
31
26
23
33
20
29
21
21
32
36
33
36
24
37
16
46
29
24
30
46
43
35
41
32
27
15
39
45
41
18
40
36
18
17
20
50
42
50
39
17
29
16
37
49
34
40
28
18
35
36
11
38
44
34
32
14
31
43
47
34
36
8
35
36
46
52
49
33
36
41
51
44
18
14
37
35
45
29
33
41
35
27
33
48
51
25
43
39
32
28
12
31
27
24
36
41
43
47
41
44
41
53
20
25
23
26
44
34
43
28
39
29
27
27
39
49
43
57
28
36
36
44
40
39
38
57
36
56
20
49
45
41
17
43
27
29
25
45
35
31
21
35
26
26
30
19
33
26
50
44
49
35
22
30
58
38
28
39
41
46
38
49
18
