rls
9
9
36
36
14
34
7
3
31
28
7
48
6
31
12
8
15
30
19
8
18
25
15
14
13
38
22
19
19
17
44
39
36
47
35
44
45
41
37
34
17
14
40
8
36
35
15
42
39
47
46
20
36
28
21
28
15
37
42
44
44
24
40
32
31
17
18
35
9
10
38
25
44
20
23
42
47
45
20
31
18
30
41
29
55
52
22
51
40
43
13
35
20
13
30
22
19
24
18
45
12
24
45
17
31
37
11
13
20
33
44
39
51
49
29
51
43
35
32
25
20
32
46
56
39
39
19
47
43
43
50
47
40
26
14
50
30
48
8
46
52
51
46
54
10
40
50
43
39
5
45
26
46
41
27
35
28
49
31
21
48
26
41
53
