rls
34
25
27
26
27
43
15
29
24
24
27
28
16
24
17
20
29
25
21
34
42
31
11
24
14
43
38
35
49
49
33
32
30
13
28
20
34
33
21
44
24
22
41
43
26
34
28
23
42
50
43
33
26
35
24
24
26
23
26
12
25
23
26
21
25
20
34
26
28
38
30
33
31
19
22
34
19
18
37
28
21
30
13
18
26
20
14
20
20
22
20
29
15
18
19
31
10
11
27
14
16
18
23
31
25
15
19
28
18
10
11
26
11
26
8
26
16
11
21
19
21
38
28
32
22
19
21
11
34
31
15
20
22
26
37
25
21
25
34
10
9
42
19
17
15
22
13
20
11
16
9
15
32
11
12
10
16
16
19
6
