25	1
29	2
29	3
37	4
29	5
21	6
37	7
40	8
26	9
41	10
17	11
34	12
17	13
38	14
29	15
33	16
36	17
29	18
46	19
33	20
35	21
38	22
28	23
31	24
38	25
14	26
21	27
33	28
14	29
26	30
34	31
38	32
34	33
21	34
20	35
22	36
31	37
35	38
22	39
31	40
32	41
24	42
40	43
35	44
32	45
28	46
21	47
33	48
40	49
22	50
28	51
20	52
40	53
29	54
33	55
39	56
46	57
29	58
35	59
17	60
33	61
31	62
25	63
30	64
21	65
24	66
35	67
35	68
24	69
29	70
29	71
37	72
33	73
36	74
33	75
27	76
35	77
35	78
17	79
35	80
35	81
22	82
33	83
30	84
40	85
