Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line1          0.00010        0.10000        0.00078        0.15473        0.00034        0.13067        0.00180        0.18322        -283.83700     0              
Line2          0.00010        0.10000        0.00094        0.14294        0.00045        0.12236        0.00197        0.16697        -285.22419     0              
Line3          0.00010        0.10000        0.00042        0.18102        0.00017        0.15385        0.00107        0.21297        -271.26676     0              
Line4          0.00010        0.10000        0.00178        0.12245        0.00088        0.10240        0.00359        0.14644        -301.49844     0              
Line5          0.00010        0.10000        0.00058        0.16192        0.00024        0.13663        0.00141        0.19188        -281.39364     0              
Line6          0.00010        0.10000        0.00174        0.11420        0.00090        0.09670        0.00337        0.13486        -302.33516     0              
Line7          0.00010        0.10000        0.00217        0.12217        0.00113        0.10309        0.00414        0.14477        -297.65296     0              
Line8          0.00010        0.10000        0.00212        0.11038        0.00112        0.09295        0.00404        0.13107        -305.71719     0              
Line9          0.00010        0.10000        0.00166        0.12309        0.00082        0.10339        0.00335        0.14653        -299.98409     0              
Line10         0.00010        0.10000        0.00110        0.14039        0.00053        0.12006        0.00226        0.16417        -287.14972     0              
Line11         0.00010        0.10000        0.00049        0.17144        0.00020        0.14546        0.00121        0.20205        -275.62566     0              
Line12         0.00010        0.10000        0.00289        0.10775        0.00160        0.09072        0.00523        0.12798        -304.51205     0              
Line13         0.00010        0.10000        0.00093        0.14176        0.00045        0.12155        0.00196        0.16532        -286.27632     0              
Line14         0.00010        0.10000        0.00117        0.13684        0.00057        0.11676        0.00237        0.16037        -290.13127     0              
Line15         0.00010        0.10000        0.00194        0.12373        0.00101        0.10487        0.00372        0.14600        -296.31642     0              
Line16         0.00010        0.10000        0.00119        0.13394        0.00057        0.11355        0.00248        0.15798        -292.96687     0              
Line17         0.00010        0.10000        0.00137        0.13238        0.00067        0.11226        0.00279        0.15610        -293.52524     0              
Line18         0.00010        0.10000        0.00045        0.17563        0.00017        0.14731        0.00120        0.20938        -277.18206     0              
Line19         0.00010        0.10000        0.00059        0.16476        0.00023        0.13834        0.00146        0.19623        -281.53767     0              
Line20         0.00010        0.10000        0.00113        0.13599        0.00054        0.11552        0.00236        0.16008        -291.58395     0              
