Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line21         0.00010        0.10000        0.00181        0.12719        0.00094        0.10793        0.00351        0.14990        -294.16445     0              
Line22         0.00010        0.10000        0.00174        0.12432        0.00088        0.10489        0.00345        0.14735        -297.33923     0              
Line23         0.00010        0.10000        0.00080        0.14592        0.00034        0.12238        0.00188        0.17397        -289.79885     0              
Line24         0.00010        0.10000        0.00184        0.11924        0.00096        0.10113        0.00354        0.14061        -298.67486     0              
Line25         0.00010        0.10000        0.00232        0.10819        0.00123        0.09077        0.00438        0.12896        -307.27925     0              
Line26         0.00010        0.10000        0.00040        0.17581        0.00015        0.14839        0.00104        0.20828        -276.14035     0              
Line27         0.00010        0.10000        0.00161        0.12560        0.00084        0.10767        0.00307        0.14651        -292.74624     0              
Line28         0.00010        0.10000        0.00180        0.12085        0.00091        0.10173        0.00355        0.14357        -300.03382     0              
Line29         0.00010        0.10000        0.00188        0.12244        0.00095        0.10297        0.00371        0.14558        -298.97842     0              
Line30         0.00010        0.10000        0.00169        0.11845        0.00088        0.10077        0.00325        0.13924        -298.92682     0              
Line31         0.00010        0.10000        0.00123        0.13573        0.00060        0.11578        0.00249        0.15911        -290.49464     0              
Line32         0.00010        0.10000        0.00048        0.16755        0.00019        0.14155        0.00122        0.19832        -279.32119     0              
Line33         0.00010        0.10000        0.00042        0.17351        0.00016        0.14566        0.00113        0.20667        -279.34069     0              
Line34         0.00010        0.10000        0.00076        0.15913        0.00033        0.13481        0.00175        0.18784        -280.54285     0              
Line35         0.00010        0.10000        0.00114        0.13664        0.00051        0.11422        0.00252        0.16346        -294.20603     0              
Line36         0.00010        0.10000        0.00101        0.13874        0.00049        0.11851        0.00210        0.16241        -288.52618     0              
Line37         0.00010        0.10000        0.00161        0.12653        0.00080        0.10684        0.00322        0.14985        -296.27481     0              
Line38         0.00010        0.10000        0.00125        0.13230        0.00060        0.11222        0.00257        0.15596        -292.99835     0              
Line39         0.00010        0.10000        0.00138        0.13127        0.00069        0.11177        0.00276        0.15418        -291.63227     0              
Line40         0.00010        0.10000        0.00204        0.11732        0.00107        0.09941        0.00386        0.13845        -299.14496     0              
Line41         0.00010        0.10000        0.00029        0.18660        0.00011        0.15857        0.00078        0.21959        -269.30014     0              
Line42         0.00010        0.10000        0.00142        0.13113        0.00071        0.11141        0.00286        0.15434        -292.67857     0              
Line43         0.00010        0.10000        0.00247        0.11020        0.00135        0.09320        0.00453        0.13031        -302.90006     0              
Line44         0.00010        0.10000        0.00070        0.16163        0.00029        0.13620        0.00166        0.19182        -281.14999     0              
Line45         0.00010        0.10000        0.00096        0.14724        0.00043        0.12373        0.00218        0.17522        -288.15438     0              
Line46         0.00010        0.10000        0.00086        0.15518        0.00037        0.13024        0.00201        0.18489        -285.33901     0              
Line47         0.00010        0.10000        0.00167        0.12010        0.00085        0.10168        0.00326        0.14186        -299.83121     0              
Line48         0.00010        0.10000        0.00054        0.16876        0.00022        0.14329        0.00131        0.19876        -275.64813     0              
Line49         0.00010        0.10000        0.00123        0.13701        0.00061        0.11728        0.00248        0.16005        -288.29770     0              
Line50         0.00010        0.10000        0.00180        0.11846        0.00093        0.10030        0.00348        0.13990        -299.89283     0              
Line51         0.00010        0.10000        0.00156        0.12547        0.00077        0.10578        0.00315        0.14883        -297.81399     0              
Line52         0.00010        0.10000        0.00157        0.13146        0.00079        0.11162        0.00311        0.15483        -293.16454     0              
Line53         0.00010        0.10000        0.00201        0.12074        0.00104        0.10201        0.00386        0.14291        -298.81559     0              
Line54         0.00010        0.10000        0.00089        0.15266        0.00038        0.12759        0.00208        0.18264        -287.82517     0              
Line55         0.00010        0.10000        0.00143        0.12276        0.00071        0.10399        0.00288        0.14492        -297.73180     0              
Line56         0.00010        0.10000        0.00153        0.12440        0.00078        0.10605        0.00298        0.14592        -295.04012     0              
Line57         0.00010        0.10000        0.00128        0.13413        0.00062        0.11399        0.00261        0.15783        -292.14831     0              
Line58         0.00010        0.10000        0.00027        0.18857        0.00010        0.16029        0.00073        0.22184        -268.09577     0              
Line59         0.00010        0.10000        0.00053        0.17239        0.00021        0.14518        0.00135        0.20470        -276.79255     0              
Line60         0.00010        0.10000        0.00098        0.13911        0.00047        0.11884        0.00205        0.16282        -288.10298     0              
Line61         0.00010        0.10000        0.00181        0.12222        0.00095        0.10412        0.00345        0.14346        -295.98667     0              
Line62         0.00010        0.10000        0.00087        0.13406        0.00042        0.11492        0.00183        0.15640        -289.34648     0              
Line63         0.00010        0.10000        0.00244        0.11027        0.00130        0.09276        0.00456        0.13109        -304.19394     0              
Line64         0.00010        0.10000        0.00129        0.13235        0.00063        0.11227        0.00265        0.15604        -292.84899     0              
Line65         0.00010        0.10000        0.00025        0.19116        0.00009        0.16227        0.00070        0.22519        -268.50093     0              
Line66         0.00010        0.10000        0.00084        0.15104        0.00037        0.12763        0.00190        0.17873        -284.62553     0              
Line67         0.00010        0.10000        0.00050        0.16633        0.00019        0.13977        0.00128        0.19795        -280.61727     0              
Line68         0.00010        0.10000        0.00020        0.20236        0.00007        0.17046        0.00062        0.24024        -265.09670     0              
Line69         0.00010        0.10000        0.00025        0.18959        0.00009        0.16091        0.00070        0.22338        -268.20225     0              
Line70         0.00010        0.10000        0.00037        0.17955        0.00014        0.15133        0.00099        0.21303        -274.77431     0              
Line71         0.00010        0.10000        0.00060        0.15653        0.00028        0.13543        0.00131        0.18092        -276.78977     0              
Line72         0.00010        0.10000        0.00137        0.12937        0.00067        0.10947        0.00280        0.15289        -295.28378     0              
Line73         0.00010        0.10000        0.00236        0.11014        0.00127        0.09296        0.00440        0.13049        -303.89933     0              
Line74         0.00010        0.10000        0.00037        0.18754        0.00014        0.15783        0.00101        0.22285        -272.60629     0              
Line75         0.00010        0.10000        0.00085        0.14766        0.00041        0.12738        0.00178        0.17118        -280.83460     0              
Line76         0.00010        0.10000        0.00073        0.14918        0.00034        0.12814        0.00158        0.17366        -281.86724     0              
Line77         0.00010        0.10000        0.00213        0.10341        0.00111        0.08657        0.00407        0.12354        -310.92506     0              
Line78         0.00010        0.10000        0.00042        0.17136        0.00016        0.14433        0.00109        0.20346        -279.67452     0              
Line79         0.00010        0.10000        0.00134        0.13441        0.00067        0.11475        0.00266        0.15745        -290.20828     0              
Line80         0.00010        0.10000        0.00054        0.16294        0.00021        0.13717        0.00134        0.19356        -281.67764     0              
Line81         0.00010        0.10000        0.00214        0.11031        0.00113        0.09303        0.00404        0.13079        -304.73785     0              
Line82         0.00010        0.10000        0.00240        0.10827        0.00128        0.09099        0.00449        0.12882        -306.30521     0              
Line83         0.00010        0.10000        0.00040        0.17209        0.00015        0.14460        0.00107        0.20481        -279.15368     0              
Line84         0.00010        0.10000        0.00040        0.17956        0.00015        0.15150        0.00106        0.21281        -274.11669     0              
Line85         0.00010        0.10000        0.00132        0.13220        0.00065        0.11264        0.00266        0.15517        -291.01931     0              
