Confirmed Load of Data File: BY4743.boot.dat
-------------------
MLE of Gompertz Parameters
Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line1          0.00010        0.10000        0.00380        0.07791        0.00225        0.06514        0.00644        0.09319        -346.02795     0              
Line2          0.00010        0.10000        0.00497        0.06749        0.00303        0.05570        0.00815        0.08178        -354.42321     0              
Line3          0.00010        0.10000        0.00285        0.09825        0.00155        0.08175        0.00526        0.11810        -333.18875     0              
Line4          0.00010        0.10000        0.00537        0.07112        0.00331        0.05888        0.00874        0.08591        -348.52698     0              
Line5          0.00010        0.10000        0.00350        0.09156        0.00199        0.07641        0.00614        0.10972        -335.80658     0              
Line6          0.00010        0.10000        0.00220        0.09676        0.00117        0.08111        0.00412        0.11543        -335.48006     0              
Line7          0.00010        0.10000        0.00446        0.07399        0.00268        0.06151        0.00741        0.08900        -348.78240     0              
Line8          0.00010        0.10000        0.00264        0.08594        0.00147        0.07191        0.00476        0.10272        -343.26831     0              
Line9          0.00010        0.10000        0.00262        0.09768        0.00142        0.08158        0.00481        0.11694        -334.14944     0              
Line10         0.00010        0.10000        0.00486        0.07944        0.00292        0.06626        0.00810        0.09525        -342.55566     0              
Line11         0.00010        0.10000        0.00600        0.06832        0.00373        0.05613        0.00966        0.08314        -350.95940     0              
Line12         0.00010        0.10000        0.00489        0.07124        0.00292        0.05834        0.00820        0.08700        -352.42694     0              
Line13         0.00010        0.10000        0.00200        0.10776        0.00103        0.09013        0.00389        0.12884        -328.36276     0              
Line14         0.00010        0.10000        0.00357        0.08028        0.00211        0.06754        0.00605        0.09543        -342.89848     0              
Line15         0.00010        0.10000        0.00466        0.07438        0.00278        0.06142        0.00779        0.09008        -348.71548     0              
Line16         0.00010        0.10000        0.00349        0.08643        0.00197        0.07153        0.00619        0.10444        -341.85670     0              
Line17         0.00010        0.10000        0.00586        0.06618        0.00361        0.05408        0.00951        0.08099        -354.34962     0              
Line18         0.00010        0.10000        0.00360        0.07622        0.00211        0.06349        0.00617        0.09150        -349.27312     0              
Line19         0.00010        0.10000        0.00335        0.08264        0.00193        0.06914        0.00581        0.09879        -343.46175     0              
Line20         0.00010        0.10000        0.00379        0.08195        0.00211        0.06679        0.00680        0.10055        -347.49703     0              
Line21         0.00010        0.10000        0.00212        0.09743        0.00113        0.08168        0.00399        0.11622        -335.35257     0              
Line22         0.00010        0.10000        0.00313        0.08789        0.00181        0.07418        0.00541        0.10413        -338.08474     0              
Line23         0.00010        0.10000        0.00380        0.08121        0.00222        0.06767        0.00651        0.09746        -344.17960     0              
Line24         0.00010        0.10000        0.00455        0.07403        0.00270        0.06098        0.00768        0.08989        -349.89588     0              
Line25         0.00010        0.10000        0.00525        0.07335        0.00317        0.06064        0.00870        0.08872        -347.23733     0              
Line26         0.00010        0.10000        0.00708        0.06142        0.00450        0.04997        0.01114        0.07549        -355.76229     0              
Line27         0.00010        0.10000        0.00613        0.06643        0.00380        0.05425        0.00990        0.08133        -353.29414     0              
Line28         0.00010        0.10000        0.00448        0.07170        0.00268        0.05921        0.00748        0.08683        -352.14728     0              
Line29         0.00010        0.10000        0.00504        0.07162        0.00306        0.05909        0.00830        0.08682        -350.62791     0              
Line30         0.00010        0.10000        0.00565        0.06856        0.00347        0.05620        0.00921        0.08363        -352.37121     0              
Line31         0.00010        0.10000        0.00395        0.07857        0.00231        0.06517        0.00675        0.09473        -346.36808     0              
Line32         0.00010        0.10000        0.00225        0.09812        0.00120        0.08225        0.00420        0.11706        -334.33461     0              
Line33         0.00010        0.10000        0.00507        0.07392        0.00313        0.06168        0.00822        0.08858        -345.85984     0              
Line34         0.00010        0.10000        0.00200        0.10301        0.00102        0.08589        0.00389        0.12353        -332.36162     0              
Line35         0.00010        0.10000        0.00386        0.07751        0.00229        0.06488        0.00650        0.09259        -346.10005     0              
Line36         0.00010        0.10000        0.00282        0.08882        0.00153        0.07341        0.00520        0.10746        -342.76293     0              
Line37         0.00010        0.10000        0.00335        0.08536        0.00189        0.07082        0.00594        0.10289        -342.66645     0              
Line38         0.00010        0.10000        0.00290        0.08818        0.00160        0.07335        0.00525        0.10601        -341.09589     0              
Line39         0.00010        0.10000        0.00467        0.06947        0.00279        0.05703        0.00782        0.08462        -354.86295     0              
Line40         0.00010        0.10000        0.00593        0.06467        0.00368        0.05299        0.00955        0.07892        -355.31195     0              
Line41         0.00010        0.10000        0.00352        0.08521        0.00202        0.07099        0.00614        0.10228        -341.23352     0              
Line42         0.00010        0.10000        0.00523        0.06826        0.00322        0.05620        0.00850        0.08290        -353.95571     0              
Line43         0.00010        0.10000        0.00537        0.07098        0.00317        0.05739        0.00909        0.08779        -352.80618     0              
Line44         0.00010        0.10000        0.00470        0.07071        0.00284        0.05835        0.00778        0.08568        -352.52417     0              
Line45         0.00010        0.10000        0.00604        0.06877        0.00377        0.05670        0.00967        0.08340        -349.72393     0              
Line46         0.00010        0.10000        0.00520        0.06703        0.00316        0.05496        0.00855        0.08174        -355.18258     0              
Line47         0.00010        0.10000        0.00204        0.10057        0.00108        0.08460        0.00385        0.11954        -332.19483     0              
Line48         0.00010        0.10000        0.00249        0.09809        0.00134        0.08198        0.00463        0.11737        -333.48005     0              
Line49         0.00010        0.10000        0.00433        0.07598        0.00261        0.06348        0.00719        0.09093        -346.16830     0              
Line50         0.00010        0.10000        0.00497        0.07194        0.00302        0.05950        0.00817        0.08699        -349.71971     0              
Line51         0.00010        0.10000        0.00382        0.07853        0.00223        0.06518        0.00657        0.09460        -346.79702     0              
Line52         0.00010        0.10000        0.00410        0.08098        0.00242        0.06748        0.00693        0.09718        -343.55246     0              
Line53         0.00010        0.10000        0.00450        0.07126        0.00264        0.05817        0.00768        0.08728        -354.57445     0              
Line54         0.00010        0.10000        0.00333        0.08795        0.00189        0.07337        0.00584        0.10542        -339.28370     0              
Line55         0.00010        0.10000        0.00496        0.08186        0.00295        0.06767        0.00832        0.09903        -340.81208     0              
Line56         0.00010        0.10000        0.00322        0.08418        0.00186        0.07072        0.00558        0.10021        -341.82014     0              
Line57         0.00010        0.10000        0.00289        0.09556        0.00161        0.08016        0.00518        0.11392        -333.32938     0              
Line58         0.00010        0.10000        0.00314        0.08548        0.00177        0.07115        0.00556        0.10270        -342.73848     0              
Line59         0.00010        0.10000        0.00278        0.08943        0.00153        0.07461        0.00503        0.10720        -340.06764     0              
Line60         0.00010        0.10000        0.00295        0.08650        0.00164        0.07182        0.00532        0.10416        -343.44336     0              
Line61         0.00010        0.10000        0.00445        0.07230        0.00270        0.06031        0.00733        0.08666        -349.63833     0              
Line62         0.00010        0.10000        0.00420        0.07441        0.00246        0.06125        0.00717        0.09039        -350.77263     0              
Line63         0.00010        0.10000        0.00323        0.08774        0.00181        0.07294        0.00575        0.10555        -340.26013     0              
Line64         0.00010        0.10000        0.00379        0.08014        0.00222        0.06682        0.00648        0.09611        -344.64206     0              
Line65         0.00010        0.10000        0.00416        0.07304        0.00247        0.06056        0.00700        0.08809        -351.52431     0              
Line66         0.00010        0.10000        0.00210        0.10270        0.00112        0.08634        0.00394        0.12215        -330.85481     0              
Line67         0.00010        0.10000        0.00418        0.07553        0.00244        0.06217        0.00716        0.09177        -349.93804     0              
Line68         0.00010        0.10000        0.00606        0.06217        0.00373        0.05044        0.00982        0.07663        -358.90280     0              
Line69         0.00010        0.10000        0.00261        0.09614        0.00142        0.08039        0.00480        0.11497        -334.75200     0              
Line70         0.00010        0.10000        0.00418        0.07722        0.00246        0.06401        0.00709        0.09316        -347.11100     0              
Line71         0.00010        0.10000        0.00590        0.06297        0.00362        0.05094        0.00960        0.07785        -359.31914     0              
Line72         0.00010        0.10000        0.00294        0.08414        0.00168        0.07062        0.00517        0.10025        -342.97310     0              
Line73         0.00010        0.10000        0.00566        0.06838        0.00355        0.05687        0.00902        0.08222        -349.82439     0              
Line74         0.00010        0.10000        0.00348        0.08323        0.00202        0.06963        0.00600        0.09948        -342.82200     0              
Line75         0.00010        0.10000        0.00357        0.08029        0.00210        0.06740        0.00607        0.09566        -343.59936     0              
Line76         0.00010        0.10000        0.00321        0.08248        0.00184        0.06899        0.00560        0.09861        -344.10363     0              
Line77         0.00010        0.10000        0.00396        0.08033        0.00235        0.06716        0.00669        0.09608        -343.36531     0              
Line78         0.00010        0.10000        0.00530        0.06581        0.00320        0.05352        0.00880        0.08091        -357.55803     0              
Line79         0.00010        0.10000        0.00177        0.10651        0.00089        0.08891        0.00351        0.12759        -330.99239     0              
Line80         0.00010        0.10000        0.00418        0.07576        0.00251        0.06327        0.00697        0.09071        -347.00998     0              
Line81         0.00010        0.10000        0.00321        0.08218        0.00183        0.06857        0.00562        0.09848        -345.14558     0              
Line82         0.00010        0.10000        0.00658        0.06523        0.00411        0.05315        0.01053        0.08005        -353.44567     0              
Line83         0.00010        0.10000        0.00300        0.08541        0.00165        0.07054        0.00546        0.10341        -345.21046     0              
Line84         0.00010        0.10000        0.00414        0.07583        0.00243        0.06269        0.00706        0.09173        -349.07004     0              
Line85         0.00010        0.10000        0.00612        0.06851        0.00375        0.05569        0.01000        0.08427        -352.11161     0              
Line86         0.00010        0.10000        0.00236        0.09571        0.00124        0.07943        0.00449        0.11532        -338.45985     0              
Line87         0.00010        0.10000        0.00639        0.05836        0.00399        0.04718        0.01025        0.07220        -362.39476     0              
Line88         0.00010        0.10000        0.00241        0.09410        0.00129        0.07844        0.00451        0.11290        -338.31303     0              
Line89         0.00010        0.10000        0.00422        0.08068        0.00243        0.06612        0.00733        0.09843        -345.74802     0              
Line90         0.00010        0.10000        0.00329        0.08662        0.00191        0.07295        0.00565        0.10285        -338.92671     0              
