"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00231266722294048,29.5996942981125,6.02531174415702,0.169775798815513,"rls/101S.csv",31.1411764705882,7.02063784440537,0.22544549179239,0.16886053929977,0.000506704319927635,-283,570,5.39694358663728,33.8512683519571,-283.2,570,602.629195755763,"NA"
"M1-2",54,0.00208599543897918,32.5304199185046,7.03554065695093,0.185535282731401,"rls/M1-2.csv",28.7222222222222,7.80521515704716,0.271748303340133,0.152766728657003,0.00110378862791367,-184.7,373,4.43128537771101,31.5601732449139,-186,376,382.92640149038,"Gomp"
"M13",70,0.00243946773230335,38.3894770883356,7.59225672285196,0.171720409415396,"rls/M13.csv",27.2142857142857,8.74583603968919,0.321369303295666,0.12940851180272,0.00233193052739304,-247.8,500,3.48302937142267,30.0368548573672,-253.3,511,504.402581394631,"Gomp"
"M14",60,0.00368281894358057,52.3670299909732,6.02919376757969,0.0960374069036682,"rls/M14.csv",37.3666666666667,12.3863876441058,0.331482274150913,0.0954745979106805,0.00161343399766594,-231.7,467,3.57862002400683,41.5196617098637,-235,474,480.712031464523,"Gomp"
"M2-8",105,0.00371864529143587,44.880792651956,8.03455662928688,0.156738689618048,"rls/M2-8.csv",24.6761904761905,8.35912127109713,0.338752502302276,0.110711593706572,0.00490300057290181,-376.5,757,3.24536472475828,27.5314839016541,-371.1,746,755.012434971269,"bin<2"
"M22",60,0.00261627268422469,45.8127958630691,7.41281091172323,0.139978597483782,"rls/M22.csv",31.0666666666667,10.5603458255306,0.339925294813218,0.108787845103588,0.00226073209655748,-222.9,450,3.4199377995462,34.573786682721,-225.9,456,455.186659621092,"bin<2"
"M32",60,0.00460348571241914,37.6512244106959,6.03865362817568,0.133824429538188,"rls/M32.csv",28.4833333333333,7.5632735865254,0.265533303213297,0.132776714787713,0.00188159749246162,-209.6,423,4.18347294980046,31.3474913232328,-206.3,417,436.331189540412,"Weib"
"M34",58,0.00332064310738152,30.3874053570891,6.03246254599009,0.165610142980373,"rls/M34.csv",27.5,7.9389114990327,0.288687690873916,0.164501405697126,0.00100710372432559,-195.9,396,4.34555991900888,30.2688838995677,-200.2,404,414.344535591915,"Gomp"
"M5",166,0.00357307273435671,80.3975886703957,7.90836422837151,0.0859275053222502,"rls/M5.csv",37.1385542168675,13.5605964946599,0.365135282743478,0.0620524286243059,0.00456899883276999,-677.9,1360,2.99059764848403,41.6204511172825,-665.8,1336,1353.51129713725,"Weib"
"M8",60,0.00166201552193601,30.2485963396279,6.01930566174124,0.165935159614847,"rls/M8.csv",35.45,7.09362330021998,0.200102208750916,0.165263020651495,0.000273079418215918,-200.8,406,6.04254292191197,38.2349735149337,-200.5,405,433.916750727792,"Weib"
"RM112N",59,0.00186649101741764,55.8183301416498,6.69374652650665,0.102004959877117,"rls/RM112N.csv",44.9322033898305,13.9616030187966,0.310725981934742,0.0895246645777335,0.000924232300071574,-233.9,472,3.89569882704773,49.720088530991,-237.8,480,483.071982349326,"Gomp"
"S288c",41,0.00414806913778519,52.1185003103715,8.14494194677648,0.137090321176311,"rls/S288c.csv",25.9268292682927,8.94815691609853,0.345131169858927,0.0956327617136205,0.00575903557431771,-150.8,306,3.16988320783893,28.9607470053024,-147.3,299,305.088373541072,"bin<2"
"SGU57",58,0.00752044317912044,59.1574307731099,7.59534231649701,0.111487977593086,"rls/SGU57.csv",23.3103448275862,10.9323387917662,0.468990865327247,0.0843643871451592,0.00890634279745447,-217.8,440,2.25369426581124,26.1964563204086,-220.9,446,442.169331747104,"Gomp"
"YPS128",69,0.00198370789804296,40.8723734676104,6.85291425802354,0.143199764571091,"rls/YPS128.csv",35.5072463768116,9.4738388833886,0.266814237940332,0.121841787499575,0.000948491814635529,-250.8,506,4.46171655416856,38.9928895509846,-251.3,507,518.040016960878,"Gomp"
"YPS163",130,0.00190232728448016,39.8036804778794,6.98450129604857,0.150350450616606,"rls/YPS163.csv",34.9769230769231,8.36332468349034,0.239109788619693,0.124461434881479,0.000984952260906061,-464.1,932,4.80731928610841,38.1715189089955,-458.9,922,951.678436381907,"Weib"
