"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00194031958700061,27.4851931714781,6.02290746923794,0.18274957857856,"rls/101S.csv",32.1647058823529,6.16025482393369,0.191522187283966,0.181840322555085,0.000309916398812175,-274.6,553,6.2011239937029,34.6124717286343,-272.7,549,593.917757224176,"Weib"
"M1-2",54,0.00198045469648473,29.9508167764043,6.66612167089921,0.189180873202866,"rls/M1-2.csv",29.4814814814815,8.11878962245068,0.275386080158503,0.166065765074923,0.000695320225817919,-182.3,369,4.57890503113341,32.2291078912816,-188,380,384.228362084378,"Gomp"
"M13",70,0.00258049290205303,39.402369391539,7.68494791514212,0.169658526082891,"rls/M13.csv",27.1571428571429,8.60171151537813,0.316738456642014,0.126106898754513,0.00255527602155886,-248.1,500,3.51203243008301,29.9685076242824,-252.1,508,503.90050987076,"Gomp"
"M14",60,0.00395745588790597,56.7791842112949,6.02980707071243,0.0885854057359257,"rls/M14.csv",38.1,13.4223441333434,0.352292496938147,0.0880565622484873,0.00184743260755868,-236.3,477,3.35431775280357,42.5690525756978,-239.4,483,488.665918061364,"Gomp"
"M2-8",105,0.00328084631981134,41.0807318832596,7.97472437518468,0.169780918095738,"rls/M2-8.csv",24.5047619047619,8.14073778730231,0.332210442155749,0.12072625834484,0.00410338372491244,-371.4,747,3.36013502012899,27.3107749363812,-368.1,740,746.564932236117,"bin<2"
"M22",60,0.00266710126106864,47.8586533911184,7.75688072156266,0.141184096141255,"rls/M22.csv",29.8166666666667,9.97877691405941,0.33467110947097,0.104131144994182,0.00296466806563077,-223,450,3.41115082740854,33.2842078683296,-221.7,447,451.97959716628,"bin<2"
"M32",60,0.00193873107593037,33.0136199909599,7.29220289940249,0.190594151781158,"rls/M32.csv",28.9,6.53983879965124,0.226291999987932,0.150218379460487,0.00120408806370562,-202.8,410,4.79716094796939,31.5308091280392,-198.5,401,416.144498035448,"Weib"
"M34",58,0.00371768129652233,31.414975934922,6.03570838217674,0.160296426539002,"rls/M34.csv",27.2758620689655,7.83109659021025,0.287107207479263,0.159121467624981,0.00119378587542428,-196.6,397,4.18508267613187,29.971259532823,-201,406,414.634735012368,"Gomp"
"M5",166,0.00317833617931816,74.1063444798112,7.80376242271456,0.0918107952898434,"rls/M5.csv",37.7710843373494,13.1548588108059,0.348278558627397,0.0672760310558833,0.00373024888159937,-672.3,1349,3.15303350329954,42.2608896143254,-660.7,1325,1344.07817981447,"Weib"
"M8",60,0.00187763473612403,32.2001374040524,6.02173302115267,0.155953776163722,"rls/M8.csv",36.2333333333333,7.05274719083657,0.194648036545627,0.15524838646948,0.000330231988451559,-203.4,411,5.93781429275594,39.0909642735582,-201.5,407,437.763122952431,"Weib"
"RM112N",59,0.00276947619238161,58.7836401802938,6.02432374716234,0.0854714633485161,"rls/RM112N.csv",45.4067796610169,14.1203187470956,0.310973798461605,0.08505421324764,0.00105013845353256,-235.8,476,3.85067134657626,50.2979319434503,-238.5,481,490.211501110416,"Gomp"
"S288c",41,0.00407632205348287,48.8818048392101,7.9755004571667,0.142701368742657,"rls/S288c.csv",25.5365853658537,9.22523051466902,0.361255445178061,0.101953487538422,0.00518020791974862,-150,304,3.09951434775847,28.6053835205523,-148.2,300,304.894716456538,"bin<2"
"SGU57",58,0.00589023099635399,54.5885228198946,7.70812451332936,0.122885254386928,"rls/SGU57.csv",24.2586206896552,10.7304458546495,0.442335365721159,0.0913848975909336,0.00707189225570786,-216.6,437,2.44068922703401,27.2585699379707,-219.9,444,440.080445995706,"Gomp"
"YPS128",69,0.00234298967973745,37.8237093484879,6.02399021737694,0.132826481165253,"rls/YPS128.csv",36.1014492753623,9.9056503892182,0.274383732178264,0.13217250353037,0.000628724317749462,-248.4,501,4.60771705619566,39.6143638787864,-253.1,510,524.446248732,"Gomp"
"YPS163",130,0.00232375392102143,34.686977016089,6.02440973731707,0.144850032188927,"rls/YPS163.csv",34.4076923076923,8.40514437696431,0.244280967808039,0.144094805596728,0.000581766924590501,-453.9,912,5.02156095378838,37.5613025580892,-456.4,917,956.437372855938,"Gomp"
