"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00196934150432874,39.0539224207417,7.27751606086465,0.160739707352177,"rls/101S.csv",32.5294117647059,7.94563107759783,0.244259906544599,0.127054198958605,0.00128426126016717,-299.6,603,4.67674813494953,35.4806991250415,-296,596,612.440417257243,"Weib"
"M1-2",54,0.00461941835796907,53.2461105279937,7.73363494109769,0.126462475368178,"rls/M1-2.csv",26.1851851851852,10.9045153778349,0.416438352477427,0.0936769468754313,0.00547892379922523,-202.7,409,2.67333799514026,29.4412963513228,-205,414,412.248853310818,"bin<2"
"M13",70,0.0059911191430331,40.5320272304987,6.04260523662572,0.124410388060515,"rls/M13.csv",26.4,9.20837677870268,0.348802150708435,0.123342240327135,0.00295688644452993,-249.7,503,2.96023280459368,28.962836198457,-262.6,529,517.092659898491,"Gomp"
"M14",60,0.00302244818205714,44.4019428194192,6.02791988260944,0.113236483886702,"rls/M14.csv",36.7,10.7487484490214,0.292881429128647,0.112597379755061,0.00105455550448545,-223.3,451,4.14770906426738,40.4939415540264,-225.8,456,467.222721856742,"Gomp"
"M2-8",105,0.00293894937057482,39.5616245656481,7.98002454354716,0.176434224331829,"rls/M2-8.csv",24.8190476190476,7.90785995603419,0.318620604521715,0.125194292071018,0.00364710447763157,-368.2,740,3.51368240121038,27.5401452459053,-365.9,736,740.012237669266,"bin<2"
"M22",60,0.00563355235565377,46.8175333401455,6.03930565316703,0.107637145608564,"rls/M22.csv",29.85,9.21646463341465,0.308759284201496,0.106788899580412,0.00283396218191618,-220.7,445,3.62205847110906,33.1791239025667,-217.4,439,454.972910709081,"Weib"
"M32",60,0.00199886939124897,32.9448315434416,7.41634018321926,0.194760145449783,"rls/M32.csv",28.0666666666667,6.24327887199077,0.222444615391595,0.1504540887811,0.00138441933985387,-201.6,407,4.77805851784454,30.5889854113296,-196.3,397,412.051308045205,"Weib"
"M34",58,0.0022707123268032,26.1605191522506,6.02560487341441,0.192106465631132,"rls/M34.csv",28.7931034482759,6.40109261695729,0.222313396277558,0.191064636939356,0.000442493867488436,-186.9,378,5.54316138481023,31.266764031849,-187.5,379,401.800981586303,"Gomp"
"M5",166,0.00338828484127892,76.6608353512649,7.75842938824923,0.0881601323189561,"rls/M5.csv",37.6385542168675,13.9493267466542,0.370612714459762,0.065062793799311,0.00397205989391733,-677.2,1358,2.99264774944412,42.2268134691898,-669.9,1344,1355.90732590645,"Weib"
"M8",60,0.00269887625718749,35.4818377545833,6.0279699045772,0.141705453346416,"rls/M8.csv",33.95,7.46159659381379,0.219781932071098,0.140892603451827,0.000712269595237277,-207.8,420,5.16709291236965,36.8853407027547,-205.2,414,440.444145607334,"Weib"
"RM112N",59,0.00271304723302259,55.720867546066,6.02352291833004,0.0901551454520509,"rls/RM112N.csv",44.0169491525424,12.5773352879553,0.285738460527287,0.0897289018206957,0.00103846460405417,-231.3,467,4.13493520711036,48.5317540076423,-231.7,467,481.538366196068,"NA"
"S288c",41,0.00519292688013215,56.8072901158691,7.80650794556258,0.119817508134597,"rls/S288c.csv",25.9756097560976,10.6195287204236,0.408826927265135,0.0878193823989503,0.00642218351677305,-154.4,313,2.63193161278106,29.0763002600062,-155.3,315,314.400876609827,"bin<2"
"SGU57",58,0.00333699527025065,47.675064936697,7.70029525719741,0.140540873223646,"rls/SGU57.csv",27.7241379310345,10.2371752947641,0.369251347696716,0.104572816224034,0.00367895138168068,-214.9,434,3.06274936957891,31.0218374473038,-216.5,437,436.901036638044,"bin<2"
"YPS128",69,0.00313382626905475,40.6759240648557,6.0295951993185,0.123650422576733,"rls/YPS128.csv",34.6086956521739,8.77197642110835,0.253461630258156,0.122905699836971,0.00105699442362711,-248.3,501,4.57230267270044,37.9141025105881,-246.5,497,519.806685646528,"Weib"
"YPS163",130,0.00194767465253826,37.5811097765625,6.82763333783517,0.155068154519204,"rls/YPS163.csv",33.9461538461538,8.76330575342923,0.258153126658917,0.131856020462934,0.000885928754697631,-461.9,928,4.67227255972807,37.2033264256333,-462.7,929,952.234002841971,"Gomp"
