"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00187961046146241,32.9256849024626,6.88463594917987,0.17872478481806,"rls/101S.csv",31.3529411764706,7.0079986314159,0.223519656161483,0.15052979829336,0.000810430722595761,-288.9,582,5.10916130028698,34.1142860181655,-285.2,574,598.500798781305,"Weib"
"M1-2",54,0.00195831681970232,30.3437010035334,6.69997008508169,0.187846897266024,"rls/M1-2.csv",29.7962962962963,7.69066974444354,0.258108244996862,0.163891625446312,0.000703468395897185,-182.3,369,4.82613741347913,32.6118688661783,-184.4,373,382.876427455581,"Gomp"
"M13",70,0.00215531896176874,32.7481679939801,7.12665631448895,0.187083940561657,"rls/M13.csv",28.0571428571429,8.08807623762739,0.288271556330915,0.151453261240466,0.00126529340174428,-239.6,483,4.00750263736217,30.6923740425553,-247.9,500,494.823559041339,"Gomp"
"M14",60,0.004321841280571,55.984289188274,6.03176956727863,0.0898782433471093,"rls/M14.csv",36.7166666666667,12.43299555743,0.338619942553699,0.0893065647075498,0.00207961506743921,-233.8,472,3.4381676894666,40.9202519670425,-235.1,474,482.786899914082,"Gomp"
"M2-8",105,0.00344465551145921,44.5555974663045,8.01764629327806,0.157503135236492,"rls/M2-8.csv",25.5619047619048,8.159378522624,0.319200724618301,0.111462646513054,0.00435286384548695,-376.7,757,3.41776807859254,28.4756120625837,-368.3,741,754.575062824312,"Weib"
"M22",60,0.0024482222433981,48.9121014837887,7.49509810810699,0.132791229799434,"rls/M22.csv",33.0833333333333,10.4058192107266,0.314533578157984,0.101914194447153,0.00218135604520905,-225.4,455,3.62619546970592,36.7334455985445,-224.8,454,458.306631596132,"Weib"
"M32",60,0.00298946687940932,31.8777516112353,6.0301695839802,0.157795620134242,"rls/M32.csv",30.0833333333333,6.53099952551368,0.217096937136189,0.156813166364444,0.000844991046265322,-201.5,407,5.09274378299287,32.7340889205409,-198.1,400,426.417120849979,"Weib"
"M34",58,0.00184166589878513,29.3978935677318,7.02139002465752,0.204823859600159,"rls/M34.csv",27.7241379310345,7.71599637901627,0.278313302228199,0.16863909941235,0.000880271380411953,-194.9,394,4.52477137266459,30.506800790227,-198.1,400,405.874708788009,"Gomp"
"M5",166,0.00499023872095308,85.0593255477535,7.89218991473998,0.0810280339087642,"rls/M5.csv",33.8253012048193,13.5641983611805,0.401007467133744,0.0586923638353224,0.00633504221170891,-676.7,1357,2.70065034531006,38.0914153658676,-664.1,1332,1351.96381033801,"Weib"
"M8",60,0.00141150822280359,28.3596442315537,6.01710159799554,0.176909891994109,"rls/M8.csv",36.0333333333333,6.30836589189219,0.175070283771291,0.176267578610424,0.000180608686765055,-196.1,396,6.674079942983,38.6130811812351,-194.5,393,428.507107603319,"Weib"
"RM112N",59,0.00221898782763527,51.0744089641443,6.02111063664331,0.0983097159316766,"rls/RM112N.csv",44.7457627118644,12.7611928157463,0.2851933242913,0.0978909703134667,0.000712113690384862,-228.2,460,4.34159003370567,49.136202088942,-232.1,468,479.036750582841,"Gomp"
"S288c",41,0.00440244156927001,55.9601510372795,7.95931397571188,0.124361958406362,"rls/S288c.csv",26.9756097560976,10.5296908902352,0.390341163200401,0.0891271043979259,0.00569812247968828,-154.3,313,2.76185433811448,30.0855144549836,-155.5,315,313.754654514561,"bin<2"
"SGU57",58,0.00604726111327415,54.4958635939323,7.7338410127396,0.123566094170299,"rls/SGU57.csv",23.9310344827586,10.5894056108817,0.442496776247217,0.0915359228235616,0.00732676822022026,-216.1,436,2.42875417357648,26.8782792352563,-219.3,443,438.8658659795,"Gomp"
"YPS128",69,0.00265799097489601,39.1279567853971,6.02691078408787,0.128473633613395,"rls/YPS128.csv",36.231884057971,8.64180149985119,0.238513721395893,0.127766419429443,0.000743157638549958,-246.7,497,4.89857321736381,39.5312729764634,-245.3,495,519.644273780425,"Weib"
"YPS163",130,0.00186425932515698,35.1235092557185,6.72255758546178,0.162926703701455,"rls/YPS163.csv",33.2769230769231,8.68395596685906,0.260960304135848,0.142106565299517,0.000719441235306431,-456.1,916,4.72173420320608,36.4498473131468,-460.8,926,945.718683095402,"Gomp"
