"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00428855073998721,42.6313744573823,6.03538320901652,0.118114493682353,"rls/101S.csv",32.0470588235294,7.59527717032879,0.237003876460333,0.117265746973561,0.00180175072914726,-302.7,609,4.50991343082709,34.9599012767366,-294.3,593,628.935586683714,"Weib"
"M1-2",54,0.004974803375112,39.2440707036396,6.03976647003504,0.128421093420557,"rls/M1-2.csv",28.0925925925926,8.74862472969759,0.311421051683368,0.127392064601152,0.00217636160465802,-191.8,388,3.74295248479957,31.0958087986523,-193,390,399.38892677233,"Gomp"
"M13",70,0.00262505440771057,39.5053734579714,7.48100784904391,0.164053830700749,"rls/M13.csv",27.7,9.49652873270094,0.342834972299673,0.125869835564753,0.0023243244526039,-250.5,505,3.15928955918236,30.4918532823136,-262.2,528,511.992894096671,"Gomp"
"M14",60,0.00270063724926783,57.998746758502,7.29577997114576,0.108550276049247,"rls/M14.csv",36.35,13.3198271989606,0.366432660218997,0.0860674777891396,0.00231953384271123,-236.3,477,3.17098122195443,40.675483304143,-239.4,483,481.971221139243,"bin<2"
"M2-8",105,0.00480630820531193,48.4643568674604,8.06450684043226,0.145767060517323,"rls/M2-8.csv",23.5238095238095,8.65591753801458,0.367964105867017,0.102708596663126,0.00653703586443987,-379.5,763,2.96689930107904,26.337519900066,-374.7,753,760.903238048461,"Weib"
"M22",60,0.00320724470374422,38.9447282466704,6.03041074601153,0.129167950900816,"rls/M22.csv",32.85,9.81321316095665,0.298727950105225,0.128370031680907,0.00108032667096472,-216.8,438,4.06545384698661,36.2756289791715,-220.6,445,454.41752717601,"Gomp"
"M32",60,0.00249478993197283,39.0992130804391,7.92092686923521,0.177009364740838,"rls/M32.csv",26.5166666666667,7.45720369881698,0.281227040810194,0.127093602161967,0.00283370936573223,-209.8,424,3.88572306201659,29.24089131178,-205.8,416,423.545094415228,"bin<2"
"M34",58,0.00272524550972513,37.5674835731704,7.38081030237469,0.169849287082185,"rls/M34.csv",26.3793103448276,9.5858587114212,0.363385493635575,0.132470608241524,0.00234570947611081,-206.5,417,3.17014859049863,29.3473121992348,-214.1,432,424.369489154444,"Gomp"
"M5",166,0.00518815066615995,61.8343749332654,6.03304882249491,0.0813956448646374,"rls/M5.csv",36.3975903614458,11.6820917170567,0.3209578326765,0.0808533903799948,0.00283421101199899,-651.2,1306,3.44336554782262,40.4970966866716,-642.5,1289,1326.58140637289,"Weib"
"M8",60,0.00127709914498853,26.8103436995661,6.01593263996579,0.187089456822106,"rls/M8.csv",36.0833333333333,6.20631626505779,0.171999526976197,0.186449709303079,0.000128654205580606,-193.8,392,6.9568139776578,38.6373110917172,-192.9,390,426.345052694257,"Weib"
"RM112N",59,0.00354178641727141,61.7898670762103,6.02687381882034,0.0813543394197676,"rls/RM112N.csv",41.9152542372881,14.6808438820601,0.350250622337867,0.0809167058831911,0.00163552668316225,-237.4,479,3.36469040883602,46.739288376704,-241.2,486,491.039596824352,"Gomp"
"S288c",41,0.00500790934464098,61.4662197955922,7.90520270915968,0.112341424804114,"rls/S288c.csv",27.5609756097561,10.6043594348923,0.384759944097864,0.0811789541505573,0.00637216473529887,-156.6,317,2.85684399340138,30.9926520601733,-153.6,311,317.546180172254,"bin<2"
"SGU57",58,0.00590913651974705,54.747434748339,7.70051062252289,0.12238949008887,"rls/SGU57.csv",24.3275862068966,10.4937540838891,0.431352045971346,0.0911203075649491,0.00707372192177363,-216.6,437,2.57083491667988,27.466338699997,-216.8,438,439.528379075922,"bin<2"
"YPS128",69,0.00313095787018349,40.1022591786571,6.02854569435847,0.125393077531022,"rls/YPS128.csv",34.5072463768116,8.33952881375588,0.241674711528415,0.124663707817841,0.00103040389602114,-246.7,497,4.69295608115905,37.7280364251111,-243.6,491,516.9232799277,"Weib"
"YPS163",130,0.00238709991367625,34.6053118070774,6.024979060299,0.145208316235177,"rls/YPS163.csv",34.2769230769231,7.98934890247696,0.233082441050719,0.144433542360532,0.000607373089916935,-449.2,902,5.23267484172854,37.2517222349119,-449.9,904,950.1272510197,"Gomp"
