"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00319991395514351,36.054978558075,6.02944329842951,0.139493725958772,"rls/101S.csv",32.0352941176471,7.38313241501892,0.230468694556228,0.13864527342308,0.00101828807630987,-293.1,590,4.99662938844993,34.838845033061,-289.2,582,617.26986240216,"Weib"
"M1-2",54,0.00225165339795853,33.9437351462515,7.10213855096553,0.179772158976423,"rls/M1-2.csv",28.2222222222222,8.73653501252969,0.309562264223493,0.146498974024867,0.00134689227584315,-187.7,379,3.92639568755096,31.1382415955582,-192.8,390,388.820947724307,"bin<2"
"M13",70,0.00268055449544934,40.6048264241907,7.58552560331082,0.162185783889657,"rls/M13.csv",27.6857142857143,9.01133401815455,0.325486780841496,0.122469890922291,0.00254335974537642,-250.9,506,3.54808713503584,30.7487201103389,-252.4,509,509.920716984815,"bin<2"
"M14",60,0.002732053430872,47.041070378063,6.02577385628236,0.106837999558489,"rls/M14.csv",39.7166666666667,11.885173311011,0.299249013286051,0.106281893725422,0.000893580387848109,-227.9,460,4.12279422709618,43.8762406117924,-231.5,467,477.185596764135,"Gomp"
"M2-8",105,0.00325276213768081,41.9325664755678,8.14466423125235,0.170384615866888,"rls/M2-8.csv",24.7809523809524,7.42135814905579,0.299478326537609,0.118227680397914,0.00430334317266327,-369.5,743,3.58504061424264,27.464246774567,-359.8,724,738.230559453831,"Weib"
"M22",60,0.00202273808535226,40.3118737885405,6.86089204364001,0.145388727757579,"rls/M22.csv",34.7666666666667,9.4067531938346,0.27056816473158,0.123587446908389,0.000981715357815485,-217.8,440,4.40528353768783,38.2849369793051,-217.8,440,450.118228026425,"NA"
"M32",60,0.00213955204058846,35.149339887347,7.4467415960215,0.183410033209249,"rls/M32.csv",28.2833333333333,7.20191044961639,0.254634429568052,0.141222627657997,0.00160481285120075,-206.4,417,4.38599655366322,31.0330648984219,-203.4,411,421.392488742741,"Weib"
"M34",58,0.00244404274834109,33.2215613029524,7.10955758452543,0.183903385178422,"rls/M34.csv",26.6724137931034,9.25731182047795,0.347074392752244,0.149632761486982,0.00154168741019771,-202.1,408,3.41598166322725,29.5418856691857,-212.2,428,419.165844084483,"Gomp"
"M5",166,0.00285467230463631,64.6790388110879,7.67370211236806,0.10318183812008,"rls/M5.csv",36.5,12.4310218015376,0.340575939768153,0.0769900449425701,0.00309699644114963,-658.6,1321,3.27782743488822,40.7804073552753,-651.2,1306,1320.26311600334,"bin<2"
"M8",60,0.00173644166388558,28.6431657116606,6.02092977917451,0.175292418083889,"rls/M8.csv",34.9166666666667,6.17345785770859,0.176805475638432,0.174516720598669,0.000233459749307419,-196.1,396,6.44650487904155,37.4595164953415,-194,392,427.624954889862,"Weib"
"RM112N",59,0.0032793314209396,60.8079987501546,6.02545381579553,0.0826446177984562,"rls/RM112N.csv",42.7796610169492,14.30344520424,0.33435153211179,0.0822231704000411,0.00147206826929193,-236.2,476,3.54942507094104,47.5307300296779,-239.7,483,489.492268348256,"Gomp"
"S288c",41,0.00459179367993694,56.0965452646799,7.92213336237085,0.123396785483138,"rls/S288c.csv",26.4390243902439,10.6490581285103,0.402778028845867,0.0889145910113749,0.00597312856456137,-154.6,313,2.72695976293249,29.6698519901445,-154.7,313,314.641568931461,"bin<2"
"SGU57",58,0.0107134557217779,71.1741313889892,7.35438161473889,0.0892793700566598,"rls/SGU57.csv",22.7586206896552,11.7178980583649,0.514877338928153,0.0701724201587612,0.0120567471954606,-221.6,447,2.04621786950523,25.6625052777789,-222.8,450,449.708649811734,"bin<2"
"YPS128",69,0.00225313166970233,35.8802494167203,6.02370717490736,0.14001316202017,"rls/YPS128.csv",35.7391304347826,8.23666868323854,0.230466398679424,0.139328262849944,0.000562500905974572,-241.8,488,5.18126585518665,38.8778506931989,-241.5,487,512.592268956169,"Weib"
"YPS163",130,0.0024229556243593,34.264890599861,6.02535763263836,0.146662007222599,"rls/YPS163.csv",33.7538461538462,8.18777831738241,0.242573195364565,0.145866886455934,0.000614313168075071,-451.3,907,5.02645814991624,36.8182112145164,-453.3,911,951.165683891194,"Gomp"
