"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00434523720193889,41.9236787990249,6.03585351821934,0.12011955206413,"rls/101S.csv",31.4470588235294,7.76209636992626,0.246830599118493,0.119244454553205,0.00182415822135152,-302.3,609,4.42173492459782,34.3922716269579,-295.4,595,627.945071515454,"Weib"
"M1-2",54,0.00581158330969826,43.1617142696115,6.04091970086817,0.116791461742688,"rls/M1-2.csv",27.8333333333333,9.34607172044884,0.335787007920318,0.115833008191106,0.00289721561886295,-195.5,395,3.43738805425763,30.9582960566359,-196.6,397,404.982537837444,"Gomp"
"M13",70,0.00537677232346412,50.3390311885125,7.61334676281709,0.131376123192579,"rls/M13.csv",24.0142857142857,10.9524570165691,0.456080898964803,0.099079785142697,0.00618723865133837,-259.4,523,2.03788719000812,26.4276206105043,-275.3,555,528.28924178133,"Gomp"
"M14",60,0.00420788266532045,51.5424156670615,6.0322427799854,0.0976330409597252,"rls/M14.csv",35.3,11.7506581135567,0.332879833245231,0.0970016583835677,0.00193029983191984,-229.6,463,3.54639143403728,39.2751204683033,-231.6,467,475.473172185186,"Gomp"
"M2-8",105,0.00376797732808375,42.5719850152523,8.04489569970463,0.165481964187967,"rls/M2-8.csv",23.7142857142857,8.29007085164383,0.349581300972933,0.116623709392862,0.00495223156369747,-371.9,748,3.17252983730955,26.4089130258888,-371.6,747,747.213083488575,"bin<2"
"M22",60,0.00425968650851652,46.5739150398197,6.03382108913109,0.108082412329461,"rls/M22.csv",33.1,10.4536101946502,0.3158190391133,0.107347442820083,0.00187103487362273,-223.7,451,3.68034387818262,36.6903017719947,-225.2,454,464.014084889067,"Gomp"
"M32",60,0.00212960009749736,35.9900506161505,7.4446546544886,0.17906767409759,"rls/M32.csv",28.9,7.06315337460686,0.244399770747642,0.137969640562555,0.00159425279975252,-207.2,418,4.45979152513049,31.6796527972479,-202.8,410,422.450724015423,"Weib"
"M34",58,0.00224727539853055,30.3438007346686,7.08459714326418,0.200521918676864,"rls/M34.csv",26.1551724137931,8.11496716413659,0.310262422887226,0.163544563863159,0.00128596443420355,-196,396,3.85190809314227,28.7514558666515,-204.4,413,407.16749137124,"Gomp"
"M5",166,0.00506394879920855,91.1429796144162,7.84190897566349,0.075067865946543,"rls/M5.csv",35.1987951807229,14.2221423095449,0.40405196361192,0.0547906529797018,0.00635948679314884,-685.5,1375,2.67543049591163,39.6689425183552,-671.3,1347,1369.26786324758,"Weib"
"M8",60,0.00164190071814165,30.6676421918729,6.01903598769376,0.163659010897937,"rls/M8.csv",35.75,7.71664500735206,0.215850209995862,0.163006431247894,0.000271417931542418,-203.1,410,5.85150280899908,38.691168851037,-204.4,413,437.864546868395,"Gomp"
"RM112N",59,0.00235050688755794,51.03042375629,6.02212152757693,0.0984142626673347,"rls/RM112N.csv",44.0677966101695,11.8027822651822,0.267832366786826,0.0979751380897666,0.000773060275422987,-227,458,4.46171805036395,48.3527473005054,-227.8,460,475.418201146541,"Gomp"
"S288c",41,0.00388023442474091,47.2330125639935,7.94836288589956,0.147108187869355,"rls/S288c.csv",25.4878048780488,8.80375474220946,0.345410473139319,0.10022677626356,0.0054806362496572,-149.7,303,3.18237358064836,28.4945028874714,-146.4,297,303.25098567482,"bin<2"
"SGU57",58,0.00300788388301546,43.0163375182364,7.69358761219923,0.155605707002869,"rls/SGU57.csv",26.9655172413793,9.63175580583345,0.357187875152391,0.115798007637788,0.00317927549110633,-210.5,425,3.18891605627381,30.0584156085289,-213.6,431,428.664673060073,"Gomp"
"YPS128",69,0.00196365812333384,42.0508384379331,6.83871225907032,0.138848890437422,"rls/YPS128.csv",36.463768115942,9.59408474337631,0.263112816889096,0.118461084667502,0.000932566646139792,-252.4,509,4.49238736607681,40.0250050240916,-252.2,508,521.173315011729,"Weib"
"YPS163",130,0.00206666224105523,32.7924453396279,6.02251225262785,0.153160650284241,"rls/YPS163.csv",34.3538461538462,8.35441816776514,0.243187273132438,0.152414523644169,0.000459075616334556,-448.5,901,5.19288024120419,37.4238780092366,-454.3,913,950.598508825617,"Gomp"
