"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00229163708926523,30.0913451139066,6.02498833019191,0.166991150151996,"rls/101S.csv",31.5058823529412,7.4252201016147,0.235677262373879,0.166104690963078,0.000508144792131191,-284.9,574,5.26616447431496,34.2519712264528,-287.4,579,606.871674003644,"Gomp"
"M1-2",54,0.0021670285457932,39.3341436596522,7.36245389938637,0.161753970149674,"rls/M1-2.csv",30.4444444444444,9.4762198232399,0.311262694923938,0.12653285727014,0.00159868733651046,-193.7,391,3.81831981937137,33.5850194963457,-197.7,399,398.241679810206,"bin<2"
"M13",70,0.00241956113097649,36.9548147605415,7.81095153095341,0.184304848369198,"rls/M13.csv",26.2571428571429,7.2225205650541,0.275068791922626,0.134215050574548,0.00253006341921041,-241.9,488,4.00988957347137,28.9260306037367,-237.8,480,488.54418479578,"bin<2"
"M14",60,0.00402513627146145,53.9625533794864,6.03091269042966,0.0932297005119505,"rls/M14.csv",37.0166666666667,12.0049307195802,0.324311500754081,0.0926519437706449,0.00183997113488598,-232.1,468,3.60131474420562,41.1623905406734,-232.9,470,480.105715886081,"Gomp"
"M2-8",105,0.00356587302569135,44.505757167411,7.98333025808921,0.156908469882245,"rls/M2-8.csv",25.1428571428571,8.33139171519908,0.331362170490873,0.111620114985348,0.00455309138213426,-376.5,757,3.31249244999384,28.0069489798304,-371.1,746,754.973216210356,"Weib"
"M22",60,0.00244499236640344,46.6758184453728,7.47145051524958,0.138646749661679,"rls/M22.csv",31.6333333333333,11.074427202032,0.350087266660655,0.106776706497152,0.00219514907753215,-224.6,453,3.31018438911534,35.2070923638983,-229.2,462,458.948661165025,"Gomp"
"M32",60,0.00491465005292292,37.507535184559,6.04058829113407,0.134388683935946,"rls/M32.csv",27.8333333333333,7.21619334051435,0.259264431395725,0.133284661377891,0.00206327819555099,-208.4,421,4.19335335761174,30.5958738040558,-204,412,433.415426704311,"Weib"
"M34",58,0.00220416727128946,31.3572148295217,7.0644634830174,0.193399302711921,"rls/M34.csv",27.0862068965517,8.18703399961358,0.302258416281087,0.158346200618109,0.00123726291157069,-197.5,399,4.02534526620894,29.8254701661292,-203.5,411,409.944765295557,"bin<2"
"M5",166,0.00296847495642755,69.4012497882085,7.89555971380596,0.0993578607712269,"rls/M5.csv",36.9096385542169,12.2799774400921,0.332703811825574,0.0717778427177336,0.00355900290426083,-662.2,1328,3.30545995024275,41.1510838976282,-650.4,1305,1322.44328088444,"Weib"
"M8",60,0.00176293989959819,34.7859872728684,6.79933991288048,0.166714828801301,"rls/M8.csv",33.6666666666667,7.70574662660578,0.228883563166508,0.143476273937012,0.000682514749143071,-207.6,419,5.14064315047754,36.6375585873688,-206.2,416,433.406824497251,"Weib"
"RM112N",59,0.00317265428066034,61.9340002659341,6.0250636968205,0.0811357844680423,"rls/RM112N.csv",44.2542372881356,13.3850060481212,0.302457049727748,0.0807283393824259,0.0013953513784572,-236.1,476,3.82504526178986,49.0084554104156,-235.7,475,488.588419409428,"Weib"
"S288c",41,0.00530513096822021,55.9638278886555,8.05082753254185,0.125989014664437,"rls/S288c.csv",25,9.54986910905066,0.381994764362026,0.0891073597707016,0.00718110657770184,-152.1,308,2.79389215366243,27.8705091452322,-151.4,307,308.157209427285,"bin<2"
"SGU57",58,0.00668134980392148,57.4243732872452,7.73339249045611,0.11725669963823,"rls/SGU57.csv",23.8275862068966,10.3637999043474,0.434949634191134,0.0868852183201511,0.00816839210743188,-216.8,438,2.48923709438396,26.8185142350476,-217,438,439.097597803494,"bin<2"
"YPS128",69,0.00193930870142722,40.590625796176,6.83004153447363,0.143630245164214,"rls/YPS128.csv",35.8985507246377,9.21818045006113,0.256784195015833,0.122682291023436,0.000889617461623948,-249.8,504,4.60358476827542,39.3331038805793,-249.5,503,516.689941734103,"Weib"
"YPS163",130,0.0019450554535789,37.9684522020945,6.7829617531349,0.152309652296437,"rls/YPS163.csv",34.4769230769231,8.96782827375309,0.260111038730009,0.130588530435214,0.000850600363393981,-463.7,931,4.65875492336786,37.7826959321719,-465.5,935,957.27774267672,"Gomp"
