"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00181943024849121,30.7880224484869,6.6820452231678,0.184553757315032,"rls/101S.csv",31.4235294117647,6.86671833762616,0.218521549493906,0.162072369858752,0.000589891588734706,-284.1,572,5.39413106087429,34.0969800480137,-282.4,569,595.591618546199,"Weib"
"M1-2",54,0.00340290831742458,43.9631678282976,7.68757246441426,0.152117620152697,"rls/M1-2.csv",26.2037037037037,9.69415235063616,0.369953517268094,0.113349106716676,0.00366465333156583,-196.5,397,3.11467639814583,29.3646099414151,-198,400,400.407076781885,"bin<2"
"M13",70,0.00287064887003096,39.6238575527444,7.6143791544078,0.16692920787945,"rls/M13.csv",26.2571428571429,9.51228909844205,0.362274339984191,0.125501388510579,0.00284496037383201,-249.7,503,2.78175425649934,28.7688491444741,-266.5,537,510.08225638063,"Gomp"
"M14",60,0.00371793832713029,53.6499793772901,6.02906205308655,0.0937383781216388,"rls/M14.csv",37.55,13.2619309890876,0.353180585594876,0.0931919289055173,0.00165631702659635,-234.2,472,3.37459026835546,41.9079768598738,-238.9,482,485.59360120746,"Gomp"
"M2-8",105,0.00341554518091002,43.3113342092038,8.06003570166895,0.163006654737703,"rls/M2-8.csv",24.8285714285714,8.11155057601521,0.326702267158265,0.114608867651956,0.00449562446876472,-373.7,751,3.36927907654197,27.6216654355842,-368.4,741,749.041286594604,"bin<2"
"M22",60,0.00250314598595113,46.2180401880691,7.57109402571833,0.142175955513895,"rls/M22.csv",31.1833333333333,9.85572476961808,0.31605744851795,0.107799396672606,0.0023481600102144,-221.6,447,3.60545783407827,34.5336742464398,-222.2,448,450.410287684092,"Gomp"
"M32",60,0.00238551957425153,37.8146594770742,8.00704292382557,0.185299643596519,"rls/M32.csv",26.6,6.20879638435445,0.233413397908062,0.131256787376421,0.00267624137144931,-205.9,416,4.26411130998911,29.0949705845623,-197.5,399,413.710071387966,"Weib"
"M34",58,0.00202662593695526,29.7853794779426,7.04191782290617,0.202848442047901,"rls/M34.csv",27.2413793103448,7.29409841915616,0.267758043234846,0.167299517910425,0.00100962293576854,-193.8,392,4.58048809223875,29.9116110998785,-195.3,395,402.514767923693,"Gomp"
"M5",166,0.00371151791816323,79.3433951071714,8.05223250047765,0.0888824141058245,"rls/M5.csv",36.078313253012,12.745999236293,0.353287005046691,0.0628639315358112,0.00490096136513082,-672.3,1349,3.05814249524537,40.3694589158413,-656,1316,1339.53742582941,"Weib"
"M8",60,0.00160756525729627,29.9094826073258,6.01885443252102,0.167801446063522,"rls/M8.csv",35.7666666666667,6.30406558800375,0.176255328648754,0.167136056611969,0.000251412986018024,-198.6,401,6.35134546384982,38.4167428148888,-195.9,396,430.509160282109,"Weib"
"RM112N",59,0.00397130196684406,63.5700858234991,6.02878622367759,0.079106173265833,"rls/RM112N.csv",41.1186440677966,13.8888255080053,0.337774404357919,0.0786508366031706,0.00193728528231078,-236.7,477,3.43645535533759,45.7938067334788,-237.9,480,488.39182557741,"Gomp"
"S288c",41,0.0055632544986288,65.5789384438163,7.7349067836709,0.10269923459406,"rls/S288c.csv",27.6585365853659,12.0905123053111,0.43713492461883,0.0761198702118245,0.00685155895483401,-159,322,2.44623861802265,31.0217822578972,-160.5,325,323.822774466348,"bin<2"
"SGU57",58,0.00392765925403488,47.5100364147962,7.85191724249705,0.14422041655946,"rls/SGU57.csv",25.5344827586207,9.89987686834889,0.387706183905628,0.104904094987758,0.00477092616075477,-212.7,429,2.861320542896,28.5468038423398,-215.7,435,431.861789189882,"Gomp"
"YPS128",69,0.00194866146971893,38.4722164351322,6.98666231699277,0.15561001865039,"rls/YPS128.csv",33.7391304347826,8.32722708934027,0.246812143111889,0.12927595979792,0.000996968570932782,-244.9,494,4.69776765689832,36.9041942524908,-242.9,490,504.977085518755,"Weib"
"YPS163",130,0.00193485463165101,36.4648779271466,6.731372267198,0.157175139284677,"rls/YPS163.csv",33.9153846153846,8.61226330927525,0.253933824043044,0.135923316791901,0.000789002026647897,-459.5,923,4.73097726284389,37.1334735417479,-460.7,925,950.010093665732,"Gomp"
