"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00158331540126801,40.0207971709436,7.77329214128723,0.169244308461823,"rls/101S.csv",31.6941176470588,7.99110149361354,0.252132007036804,0.12376450311384,0.001561476999991,-300.9,606,4.52664867454531,34.6774147835077,-296.2,596,608.581140949513,"Weib"
"M1-2",54,0.00257884758961912,41.8483700881333,7.62109295125385,0.158216268335176,"rls/M1-2.csv",28.5185185185185,9.17490576938036,0.321717475030221,0.118994073676421,0.00247312365057932,-194.9,394,3.6053265232547,31.6854840628189,-195.3,395,397.149377996806,"Gomp"
"M13",70,0.00434547681924098,35.1757402167721,6.03740436034831,0.143206776298241,"rls/M13.csv",27.4285714285714,8.6268395283816,0.314520191138912,0.142113723466249,0.00170255463235324,-243.4,491,3.62736291050484,30.1261133441593,-253.1,510,509.11598518704,"bin<2"
"M14",60,0.00205707674257784,51.7295652912171,6.85144994043771,0.113116163020052,"rls/M14.csv",39.6666666666667,13.0145507442034,0.328097917921095,0.0965704843581064,0.00121275747515926,-233.1,470,3.68624656072556,44.0462327075487,-237.7,479,480.050771684345,"bin<2"
"M2-8",105,0.00364194449984507,44.3838606455413,8.03599798145633,0.158526047061279,"rls/M2-8.csv",24.7714285714286,8.21379836108019,0.331583555522268,0.111916372764793,0.00475833658094137,-375.4,755,3.30454119423282,27.5931104316069,-369.6,743,752.419276883313,"Weib"
"M22",60,0.00416358353279612,44.7737125936297,6.03380130662013,0.112427605731679,"rls/M22.csv",32.7333333333333,9.62318293068952,0.293987258575036,0.111662309520284,0.0017766478725832,-220.7,445,3.95086762951224,36.2355850554311,-219.5,443,458.464272864348,"Weib"
"M32",60,0.00309449238403066,30.2313403383893,6.03146948907341,0.166432233329866,"rls/M32.csv",28.9166666666667,5.67865962540835,0.196380159956485,0.16534646404885,0.000862993654837742,-196.4,397,5.35480131924882,31.2830305269077,-191.3,387,417.617667451304,"Weib"
"M34",58,0.00208376963239825,31.083585210622,7.17144833417509,0.198543645861873,"rls/M34.csv",27.2068965517241,7.10512199900112,0.261151505666708,0.15957090363472,0.00122638654051461,-195,394,4.53304029109143,29.8824892773398,-194.4,393,402.27454655868,"Weib"
"M5",166,0.00336325417694858,71.2733766555311,7.72785879646064,0.0943951179551492,"rls/M5.csv",36.066265060241,13.2038265996934,0.366099083940055,0.0699482537433009,0.00389295145027015,-668.3,1341,3.01670763562249,40.4422582927765,-661.1,1326,1338.74399592001,"Weib"
"M8",60,0.00187870524312586,31.2533358813345,6.02127092698949,0.160663519121757,"rls/M8.csv",35.0166666666667,5.84109249900401,0.166808924293308,0.159950401552728,0.000365300125268641,-198.8,402,6.17908599754901,37.5368899155505,-194,392,429.134420463624,"Weib"
"RM112N",59,0.00176315509823399,47.0619208866485,6.01892224831925,0.106645078521287,"rls/RM112N.csv",47.0508474576271,11.1732805185091,0.23747246058791,0.106235680283746,0.000418318336091813,-223.1,450,5.13507547978558,51.1912282406164,-224,452,472.552985281666,"Gomp"
"S288c",41,0.00465109248393353,54.9574785072934,8.07125526764029,0.128667752955621,"rls/S288c.csv",26.0243902439024,9.42997297153616,0.362351351296141,0.0907284334805536,0.00622825296648255,-152.4,309,3.03001526568225,29.1562880714949,-149.2,302,308.706873876879,"bin<2"
"SGU57",58,0.0060102646093059,50.5306416609267,7.78650790660789,0.134304803650566,"rls/SGU57.csv",22.6551724137931,9.84182218925132,0.434418331032402,0.0986734512578637,0.00748899207796218,-212.2,428,2.48667875150205,25.4470124514889,-214.9,434,430.957388942691,"Gomp"
"YPS128",69,0.0043884373162293,47.5559405878654,6.03430647864369,0.105860727732684,"rls/YPS128.csv",33.2463768115942,10.2676043902533,0.308833785059929,0.105129886161905,0.00196861184242058,-257.7,519,3.75488104316215,36.8890579652727,-257.1,518,532.983239615894,"Weib"
"YPS163",130,0.00207185219085585,33.1472167068124,6.02256182598772,0.151522882612207,"rls/YPS163.csv",34.7076923076923,8.00333859972205,0.230592645825325,0.150784232565952,0.000461767122666623,-448.1,900,5.30791722207424,37.7462990372237,-450.1,904,948.99263038869,"Gomp"
