"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00192580789426369,39.0850779976862,7.50280064185334,0.166375531916255,"rls/101S.csv",31.7411764705882,7.18157851924013,0.226254326959011,0.12681797902475,0.00147595475852091,-296.9,598,4.79016385164507,34.5217381261206,-289.1,582,602.874952843608,"Weib"
"M1-2",54,0.00357441882068533,47.4693944002569,7.87044454002837,0.144734194038742,"rls/M1-2.csv",26.3888888888889,9.65131072663907,0.365733880167375,0.104989932030216,0.00433858038849468,-198.2,400,3.08314094764054,29.5278873423739,-198.2,400,402.076363088264,"NA"
"M13",70,0.00317042697405851,42.7258790723682,7.70073996368609,0.156830944363638,"rls/M13.csv",26.2857142857143,9.89970407571608,0.376619176793546,0.11650928371502,0.00340841376010868,-253.3,511,2.6500481672647,28.8573861015001,-269,542,516.035252751965,"Gomp"
"M14",60,0.00397514511721538,51.5001890364413,6.03097657961741,0.0976885070471782,"rls/M14.csv",35.8166666666667,12.3404964692408,0.344546202026267,0.0970813167919507,0.00178152764396894,-231.2,466,3.44011812083361,39.95251579483,-234.5,473,478.908080709948,"Gomp"
"M2-8",105,0.00401056072655035,44.9818794310741,8.0294845255142,0.156273695417407,"rls/M2-8.csv",24.1238095238095,8.49286492173016,0.352053224153836,0.110497542688605,0.00525671680583156,-376.2,756,3.13154436230777,26.9237866246334,-373.3,751,755.059713786581,"bin<2"
"M22",60,0.00234524537936495,47.837364989763,7.58982762356125,0.137754820420637,"rls/M22.csv",32.2166666666667,9.76519531540576,0.303110046003283,0.104168471161584,0.00228538082625145,-223.5,451,3.72577466640145,35.7854739473277,-220.7,445,453.169252471181,"Weib"
"M32",60,0.00356170027977066,28.317722694425,6.03458859322592,0.177789317578743,"rls/M32.csv",26.7,4.88962928822535,0.183132183079601,0.176508917558849,0.00101752216939086,-190.7,385,5.46232768866758,28.7748595159484,-183.9,372,406.526296764592,"Weib"
"M34",58,0.00252603171339673,34.6103850239597,7.54789984606623,0.189188876157642,"rls/M34.csv",25.5344827586207,7.94325382363645,0.311079488028976,0.143490076877479,0.00221448521463763,-200,404,3.81131315705404,28.3347108893248,-200.8,406,408.851416579222,"Gomp"
"M5",166,0.00300397267399307,66.2005723613879,7.70897877233335,0.101343214008923,"rls/M5.csv",36.3072289156626,12.3050448696561,0.338914459658688,0.0752397085078489,0.00332287491017878,-659.9,1324,3.25123487959959,40.564617290362,-649.9,1304,1321.25665595161,"Weib"
"M8",60,0.00229761669800429,34.8568191047311,6.02428706929689,0.144140721911568,"rls/M8.csv",34.8833333333333,7.97898015374053,0.228733305888405,0.143420336464934,0.000565769225658529,-208.5,421,5.22853851413133,37.9431958385122,-207.9,420,443.115686840221,"Weib"
"RM112N",59,0.00165737803519977,42.3926659829476,6.01801798081896,0.118369955379486,"rls/RM112N.csv",44.4406779661017,10.1510508823075,0.228418002309742,0.117934857989625,0.000360955126996964,-217.5,439,5.38663873150632,48.3007330047011,-217.9,440,462.565291645963,"Gomp"
"S288c",41,0.00766973853423574,68.1576128175551,7.65506738118674,0.0976423191199652,"rls/S288c.csv",25.0975609756098,11.8000103348446,0.47016562072753,0.0732525956713065,0.00924569293218989,-157.7,319,2.22996048283071,28.1560037433592,-159.4,323,321.12273616103,"bin<2"
"SGU57",58,0.00663097611706051,55.3325018361107,7.76896012030047,0.122332442880487,"rls/SGU57.csv",23.1896551724138,10.0620128022873,0.433900923816107,0.0901514060840332,0.00826785306952421,-214.9,434,2.49678405954156,26.090044431608,-215.5,435,435.365323757076,"bin<2"
"YPS128",69,0.00243686609543757,49.4911672202206,7.35766524154085,0.128460604156923,"rls/YPS128.csv",33.8840579710145,10.3177976330509,0.304503009700817,0.100840348573139,0.00207400632390692,-259.5,523,3.74660521232884,37.5617724596013,-257.8,520,526.925659134363,"Weib"
"YPS163",130,0.00193848141068015,40.1820440401815,6.95294308532925,0.148149334547949,"rls/YPS163.csv",34.9769230769231,8.89688159340452,0.254364329699272,0.123361482234475,0.000999277349643503,-467.2,938,4.63987581775982,38.2723323867012,-465.8,936,958.913975077758,"Weib"
