"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00402693795758651,41.5244491219976,6.03405466626431,0.121231100537286,"rls/101S.csv",31.9411764705882,8.42947343604353,0.263906166505967,0.120391023152327,0.00162987924521422,-303.8,612,4.35456405948389,35.0092411425843,-300.8,606,632.29753427296,"Weib"
"M1-2",54,0.00263226689089218,38.7111877344373,7.77588889097279,0.175036967025039,"rls/M1-2.csv",26.2037037037037,8.38547627978602,0.320011108910562,0.128498865033613,0.00276472328460788,-190.3,385,3.61453807045683,29.0902327635147,-190.5,385,387.299961895731,"NA"
"M13",70,0.00461453275035053,50.8185803303707,7.67953437631884,0.131438822826126,"rls/M13.csv",25.5714285714286,10.8808719660329,0.425508959565533,0.0981390127293102,0.00532268089985615,-260.9,526,2.32292085359317,28.2906089232709,-273,550,530.129923936043,"Gomp"
"M14",60,0.00224053548687124,49.8729154357185,6.85907372106904,0.117480072497884,"rls/M14.csv",37.9833333333333,12.7565093608497,0.335844915160589,0.100058566041989,0.00128505361651883,-231.4,467,3.62804049438976,42.2927191064853,-236,476,476.993321298905,"bin<2"
"M2-8",105,0.00534939292626902,50.6405201348062,8.01911003730914,0.138606594454877,"rls/M2-8.csv",23.4952380952381,8.64260890268029,0.367845129623604,0.0983647846683229,0.00712785829307688,-381.4,767,2.92954550619325,26.3066450585846,-374.6,753,763.940067265464,"Weib"
"M22",60,0.00441945895587995,47.8387427003995,6.03416598442746,0.105231987720811,"rls/M22.csv",33,11.0805984051832,0.335775709247977,0.1045100089932,0.00200693982213925,-225.7,455,3.4569805893269,36.6736814274615,-229,462,467.788536539739,"Gomp"
"M32",60,0.00231276264795252,36.0002547256464,7.78248094108774,0.188400915292856,"rls/M32.csv",26.6666666666667,6.6477131703677,0.249289243888789,0.137829286703603,0.00224767639230659,-205.3,415,4.25629824365507,29.244388328658,-199.8,404,415.355198084405,"bin<2"
"M34",58,0.00321267069343488,29.5396203685484,6.03204116866887,0.170348877402183,"rls/M34.csv",27.3793103448276,7.64067505561551,0.27906747684238,0.169219386021028,0.00093073975644262,-194.1,392,4.36657656282898,30.0010719126052,-199.4,403,411.384499458421,"Gomp"
"M5",166,0.00350353617517543,75.1187808257377,7.96702548044375,0.0927467858751065,"rls/M5.csv",35.8253012048193,12.7179028514543,0.354997792725981,0.0663768386675085,0.00448655112633798,-668.8,1342,3.07620170040423,40.1348172033594,-654.7,1313,1334.66701340054,"Weib"
"M8",60,0.00163323353466664,29.2185157536966,6.0197684736064,0.171800940058748,"rls/M8.csv",35.95,6.69030414043528,0.186100254254111,0.171084015105237,0.000211770245335314,-198.6,401,6.3857079471292,38.6553160152088,-197.6,399,432.346509760911,"Weib"
"RM112N",59,0.00369281362421859,60.1518683243093,6.02811711846287,0.0835903731427548,"rls/RM112N.csv",40.9830508474576,13.2072231091926,0.322260613499736,0.083119799733299,0.00170274070955622,-234.2,472,3.60552703403803,45.521571893851,-234.9,474,484.033198037296,"Gomp"
"S288c",41,0.0040393110372911,55.1174184175165,8.07306919788027,0.12832729472744,"rls/S288c.csv",27.219512195122,9.87297370380867,0.36271677585677,0.090468420223006,0.00547437480841846,-153.6,311,3.04775275476132,30.4674437925799,-151.2,306,311.351653051226,"bin<2"
"SGU57",58,0.00552557349751915,53.3020845104867,7.4594344272384,0.121185399906219,"rls/SGU57.csv",25.0172413793103,11.6896886325804,0.467265293376748,0.0936160530297599,0.00602574092187125,-218.6,441,2.27634107950611,28.1044246814633,-225.3,455,446.518935484607,"Gomp"
"YPS128",69,0.0019725337238651,38.6591396778665,6.95445807116699,0.154024588254769,"rls/YPS128.csv",33.768115942029,8.71804235907323,0.258173786599164,0.128684235762751,0.00099706734428543,-246,496,4.58855863988514,37.0008082425307,-245.6,495,507.812355236449,"Weib"
"YPS163",130,0.00173733335481286,36.9530183261351,6.80476230208425,0.157084930136243,"rls/YPS163.csv",35.1461538461538,8.28008869598371,0.235590179574936,0.135067062316412,0.000703312648699888,-456.6,917,5.06733623878638,38.2453985021447,-455.9,916,946.297971012927,"Weib"
