"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00183270461327942,27.4925238419236,6.02169908219314,0.182656896510007,"rls/101S.csv",32.2823529411765,7.27947500184739,0.225493941383757,0.181795983000605,0.000288074932080919,-279.1,562,5.73946577661921,34.9184367706849,-284.2,572,602.253800618551,"Gomp"
"M1-2",54,0.00327720271790654,45.717545312062,7.80625325770678,0.148876174590044,"rls/M1-2.csv",26.8518518518519,9.64542595166013,0.359208966475619,0.109002024102042,0.00376419025339331,-197.4,399,3.15226912179109,29.9770724170209,-198.6,401,401.152722620774,"bin<2"
"M13",70,0.00281308808015121,40.5556246542637,7.59330781624925,0.162574436282442,"rls/M13.csv",27.0714285714286,9.20667909501532,0.340088409842255,0.122638413308152,0.0027280760706097,-250.9,506,3.29130813991576,29.9973384976368,-256.5,517,510.545383562605,"Gomp"
"M14",60,0.0031042338627479,64.554215112145,7.54128865196995,0.101330155445408,"rls/M14.csv",35.7166666666667,13.4316747654807,0.376061822645282,0.0773422476694887,0.00319494943588556,-239,482,3.02206147054336,40.0476910716272,-239.8,484,484.959398350132,"bin<2"
"M2-8",105,0.00293311116040102,39.5958863372816,7.96638538920386,0.175937099370968,"rls/M2-8.csv",24.9714285714286,7.76636874713553,0.311010190102681,0.125081988287369,0.00359058750621365,-368.1,740,3.58908352214621,27.7231916242292,-363.4,731,739.241701099856,"bin<2"
"M22",60,0.00435802676728425,46.1804005840352,6.03398931352608,0.10900705168994,"rls/M22.csv",32.1,11.7020931055452,0.364551187088634,0.108262467337926,0.00195280113302084,-225.8,456,3.2013817879858,35.7950807846129,-232.6,469,468.822878659164,"bin<2"
"M32",60,0.00426642845822236,33.964678981342,6.0383489836919,0.148340839212985,"rls/M32.csv",27.6166666666667,6.61044798775923,0.239364441318982,0.147180282055005,0.00157845601140682,-203.2,410,4.54243575361411,30.1944180116585,-199,402,425.566844705657,"Weib"
"M34",58,0.00341731219412059,29.9043982949356,6.03406867968992,0.168338738336777,"rls/M34.csv",27.3275862068966,7.39935495300152,0.270765039289646,0.167154220121653,0.00100033380896266,-193.7,391,4.5786056302381,29.9816527397815,-196,396,410.249460093691,"Gomp"
"M5",166,0.00312069323547021,66.3197084299502,7.74129709001564,0.101648472974457,"rls/M5.csv",35.6325301204819,12.3240549056416,0.345865277149029,0.0751100332885,0.00353019467168276,-659,1322,3.19208164707953,39.8361307244684,-650.2,1304,1319.54171528165,"Weib"
"M8",60,0.00227774145296591,34.6533834063745,6.02419468628871,0.144984246628123,"rls/M8.csv",34.95,7.57432102455731,0.2167187703736,0.144261846463966,0.000553304281456121,-207.5,419,5.3448004125982,37.93705741329,-205.6,415,441.213851315004,"Weib"
"RM112N",59,0.00208286568527363,58.3373553547536,6.97785787389797,0.102470498320436,"rls/RM112N.csv",43.2372881355932,12.8295711528979,0.296724695421787,0.0855736857041438,0.00128986561313379,-233.2,470,3.92513658597636,47.8146650445805,-233.1,470,477.721980430709,"NA"
"S288c",41,0.00321038179144312,46.8893309591368,8.01191176722921,0.149541732069924,"rls/S288c.csv",27.1219512195122,8.50057386871975,0.313420439404235,0.10625322658834,0.0040334508601476,-148.9,302,3.48446630147357,30.1458705954804,-145.4,295,301.661602775626,"bin<2"
"SGU57",58,0.00497949873058665,52.8590487921609,7.72825423899455,0.127286706680056,"rls/SGU57.csv",25.3793103448276,10.6405836573312,0.419262127802451,0.0943593758683969,0.00591577506044174,-216.7,437,2.59521692139565,28.4678383566658,-219.7,443,440.030780994423,"Gomp"
"YPS128",69,0.00392021660025888,47.6574968393243,6.03153838232696,0.105577059560863,"rls/YPS128.csv",34.4347826086956,11.1572691430949,0.324011603903009,0.104906316548109,0.00168668774640824,-260.3,525,3.66517173118066,38.3019757351299,-262.4,529,539.280730571046,"Gomp"
"YPS163",130,0.00315296420893725,39.539485929717,6.02869795105624,0.127181672518327,"rls/YPS163.csv",34.1076923076923,8.46629995590466,0.248222596812721,0.126421234989743,0.00103469541613219,-463,930,4.70099329177856,37.2926500977339,-459.8,924,966.866530865615,"Weib"
