"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00207911124365176,28.7059515258231,6.02336330094898,0.174993791668257,"rls/101S.csv",31.6117647058824,6.84365211197149,0.216490669712533,0.174116171871782,0.000412509088762668,-279.6,563,5.69840986019065,34.2033966978685,-280.4,565,599.761740412618,"Gomp"
"M1-2",54,0.00295801100166238,43.0940693108715,7.67506705316279,0.154895259600811,"rls/M1-2.csv",27.2222222222222,9.6498443953955,0.354484079830855,0.115619594793474,0.00309936350660906,-196,396,3.23969378554563,30.3359298665432,-198.7,401,399.59931425608,"bin<2"
"M13",70,0.00296079124176319,42.2409035190028,7.92006972847842,0.163823904130396,"rls/M13.csv",26.2571428571429,8.25970788388561,0.314569941170834,0.117733075679024,0.00349977538960545,-249.5,503,3.40948958549082,28.9985214691758,-249.7,503,503.134004568539,"bin<2"
"M14",60,0.00786381148128121,73.8696329092086,6.0209056822738,0.0679698204056987,"rls/M14.csv",32.4833333333333,14.1127321606962,0.434460713002448,0.0676857634886752,0.00536217609904353,-241.8,488,2.56242411003592,36.7219320161174,-241.7,487,493.514297696956,"Weib"
"M2-8",105,0.003166080743961,40.5862645733932,7.97204639426835,0.171783396859808,"rls/M2-8.csv",24.752380952381,7.92729092388701,0.320263773377505,0.122136155985978,0.00390863442049834,-369.7,743,3.46010338774467,27.4847787964739,-366.3,737,742.503032954918,"bin<2"
"M22",60,0.00419444108144471,44.6974733840212,6.03390578599312,0.112621707780751,"rls/M22.csv",32.4166666666667,10.1335015225412,0.312601589384304,0.111852880118999,0.00179817272112671,-221.7,447,3.77541557452716,35.9792171967235,-222.5,449,460.398060336288,"Gomp"
"M32",60,0.00355267781339849,34.1729952599045,6.03375807797731,0.147302220355365,"rls/M32.csv",29.55,6.9194518250597,0.234160806262596,0.146284928742694,0.0011813843599482,-205.1,414,4.71169736740609,32.3102406421105,-201.4,407,430.672746851665,"Weib"
"M34",58,0.00213002779280959,29.4517282224061,7.04696597641879,0.205317865585166,"rls/M34.csv",26.5,7.42742665171906,0.280280251008267,0.168384028757008,0.00111647950049,-193.5,391,4.3065175736961,29.0637288224135,-197.9,400,401.959210026042,"bin<2"
"M5",166,0.00297334108237728,67.2487625577643,7.6379384996377,0.0987072214739408,"rls/M5.csv",37.078313253012,12.9904351590888,0.35035129754813,0.0740871493574154,0.0031864503576428,-664.3,1333,3.17971905545911,41.4552792585262,-659.1,1322,1332.55173766878,"bin<2"
"M8",60,0.00211534847797821,32.9145731754775,6.02303383977314,0.152608202238985,"rls/M8.csv",34.6166666666667,6.81994002326296,0.197013192776012,0.151880178738432,0.000474219751490361,-203.8,412,5.63969660017703,37.4191164794355,-200.7,405,435.311432009923,"Weib"
"RM112N",59,0.0018528078226057,60.3105074290056,7.10124348849565,0.101163855994376,"rls/RM112N.csv",44.9830508474576,13.5258265416684,0.300687176321942,0.0827661317242309,0.00121073801072599,-235.6,475,3.89882301728612,49.7629238407699,-236.2,476,482.208805649697,"Gomp"
"S288c",41,0.00274301980490795,41.2553248558098,7.74606054611458,0.163519753381958,"rls/S288c.csv",27.2439024390244,8.55505840951679,0.314017363285755,0.120723026273511,0.00284310538702578,-146.5,297,3.63712265664044,30.2828314783246,-145.2,294,299.041391797837,"Weib"
"SGU57",58,0.00649947505044909,54.1747627754199,7.82576197008053,0.125995235057633,"rls/SGU57.csv",22.9827586206897,9.66544102207655,0.420551822415934,0.0920607549853185,0.00823316447676828,-213.7,431,2.61598322791465,25.9147830384661,-212.1,428,432.388372033347,"bin<2"
"YPS128",69,0.00194751875440447,39.6158327451343,6.77693840596001,0.145823980102237,"rls/YPS128.csv",35.463768115942,9.47687543156704,0.267226973754853,0.125704166888737,0.000851301116600964,-249.1,502,4.54731293391204,38.8965325226356,-250.8,506,516.821048912164,"Gomp"
"YPS163",130,0.00187057239504255,37.7121021490207,6.79557442280532,0.153679431602723,"rls/YPS163.csv",34.7153846153846,8.80999662591301,0.253777877546796,0.131424366469965,0.000809443413217314,-462.4,929,4.74366007033412,37.971506127218,-463.6,931,954.869214520988,"Gomp"
