"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00257306750039619,29.8934644607985,6.0280861962955,0.168200183116587,"rls/101S.csv",30.9176470588235,6.21865810955011,0.201136202173425,0.167196884932515,0.000575052933161866,-279.8,564,5.61518030764161,33.4265490258123,-275.6,555,596.738605382189,"Weib"
"M1-2",54,0.00407721611954395,36.259670676796,6.03554815389006,0.138874624614627,"rls/M1-2.csv",28.5740740740741,8.89265512455199,0.311214113237724,0.137873985276065,0.0015635397064439,-190.1,384,3.87031940050262,31.6229543467369,-193.4,391,398.25611311795,"Gomp"
"M13",70,0.00297117167250656,39.9808068241933,7.5413618801861,0.163612553117057,"rls/M13.csv",26.3285714285714,9.85506774448797,0.374310766204101,0.12445025844824,0.00284033064942296,-251.2,506,2.88661235945303,29.1252958443062,-264.4,533,513.905202358152,"Gomp"
"M14",60,0.00267975664515106,55.7331191202542,7.27125639540807,0.112522975465929,"rls/M14.csv",35.5666666666667,13.0830031625546,0.367844512536679,0.0895531887350579,0.00225717634349892,-234.5,473,3.18192308216325,39.8061388786102,-238.2,480,478.993588596833,"bin<2"
"M2-8",105,0.00283930342546481,38.7336249302524,8.07648097242168,0.182696067955537,"rls/M2-8.csv",24.552380952381,7.2177411664445,0.293973166205071,0.127723865640891,0.00368139922189303,-364.2,732,3.71751020861074,27.1724087022736,-356.5,717,729.165374053476,"Weib"
"M22",60,0.00428297460214598,43.70531649685,6.03467522683408,0.115195944804494,"rls/M22.csv",31.8333333333333,9.62371130121013,0.30231553825791,0.11439123946477,0.00183483127924614,-219.7,443,3.84079124463952,35.2411334182233,-220,444,456.457494042953,"Gomp"
"M32",60,0.00205966269236202,33.4921459409318,7.38099125407799,0.190522018664668,"rls/M32.csv",28,6.94286611065693,0.247959503952033,0.148102045730877,0.00144200529328713,-203.7,411,4.52574511780657,30.6211546134868,-201.3,407,417.072491096951,"Weib"
"M34",58,0.00217550785482882,30.5897402233069,6.97535161855125,0.19533842310954,"rls/M34.csv",27.1379310344828,8.12284686906741,0.299317101909727,0.162322722136509,0.00111525962252445,-196.8,398,4.07695788975253,29.8738728332477,-203,410,409.437487128867,"bin<2"
"M5",166,0.00329370791713439,74.3787905478058,7.89638368659908,0.0927197610475602,"rls/M5.csv",36.921686746988,12.7910911060431,0.346438427737504,0.0670282655074415,0.00404400327803706,-669.9,1344,3.14908815759711,41.2951359445326,-656.3,1317,1337.47381959084,"Weib"
"M8",60,0.00192757438973053,30.420265796985,6.02176591043262,0.165079619749093,"rls/M8.csv",33.9,6.41687394191601,0.189288316870679,0.164328318708262,0.000377019888777129,-198.7,401,6.01113190974933,36.4871134420956,-196.2,396,428.647473636372,"Weib"
"RM112N",59,0.00240039692768721,51.9204463731032,6.02233497465476,0.0967313520104196,"rls/RM112N.csv",44.1694915254237,12.3639528083595,0.279920650688108,0.0962959029383418,0.000807236481612453,-228.2,460,4.34369401256302,48.542843894743,-230.3,465,477.952486555696,"Gomp"
"S288c",41,0.0051046316502451,53.6915662935139,7.87405841418185,0.128028643765087,"rls/S288c.csv",25.0731707317073,10.0583056324175,0.401158104016652,0.0928823883297566,0.00643388141839561,-152.4,309,2.74159501001683,28.137577334509,-152.3,309,310.191764111009,"bin<2"
"SGU57",58,0.00638370806871575,56.6131215469348,7.67790483491082,0.117956838493255,"rls/SGU57.csv",24.1206896551724,10.8013605156811,0.447804796218375,0.0881326651381845,0.00762070339247829,-217.6,439,2.44491726151815,27.2143702485595,-218.9,442,441.730273631807,"bin<2"
"YPS128",69,0.00211535882223931,36.2910587931133,6.0223838536955,0.138391769783486,"rls/YPS128.csv",36.5942028985507,8.65230136094321,0.236439126299042,0.137752667538639,0.000518326843425884,-243.2,490,5.16369615330322,39.804958116992,-244.2,492,516.184504248424,"Gomp"
"YPS163",130,0.00331316273470369,42.1690353571625,6.029883127292,0.119279065425376,"rls/YPS163.csv",34.5923076923077,8.89010961107002,0.256996719910852,0.118542538673136,0.00120802377729856,-470.4,945,4.49607147817394,37.9096856599846,-466.6,937,977.910210585723,"Weib"
