"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00189893239987148,32.3473095287792,6.90040898704664,0.182408029384858,"rls/101S.csv",30.7411764705882,7.21465595189415,0.234690300769615,0.153158568870923,0.000831210413086665,-287.7,579,5.04596002894391,33.4577377946413,-286.5,577,597.129226020834,"Weib"
"M1-2",54,0.00297559008093623,45.7053337267809,7.71353696942135,0.146887385388187,"rls/M1-2.csv",28.2962962962963,9.72766843563096,0.343778858327272,0.109052076851575,0.00317161029167983,-198.1,400,3.31202396457736,31.5135542121979,-199,402,402.732011477701,"bin<2"
"M13",70,0.00369775751822912,43.1937705078828,7.82094903487841,0.157915110319753,"rls/M13.csv",24.5857142857143,9.43397015898728,0.383717554403899,0.115281064327913,0.00436539868748663,-252,508,2.76813299779049,27.2810626488289,-260.5,525,511.667198168241,"Gomp"
"M14",60,0.00292291770768616,46.8896464057423,6.02702311835253,0.107209661485886,"rls/M14.csv",38.8333333333333,10.8942010179365,0.280537365268752,0.106624818740951,0.00100243328361825,-225.9,456,4.27293570340922,42.7882025861735,-226.6,457,472.106833777071,"Gomp"
"M2-8",105,0.00392442569982164,46.941433665864,8.04309387081238,0.15004002478804,"rls/M2-8.csv",25.0952380952381,8.502854508842,0.33882342445101,0.105928455629899,0.0051153821757364,-379.8,764,3.23592113893436,28.0447670551047,-372.1,748,760.943979791388,"Weib"
"M22",60,0.00326837566623283,50.0704499206986,7.72427554211969,0.134296287586183,"rls/M22.csv",28.8333333333333,10.4446347700734,0.362241668326245,0.0995923607639975,0.00364418740086354,-224.6,453,3.11826000792076,32.2594901959416,-225,454,455.57133779391,"bin<2"
"M32",60,0.00310466597557725,32.2405327264656,6.03073020795427,0.156037440529779,"rls/M32.csv",29.65,7.423793630241,0.250380898153153,0.15505013333589,0.000919010228993448,-203.7,411,4.73422379771926,32.4039509839658,-204.1,412,430.54764484956,"Gomp"
"M34",58,0.00280647105708309,27.7701788167618,6.02948522058516,0.181111013140089,"rls/M34.csv",27.6379310344828,7.144371544586,0.258498783272606,0.179995103555797,0.000701350711600592,-190.7,385,4.86998129427048,30.2229165047463,-193.6,391,406.546670579104,"Gomp"
"M5",166,0.00323307192646272,73.7497935067946,7.90322540760326,0.0936033184549495,"rls/M5.csv",36.9819277108434,12.6704011519888,0.342610619193702,0.0675923197471211,0.00397304595895347,-668.7,1341,3.18448228951639,41.3271445955432,-655,1314,1334.76855923044,"Weib"
"M8",60,0.00120137246652045,25.4366142515207,6.01532154939346,0.197169383464375,"rls/M8.csv",36.1666666666667,5.29843810265663,0.146500592700183,0.196513574166095,9.60379348059636e-05,-188.6,381,7.54073246790405,38.4466040682473,-186,376,420.84719679454,"Weib"
"RM112N",59,0.00184993588611339,48.6278230312601,6.01947860896157,0.103222359054298,"rls/RM112N.csv",46.8305084745763,13.5190192237262,0.288679744552966,0.102815314466839,0.000458986136022522,-228.4,461,4.42160717564896,51.4303870278674,-235.1,474,482.350285914787,"Gomp"
"S288c",41,0.00462320848896347,54.5705778389706,8.02568299337805,0.128744889125231,"rls/S288c.csv",26.0243902439024,9.92342633589339,0.381312539617272,0.0913759118111525,0.006087872978686,-152.7,309,2.82032302798031,29.0029528210072,-153.1,310,309.968478068678,"bin<2"
"SGU57",58,0.00651685264486887,52.6692167855257,7.66976905374284,0.12663505289822,"rls/SGU57.csv",22.8620689655172,10.354163965949,0.452897066383893,0.094704086694701,0.0077766845662098,-214.1,432,2.36880365593593,25.6939155415417,-217.9,440,435.303948750267,"Gomp"
"YPS128",69,0.00260651065660337,50.0929710471595,7.32567498575619,0.126278694465955,"rls/YPS128.csv",33.3913043478261,11.5824631527764,0.346870641294084,0.0995306697288889,0.00217657501552884,-262.7,529,3.39544386944724,37.2998037604105,-265.1,534,535.361003400714,"bin<2"
"YPS163",130,0.00194638768901079,39.3745716767602,6.9310051739777,0.150630341395646,"rls/YPS163.csv",34.5615384615385,8.63291326339133,0.24978382466968,0.125858514521782,0.000978609762535058,-465.3,935,4.66058524230283,37.8345045059908,-462.4,929,954.756032146199,"Weib"
