"my.strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.0019131258517013,36.3080635127465,7.37100207044933,0.175470720662717,"rls/101S.csv",30.8352941176471,6.96905927043571,0.226009171303714,0.136382646232761,0.00130837819236931,-291.9,588,4.93097484867795,33.5119713055268,-285.5,575,595.945597644532,"Weib"
"M1-2",54,0.00306563274052522,44.3075314893893,7.60469271545464,0.149064786356611,"rls/M1-2.csv",27.5925925925926,10.2506668324618,0.371500677149623,0.112495730558505,0.00311562796605313,-198,400,3.1119194608375,30.8451803587085,-201.7,407,404.566347328616,"Gomp"
"M13",70,0.00331652788046295,42.9077083933071,7.75224821497135,0.157366787176744,"rls/M13.csv",25.7714285714286,9.61757363201799,0.373187446918658,0.116020451215454,0.00369234255951908,-252.8,510,2.76068862178566,28.4186047802793,-264.5,533,513.934266923866,"Gomp"
"M14",60,0.00334294387052814,51.2569559746968,6.02762866510372,0.0980867585579142,"rls/M14.csv",38.3,12.0694319021517,0.315128770291168,0.0975419689123409,0.0013829840128613,-230.9,466,3.78620417337845,42.4817127616399,-233,470,479.673419991419,"Gomp"
"M2-8",105,0.0031473880916635,42.9736855085094,8.05953159965862,0.164275684436252,"rls/M2-8.csv",25.4857142857143,8.02294100798344,0.314801496950023,0.115449077378019,0.00407141693156194,-374,752,3.49568266206382,28.3435751712368,-366.6,737,749.224031075406,"Weib"
"M22",60,0.00253686838259784,50.6033837477038,7.68116336623447,0.132029972531978,"rls/M22.csv",31.75,11.1440871302275,0.350994870243385,0.0985296684109878,0.00269940730776119,-227.2,458,3.26527347919091,35.4188144331797,-229.1,462,461.805426164425,"bin<2"
"M32",60,0.00175145021459053,34.9962087477907,7.7738526325897,0.193559613311466,"rls/M32.csv",28.1333333333333,6.57284260324296,0.233631846086835,0.141597525557067,0.00166671009590671,-204.8,414,4.54148336917693,30.7629140627676,-199.3,403,415.037802776766,"bin<2"
"M34",58,0.00197751650782513,28.0678344089393,6.91066385945161,0.210584962606489,"rls/M34.csv",27.1034482758621,6.9324805190062,0.255778543322112,0.176616163569445,0.000845935671888137,-190.7,385,4.81870075434909,29.6551180279032,-192.2,388,398.426609360604,"Gomp"
"M5",166,0.00307202492484301,66.5335674948921,7.70761359389191,0.100815480763253,"rls/M5.csv",35.9819277108434,12.3874192736586,0.344267805027178,0.0748728454248429,0.00344923947538219,-659.9,1324,3.21212695336218,40.2272695879088,-650.8,1306,1321.48093342904,"Weib"
"M8",60,0.00167482933003843,28.7938749141139,6.01964076388292,0.17433015802338,"rls/M8.csv",34.3833333333333,6.02281444055109,0.175166682711132,0.173607200402988,0.00026269176822224,-196.5,397,6.30729328374431,36.9400201285237,-193.7,391,425.794049126921,"Weib"
"RM112N",59,0.00368536037819451,63.5771603823468,6.02731711643465,0.0790742632448644,"rls/RM112N.csv",42.0169491525424,15.021239589585,0.357504290353172,0.0786421675998662,0.00174971623137445,-238.6,481,3.28485019237034,46.8837382938708,-242.7,489,493.114499288559,"Gomp"
"S288c",41,0.0086661363964856,59.9280724744542,6.01918204843257,0.0837534370986506,"rls/S288c.csv",27.9512195121951,11.6338970674323,0.416221448311278,0.0834315664389398,0.00569120614546947,-157.3,319,2.58712386161365,31.2846961757644,-159.2,322,323.755574383128,"bin<2"
"SGU57",58,0.0053035377547751,54.3312472077195,7.76883551922556,0.124584578251018,"rls/SGU57.csv",25.0862068965517,10.5702071927088,0.421355338266057,0.0918077457880268,0.00643655597691067,-217.1,438,2.59107063694637,28.2010324063309,-218.5,441,440.427064270806,"bin<2"
"YPS128",69,0.00198310774477192,40.6367277869487,7.03986676156621,0.148630736048242,"rls/YPS128.csv",34.4202898550725,8.74374700454298,0.254028860342512,0.122451671430256,0.00109695518936512,-248.4,501,4.53676666091651,37.7183042301528,-246.5,497,510.616748669307,"Weib"
"YPS163",130,0.00196231601153485,40.0421034532083,7.0597666633867,0.151334873565469,"rls/YPS163.csv",34.1846153846154,8.48873819878511,0.2483204243569,0.123692524115745,0.00110553994661209,-465.3,935,4.64339639189043,37.4120305445236,-460.6,925,951.312774815988,"Weib"
