"orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag","geneNO","essenflagNumeric"
"YJL195C","YJL195C","verified1","nogrowth1","YJL195C","verified2","nogrowth2","TRUE","essential",588,1
"YJL196C","ELO1","verified1","growth1","ELO1","verified2","growth2","TRUE","nonessential",3501,0
"YJL197W","UBP12","verified1","growth1","UBP12","verified2","growth2","TRUE","nonessential",3502,0
"YJL198W","YJL198W","verified1","growth1","YJL198W","verified2","growth2","TRUE","nonessential",3503,0
"YJL199C","YJL199C","verified1","growth1","YJL199C","verified2","growth2","TRUE","nonessential",3504,0
"YJL200C","YJL200C","verified1","growth1","YJL200C","verified2","growth2","TRUE","nonessential",3505,0
"YJL201W","ECM25","verified1","growth1","ECM25","verified2","growth2","TRUE","nonessential",3506,0
"YJL202C","YJL202C","verified1","nogrowth1","YJL202C","verified2","nogrowth2","TRUE","essential",589,1
"YJL203W","PRP21","verified1","nogrowth1","PRP21","verified2","nogrowth2","TRUE","essential",590,1
"YJL204C","YJL204C","verified1","growth1","YJL204C","verified2","growth2","TRUE","nonessential",3507,0
"YJL206C","YJL206C","verified1","growth1","YJL206C","verified2","growth2","TRUE","nonessential",3508,0
"YJL206C-A","YJL206C-A","verified1","growth1","YJL206C-A","verified2","growth2","TRUE","nonessential",3509,0
"YJL207C","YJL207C","verified1","growth1","YJL207C","verified2","growth2","TRUE","nonessential",3510,0
"YJL208C","NUC1","verified1","growth1","NUC1","verified2","growth2","TRUE","nonessential",3511,0
"YJL209W","CBP1","verified1","growth1","CBP1","verified2","growth2","TRUE","nonessential",3512,0
"YJL210W","PEX2","verified1","growth1","PEX2","verified2","growth2","TRUE","nonessential",3513,0
"YJL211C","YJL211C","verified1","growth1","YJL211C","verified2","growth2","TRUE","nonessential",3514,0
"YJL212C","OPT1","verified1","growth1","OPT1","verified2","growth2","TRUE","nonessential",3515,0
"YJL213W","YJL213W","verified1","growth1","YJL213W","verified2","growth2","TRUE","nonessential",3516,0
"YJL214W","HXT8","verified1","growth1","HXT8","verified2","growth2","TRUE","nonessential",3517,0
"YJL215C","YJL215C","verified1","growth1","YJL215C","verified2","growth2","TRUE","nonessential",3518,0
"YJL216C","YJL216C","verified1","growth1","YJL216C","verified2","growth2","TRUE","nonessential",3519,0
"YJL217W","YJL217W","verified1","growth1","YJL217W","verified2","growth2","TRUE","nonessential",3520,0
"YJL218W","YJL218W","verified1","growth1","YJL218W","verified2","growth2","TRUE","nonessential",3521,0
"YJR001W","YJR001W","verified1","growth1","YJR001W","verified2","growth2","TRUE","nonessential",3522,0
"YJR002W","MPP10","verified1","nogrowth1","MPP10","verified2","nogrowth2","TRUE","essential",591,1
"YJR003C","YJR003C","verified1","growth1","YJR003C","verified2","growth2","TRUE","nonessential",3523,0
"YJR004C","sag1","verified1","growth1","sag1","verified2","growth2","TRUE","nonessential",3524,0
"YJR005W","APL1","verified1","growth1","APL1","verified2","growth2","TRUE","nonessential",3525,0
"YJR006W","HYS2","verified1","nogrowth1","HYS2","verified2","growth2","TRUE","abnormal",3526,0
"YJR007W","sui2","verified1","nogrowth1","sui2","verified2","nogrowth2","TRUE","essential",592,1
"YJR008W","YJR008W","verified1","growth1","YJR008W","verified2","growth2","TRUE","nonessential",3527,0
"YJR009C","TDH2","verified1","growth1","TDH2","verified2","growth2","TRUE","nonessential",3528,0
"YJR010W","met3","verified1","growth1","met3","verified2","growth2","TRUE","nonessential",3529,0
"YJR011C","YJR011C","verified1","growth1","YJR011C","verified2","growth2","TRUE","nonessential",3530,0
"YJR012C","YJR012C","verified1","nogrowth1","YJR012C","verified2","nogrowth2","TRUE","essential",593,1
"YJR013W","YJR013W","verified1","nogrowth1","YJR013W","verified2","nogrowth2","TRUE","essential",594,1
"YJR014W","YJR014W","verified1","growth1","YJR014W","verified2","growth2","TRUE","nonessential",3531,0
"YJR015W","YJR015W","verified1","growth1","YJR015W","verified2","growth2","TRUE","nonessential",3532,0
"YJR016C","ilv3","verified1","nogrowth1","ilv3","verified2","nogrowth2","TRUE","essential",595,1
"YJR017C","ess1","verified1","nogrowth1","ess1","verified2","nogrowth2","TRUE","essential",596,1
"YJR018W","YJR018W","verified1","growth1","YJR018W","verified2","growth2","TRUE","nonessential",3533,0
"YJR019C","TES1","verified1","growth1","TES1","verified2","growth2","TRUE","nonessential",3534,0
"YJR020W","YJR020W","verified1","growth1","YJR020W","verified2","growth2","TRUE","nonessential",3535,0
"YJR021C","rec107","verified1","growth1","rec107","verified2","growth2","TRUE","nonessential",3536,0
"YJR022W","LSM8","verified1","nogrowth1","LSM8","verified2","nogrowth2","TRUE","essential",597,1
"YJR023C","YJR023C","verified1","nogrowth1","YJR023C","verified2","nogrowth2","TRUE","essential",598,1
"YJR024C","YJR024C","verified1","growth1","YJR024C","verified2","growth2","TRUE","nonessential",3537,0
"YJR025C","BNA1","verified1","growth1","BNA1","verified2","growth2","TRUE","nonessential",3538,0
"YJR026W","YJR026W","verified1","growth1","YJR026W","verified2","growth2","TRUE","nonessential",3539,0
"YJR031C","GEA1","verified1","growth1","GEA1","verified2","growth2","TRUE","nonessential",3540,0
"YJR032W","CPR7","verified1","growth1","CPR7","verified2","growth2","TRUE","nonessential",3541,0
"YJR033C","RAV1","verified1","growth1","RAV1","verified2","growth2","TRUE","nonessential",3542,0
"YJR034W","PET191","verified1","nogrowth1","PET191","verified2","growth2","TRUE","abnormal",3543,0
"YJR035W","RAD26","verified1","growth1","RAD26","verified2","growth2","TRUE","nonessential",3544,0
"YJR036C","HUL4","verified1","growth1","HUL4","verified2","growth2","TRUE","nonessential",3545,0
"YJR037W","YJR037W","verified1","growth1","YJR037W","verified2","growth2","TRUE","nonessential",3546,0
"YJR038C","YJR038C","verified1","growth1","YJR038C","verified2","growth2","TRUE","nonessential",3547,0
"YJR039W","YJR039W","verified1","growth1","YJR039W","verified2","growth2","TRUE","nonessential",3548,0
"YJR040W","GEF1","verified1","growth1","GEF1","verified2","growth2","TRUE","nonessential",3549,0
"YJR041C","YJR041C","verified1","nogrowth1","YJR041C","verified2","nogrowth2","TRUE","essential",599,1
"YJR042W","NUP85","verified1","nogrowth1","NUP85","verified2","nogrowth2","TRUE","essential",600,1
"YJR043C","POL32","verified1","growth1","POL32","verified2","growth2","TRUE","nonessential",3550,0
"YJR044C","YJR044C","verified1","growth1","YJR044C","verified2","growth2","TRUE","nonessential",3551,0
"YJR045C","ssc1","verified1","nogrowth1","ssc1","verified2","nogrowth2","TRUE","essential",601,1
"YJR047C","ANB1","verified1","growth1","ANB1","verified2","growth2","TRUE","nonessential",3552,0
"YJR048W","cyc1","verified1","growth1","cyc1","verified2","growth2","TRUE","nonessential",3553,0
"YJR049C","UTR1","verified1","growth1","UTR1","verified2","growth2","TRUE","nonessential",3554,0
"YJR050W","ISY1","verified1","growth1","ISY1","verified2","growth2","TRUE","nonessential",3555,0
"YJR051W","osm1","verified1","growth1","osm1","verified2","growth2","TRUE","nonessential",3556,0
"YJR052W","rad7","verified1","growth1","rad7","verified2","growth2","TRUE","nonessential",3557,0
"YJR053W","BFA1","verified1","growth1","BFA1","verified2","growth2","TRUE","nonessential",3558,0
"YJR054W","YJR054W","verified1","growth1","YJR054W","verified2","growth2","TRUE","nonessential",3559,0
"YJR055W","hit1","verified1","growth1","hit1","verified2","growth2","TRUE","nonessential",3560,0
"YJR056C","YJR056C","verified1","growth1","YJR056C","verified2","growth2","TRUE","nonessential",3561,0
"YJR057W","cdc8","verified1","nogrowth1","cdc8","verified2","nogrowth2","TRUE","essential",602,1
"YJR058C","APS2","verified1","growth1","APS2","verified2","growth2","TRUE","nonessential",3562,0
"YJR059W","PTK2","verified1","growth1","PTK2","verified2","growth2","TRUE","nonessential",3563,0
"YJR060W","cbf1","verified1","growth1","cbf1","verified2","growth2","TRUE","nonessential",3564,0
"YJR061W","YJR061W","verified1","growth1","YJR061W","verified2","growth2","TRUE","nonessential",3565,0
"YJR062C","NTA1","verified1","growth1","NTA1","verified2","growth2","TRUE","nonessential",3566,0
"YJR063W","RPA12","verified1","growth1","RPA12","verified2","growth2","TRUE","nonessential",3567,0
"YJR064W","CCT5","verified1","nogrowth1","CCT5","verified2","nogrowth2","TRUE","essential",603,1
"YJR065C","ARP3","verified1","nogrowth1","ARP3","verified2","growth2","TRUE","abnormal",3568,0
"YJR066W","tor1","verified1","growth1","tor1","verified2","growth2","TRUE","nonessential",3569,0
"YJR067C","YAE1","verified1","nogrowth1","YAE1","verified2","nogrowth2","TRUE","essential",604,1
"YJR068W","RFC2","verified1","nogrowth1","RFC2","verified2","nogrowth2","TRUE","essential",605,1
"YJR069C","HAM1","verified1","growth1","HAM1","verified2","growth2","TRUE","nonessential",3570,0
"YJR070C","YJR070C","verified1","growth1","YJR070C","verified2","growth2","TRUE","nonessential",3571,0
"YJR072C","YJR072C","verified1","nogrowth1","YJR072C","verified2","nogrowth2","TRUE","essential",606,1
"YJR073C","OPI3","verified1","growth1","OPI3","verified2","growth2","TRUE","nonessential",3572,0
"YJR074W","MOG1","verified1","growth1","MOG1","verified2","growth2","TRUE","nonessential",3573,0
"YJR075W","HOC1","verified1","growth1","HOC1","verified2","growth2","TRUE","nonessential",3574,0
"YJR076C","cdc11","verified1","nogrowth1","cdc11","verified2","nogrowth2","TRUE","essential",607,1
"YJR077C","MIR1","verified1","growth1","MIR1","verified2","growth2","TRUE","nonessential",3575,0
"YJR078W","YJR078W","verified1","growth1","YJR078W","verified2","growth2","TRUE","nonessential",3576,0
"YJR079W","YJR079W","verified1","growth1","YJR079W","verified2","growth2","TRUE","nonessential",3577,0
"YJR080C","YJR080C","verified1","growth1","YJR080C","verified2","growth2","TRUE","nonessential",3578,0
"YJR082C","YJR082C","verified1","growth1","YJR082C","verified2","growth2","TRUE","nonessential",3579,0
"YJR083C","YJR083C","verified1","growth1","YJR083C","verified2","growth2","TRUE","nonessential",3580,0
"YJR084W","YJR084W","verified1","growth1","YJR084W","verified2","growth2","TRUE","nonessential",3581,0
"YJR087W","YJR087W","verified1","growth1","YJR087W","verified2","growth2","TRUE","nonessential",3582,0
"YJR088C","YJR088C","verified1","growth1","YJR088C","verified2","growth2","TRUE","nonessential",3583,0
"YJR090C","grr1","verified1","growth1","grr1","verified2","growth2","TRUE","nonessential",3584,0
"YJR091C","JSN1","verified1","growth1","JSN1","verified2","growth2","TRUE","nonessential",3585,0
"YJR092W","BUD4","verified1","growth1","BUD4","verified2","growth2","TRUE","nonessential",3586,0
"YJR093C","FIP1","verified1","nogrowth1","FIP1","verified2","nogrowth2","TRUE","essential",608,1
"YJR094C","IME1","verified1","growth1","IME1","verified2","growth2","TRUE","nonessential",3587,0
"YJR094W-A","RPL43B","verified1","growth1","RPL43B","verified2","growth2","TRUE","nonessential",3588,0
"YJR095W","SFC1","verified1","growth1","SFC1","verified2","growth2","TRUE","nonessential",3589,0
"YJR096W","YJR096W","verified1","growth1","YJR096W","verified2","growth2","TRUE","nonessential",3590,0
"YJR097W","YJR097W","verified1","growth1","YJR097W","verified2","growth2","TRUE","nonessential",3591,0
"YJR098C","YJR098C","verified1","growth1","YJR098C","verified2","growth2","TRUE","nonessential",3592,0
"YJR099W","yuh1","verified1","growth1","yuh1","verified2","growth2","TRUE","nonessential",3593,0
"YJR100C","YJR100C","verified1","growth1","YJR100C","verified2","growth2","TRUE","nonessential",3594,0
"YJR102C","VPS25","verified1","growth1","VPS25","verified2","growth2","TRUE","nonessential",3595,0
"YJR103W","URA8","verified1","growth1","URA8","verified2","growth2","TRUE","nonessential",3596,0
"YJR104C","sod1","verified1","growth1","sod1","verified2","growth2","TRUE","nonessential",3597,0
"YJR105W","ADO1","verified1","growth1","ADO1","verified2","growth2","TRUE","nonessential",3598,0
"YJR106W","ECM27","verified1","growth1","ECM27","verified2","growth2","TRUE","nonessential",3599,0
"YJR107W","YJR107W","verified1","growth1","YJR107W","verified2","growth2","TRUE","nonessential",3600,0
"YJR108W","ABM1","verified1","growth1","ABM1","verified2","growth2","TRUE","nonessential",3601,0
"YJR109C","CPA2","verified1","growth1","CPA2","verified2","growth2","TRUE","nonessential",3602,0
"YJR110W","YJR110W","verified1","growth1","YJR110W","verified2","growth2","TRUE","nonessential",3603,0
"YJR111C","YJR111C","verified1","growth1","YJR111C","verified2","growth2","TRUE","nonessential",3604,0
"YJR112W","NNF1","verified1","nogrowth1","NNF1","verified2","nogrowth2","TRUE","essential",609,1
"YJR113C","RSM7","verified1","growth1","RSM7","verified2","growth2","TRUE","nonessential",3605,0
"YJR115W","YJR115W","verified1","growth1","YJR115W","verified2","growth2","TRUE","nonessential",3606,0
"YJR116W","YJR116W","verified1","growth1","YJR116W","verified2","growth2","TRUE","nonessential",3607,0
"YJR117W","STE24","verified1","growth1","STE24","verified2","growth2","TRUE","nonessential",3608,0
"YJR118C","ILM1","verified1","growth1","ILM1","verified2","growth2","TRUE","nonessential",3609,0
"YJR119C","YJR119C","verified1","growth1","YJR119C","verified2","growth2","TRUE","nonessential",3610,0
"YJR120W","YJR120W","verified1","growth1","YJR120W","verified2","growth2","TRUE","nonessential",3611,0
"YJR121W","ATP2","verified1","growth1","ATP2","verified2","growth2","TRUE","nonessential",3612,0
"YJR122W","CAF17","verified1","growth1","CAF17","verified2","growth2","TRUE","nonessential",3613,0
"YJR123W","RPS5","verified1","nogrowth1","RPS5","verified2","nogrowth2","TRUE","essential",610,1
"YJR124C","YJR124C","verified1","growth1","YJR124C","verified2","growth2","TRUE","nonessential",3614,0
"YJR125C","ENT3","verified1","growth1","ENT3","verified2","growth2","TRUE","nonessential",3615,0
"YJR126C","YJR126C","verified1","growth1","YJR126C","verified2","growth2","TRUE","nonessential",3616,0
"YJR127C","ZMS1","verified1","growth1","ZMS1","verified2","growth2","TRUE","nonessential",3617,0
"YJR128W","YJR128W","verified1","growth1","YJR128W","verified2","growth2","TRUE","nonessential",3618,0
"YJR129C","YJR129C","verified1","growth1","YJR129C","verified2","growth2","TRUE","nonessential",3619,0
"YJR130C","STR2","verified1","growth1","STR2","verified2","growth2","TRUE","nonessential",3620,0
"YJR131W","MNS1","verified1","growth1","MNS1","verified2","growth2","TRUE","nonessential",3621,0
"YJR133W","XPT1","verified1","growth1","XPT1","verified2","growth2","TRUE","nonessential",3622,0
"YJR134C","SGM1","verified1","growth1","SGM1","verified2","growth2","TRUE","nonessential",3623,0
"YJR135C","MCM22","verified1","growth1","MCM22","verified2","growth2","TRUE","nonessential",3624,0
"YJR137C","ECM17","verified1","growth1","ECM17","verified2","growth2","TRUE","nonessential",3625,0
"YJR139C","hom6","verified1","growth1","hom6","verified2","growth2","TRUE","nonessential",3626,0
"YJR140C","HIR3","verified1","growth1","HIR3","verified2","growth2","TRUE","nonessential",3627,0
"YJR141W","YJR141W","verified1","nogrowth1","YJR141W","verified2","nogrowth2","TRUE","essential",611,1
"YJR142W","YJR142W","verified1","growth1","YJR142W","verified2","growth2","TRUE","nonessential",3628,0
"YJR144W","MGM101","verified1","growth1","MGM101","verified2","growth2","TRUE","nonessential",3629,0
"YJR145C","RPS4A","verified1","growth1","RPS4A","verified2","growth2","TRUE","nonessential",3630,0
"YJR146W","YJR146W","verified1","growth1","YJR146W","verified2","growth2","TRUE","nonessential",3631,0
"YJR147W","HMS2","verified1","growth1","HMS2","verified2","growth2","TRUE","nonessential",3632,0
"YJR148W","BAT2","verified1","growth1","BAT2","verified2","growth2","TRUE","nonessential",3633,0
"YJR149W","YJR149W","verified1","growth1","YJR149W","verified2","growth2","TRUE","nonessential",3634,0
"YJR150C","DAN1","verified1","growth1","DAN1","verified2","growth2","TRUE","nonessential",3635,0
"YJR152W","dal5","verified1","growth1","dal5","verified2","growth2","TRUE","nonessential",3636,0
"YJR153W","PGU1","verified1","growth1","PGU1","verified2","growth2","TRUE","nonessential",3637,0
"YJR154W","YJR154W","verified1","growth1","YJR154W","verified2","growth2","TRUE","nonessential",3638,0
"YKL001C","met14","verified1","growth1","met14","verified2","growth2","TRUE","nonessential",3639,0
"YKL002W","YKL002W","verified1","growth1","YKL002W","verified2","growth2","TRUE","nonessential",3640,0
"YKL004W","AUR1","verified1","nogrowth1","AUR1","verified2","nogrowth2","TRUE","essential",612,1
"YKL005C","YKL005C","verified1","growth1","YKL005C","verified2","growth2","TRUE","nonessential",3641,0
"YKL006C-A","SFT1","verified1","nogrowth1","SFT1","verified2","nogrowth2","TRUE","essential",613,1
"YKL006W","RPL14A","verified1","growth1","RPL14A","verified2","growth2","TRUE","nonessential",3642,0
"YKL007W","CAP1","verified1","growth1","CAP1","verified2","growth2","TRUE","nonessential",3643,0
"YKL008C","LAC1","verified1","growth1","LAC1","verified2","growth2","TRUE","nonessential",3644,0
"YKL009W","MRT4","verified1","growth1","MRT4","verified2","growth2","TRUE","nonessential",3645,0
"YKL010C","UFD4","verified1","growth1","UFD4","verified2","growth2","TRUE","nonessential",3646,0
"YKL011C","cce1","verified1","growth1","cce1","verified2","growth2","TRUE","nonessential",3647,0
"YKL012W","PRP40","verified1","nogrowth1","PRP40","verified2","nogrowth2","TRUE","essential",614,1
"YKL013C","ARC19","verified1","nogrowth1","ARC19","verified2","nogrowth2","TRUE","essential",615,1
"YKL014C","YKL014C","verified1","nogrowth1","YKL014C","verified2","nogrowth2","TRUE","essential",616,1
"YKL015W","put3","verified1","growth1","put3","verified2","growth2","TRUE","nonessential",3648,0
"YKL016C","ATP7","verified1","growth1","ATP7","verified2","growth2","TRUE","nonessential",3649,0
"YKL017C","HCS1","verified1","growth1","HCS1","verified2","growth2","TRUE","nonessential",3650,0
"YKL018W","YKL018W","verified1","nogrowth1","YKL018W","verified2","nogrowth2","TRUE","essential",617,1
"YKL019W","RAM2","verified1","nogrowth1","RAM2","verified2","nogrowth2","TRUE","essential",618,1
"YKL020C","SPT23","verified1","growth1","SPT23","verified2","growth2","TRUE","nonessential",3651,0
"YKL021C","mak11","verified1","nogrowth1","mak11","verified2","nogrowth2","TRUE","essential",619,1
"YKL022C","cdc16","verified1","nogrowth1","cdc16","verified2","nogrowth2","TRUE","essential",620,1
"YKL023W","YKL023W","verified1","growth1","YKL023W","verified2","growth2","TRUE","nonessential",3652,0
"YKL024C","URA6","verified1","nogrowth1","URA6","verified2","nogrowth2","TRUE","essential",621,1
"YKL025C","PAN3","verified1","growth1","PAN3","verified2","growth2","TRUE","nonessential",3653,0
"YKL026C","GPX1","verified1","growth1","GPX1","verified2","growth2","TRUE","nonessential",3654,0
"YKL027W","YKL027W","verified1","growth1","YKL027W","verified2","growth2","TRUE","nonessential",3655,0
"YKL028W","TFA1","verified1","nogrowth1","TFA1","verified2","nogrowth2","TRUE","essential",622,1
"YKL029C","MAE1","verified1","growth1","MAE1","verified2","growth2","TRUE","nonessential",3656,0
"YKL030W","YKL030W","verified1","growth1","YKL030W","verified2","growth2","TRUE","nonessential",3657,0
"YKL031W","YKL031W","verified1","growth1","YKL031W","verified2","growth2","TRUE","nonessential",3658,0
"YKL032C","IXR1","verified1","growth1","IXR1","verified2","growth2","TRUE","nonessential",3659,0
"YKL033W","YKL033W","verified1","nogrowth1","YKL033W","verified2","nogrowth2","TRUE","essential",623,1
"YKL033W-A","YKL033W-A","verified1","growth1","YKL033W-A","verified2","growth2","TRUE","nonessential",3660,0
"YKL034W","YKL034W","verified1","growth1","YKL034W","verified2","growth2","TRUE","nonessential",3661,0
"YKL035W","UGP1","verified1","nogrowth1","UGP1","verified2","nogrowth2","TRUE","essential",624,1
"YKL036C","YKL036C","verified1","nogrowth1","YKL036C","verified2","nogrowth2","TRUE","essential",625,1
"YKL037W","YKL037W","verified1","growth1","YKL037W","verified2","growth2","TRUE","nonessential",3662,0
"YKL038W","RGT1","verified1","growth1","RGT1","verified2","growth2","TRUE","nonessential",3663,0
"YKL039W","PTM1","verified1","growth1","PTM1","verified2","growth2","TRUE","nonessential",3664,0
"YKL040C","NFU1","verified1","growth1","NFU1","verified2","growth2","TRUE","nonessential",3665,0
"YKL041W","VPS24","verified1","growth1","VPS24","verified2","growth2","TRUE","nonessential",3666,0
"YKL042W","SPC42","verified1","nogrowth1","SPC42","verified2","nogrowth2","TRUE","essential",626,1
"YKL043W","PHD1","verified1","growth1","PHD1","verified2","growth2","TRUE","nonessential",3667,0
"YKL044W","YKL044W","verified1","growth1","YKL044W","verified2","growth2","TRUE","nonessential",3668,0
"YKL045W","PRI2","verified1","nogrowth1","PRI2","verified2","nogrowth2","TRUE","essential",627,1
"YKL046C","YKL046C","verified1","growth1","YKL046C","verified2","growth2","TRUE","nonessential",3669,0
"YKL047W","YKL047W","verified1","growth1","YKL047W","verified2","growth2","TRUE","nonessential",3670,0
"YKL048C","ELM1","verified1","growth1","ELM1","verified2","growth2","TRUE","nonessential",3671,0
"YKL049C","CSE4","verified1","nogrowth1","CSE4","verified2","nogrowth2","TRUE","essential",628,1
"YKL050C","YKL050C","verified1","growth1","YKL050C","verified2","growth2","TRUE","nonessential",3672,0
"YKL051W","YKL051W","verified1","growth1","YKL051W","verified2","growth2","TRUE","nonessential",3673,0
"YKL052C","YKL052C","verified1","nogrowth1","YKL052C","verified2","nogrowth2","TRUE","essential",629,1
"YKL053C-A","YKL053C-A","verified1","growth1","YKL053C-A","verified2","growth2","TRUE","nonessential",3674,0
"YKL053W","YKL053W","verified1","growth1","YKL053W","verified2","growth2","TRUE","nonessential",3675,0
"YKL054C","VID31","verified1","growth1","VID31","verified2","growth2","TRUE","nonessential",3676,0
"YKL055C","OAR1","verified1","growth1","OAR1","verified2","growth2","TRUE","nonessential",3677,0
"YKL056C","YKL056C","verified1","growth1","YKL056C","verified2","growth2","TRUE","nonessential",3678,0
"YKL057C","NUP120","verified1","growth1","NUP120","verified2","growth2","TRUE","nonessential",3679,0
"YKL058W","TOA2","verified1","nogrowth1","TOA2","verified2","nogrowth2","TRUE","essential",630,1
"YKL059C","YKL059C","verified1","nogrowth1","YKL059C","verified2","nogrowth2","TRUE","essential",631,1
"YKL060C","FBA1","verified1","nogrowth1","FBA1","verified2","nogrowth2","TRUE","essential",632,1
"YKL061W","YKL061W","verified1","growth1","YKL061W","verified2","growth2","TRUE","nonessential",3680,0
"YKL062W","MSN4","verified1","growth1","MSN4","verified2","growth2","TRUE","nonessential",3681,0
"YKL063C","YKL063C","verified1","growth1","YKL063C","verified2","growth2","TRUE","nonessential",3682,0
"YKL064W","MNR2","verified1","growth1","MNR2","verified2","growth2","TRUE","nonessential",3683,0
"YKL066W","YKL066W","verified1","growth1","YKL066W","verified2","growth2","TRUE","nonessential",3684,0
"YKL067W","YNK1","verified1","growth1","YNK1","verified2","growth2","TRUE","nonessential",3685,0
"YKL068W","NUP100","verified1","growth1","NUP100","verified2","growth2","TRUE","nonessential",3686,0
"YKL069W","YKL069W","verified1","growth1","YKL069W","verified2","growth2","TRUE","nonessential",3687,0
"YKL070W","YKL070W","verified1","growth1","YKL070W","verified2","growth2","TRUE","nonessential",3688,0
"YKL071W","YKL071W","verified1","growth1","YKL071W","verified2","growth2","TRUE","nonessential",3689,0
"YKL072W","STB6","verified1","growth1","STB6","verified2","growth2","TRUE","nonessential",3690,0
"YKL074C","MUD2","verified1","growth1","MUD2","verified2","growth2","TRUE","nonessential",3691,0
"YKL075C","YKL075C","verified1","growth1","YKL075C","verified2","growth2","TRUE","nonessential",3692,0
"YKL076C","YKL076C","verified1","growth1","YKL076C","verified2","growth2","TRUE","nonessential",3693,0
"YKL077W","YKL077W","verified1","growth1","YKL077W","verified2","growth2","TRUE","nonessential",3694,0
"YKL078W","YKL078W","verified1","nogrowth1","YKL078W","verified2","nogrowth2","TRUE","essential",633,1
"YKL079W","SMY1","verified1","growth1","SMY1","verified2","growth2","TRUE","nonessential",3695,0
"YKL080W","VMA5","verified1","growth1","VMA5","verified2","growth2","TRUE","nonessential",3696,0
"YKL081W","TEF4","verified1","growth1","TEF4","verified2","growth2","TRUE","nonessential",3697,0
"YKL082C","YKL082C","verified1","nogrowth1","YKL082C","verified2","nogrowth2","TRUE","essential",634,1
"YKL083W","YKL083W","verified1","nogrowth1","YKL083W","verified2","nogrowth2","TRUE","essential",635,1
"YKL084W","YKL084W","verified1","growth1","YKL084W","verified2","growth2","TRUE","nonessential",3698,0
"YKL085W","MDH1","verified1","growth1","MDH1","verified2","growth2","TRUE","nonessential",3699,0
"YKL086W","YKL086W","verified1","growth1","YKL086W","verified2","growth2","TRUE","nonessential",3700,0
"YKL087C","CYT2","verified1","growth1","CYT2","verified2","growth2","TRUE","nonessential",3701,0
"YKL088W","YKL088W","verified1","nogrowth1","YKL088W","verified2","nogrowth2","TRUE","essential",636,1
"YKL089W","mif2","verified1","nogrowth1","mif2","verified2","nogrowth2","TRUE","essential",637,1
"YKL090W","YKL090W","verified1","growth1","YKL090W","verified2","growth2","TRUE","nonessential",3702,0
"YKL091C","YKL091C","verified1","growth1","YKL091C","verified2","growth2","TRUE","nonessential",3703,0
"YKL092C","BUD2","verified1","growth1","BUD2","verified2","growth2","TRUE","nonessential",3704,0
"YKL093W","MBR1","verified1","growth1","MBR1","verified2","growth2","TRUE","nonessential",3705,0
"YKL094W","YJU3","verified1","growth1","YJU3","verified2","growth2","TRUE","nonessential",3706,0
"YKL095W","YJU2","verified1","nogrowth1","YJU2","verified2","nogrowth2","TRUE","essential",638,1
"YKL096W","CWP1","verified1","growth1","CWP1","verified2","growth2","TRUE","nonessential",3707,0
"YKL096W-A","CWP2","verified1","growth1","CWP2","verified2","growth2","TRUE","nonessential",3708,0
"YKL097C","YKL097C","verified1","growth1","YKL097C","verified2","growth2","TRUE","nonessential",3709,0
"YKL098W","YKL098W","verified1","growth1","YKL098W","verified2","growth2","TRUE","nonessential",3710,0
"YKL099C","YKL099C","verified1","nogrowth1","YKL099C","verified2","nogrowth2","TRUE","essential",639,1
"YKL100C","YKL100C","verified1","growth1","YKL100C","verified2","growth2","TRUE","nonessential",3711,0
"YKL101W","HSL1","verified1","growth1","HSL1","verified2","growth2","TRUE","nonessential",3712,0
"YKL102C","YKL102C","verified1","growth1","YKL102C","verified2","growth2","TRUE","nonessential",3713,0
"YKL103C","LAP4","verified1","growth1","LAP4","verified2","growth2","TRUE","nonessential",3714,0
"YKL104C","GFA1","verified1","nogrowth1","GFA1","verified2","nogrowth2","TRUE","essential",640,1
"YKL105C","YKL105C","verified1","growth1","YKL105C","verified2","growth2","TRUE","nonessential",3715,0
"YKL106W","AAT1","verified1","growth1","AAT1","verified2","growth2","TRUE","nonessential",3716,0
"YKL107W","YKL107W","verified1","growth1","YKL107W","verified2","growth2","TRUE","nonessential",3717,0
"YKL108W","SLD2","verified1","nogrowth1","SLD2","verified2","nogrowth2","TRUE","essential",641,1
"YKL109W","HAP4","verified1","growth1","HAP4","verified2","growth2","TRUE","nonessential",3718,0
"YKL110C","KTI12","verified1","growth1","KTI12","verified2","growth2","TRUE","nonessential",3719,0
"YKL111C","YKL111C","verified1","nogrowth1","YKL111C","verified2","nogrowth2","TRUE","essential",642,1
"YKL112W","ABF1","verified1","nogrowth1","ABF1","verified2","nogrowth2","TRUE","essential",643,1
"YKL113C","RAD27","verified1","growth1","RAD27","verified2","growth2","TRUE","nonessential",3720,0
"YKL114C","APN1","verified1","growth1","APN1","verified2","growth2","TRUE","nonessential",3721,0
"YKL115C","YKL115C","verified1","growth1","YKL115C","verified2","growth2","TRUE","nonessential",3722,0
"YKL116C","YKL116C","verified1","growth1","YKL116C","verified2","growth2","TRUE","nonessential",3723,0
"YKL117W","SBA1","verified1","growth1","SBA1","verified2","growth2","TRUE","nonessential",3724,0
"YKL118W","YKL118W","verified1","growth1","YKL118W","verified2","growth2","TRUE","nonessential",3725,0
"YKL119C","VPH2","verified1","growth1","VPH2","verified2","growth2","TRUE","nonessential",3726,0
