"","orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag"
"520","YCL017C","NFS1","verified1","nogrowth1","NFS1","verified2","nogrowth2",TRUE,"essential"
"521","YCL022C","YCL022C","verified1","growth1","YCL022C","verified2","growth2",TRUE,"nonessential"
"522","YCL023C","YCL023C","verified1","growth1","YCL023C","verified2","growth2",TRUE,"nonessential"
"523","YCL024W","KCC4","verified1","growth1","KCC4","verified2","growth2",TRUE,"nonessential"
"524","YCL025C","AGP1","verified1","growth1","AGP1","verified2","growth2",TRUE,"nonessential"
"525","YCL026C","YCL026C","verified1","growth1","YCL026C","verified2","growth2",TRUE,"nonessential"
"526","YCL026C-A","FRM2","verified1","growth1","FRM2","verified2","growth2",TRUE,"nonessential"
"527","YCL027W","FUS1","verified1","growth1","FUS1","verified2","growth2",TRUE,"nonessential"
"528","YCL028W","RNQ1","verified1","growth1","RNQ1","verified2","growth2",TRUE,"nonessential"
"529","YCL029C","BIK1","verified1","growth1","BIK1","verified2","growth2",TRUE,"nonessential"
"530","YCL030C","his4","verified1","growth1","his4","verified2","growth2",TRUE,"nonessential"
"532","YCL032W","ste50","verified1","growth1","ste50","verified2","growth2",TRUE,"nonessential"
"533","YCL033C","YCL033C","verified1","growth1","YCL033C","verified2","growth2",TRUE,"nonessential"
"534","YCL034W","YCL034W","verified1","growth1","YCL034W","verified2","growth2",TRUE,"nonessential"
"535","YCL035C","GRX1","verified1","growth1","GRX1","verified2","growth2",TRUE,"nonessential"
"536","YCL036W","YCL036W","verified1","growth1","YCL036W","verified2","growth2",TRUE,"nonessential"
"537","YCL037C","SRO9","verified1","growth1","SRO9","verified2","growth2",TRUE,"nonessential"
"538","YCL038C","YCL038C","verified1","growth1","YCL038C","verified2","growth2",TRUE,"nonessential"
"539","YCL039W","YCL039W","verified1","growth1","YCL039W","verified2","growth2",TRUE,"nonessential"
"540","YCL040W","GLK1","verified1","growth1","GLK1","verified2","growth2",TRUE,"nonessential"
"541","YCL041C","YCL041C","verified1","nogrowth1","YCL041C","verified2","nogrowth2",TRUE,"essential"
"542","YCL042W","YCL042W","verified1","growth1","YCL042W","verified2","growth2",TRUE,"nonessential"
"543","YCL043C","PDI1","verified1","nogrowth1","PDI1","verified2","nogrowth2",TRUE,"essential"
"544","YCL044C","YCL044C","verified1","growth1","YCL044C","verified2","growth2",TRUE,"nonessential"
"545","YCL045C","YCL045C","verified1","growth1","YCL045C","verified2","growth2",TRUE,"nonessential"
"546","YCL046W","YCL046W","verified1","growth1","YCL046W","verified2","growth2",TRUE,"nonessential"
"547","YCL047C","YCL047C","verified1","growth1","YCL047C","verified2","growth2",TRUE,"nonessential"
"548","YCL048W","YCL048W","verified1","growth1","YCL048W","verified2","growth2",TRUE,"nonessential"
"549","YCL049C","YCL049C","verified1","growth1","YCL049C","verified2","growth2",TRUE,"nonessential"
"550","YCL050C","apa1","verified1","growth1","apa1","verified2","growth2",TRUE,"nonessential"
"551","YCL051W","LRE1","verified1","growth1","LRE1","verified2","growth2",TRUE,"nonessential"
"552","YCL052C","PBN1","verified1","nogrowth1","PBN1","verified2","nogrowth2",TRUE,"essential"
"553","YCL053C","YCL053C","verified1","nogrowth1","YCL053C","verified2","nogrowth2",TRUE,"essential"
"554","YCL054W","SPB1","verified1","nogrowth1","SPB1","verified2","nogrowth2",TRUE,"essential"
"555","YCL055W","KAR4","verified1","growth1","KAR4","verified2","growth2",TRUE,"nonessential"
"556","YCL056C","YCL056C","verified1","growth1","YCL056C","verified2","growth2",TRUE,"nonessential"
"557","YCL057W","prd1","verified1","growth1","prd1","verified2","growth2",TRUE,"nonessential"
"558","YCL058C","YCL058C","verified1","growth1","YCL058C","verified2","growth2",TRUE,"nonessential"
"559","YCL059C","KRR1","verified1","nogrowth1","KRR1","verified2","nogrowth2",TRUE,"essential"
"560","YCL060C","YCL060C","verified1","growth1","YCL060C","verified2","growth2",TRUE,"nonessential"
"561","YCL061C","YCL061C","verified1","growth1","YCL061C","verified2","growth2",TRUE,"nonessential"
"562","YCL062W","YCL062W","verified1","growth1","YCL062W","verified2","growth2",TRUE,"nonessential"
"563","YCL063W","YCL063W","verified1","growth1","YCL063W","verified2","growth2",TRUE,"nonessential"
"564","YCL064C","cha1","verified1","growth1","cha1","verified2","growth2",TRUE,"nonessential"
"565","YCL069W","YCL069W","verified1","growth1","YCL069W","verified2","growth2",TRUE,"nonessential"
"566","YCL074W","YCL074W","verified1","growth1","YCL074W","verified2","growth2",TRUE,"nonessential"
"567","YCL075W","YCL075W","verified1","growth1","YCL075W","verified2","growth2",TRUE,"nonessential"
"568","YCL076W","YCL076W","verified1","growth1","YCL076W","verified2","growth2",TRUE,"nonessential"
"569","YCR001W","YCR001W","verified1","growth1","YCR001W","verified2","growth2",TRUE,"nonessential"
"570","YCR002C","cdc10","verified1","growth1","cdc10","verified2","growth2",TRUE,"nonessential"
"571","YCR003W","MRPL32","verified1","growth1","MRPL32","verified2","growth2",TRUE,"nonessential"
"572","YCR004C","YCP4","verified1","growth1","YCP4","verified2","growth2",TRUE,"nonessential"
"573","YCR005C","CIT2","verified1","growth1","CIT2","verified2","growth2",TRUE,"nonessential"
"574","YCR006C","YCR006C","verified1","growth1","YCR006C","verified2","growth2",TRUE,"nonessential"
"575","YCR007C","YCR007C","verified1","growth1","YCR007C","verified2","growth2",TRUE,"nonessential"
"576","YCR008W","SAT4","verified1","growth1","SAT4","verified2","growth2",TRUE,"nonessential"
"577","YCR009C","RVS161","verified1","growth1","RVS161","verified2","growth2",TRUE,"nonessential"
"578","YCR010C","SPG2","verified1","growth1","SPG2","verified2","growth2",TRUE,"nonessential"
"579","YCR011C","adp1","verified1","growth1","adp1","verified2","growth2",TRUE,"nonessential"
"580","YCR012W","PGK1","verified1","nogrowth1","PGK1","verified2","nogrowth2",TRUE,"essential"
"581","YCR013C","YCR013C","verified1","nogrowth1","YCR013C","verified2","nogrowth2",TRUE,"essential"
"582","YCR014C","POL4","verified1","growth1","POL4","verified2","growth2",TRUE,"nonessential"
"583","YCR015C","YCR015C","verified1","growth1","YCR015C","verified2","growth2",TRUE,"nonessential"
"584","YCR016W","YCR016W","verified1","growth1","YCR016W","verified2","growth2",TRUE,"nonessential"
"585","YCR017C","YCR017C","verified1","growth1","YCR017C","verified2","growth2",TRUE,"nonessential"
"586","YCR019W","MAK32","verified1","growth1","MAK32","verified2","growth2",TRUE,"nonessential"
"587","YCR020C","PET18","verified1","growth1","PET18","verified2","growth2",TRUE,"nonessential"
"588","YCR020C-A","MAK31","verified1","growth1","MAK31","verified2","growth2",TRUE,"nonessential"
"589","YCR020W-B","HTL1","verified1","growth1","HTL1","verified2","growth2",TRUE,"nonessential"
"590","YCR021C","HSP30","verified1","growth1","HSP30","verified2","growth2",TRUE,"nonessential"
"591","YCR022C","YCR022C","verified1","growth1","YCR022C","verified2","growth2",TRUE,"nonessential"
"592","YCR023C","YCR023C","verified1","growth1","YCR023C","verified2","growth2",TRUE,"nonessential"
"593","YCR024C","YCR024C","verified1","growth1","YCR024C","verified2","growth2",TRUE,"nonessential"
"594","YCR024C-A","PMP1","verified1","growth1","PMP1","verified2","growth2",TRUE,"nonessential"
"595","YCR025C","YCR025C","verified1","growth1","YCR025C","verified2","growth2",TRUE,"nonessential"
"596","YCR026C","YCR026C","verified1","growth1","YCR026C","verified2","growth2",TRUE,"nonessential"
"597","YCR027C","RSG1","verified1","growth1","RSG1","verified2","growth2",TRUE,"nonessential"
"598","YCR028C","FEN2","verified1","growth1","FEN2","verified2","growth2",TRUE,"nonessential"
"599","YCR028C-A","rim1","verified1","growth1","rim1","verified2","growth2",TRUE,"nonessential"
"600","YCR030C","YCR030C","verified1","growth1","YCR030C","verified2","growth2",TRUE,"nonessential"
"601","YCR031C","RPS14A","verified1","growth1","RPS14A","verified2","growth2",TRUE,"nonessential"
"602","YCR032W","BPH1","verified1","growth1","BPH1","verified2","growth2",TRUE,"nonessential"
"603","YCR033W","YCR033W","verified1","growth1","YCR033W","verified2","growth2",TRUE,"nonessential"
"604","YCR034W","fen1","verified1","growth1","fen1","verified2","growth2",TRUE,"nonessential"
"605","YCR035C","RRP43","verified1","nogrowth1","RRP43","verified2","nogrowth2",TRUE,"essential"
"606","YCR036W","RBK1","verified1","growth1","RBK1","verified2","growth2",TRUE,"nonessential"
"607","YCR037C","PHO87","verified1","growth1","PHO87","verified2","growth2",TRUE,"nonessential"
"608","YCR043C","YCR043C","verified1","growth1","YCR043C","verified2","growth2",TRUE,"nonessential"
"609","YCR044C","PER1","verified1","nogrowth1","PER1","verified2","growth2",TRUE,"abnormal"
"610","YCR045C","YCR045C","verified1","growth1","YCR045C","verified2","growth2",TRUE,"nonessential"
"611","YCR046C","IMG1","verified1","growth1","IMG1","verified2","growth2",TRUE,"nonessential"
"612","YCR047C","BUD23","verified1","growth1","BUD23","verified2","growth2",TRUE,"nonessential"
"613","YCR048W","ARE1","verified1","growth1","ARE1","verified2","growth2",TRUE,"nonessential"
"614","YCR049C","YCR049C","verified1","growth1","YCR049C","verified2","growth2",TRUE,"nonessential"
"615","YCR050C","YCR050C","verified1","growth1","YCR050C","verified2","growth2",TRUE,"nonessential"
"616","YCR051W","YCR051W","verified1","growth1","YCR051W","verified2","growth2",TRUE,"nonessential"
"617","YCR052W","RSC6","verified1","nogrowth1","RSC6","verified2","nogrowth2",TRUE,"essential"
"618","YCR053W","thr4","verified1","growth1","thr4","verified2","growth2",TRUE,"nonessential"
"619","YCR054C","CTR86","verified1","nogrowth1","CTR86","verified2","nogrowth2",TRUE,"essential"
"620","YCR057C","PWP2","verified1","nogrowth1","PWP2","verified2","nogrowth2",TRUE,"essential"
"621","YCR059C","PMN1","verified1","growth1","PMN1","verified2","growth2",TRUE,"nonessential"
"622","YCR060W","YCR060W","verified1","growth1","YCR060W","verified2","growth2",TRUE,"nonessential"
"624","YCR062W","YCR062W","verified1","growth1","YCR062W","verified2","growth2",TRUE,"nonessential"
"625","YCR063W","YCR063W","verified1","growth1","YCR063W","verified2","growth2",TRUE,"nonessential"
"626","YCR064C","YCR064C","verified1","nogrowth1","YCR064C","verified2","nogrowth2",TRUE,"essential"
"627","YCR065W","HCM1","verified1","growth1","HCM1","verified2","growth2",TRUE,"nonessential"
"628","YCR066W","RAD18","verified1","growth1","RAD18","verified2","growth2",TRUE,"nonessential"
"629","YCR067C","SED4","verified1","growth1","SED4","verified2","growth2",TRUE,"nonessential"
"630","YCR068W","cvt17","verified1","growth1","cvt17","verified2","growth2",TRUE,"nonessential"
"631","YCR069W","scc3","verified1","growth1","scc3","verified2","growth2",TRUE,"nonessential"
"632","YCR071C","IMG2","verified1","growth1","IMG2","verified2","growth2",TRUE,"nonessential"
"633","YCR072C","YCR072C","verified1","nogrowth1","YCR072C","verified2","nogrowth2",TRUE,"essential"
"634","YCR073C","SSK22","verified1","growth1","SSK22","verified2","growth2",TRUE,"nonessential"
"635","YCR073W-A","SOL2","verified1","growth1","SOL2","verified2","growth2",TRUE,"nonessential"
"636","YCR075C","ERS1","verified1","growth1","ERS1","verified2","growth2",TRUE,"nonessential"
"637","YCR076C","YCR076C","verified1","growth1","YCR076C","verified2","growth2",TRUE,"nonessential"
"638","YCR077C","PAT1","verified1","growth1","PAT1","verified2","growth2",TRUE,"nonessential"
"639","YCR079W","YCR079W","verified1","growth1","YCR079W","verified2","growth2",TRUE,"nonessential"
"640","YCR081W","SRB8","verified1","growth1","SRB8","verified2","growth2",TRUE,"nonessential"
"641","YCR082W","YCR082W","verified1","growth1","YCR082W","verified2","growth2",TRUE,"nonessential"
"642","YCR083W","TRX3","verified1","growth1","TRX3","verified2","growth2",TRUE,"nonessential"
"643","YCR084C","tup1","verified1","nogrowth1","tup1","verified2","nogrowth2",TRUE,"essential"
"644","YCR085W","YCR085W","verified1","growth1","YCR085W","verified2","growth2",TRUE,"nonessential"
"645","YCR086W","YCR086W","verified1","growth1","YCR086W","verified2","growth2",TRUE,"nonessential"
"646","YCR087C-A","YCR087C-A","verified1","growth1","YCR087C-A","verified2","growth2",TRUE,"nonessential"
"647","YCR087W","YCR087W","verified1","growth1","YCR087W","verified2","growth2",TRUE,"nonessential"
"648","YCR088W","ABP1","verified1","growth1","ABP1","verified2","growth2",TRUE,"nonessential"
"649","YCR089W","FIG2","verified1","growth1","FIG2","verified2","growth2",TRUE,"nonessential"
"650","YCR090C","YCR090C","verified1","growth1","YCR090C","verified2","growth2",TRUE,"nonessential"
"651","YCR091W","KIN82","verified1","growth1","KIN82","verified2","growth2",TRUE,"nonessential"
"652","YCR092C","MSH3","verified1","growth1","MSH3","verified2","growth2",TRUE,"nonessential"
"653","YCR093W","cdc39","verified1","nogrowth1","cdc39","verified2","nogrowth2",TRUE,"essential"
"654","YCR094W","CDC50","verified1","growth1","CDC50","verified2","growth2",TRUE,"nonessential"
"655","YCR095C","YCR095C","verified1","growth1","YCR095C","verified2","growth2",TRUE,"nonessential"
"656","YCR098C","GIT1","verified1","growth1","GIT1","verified2","growth2",TRUE,"nonessential"
"657","YCR099C","YCR099C","verified1","growth1","YCR099C","verified2","growth2",TRUE,"nonessential"
"658","YCR100C","YCR100C","verified1","growth1","YCR100C","verified2","growth2",TRUE,"nonessential"
"659","YCR101C","YCR101C","verified1","growth1","YCR101C","verified2","growth2",TRUE,"nonessential"
"660","YCR102C","YCR102C","verified1","growth1","YCR102C","verified2","growth2",TRUE,"nonessential"
"661","YCR102W-A","YCR102W-A","verified1","growth1","YCR102W-A","verified2","growth2",TRUE,"nonessential"
"662","YCR105W","YCR105W","verified1","growth1","YCR105W","verified2","growth2",TRUE,"nonessential"
"663","YCR106W","YCR106W","verified1","growth1","YCR106W","verified2","growth2",TRUE,"nonessential"
"664","YCR107W","aad3","verified1","growth1","aad3","verified2","growth2",TRUE,"nonessential"
"665","YDL001W","YDL001W","verified1","growth1","YDL001W","verified2","growth2",TRUE,"nonessential"
"666","YDL002C","NHP10","verified1","growth1","NHP10","verified2","growth2",TRUE,"nonessential"
"667","YDL003W","MCD1","verified1","nogrowth1","MCD1","verified2","nogrowth2",TRUE,"essential"
"668","YDL004W","ATP16","verified1","nogrowth1","ATP16","verified2","nogrowth2",TRUE,"essential"
"669","YDL005C","MED2","verified1","nogrowth1","MED2","verified2","nogrowth2",TRUE,"essential"
"670","YDL006W","PTC1","verified1","growth1","PTC1","verified2","growth2",TRUE,"nonessential"
"671","YDL007W","RPT2","verified1","nogrowth1","RPT2","verified2","nogrowth2",TRUE,"essential"
"672","YDL008W","APC11","verified1","nogrowth1","APC11","verified2","nogrowth2",TRUE,"essential"
"673","YDL009C","YDL009C","verified1","growth1","YDL009C","verified2","growth2",TRUE,"nonessential"
"674","YDL010W","YDL010W","verified1","growth1","YDL010W","verified2","growth2",TRUE,"nonessential"
"675","YDL011C","YDL011C","verified1","growth1","YDL011C","verified2","growth2",TRUE,"nonessential"
"676","YDL012C","YDL012C","verified1","growth1","YDL012C","verified2","growth2",TRUE,"nonessential"
"677","YDL013W","hex3","verified1","growth1","hex3","verified2","growth2",TRUE,"nonessential"
"678","YDL014W","NOP1","verified1","nogrowth1","NOP1","verified2","nogrowth2",TRUE,"essential"
"679","YDL015C","YDL015C","verified1","nogrowth1","YDL015C","verified2","nogrowth2",TRUE,"essential"
"680","YDL016C","YDL016C","verified1","nogrowth1","YDL016C","verified2","nogrowth2",TRUE,"essential"
"681","YDL017W","cdc7","verified1","nogrowth1","cdc7","verified2","nogrowth2",TRUE,"essential"
"682","YDL018C","ERP3","verified1","growth1","ERP3","verified2","growth2",TRUE,"nonessential"
"683","YDL019C","OSH2","verified1","growth1","OSH2","verified2","growth2",TRUE,"nonessential"
"684","YDL020C","RPN4","verified1","growth1","RPN4","verified2","growth2",TRUE,"nonessential"
"685","YDL021W","GPM2","verified1","growth1","GPM2","verified2","growth2",TRUE,"nonessential"
"686","YDL022W","GPD1","verified1","growth1","GPD1","verified2","growth2",TRUE,"nonessential"
"687","YDL023C","YDL023C","verified1","growth1","YDL023C","verified2","growth2",TRUE,"nonessential"
"688","YDL024C","DIA3","verified1","growth1","DIA3","verified2","growth2",TRUE,"nonessential"
"689","YDL025C","YDL025C","verified1","growth1","YDL025C","verified2","growth2",TRUE,"nonessential"
"691","YDL027C","YDL027C","verified1","growth1","YDL027C","verified2","growth2",TRUE,"nonessential"
"692","YDL028C","MPS1","verified1","nogrowth1","MPS1","verified2","nogrowth2",TRUE,"essential"
"693","YDL029W","ARP2","verified1","nogrowth1","ARP2","verified2","growth2",TRUE,"abnormal"
"694","YDL030W","PRP9","verified1","nogrowth1","PRP9","verified2","nogrowth2",TRUE,"essential"
"695","YDL031W","DBP10","verified1","nogrowth1","DBP10","verified2","nogrowth2",TRUE,"essential"
"696","YDL032W","YDL032W","verified1","growth1","YDL032W","verified2","growth2",TRUE,"nonessential"
"697","YDL033C","YDL033C","verified1","growth1","YDL033C","verified2","growth2",TRUE,"nonessential"
"698","YDL034W","YDL034W","verified1","growth1","YDL034W","verified2","growth2",TRUE,"nonessential"
"699","YDL035C","GPR1","verified1","growth1","GPR1","verified2","growth2",TRUE,"nonessential"
"701","YDL037C","YDL037C","verified1","growth1","YDL037C","verified2","growth2",TRUE,"nonessential"
"702","YDL038C","YDL038C","verified1","growth1","YDL038C","verified2","growth2",TRUE,"nonessential"
"703","YDL039C","PRM7","verified1","growth1","PRM7","verified2","growth2",TRUE,"nonessential"
"704","YDL040C","nat1","verified1","growth1","nat1","verified2","growth2",TRUE,"nonessential"
"705","YDL041W","YDL041W","verified1","growth1","YDL041W","verified2","growth2",TRUE,"nonessential"
"706","YDL042C","sir2","verified1","nogrowth1","sir2","verified2","nogrowth2",TRUE,"essential"
"707","YDL043C","prp11","verified1","nogrowth1","prp11","verified2","nogrowth2",TRUE,"essential"
"708","YDL044C","mtf2","verified1","growth1","mtf2","verified2","growth2",TRUE,"nonessential"
"709","YDL045C","FAD1","verified1","nogrowth1","FAD1","verified2","nogrowth2",TRUE,"essential"
"710","YDL045W-A","MRP10","verified1","nogrowth1","MRP10","verified2","nogrowth2",TRUE,"essential"
"711","YDL046W","YDL046W","verified1","growth1","YDL046W","verified2","growth2",TRUE,"nonessential"
"712","YDL047W","sit4","verified1","growth1","sit4","verified2","growth2",TRUE,"nonessential"
"713","YDL048C","STP4","verified1","growth1","STP4","verified2","growth2",TRUE,"nonessential"
"714","YDL049C","KNH1","verified1","growth1","KNH1","verified2","growth2",TRUE,"nonessential"
"715","YDL050C","YDL050C","verified1","growth1","YDL050C","verified2","growth2",TRUE,"nonessential"
"716","YDL051W","lhp1","verified1","growth1","lhp1","verified2","growth2",TRUE,"nonessential"
"717","YDL052C","SLC1","verified1","growth1","SLC1","verified2","growth2",TRUE,"nonessential"
"718","YDL053C","YDL053C","verified1","growth1","YDL053C","verified2","growth2",TRUE,"nonessential"
"719","YDL054C","YDL054C","verified1","growth1","YDL054C","verified2","growth2",TRUE,"nonessential"
"720","YDL055C","PSA1","verified1","nogrowth1","PSA1","verified2","nogrowth2",TRUE,"essential"
"721","YDL056W","MBP1","verified1","growth1","MBP1","verified2","growth2",TRUE,"nonessential"
"722","YDL057W","YDL057W","verified1","growth1","YDL057W","verified2","growth2",TRUE,"nonessential"
"723","YDL058W","USO1","verified1","nogrowth1","USO1","verified2","nogrowth2",TRUE,"essential"
"724","YDL059C","RAD59","verified1","growth1","RAD59","verified2","growth2",TRUE,"nonessential"
"725","YDL060W","YDL060W","verified1","nogrowth1","YDL060W","verified2","nogrowth2",TRUE,"essential"
"726","YDL061C","RPS29B","verified1","growth1","RPS29B","verified2","growth2",TRUE,"nonessential"
"727","YDL062W","YDL062W","verified1","growth1","YDL062W","verified2","growth2",TRUE,"nonessential"
"728","YDL063C","YDL063C","verified1","growth1","YDL063C","verified2","growth2",TRUE,"nonessential"
"729","YDL064W","UBC9","verified1","nogrowth1","UBC9","verified2","nogrowth2",TRUE,"essential"
"730","YDL065C","PEX19","verified1","growth1","PEX19","verified2","growth2",TRUE,"nonessential"
"731","YDL066W","IDP1","verified1","growth1","IDP1","verified2","growth2",TRUE,"nonessential"
"732","YDL067C","COX9","verified1","growth1","COX9","verified2","growth2",TRUE,"nonessential"
"733","YDL068W","YDL068W","verified1","growth1","YDL068W","verified2","growth2",TRUE,"nonessential"
"735","YDL070W","BDF2","verified1","growth1","BDF2","verified2","growth2",TRUE,"nonessential"
"736","YDL071C","YDL071C","verified1","growth1","YDL071C","verified2","growth2",TRUE,"nonessential"
"737","YDL072C","YDL072C","verified1","growth1","YDL072C","verified2","growth2",TRUE,"nonessential"
"738","YDL073W","YDL073W","verified1","growth1","YDL073W","verified2","growth2",TRUE,"nonessential"
"739","YDL074C","BRE1","verified1","growth1","BRE1","verified2","growth2",TRUE,"nonessential"
"740","YDL075W","RPL31A","verified1","nogrowth1","RPL31A","verified2","growth2",TRUE,"abnormal"
"741","YDL076C","YDL076C","verified1","growth1","YDL076C","verified2","growth2",TRUE,"nonessential"
"743","YDL078C","MDH3","verified1","growth1","MDH3","verified2","growth2",TRUE,"nonessential"
"744","YDL079C","MRK1","verified1","growth1","MRK1","verified2","growth2",TRUE,"nonessential"
"745","YDL080C","THI3","verified1","growth1","THI3","verified2","growth2",TRUE,"nonessential"
"746","YDL081C","RPP1A","verified1","growth1","RPP1A","verified2","growth2",TRUE,"nonessential"
"747","YDL082W","RPL13A","verified1","growth1","RPL13A","verified2","growth2",TRUE,"nonessential"
"748","YDL083C","RPS16B","verified1","growth1","RPS16B","verified2","growth2",TRUE,"nonessential"
"749","YDL084W","SUB2","verified1","nogrowth1","SUB2","verified2","nogrowth2",TRUE,"essential"
"750","YDL085W","YDL085W","verified1","growth1","YDL085W","verified2","growth2",TRUE,"nonessential"
"751","YDL086W","YDL086W","verified1","growth1","YDL086W","verified2","growth2",TRUE,"nonessential"
"752","YDL087C","LUC7","verified1","nogrowth1","LUC7","verified2","nogrowth2",TRUE,"essential"
"753","YDL088C","ASM4","verified1","growth1","ASM4","verified2","growth2",TRUE,"nonessential"
"754","YDL089W","YDL089W","verified1","growth1","YDL089W","verified2","growth2",TRUE,"nonessential"
"755","YDL090C","ram1","verified1","growth1","ram1","verified2","growth2",TRUE,"nonessential"
"756","YDL091C","YDL091C","verified1","growth1","YDL091C","verified2","growth2",TRUE,"nonessential"
"757","YDL092W","SRP14","verified1","nogrowth1","SRP14","verified2","nogrowth2",TRUE,"essential"
"758","YDL093W","PMT5","verified1","growth1","PMT5","verified2","growth2",TRUE,"nonessential"
"760","YDL095W","PMT1","verified1","growth1","PMT1","verified2","growth2",TRUE,"nonessential"
"761","YDL096C","YDL096C","verified1","growth1","YDL096C","verified2","growth2",TRUE,"nonessential"
"762","YDL097C","RPN6","verified1","nogrowth1","RPN6","verified2","nogrowth2",TRUE,"essential"
"763","YDL098C","SNU23","verified1","nogrowth1","SNU23","verified2","nogrowth2",TRUE,"essential"
"764","YDL099W","YDL099W","verified1","growth1","YDL099W","verified2","growth2",TRUE,"nonessential"
"765","YDL100C","YDL100C","verified1","growth1","YDL100C","verified2","growth2",TRUE,"nonessential"
"766","YDL101C","dun1","verified1","growth1","dun1","verified2","growth2",TRUE,"nonessential"
"767","YDL102W","cdc2","verified1","nogrowth1","cdc2","verified2","nogrowth2",TRUE,"essential"
"768","YDL103C","QRI1","verified1","nogrowth1","QRI1","verified2","nogrowth2",TRUE,"essential"
"769","YDL104C","QRI7","verified1","growth1","QRI7","verified2","growth2",TRUE,"nonessential"
"771","YDL106C","pho2","verified1","growth1","pho2","verified2","growth2",TRUE,"nonessential"
"772","YDL107W","mss2","verified1","growth1","mss2","verified2","growth2",TRUE,"nonessential"
"773","YDL108W","kin28","verified1","nogrowth1","kin28","verified2","nogrowth2",TRUE,"essential"
"774","YDL109C","YDL109C","verified1","growth1","YDL109C","verified2","growth2",TRUE,"nonessential"
"775","YDL110C","YDL110C","verified1","growth1","YDL110C","verified2","growth2",TRUE,"nonessential"
"776","YDL111C","RRP42","verified1","nogrowth1","RRP42","verified2","nogrowth2",TRUE,"essential"
"777","YDL112W","TRM3","verified1","growth1","TRM3","verified2","growth2",TRUE,"nonessential"
"778","YDL113C","YDL113C","verified1","growth1","YDL113C","verified2","growth2",TRUE,"nonessential"
"779","YDL114W","YDL114W","verified1","growth1","YDL114W","verified2","growth2",TRUE,"nonessential"
"780","YDL115C","YDL115C","verified1","growth1","YDL115C","verified2","growth2",TRUE,"nonessential"
"781","YDL116W","nup84","verified1","growth1","nup84","verified2","growth2",TRUE,"nonessential"
"782","YDL117W","CYK3","verified1","growth1","CYK3","verified2","growth2",TRUE,"nonessential"
"783","YDL118W","YDL118W","verified1","growth1","YDL118W","verified2","growth2",TRUE,"nonessential"
"784","YDL119C","YDL119C","verified1","growth1","YDL119C","verified2","growth2",TRUE,"nonessential"
"785","YDL120W","YFH1","verified1","nogrowth1","YFH1","verified2","nogrowth2",TRUE,"essential"
"786","YDL121C","YDL121C","verified1","growth1","YDL121C","verified2","growth2",TRUE,"nonessential"
"787","YDL122W","UBP1","verified1","growth1","UBP1","verified2","growth2",TRUE,"nonessential"
"788","YDL123W","YDL123W","verified1","growth1","YDL123W","verified2","growth2",TRUE,"nonessential"
"789","YDL124W","YDL124W","verified1","growth1","YDL124W","verified2","growth2",TRUE,"nonessential"
"790","YDL125C","HNT1","verified1","growth1","HNT1","verified2","growth2",TRUE,"nonessential"
"791","YDL126C","CDC48","verified1","nogrowth1","CDC48","verified2","nogrowth2",TRUE,"essential"
"792","YDL127W","PCL2","verified1","growth1","PCL2","verified2","growth2",TRUE,"nonessential"
"793","YDL128W","VCX1","verified1","growth1","VCX1","verified2","growth2",TRUE,"nonessential"
"794","YDL129W","YDL129W","verified1","growth1","YDL129W","verified2","growth2",TRUE,"nonessential"
"795","YDL130W","RPP1B","verified1","growth1","RPP1B","verified2","growth2",TRUE,"nonessential"
"796","YDL130W-A","STF1","verified1","growth1","STF1","verified2","growth2",TRUE,"nonessential"
"797","YDL131W","LYS21","verified1","growth1","LYS21","verified2","growth2",TRUE,"nonessential"
"798","YDL132W","cdc53","verified1","nogrowth1","cdc53","verified2","nogrowth2",TRUE,"essential"
"799","YDL133C-A","RPL41B","verified1","growth1","RPL41B","verified2","growth2",TRUE,"nonessential"
"800","YDL133W","YDL133W","verified1","growth1","YDL133W","verified2","growth2",TRUE,"nonessential"
"801","YDL134C","pph21","verified1","growth1","pph21","verified2","growth2",TRUE,"nonessential"
"802","YDL134C-A","YDL134C-A","verified1","growth1","YDL134C-A","verified2","growth2",TRUE,"nonessential"
"803","YDL135C","RDI1","verified1","growth1","RDI1","verified2","growth2",TRUE,"nonessential"
"804","YDL136W","RPL35B","verified1","growth1","RPL35B","verified2","growth2",TRUE,"nonessential"
"805","YDL137W","arf2","verified1","growth1","arf2","verified2","growth2",TRUE,"nonessential"
"806","YDL138W","RGT2","verified1","growth1","RGT2","verified2","growth2",TRUE,"nonessential"
"807","YDL139C","SCM3","verified1","nogrowth1","SCM3","verified2","nogrowth2",TRUE,"essential"
"808","YDL140C","rpo21","verified1","nogrowth1","rpo21","verified2","nogrowth2",TRUE,"essential"
"809","YDL141W","BPL1","verified1","nogrowth1","BPL1","verified2","nogrowth2",TRUE,"essential"
"810","YDL142C","CRD1","verified1","growth1","CRD1","verified2","growth2",TRUE,"nonessential"
"811","YDL143W","CCT4","verified1","nogrowth1","CCT4","verified2","nogrowth2",TRUE,"essential"
"812","YDL144C","YDL144C","verified1","growth1","YDL144C","verified2","growth2",TRUE,"nonessential"
"813","YDL145C","COP1","verified1","nogrowth1","COP1","verified2","nogrowth2",TRUE,"essential"
"814","YDL146W","YDL146W","verified1","growth1","YDL146W","verified2","growth2",TRUE,"nonessential"
