"","orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag"
"5066","YOR010C","TIR2","verified1","growth1","TIR2","verified2","growth2",TRUE,"nonessential"
"5067","YOR011W","AUS1","verified1","growth1","AUS1","verified2","growth2",TRUE,"nonessential"
"5068","YOR012W","YOR012W","verified1","growth1","YOR012W","verified2","growth2",TRUE,"nonessential"
"5069","YOR013W","YOR013W","verified1","growth1","YOR013W","verified2","growth2",TRUE,"nonessential"
"5070","YOR014W","RTS1","verified1","growth1","RTS1","verified2","growth2",TRUE,"nonessential"
"5071","YOR015W","YOR015W","verified1","growth1","YOR015W","verified2","growth2",TRUE,"nonessential"
"5072","YOR016C","ERP4","verified1","growth1","ERP4","verified2","growth2",TRUE,"nonessential"
"5073","YOR017W","pet127","verified1","growth1","pet127","verified2","growth2",TRUE,"nonessential"
"5074","YOR018W","ROD1","verified1","growth1","ROD1","verified2","growth2",TRUE,"nonessential"
"5075","YOR019W","YOR019W","verified1","growth1","YOR019W","verified2","growth2",TRUE,"nonessential"
"5076","YOR020C","HSP10","verified1","nogrowth1","HSP10","verified2","nogrowth2",TRUE,"essential"
"5077","YOR021C","YOR021C","verified1","growth1","YOR021C","verified2","growth2",TRUE,"nonessential"
"5078","YOR022C","YOR022C","verified1","growth1","YOR022C","verified2","growth2",TRUE,"nonessential"
"5079","YOR023C","AHC1","verified1","growth1","AHC1","verified2","growth2",TRUE,"nonessential"
"5080","YOR024W","YOR024W","verified1","growth1","YOR024W","verified2","growth2",TRUE,"nonessential"
"5081","YOR025W","HST3","verified1","growth1","HST3","verified2","growth2",TRUE,"nonessential"
"5082","YOR026W","BUB3","verified1","growth1","BUB3","verified2","growth2",TRUE,"nonessential"
"5083","YOR027W","STI1","verified1","growth1","STI1","verified2","growth2",TRUE,"nonessential"
"5084","YOR028C","CIN5","verified1","growth1","CIN5","verified2","growth2",TRUE,"nonessential"
"5085","YOR029W","YOR029W","verified1","growth1","YOR029W","verified2","growth2",TRUE,"nonessential"
"5086","YOR030W","DFG16","verified1","growth1","DFG16","verified2","growth2",TRUE,"nonessential"
"5087","YOR031W","CRS5","verified1","growth1","CRS5","verified2","growth2",TRUE,"nonessential"
"5088","YOR032C","HMS1","verified1","growth1","HMS1","verified2","growth2",TRUE,"nonessential"
"5089","YOR033C","DHS1","verified1","growth1","DHS1","verified2","growth2",TRUE,"nonessential"
"5090","YOR034C","AKR2","verified1","growth1","AKR2","verified2","growth2",TRUE,"nonessential"
"5091","YOR035C","SHE4","verified1","growth1","SHE4","verified2","growth2",TRUE,"nonessential"
"5092","YOR036W","pep12","verified1","growth1","pep12","verified2","growth2",TRUE,"nonessential"
"5093","YOR037W","cyc2","verified1","growth1","cyc2","verified2","growth2",TRUE,"nonessential"
"5094","YOR038C","HIR2","verified1","growth1","HIR2","verified2","growth2",TRUE,"nonessential"
"5095","YOR039W","CKB2","verified1","growth1","CKB2","verified2","growth2",TRUE,"nonessential"
"5096","YOR040W","GLO4","verified1","growth1","GLO4","verified2","growth2",TRUE,"nonessential"
"5097","YOR041C","YOR041C","verified1","growth1","YOR041C","verified2","growth2",TRUE,"nonessential"
"5098","YOR042W","YOR042W","verified1","growth1","YOR042W","verified2","growth2",TRUE,"nonessential"
"5099","YOR043W","whi2","verified1","growth1","whi2","verified2","growth2",TRUE,"nonessential"
"5100","YOR044W","YOR044W","verified1","growth1","YOR044W","verified2","growth2",TRUE,"nonessential"
"5101","YOR045W","TOM6","verified1","growth1","TOM6","verified2","growth2",TRUE,"nonessential"
"5102","YOR046C","DBP5","verified1","nogrowth1","DBP5","verified2","nogrowth2",TRUE,"essential"
"5103","YOR047C","STD1","verified1","growth1","STD1","verified2","growth2",TRUE,"nonessential"
"5104","YOR048C","rat1","verified1","growth1","rat1","verified2","growth2",TRUE,"nonessential"
"5105","YOR049C","YOR049C","verified1","growth1","YOR049C","verified2","growth2",TRUE,"nonessential"
"5106","YOR050C","YOR050C","verified1","growth1","YOR050C","verified2","growth2",TRUE,"nonessential"
"5107","YOR051C","YOR051C","verified1","growth1","YOR051C","verified2","growth2",TRUE,"nonessential"
"5108","YOR052C","YOR052C","verified1","growth1","YOR052C","verified2","growth2",TRUE,"nonessential"
"5109","YOR053W","YOR053W","verified1","growth1","YOR053W","verified2","growth2",TRUE,"nonessential"
"5110","YOR054C","YOR054C","verified1","growth1","YOR054C","verified2","growth2",TRUE,"nonessential"
"5111","YOR055W","YOR055W","verified1","growth1","YOR055W","verified2","growth2",TRUE,"nonessential"
"5112","YOR056C","YOR056C","verified1","nogrowth1","YOR056C","verified2","nogrowth2",TRUE,"essential"
"5113","YOR057W","SGT1","verified1","nogrowth1","SGT1","verified2","nogrowth2",TRUE,"essential"
"5114","YOR058C","ASE1","verified1","growth1","ASE1","verified2","growth2",TRUE,"nonessential"
"5115","YOR059C","YOR059C","verified1","growth1","YOR059C","verified2","growth2",TRUE,"nonessential"
"5116","YOR060C","YOR060C","verified1","nogrowth1","YOR060C","verified2","nogrowth2",TRUE,"essential"
"5117","YOR061W","cka2","verified1","growth1","cka2","verified2","growth2",TRUE,"nonessential"
"5118","YOR062C","YOR062C","verified1","growth1","YOR062C","verified2","growth2",TRUE,"nonessential"
"5119","YOR063W","RPL3","verified1","nogrowth1","RPL3","verified2","nogrowth2",TRUE,"essential"
"5120","YOR064C","YNG1","verified1","growth1","YNG1","verified2","growth2",TRUE,"nonessential"
"5121","YOR065W","CYT1","verified1","growth1","CYT1","verified2","growth2",TRUE,"nonessential"
"5122","YOR066W","YOR066W","verified1","growth1","YOR066W","verified2","growth2",TRUE,"nonessential"
"5123","YOR067C","alg8","verified1","growth1","alg8","verified2","growth2",TRUE,"nonessential"
"5124","YOR068C","YOR068C","verified1","growth1","YOR068C","verified2","growth2",TRUE,"nonessential"
"5125","YOR069W","VPS5","verified1","growth1","VPS5","verified2","growth2",TRUE,"nonessential"
"5126","YOR070C","GYP1","verified1","growth1","GYP1","verified2","growth2",TRUE,"nonessential"
"5127","YOR071C","YOR071C","verified1","growth1","YOR071C","verified2","growth2",TRUE,"nonessential"
"5128","YOR072W","YOR072W","verified1","growth1","YOR072W","verified2","growth2",TRUE,"nonessential"
"5129","YOR073W","YOR073W","verified1","growth1","YOR073W","verified2","growth2",TRUE,"nonessential"
"5130","YOR074C","cdc21","verified1","nogrowth1","cdc21","verified2","nogrowth2",TRUE,"essential"
"5131","YOR075W","UFE1","verified1","nogrowth1","UFE1","verified2","nogrowth2",TRUE,"essential"
"5132","YOR076C","YOR076C","verified1","growth1","YOR076C","verified2","growth2",TRUE,"nonessential"
"5133","YOR077W","RTS2","verified1","nogrowth1","RTS2","verified2","nogrowth2",TRUE,"essential"
"5134","YOR078W","BUD21","verified1","growth1","BUD21","verified2","growth2",TRUE,"nonessential"
"5135","YOR079C","ATX2","verified1","growth1","ATX2","verified2","growth2",TRUE,"nonessential"
"5136","YOR080W","DIA2","verified1","growth1","DIA2","verified2","growth2",TRUE,"nonessential"
"5137","YOR081C","YOR081C","verified1","growth1","YOR081C","verified2","growth2",TRUE,"nonessential"
"5138","YOR082C","YOR082C","verified1","growth1","YOR082C","verified2","growth2",TRUE,"nonessential"
"5139","YOR083W","YOR083W","verified1","growth1","YOR083W","verified2","growth2",TRUE,"nonessential"
"5140","YOR084W","YOR084W","verified1","growth1","YOR084W","verified2","growth2",TRUE,"nonessential"
"5141","YOR085W","OST3","verified1","growth1","OST3","verified2","growth2",TRUE,"nonessential"
"5142","YOR086C","YOR086C","verified1","growth1","YOR086C","verified2","growth2",TRUE,"nonessential"
"5143","YOR087W","YOR087W","verified1","growth1","YOR087W","verified2","growth2",TRUE,"nonessential"
"5144","YOR088W","YOR088W","verified1","growth1","YOR088W","verified2","growth2",TRUE,"nonessential"
"5145","YOR089C","vps21","verified1","growth1","vps21","verified2","growth2",TRUE,"nonessential"
"5146","YOR090C","PTC5","verified1","growth1","PTC5","verified2","growth2",TRUE,"nonessential"
"5147","YOR091W","YOR091W","verified1","growth1","YOR091W","verified2","growth2",TRUE,"nonessential"
"5149","YOR093C","YOR093C","verified1","growth1","YOR093C","verified2","growth2",TRUE,"nonessential"
"5150","YOR094W","ARF3","verified1","growth1","ARF3","verified2","growth2",TRUE,"nonessential"
"5151","YOR095C","RKI1","verified1","nogrowth1","RKI1","verified2","nogrowth2",TRUE,"essential"
"5152","YOR096W","RPS7A","verified1","growth1","RPS7A","verified2","growth2",TRUE,"nonessential"
"5153","YOR097C","YOR097C","verified1","growth1","YOR097C","verified2","growth2",TRUE,"nonessential"
"5154","YOR098C","nup1","verified1","nogrowth1","nup1","verified2","nogrowth2",TRUE,"essential"
"5155","YOR099W","KTR1","verified1","growth1","KTR1","verified2","growth2",TRUE,"nonessential"
"5156","YOR100C","CRC1","verified1","growth1","CRC1","verified2","growth2",TRUE,"nonessential"
"5157","YOR101W","RAS1","verified1","growth1","RAS1","verified2","growth2",TRUE,"nonessential"
"5158","YOR102W","YOR102W","verified1","nogrowth1","YOR102W","verified2","nogrowth2",TRUE,"essential"
"5159","YOR103C","OST2","verified1","nogrowth1","OST2","verified2","nogrowth2",TRUE,"essential"
"5160","YOR104W","YOR104W","verified1","growth1","YOR104W","verified2","growth2",TRUE,"nonessential"
"5161","YOR105W","YOR105W","verified1","growth1","YOR105W","verified2","growth2",TRUE,"nonessential"
"5162","YOR106W","VAM3","verified1","growth1","VAM3","verified2","growth2",TRUE,"nonessential"
"5163","YOR107W","RGS2","verified1","growth1","RGS2","verified2","growth2",TRUE,"nonessential"
"5164","YOR108W","YOR108W","verified1","growth1","YOR108W","verified2","growth2",TRUE,"nonessential"
"5165","YOR109W","INP53","verified1","growth1","INP53","verified2","growth2",TRUE,"nonessential"
"5166","YOR110W","TFC7","verified1","nogrowth1","TFC7","verified2","nogrowth2",TRUE,"essential"
"5167","YOR111W","YOR111W","verified1","growth1","YOR111W","verified2","growth2",TRUE,"nonessential"
"5168","YOR112W","YOR112W","verified1","growth1","YOR112W","verified2","growth2",TRUE,"nonessential"
"5169","YOR113W","AZF1","verified1","growth1","AZF1","verified2","growth2",TRUE,"nonessential"
"5170","YOR114W","YOR114W","verified1","growth1","YOR114W","verified2","growth2",TRUE,"nonessential"
"5171","YOR115C","TRS33","verified1","growth1","TRS33","verified2","growth2",TRUE,"nonessential"
"5172","YOR116C","RPO31","verified1","nogrowth1","RPO31","verified2","nogrowth2",TRUE,"essential"
"5173","YOR117W","RPT5","verified1","nogrowth1","RPT5","verified2","nogrowth2",TRUE,"essential"
"5174","YOR118W","YOR118W","verified1","growth1","YOR118W","verified2","growth2",TRUE,"nonessential"
"5175","YOR119C","RIO1","verified1","nogrowth1","RIO1","verified2","nogrowth2",TRUE,"essential"
"5176","YOR120W","GCY1","verified1","growth1","GCY1","verified2","growth2",TRUE,"nonessential"
"5177","YOR121C","YOR121C","verified1","growth1","YOR121C","verified2","growth2",TRUE,"nonessential"
"5178","YOR122C","pfy1","verified1","nogrowth1","pfy1","verified2","nogrowth2",TRUE,"essential"
"5179","YOR123C","LEO1","verified1","growth1","LEO1","verified2","growth2",TRUE,"nonessential"
"5180","YOR124C","UBP2","verified1","growth1","UBP2","verified2","growth2",TRUE,"nonessential"
"5181","YOR125C","CAT5","verified1","nogrowth1","CAT5","verified2","nogrowth2",TRUE,"essential"
"5182","YOR126C","IAH1","verified1","growth1","IAH1","verified2","growth2",TRUE,"nonessential"
"5184","YOR128C","ade2","verified1","nogrowth1","ade2","verified2","nogrowth2",TRUE,"essential"
"5185","YOR129C","YOR129C","verified1","growth1","YOR129C","verified2","growth2",TRUE,"nonessential"
"5186","YOR130C","ORT1","verified1","growth1","ORT1","verified2","growth2",TRUE,"nonessential"
"5187","YOR131C","YOR131C","verified1","growth1","YOR131C","verified2","growth2",TRUE,"nonessential"
"5188","YOR132W","vps17","verified1","growth1","vps17","verified2","growth2",TRUE,"nonessential"
"5189","YOR133W","EFT1","verified1","growth1","EFT1","verified2","growth2",TRUE,"nonessential"
"5190","YOR134W","BAG7","verified1","growth1","BAG7","verified2","growth2",TRUE,"nonessential"
"5191","YOR135C","YOR135C","verified1","growth1","YOR135C","verified2","growth2",TRUE,"nonessential"
"5192","YOR136W","IDH2","verified1","growth1","IDH2","verified2","growth2",TRUE,"nonessential"
"5193","YOR137C","YOR137C","verified1","growth1","YOR137C","verified2","growth2",TRUE,"nonessential"
"5194","YOR138C","YOR138C","verified1","growth1","YOR138C","verified2","growth2",TRUE,"nonessential"
"5196","YOR140W","SFL1","verified1","growth1","SFL1","verified2","growth2",TRUE,"nonessential"
"5197","YOR141C","ARP8","verified1","growth1","ARP8","verified2","growth2",TRUE,"nonessential"
"5198","YOR142W","LSC1","verified1","growth1","LSC1","verified2","growth2",TRUE,"nonessential"
"5199","YOR143C","THI80","verified1","nogrowth1","THI80","verified2","nogrowth2",TRUE,"essential"
"5200","YOR144C","EFD1","verified1","growth1","EFD1","verified2","growth2",TRUE,"nonessential"
"5201","YOR145C","YOR145C","verified1","nogrowth1","YOR145C","verified2","nogrowth2",TRUE,"essential"
"5202","YOR146W","YOR146W","verified1","nogrowth1","YOR146W","verified2","nogrowth2",TRUE,"essential"
"5203","YOR147W","YOR147W","verified1","nogrowth1","YOR147W","verified2","nogrowth2",TRUE,"essential"
"5204","YOR148C","SPP2","verified1","nogrowth1","SPP2","verified2","growth2",TRUE,"abnormal"
"5205","YOR149C","SMP3","verified1","nogrowth1","SMP3","verified2","nogrowth2",TRUE,"essential"
"5206","YOR150W","MRPL23","verified1","growth1","MRPL23","verified2","growth2",TRUE,"nonessential"
"5207","YOR151C","RPB2","verified1","nogrowth1","RPB2","verified2","nogrowth2",TRUE,"essential"
"5208","YOR152C","YOR152C","verified1","growth1","YOR152C","verified2","growth2",TRUE,"nonessential"
"5209","YOR153W","pdr5","verified1","growth1","pdr5","verified2","growth2",TRUE,"nonessential"
"5210","YOR154W","YOR154W","verified1","growth1","YOR154W","verified2","growth2",TRUE,"nonessential"
"5211","YOR155C","YOR155C","verified1","growth1","YOR155C","verified2","growth2",TRUE,"nonessential"
"5212","YOR156C","NFI1","verified1","growth1","NFI1","verified2","growth2",TRUE,"nonessential"
"5213","YOR157C","pup1","verified1","nogrowth1","pup1","verified2","nogrowth2",TRUE,"essential"
"5214","YOR158W","pet123","verified1","nogrowth1","pet123","verified2","nogrowth2",TRUE,"essential"
"5215","YOR159C","SME1","verified1","nogrowth1","SME1","verified2","nogrowth2",TRUE,"essential"
"5216","YOR160W","MTR10","verified1","nogrowth1","MTR10","verified2","nogrowth2",TRUE,"essential"
"5217","YOR161C","YOR161C","verified1","growth1","YOR161C","verified2","growth2",TRUE,"nonessential"
"5218","YOR162C","YRR1","verified1","growth1","YRR1","verified2","growth2",TRUE,"nonessential"
"5219","YOR163W","DDP1","verified1","growth1","DDP1","verified2","growth2",TRUE,"nonessential"
"5220","YOR164C","YOR164C","verified1","growth1","YOR164C","verified2","growth2",TRUE,"nonessential"
"5221","YOR165W","YOR165W","verified1","growth1","YOR165W","verified2","growth2",TRUE,"nonessential"
"5222","YOR166C","YOR166C","verified1","growth1","YOR166C","verified2","growth2",TRUE,"nonessential"
"5223","YOR167C","RPS28A","verified1","growth1","RPS28A","verified2","growth2",TRUE,"nonessential"
"5224","YOR168W","gln4","verified1","nogrowth1","gln4","verified2","growth2",TRUE,"abnormal"
"5225","YOR169C","YOR169C","verified1","nogrowth1","YOR169C","verified2","nogrowth2",TRUE,"essential"
"5226","YOR170W","YOR170W","verified1","growth1","YOR170W","verified2","growth2",TRUE,"nonessential"
"5228","YOR172W","YOR172W","verified1","growth1","YOR172W","verified2","growth2",TRUE,"nonessential"
"5229","YOR173W","YOR173W","verified1","growth1","YOR173W","verified2","growth2",TRUE,"nonessential"
"5230","YOR174W","MED4","verified1","nogrowth1","MED4","verified2","nogrowth2",TRUE,"essential"
"5231","YOR175C","YOR175C","verified1","growth1","YOR175C","verified2","growth2",TRUE,"nonessential"
"5232","YOR176W","HEM15","verified1","nogrowth1","HEM15","verified2","growth2",TRUE,"abnormal"
"5233","YOR177C","YOR177C","verified1","growth1","YOR177C","verified2","growth2",TRUE,"nonessential"
"5235","YOR179C","YOR179C","verified1","growth1","YOR179C","verified2","growth2",TRUE,"nonessential"
"5236","YOR180C","DCI1","verified1","growth1","DCI1","verified2","growth2",TRUE,"nonessential"
"5238","YOR182C","RPS30B","questionable1","growth1","RPS30B","verified2","growth2",TRUE,"nonessential"
"5239","YOR183W","YOR183W","verified1","growth1","YOR183W","verified2","growth2",TRUE,"nonessential"
"5240","YOR184W","ser1","verified1","growth1","ser1","verified2","growth2",TRUE,"nonessential"
"5241","YOR185C","gsp2","verified1","growth1","gsp2","verified2","growth2",TRUE,"nonessential"
"5243","YOR187W","TUF1","verified1","nogrowth1","TUF1","verified2","growth2",TRUE,"abnormal"
"5244","YOR188W","msb1","verified1","growth1","msb1","verified2","growth2",TRUE,"nonessential"
"5245","YOR189W","YOR189W","verified1","growth1","YOR189W","verified2","growth2",TRUE,"nonessential"
"5246","YOR190W","spr1","verified1","growth1","spr1","verified2","growth2",TRUE,"nonessential"
"5247","YOR191W","RIS1","verified1","growth1","RIS1","verified2","growth2",TRUE,"nonessential"
"5248","YOR192C","YOR192C","verified1","growth1","YOR192C","verified2","growth2",TRUE,"nonessential"
"5249","YOR193W","YOR193W","verified1","growth1","YOR193W","verified2","growth2",TRUE,"nonessential"
"5250","YOR194C","TOA1","verified1","nogrowth1","TOA1","verified2","nogrowth2",TRUE,"essential"
"5251","YOR195W","SLK19","verified1","growth1","SLK19","verified2","growth2",TRUE,"nonessential"
"5252","YOR196C","LIP5","verified1","growth1","LIP5","verified2","growth2",TRUE,"nonessential"
"5253","YOR197W","YOR197W","verified1","growth1","YOR197W","verified2","growth2",TRUE,"nonessential"
"5254","YOR198C","BFR1","verified1","growth1","BFR1","verified2","growth2",TRUE,"nonessential"
"5255","YOR199W","YOR199W","verified1","nogrowth1","YOR199W","verified2","growth2",TRUE,"abnormal"
"5256","YOR200W","YOR200W","verified1","growth1","YOR200W","verified2","growth2",TRUE,"nonessential"
"5257","YOR201C","pet56","verified1","growth1","pet56","verified2","growth2",TRUE,"nonessential"
"5258","YOR202W","his3","verified1","growth1","his3","verified2","growth2",TRUE,"nonessential"
"5259","YOR203W","YOR203W","verified1","nogrowth1","YOR203W","verified2","nogrowth2",TRUE,"essential"
"5260","YOR204W","DED1","verified1","nogrowth1","DED1","verified2","nogrowth2",TRUE,"essential"
"5261","YOR205C","YOR205C","verified1","growth1","YOR205C","verified2","growth2",TRUE,"nonessential"
"5262","YOR206W","YOR206W","verified1","nogrowth1","YOR206W","verified2","nogrowth2",TRUE,"essential"
"5263","YOR207C","ret1","verified1","nogrowth1","ret1","verified2","nogrowth2",TRUE,"essential"
"5264","YOR208W","PTP2","verified1","growth1","PTP2","verified2","growth2",TRUE,"nonessential"
"5265","YOR209C","NPT1","verified1","growth1","NPT1","verified2","growth2",TRUE,"nonessential"
"5266","YOR210W","RPB10","verified1","nogrowth1","RPB10","verified2","nogrowth2",TRUE,"essential"
"5267","YOR211C","mgm1","verified1","growth1","mgm1","verified2","growth2",TRUE,"nonessential"
"5268","YOR212W","STE4","verified1","nogrowth1","STE4","verified2","nogrowth2",TRUE,"essential"
"5269","YOR213C","SAS5","verified1","growth1","SAS5","verified2","growth2",TRUE,"nonessential"
"5270","YOR214C","YOR214C","verified1","growth1","YOR214C","verified2","growth2",TRUE,"nonessential"
"5271","YOR215C","YOR215C","verified1","growth1","YOR215C","verified2","growth2",TRUE,"nonessential"
"5272","YOR216C","RUD3","verified1","growth1","RUD3","verified2","growth2",TRUE,"nonessential"
"5273","YOR217W","RFC1","verified1","nogrowth1","RFC1","verified2","nogrowth2",TRUE,"essential"
"5274","YOR218C","YOR218C","verified1","nogrowth1","YOR218C","verified2","nogrowth2",TRUE,"essential"
"5275","YOR219C","ste13","verified1","growth1","ste13","questionable2","growth2",TRUE,"nonessential"
"5276","YOR220W","YOR220W","verified1","growth1","YOR220W","verified2","growth2",TRUE,"nonessential"
"5277","YOR221C","MCT1","verified1","growth1","MCT1","verified2","growth2",TRUE,"nonessential"
"5278","YOR222W","ODC2","verified1","growth1","ODC2","verified2","growth2",TRUE,"nonessential"
"5279","YOR223W","YOR223W","verified1","growth1","YOR223W","verified2","growth2",TRUE,"nonessential"
"5280","YOR224C","rpb8","verified1","nogrowth1","rpb8","verified2","nogrowth2",TRUE,"essential"
"5281","YOR225W","YOR225W","verified1","growth1","YOR225W","verified2","growth2",TRUE,"nonessential"
"5282","YOR226C","ISU2","verified1","growth1","ISU2","verified2","growth2",TRUE,"nonessential"
"5283","YOR227W","YOR227W","verified1","growth1","YOR227W","verified2","growth2",TRUE,"nonessential"
"5284","YOR228C","YOR228C","verified1","growth1","YOR228C","verified2","growth2",TRUE,"nonessential"
"5285","YOR229W","WTM2","verified1","growth1","WTM2","verified2","growth2",TRUE,"nonessential"
"5286","YOR230W","WTM1","verified1","growth1","WTM1","verified2","growth2",TRUE,"nonessential"
"5287","YOR231W","MKK1","verified1","growth1","MKK1","verified2","growth2",TRUE,"nonessential"
"5288","YOR232W","MGE1","verified1","nogrowth1","MGE1","verified2","nogrowth2",TRUE,"essential"
"5289","YOR233W","KIN4","verified1","growth1","KIN4","verified2","growth2",TRUE,"nonessential"
"5290","YOR234C","RPL33B","verified1","growth1","RPL33B","verified2","growth2",TRUE,"nonessential"
"5291","YOR235W","YOR235W","verified1","growth1","YOR235W","verified2","growth2",TRUE,"nonessential"
"5292","YOR236W","dfr1","verified1","nogrowth1","dfr1","verified2","nogrowth2",TRUE,"essential"
"5293","YOR237W","HES1","verified1","growth1","HES1","verified2","growth2",TRUE,"nonessential"
"5294","YOR238W","YOR238W","verified1","growth1","YOR238W","verified2","growth2",TRUE,"nonessential"
"5295","YOR239W","ABP140","verified1","growth1","ABP140","verified2","growth2",TRUE,"nonessential"
"5296","YOR240W","YOR240W","verified1","growth1","YOR240W","verified2","growth2",TRUE,"nonessential"
"5297","YOR241W","met7","verified1","nogrowth1","met7","verified2","growth2",TRUE,"abnormal"
"5298","YOR242C","SSP2","verified1","growth1","SSP2","verified2","growth2",TRUE,"nonessential"
"5299","YOR243C","YOR243C","verified1","growth1","YOR243C","verified2","growth2",TRUE,"nonessential"
"5300","YOR244W","ESA1","verified1","nogrowth1","ESA1","verified2","nogrowth2",TRUE,"essential"
"5301","YOR245C","YOR245C","verified1","growth1","YOR245C","verified2","growth2",TRUE,"nonessential"
"5302","YOR246C","YOR246C","verified1","growth1","YOR246C","verified2","growth2",TRUE,"nonessential"
"5303","YOR247W","SRL1","verified1","growth1","SRL1","verified2","growth2",TRUE,"nonessential"
"5304","YOR248W","TOS11","verified1","growth1","TOS11","verified2","growth2",TRUE,"nonessential"
"5305","YOR249C","APC5","verified1","nogrowth1","APC5","verified2","nogrowth2",TRUE,"essential"
"5306","YOR250C","CLP1","verified1","nogrowth1","CLP1","verified2","nogrowth2",TRUE,"essential"
"5307","YOR251C","YOR251C","verified1","growth1","YOR251C","verified2","growth2",TRUE,"nonessential"
"5308","YOR252W","YOR252W","verified1","growth1","YOR252W","verified2","growth2",TRUE,"nonessential"
"5309","YOR253W","YOR253W","verified1","growth1","YOR253W","verified2","growth2",TRUE,"nonessential"
"5310","YOR254C","SEC63","verified1","nogrowth1","SEC63","verified2","nogrowth2",TRUE,"essential"
"5311","YOR255W","YOR255W","verified1","growth1","YOR255W","verified2","growth2",TRUE,"nonessential"
"5312","YOR256C","YOR256C","verified1","nogrowth1","YOR256C","verified2","nogrowth2",TRUE,"essential"
"5313","YOR257W","cdc31","verified1","nogrowth1","cdc31","verified2","nogrowth2",TRUE,"essential"
"5314","YOR258W","YOR258W","questionable1","growth1","YOR258W","verified2","growth2",TRUE,"nonessential"
"5315","YOR259C","RPT4","verified1","nogrowth1","RPT4","verified2","nogrowth2",TRUE,"essential"
"5316","YOR260W","gcd1","verified1","nogrowth1","gcd1","verified2","nogrowth2",TRUE,"essential"
"5317","YOR261C","RPN8","verified1","nogrowth1","RPN8","verified2","nogrowth2",TRUE,"essential"
"5318","YOR262W","YOR262W","verified1","nogrowth1","YOR262W","verified2","nogrowth2",TRUE,"essential"
"5319","YOR263C","YOR263C","verified1","growth1","YOR263C","verified2","growth2",TRUE,"nonessential"
"5320","YOR264W","YOR264W","verified1","growth1","YOR264W","verified2","growth2",TRUE,"nonessential"
"5321","YOR265W","RBL2","verified1","growth1","RBL2","verified2","growth2",TRUE,"nonessential"
"5322","YOR266W","PNT1","verified1","growth1","PNT1","verified2","growth2",TRUE,"nonessential"
"5323","YOR267C","YOR267C","verified1","growth1","YOR267C","verified2","growth2",TRUE,"nonessential"
"5324","YOR268C","YOR268C","verified1","growth1","YOR268C","verified2","growth2",TRUE,"nonessential"
"5325","YOR269W","PAC1","verified1","growth1","PAC1","verified2","growth2",TRUE,"nonessential"
"5326","YOR270C","vph1","verified1","growth1","vph1","verified2","growth2",TRUE,"nonessential"
"5327","YOR271C","YOR271C","verified1","growth1","YOR271C","verified2","growth2",TRUE,"nonessential"
"5328","YOR272W","YTM1","verified1","nogrowth1","YTM1","verified2","nogrowth2",TRUE,"essential"
"5329","YOR273C","YOR273C","verified1","growth1","YOR273C","verified2","growth2",TRUE,"nonessential"
"5330","YOR274W","MOD5","verified1","growth1","MOD5","verified2","growth2",TRUE,"nonessential"
"5331","YOR275C","YOR275C","verified1","growth1","YOR275C","verified2","growth2",TRUE,"nonessential"
"5332","YOR276W","CAF20","verified1","growth1","CAF20","verified2","growth2",TRUE,"nonessential"
"5334","YOR278W","HEM4","verified1","nogrowth1","HEM4","verified2","nogrowth2",TRUE,"essential"
"5335","YOR279C","YOR279C","verified1","growth1","YOR279C","verified2","growth2",TRUE,"nonessential"
"5336","YOR280C","YOR280C","verified1","growth1","YOR280C","verified2","growth2",TRUE,"nonessential"
"5338","YOR282W","YOR282W","verified1","nogrowth1","YOR282W","verified2","nogrowth2",TRUE,"essential"
"5339","YOR283W","YOR283W","verified1","growth1","YOR283W","verified2","growth2",TRUE,"nonessential"
"5341","YOR285W","YOR285W","verified1","growth1","YOR285W","verified2","growth2",TRUE,"nonessential"
"5342","YOR286W","YOR286W","verified1","growth1","YOR286W","verified2","growth2",TRUE,"nonessential"
"5343","YOR287C","YOR287C","verified1","nogrowth1","YOR287C","verified2","nogrowth2",TRUE,"essential"
"5344","YOR288C","MPD1","verified1","growth1","MPD1","verified2","growth2",TRUE,"nonessential"
"5345","YOR289W","YOR289W","verified1","growth1","YOR289W","verified2","growth2",TRUE,"nonessential"
"5346","YOR290C","snf2","verified1","growth1","snf2","verified2","growth2",TRUE,"nonessential"
"5347","YOR291W","YOR291W","verified1","growth1","YOR291W","verified2","growth2",TRUE,"nonessential"
"5348","YOR292C","YOR292C","verified1","growth1","YOR292C","verified2","growth2",TRUE,"nonessential"
"5349","YOR293W","RPS10A","verified1","growth1","RPS10A","verified2","growth2",TRUE,"nonessential"
"5350","YOR294W","RRS1","verified1","nogrowth1","RRS1","verified2","nogrowth2",TRUE,"essential"
"5351","YOR295W","YOR295W","verified1","growth1","YOR295W","verified2","growth2",TRUE,"nonessential"
"5352","YOR296W","YOR296W","verified1","growth1","YOR296W","verified2","growth2",TRUE,"nonessential"
"5353","YOR297C","TIM18","verified1","growth1","TIM18","verified2","growth2",TRUE,"nonessential"
"5354","YOR298C-A","MBF1","verified1","growth1","MBF1","verified2","growth2",TRUE,"nonessential"
"5355","YOR298W","YOR298W","verified1","growth1","YOR298W","verified2","growth2",TRUE,"nonessential"
"5356","YOR299W","BUD7","verified1","growth1","BUD7","verified2","growth2",TRUE,"nonessential"
