YAL034W-A_tsq235,mtw1-ts,YDL142C,CRD1,-0.185,0.0744,1.40E-03
YAL034W-A_tsq235,mtw1-ts,YDL117W,CYK3,-0.2083,0.0342,4.73E-07
YAL034W-A_tsq235,mtw1-ts,YDR252W,BTT1,-0.1237,0.0218,1.38E-05
YAL034W-A_tsq235,mtw1-ts,YDR265W,PEX10,-0.1257,0.0673,2.58E-02
YAL034W-A_tsq235,mtw1-ts,YDR289C,RTT103,-0.1618,0.0645,4.79E-03
YAL034W-A_tsq235,mtw1-ts,YER048C,CAJ1,-0.1491,0.053,2.33E-03
YAL034W-A_tsq235,mtw1-ts,YER155C,BEM2,-0.2373,0.0456,8.15E-07
YAL034W-A_tsq235,mtw1-ts,YFL010W-A,AUA1,-0.1323,0.0359,2.13E-03
YAL034W-A_tsq235,mtw1-ts,YGL257C,MNT2,-0.1334,0.0549,1.65E-02
YAL034W-A_tsq235,mtw1-ts,YGL194C,HOS2,-0.1215,0.0313,1.86E-03
YAL034W-A_tsq235,mtw1-ts,YGL180W,ATG1,-0.1903,0.0704,5.23E-03
YAL034W-A_tsq235,mtw1-ts,YGL151W,NUT1,-0.2345,0.0407,3.43E-06
YAL034W-A_tsq235,mtw1-ts,YGR097W,ASK10,0.3106,0.104,1.52E-02
YAL034W-A_tsq235,mtw1-ts,YGR143W,SKN1,-0.1352,0.0842,4.35E-02
YAL034W-A_tsq235,mtw1-ts,YGR157W,CHO2,-0.1724,0.0486,1.38E-03
YAL034W-A_tsq235,mtw1-ts,YGR292W,MAL12,-0.2625,0.1751,3.12E-02
YAL034W-A_tsq235,mtw1-ts,YIL134W,FLX1,-0.2264,0.0422,2.88E-06
YAL034W-A_tsq235,mtw1-ts,YIL090W,ICE2,-0.178,0.0874,1.32E-02
YAL034W-A_tsq235,mtw1-ts,YIL040W,APQ12,-0.21,0.0094,2.02E-57
YAL034W-A_tsq235,mtw1-ts,YJL177W,RPL17B,-0.1597,0.1977,4.95E-02
YAL034W-A_tsq235,mtw1-ts,YJL107C,YJL107C,-0.1209,0.018,5.87E-07
YAL034W-A_tsq235,mtw1-ts,YJL070C,YJL070C,-0.1898,0.0333,5.27E-06
YAL034W-A_tsq235,mtw1-ts,YJR011C,YJR011C,0.1612,0.0259,2.36E-06
YAL034W-A_tsq235,mtw1-ts,YJR074W,MOG1,-0.2356,0.0717,1.49E-04
YAL034W-A_tsq235,mtw1-ts,YKL053C-A,MDM35,-0.1567,0.0476,2.65E-03
YAL034W-A_tsq235,mtw1-ts,YLR112W,YLR112W,-0.1278,0.0572,3.19E-02
YAL034W-A_tsq235,mtw1-ts,YLR131C,ACE2,-0.1404,0.0358,1.95E-03
YAL034W-A_tsq235,mtw1-ts,YLR193C,UPS1,-0.191,0.0298,7.98E-07
YAL034W-A_tsq235,mtw1-ts,YLR217W,YLR217W,0.2265,0.0128,2.07E-36
