gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPDGE	YPE	YPL	YPG
YDR324C	YDR324C	4	44	2.70990	1.33971	0.08189	0.92959	0.96168	0.97484	0.99366	1.01148
YCG1	YDR325W	4	44	3.06565	1.53932	0.06986	0.95841	0.96551	0.90696	0.94620	0.97682
YDR326C	YDR326C	4	44	3.15478	1.58889	0.03852	0.98492	0.98633	0.94781	0.97117	0.98604
YDR327W	YDR327W	4	44	0.18505	0.02474	0.01733	0.99722	1.00191	0.99591	1.01325	1.00215
SKP1	YDR328C	2	22	1.44525	0.57236	0.07281	0.99363	0.96954	0.92082	0.96017	0.98526
PEX3	YDR329C	4	44	1.17257	0.46893	0.04294	0.97469	0.96960	0.94501	0.96322	0.98795
YDR330W	YDR330W	4	44	0.40520	0.09496	0.01822	0.99566	0.99455	0.98474	1.00296	0.98970
GPI8	YDR331W	4	44	6.59251	3.33763	0.05709	0.97378	0.98860	1.01980	1.03087	1.02891
YDR332W	YDR332W	4	44	5.70238	2.91590	0.07802	1.00345	0.98347	0.92543	0.96240	0.98647
YDR333C	YDR333C	2	22	1.34444	0.52388	0.04096	0.96868	0.94771	0.93186	0.92771	0.96225
SWR1	YDR334W	4	39	2.56668	1.23392	0.07436	0.97670	0.94741	0.90370	0.96447	0.97806
MSN5	YDR335W	3	33	2.60094	1.21925	0.06222	1.02453	0.96766	0.96231	1.01858	0.99635
YDR336W	YDR336W	4	44	1.02436	0.38900	0.03610	0.95714	0.94938	0.95068	0.98069	0.98548
MRPS28	YDR337W	2	22	9.01289	3.19030	0.08765	0.99416	0.97047	0.90651	0.91355	0.94109
YDR338C	YDR338C	4	44	1.22227	0.49614	0.03864	1.01847	1.00597	1.01336	1.03075	0.99211
YDR339C	YDR339C	4	44	0.20782	0.03042	0.01737	0.99445	0.99598	0.98930	1.00667	1.00362
YDR340W	YDR340W	2	22	0.54991	0.15364	0.02921	0.95920	0.97635	0.98841	0.97417	0.97330
YDR341C	YDR341C	2	22	1.68430	0.68661	0.08043	1.05606	1.04615	1.11196	1.10436	1.03152
YDR344C	YDR344C	2	22	2.38792	1.01188	0.04192	0.99397	0.97872	0.96816	0.97005	0.95206
hxt3	YDR345C	2	21	8.81566	3.04580	0.09030	1.03165	1.02923	1.10667	1.11953	1.04379
YDR346C	YDR346C	4	44	1.03317	0.39370	0.03499	1.00091	0.99278	1.01361	1.02274	0.98776
mrp1	YDR347W	4	44	24.02855	8.89690	0.10559	1.01408	0.95135	0.91253	0.91463	0.90849
YDR348C	YDR348C	2	22	0.38765	0.08929	0.02228	0.99781	0.98614	0.98739	0.99340	0.97553
YPS7	YDR349C	4	44	0.74896	0.24765	0.02907	0.98791	0.97524	0.96863	0.98291	0.95884
TCM10	YDR350C	4	40	1.41169	0.59646	0.04026	1.02686	1.01715	1.02902	1.04390	1.00363
SBE2	YDR351W	4	44	0.81412	0.28001	0.02834	0.99580	0.98553	0.98091	0.99804	0.96970
YDR352W	YDR352W	4	44	1.74144	0.78788	0.02973	0.98993	0.99460	1.01699	1.01966	0.99152
TRR1	YDR353W	4	43	1.88258	0.86615	0.03934	1.00627	0.99605	0.99612	1.02159	0.98226
trp4	YDR354W	2	22	1.03400	0.37473	0.03991	0.91231	0.92423	0.94881	0.94238	0.95223
YDR355C	YDR355C	2	22	5.74143	2.28150	0.10518	0.96000	0.94882	0.91195	0.85482	0.92789
NUF1	YDR356W	2	22	2.34941	0.99460	0.05313	1.00675	1.00723	1.01419	1.02253	0.96940
YDR357C	YDR357C	2	22	0.64765	0.19576	0.03431	1.02098	1.00438	1.01582	1.02962	0.99531
GGA1	YDR358W	3	33	0.49147	0.12961	0.03837	0.96898	0.97568	0.94335	0.98172	0.95569
VID21	YDR359C	4	44	0.73715	0.24187	0.03141	0.97760	0.98228	0.95086	0.97052	0.97862
YDR360W	YDR360W	4	40	0.19006	0.02605	0.02153	0.98494	0.98043	0.97371	0.98701	0.99524
BCP1	YDR361C	4	41	0.42323	0.10200	0.02606	0.98926	1.00225	0.98962	1.01532	1.00154
TFC6	YDR362C	4	44	2.89016	1.44119	0.05096	0.98535	0.97591	0.93438	0.96796	0.96364
ESC2	YDR363W	2	18	0.33157	0.07003	0.04583	1.02839	1.02117	1.01191	1.05775	1.01242
SEM1	YDR363W-A	4	40	8.80259	4.14244	0.10777	1.01143	1.02763	1.10109	1.11920	1.04897
cdc40	YDR364C	2	22	1.62051	0.65625	0.04843	1.02520	1.02137	1.06625	1.05797	1.01782
YDR365C	YDR365C	3	33	0.71689	0.23037	0.02488	0.97802	1.00290	0.98258	0.99680	0.97907
YDR367W	YDR367W	4	44	2.10796	0.99725	0.04109	0.93549	0.95373	0.92351	0.93571	0.96460
YPR1	YDR368W	4	44	0.84767	0.29697	0.02186	1.02267	1.02505	1.01303	1.02705	1.00519
xrs2	YDR369C	4	44	1.32590	0.55344	0.04346	1.01058	1.02029	1.02871	1.04222	0.99876
YDR370C	YDR370C	4	44	0.81136	0.27862	0.02598	0.97731	0.99413	0.96815	0.98357	0.97218
YDR371W	YDR371W	4	44	4.85186	2.49295	0.04699	1.02151	1.02319	1.02274	1.05973	1.01274
YDR372C	YDR372C	4	44	1.21488	0.49209	0.02403	1.00622	1.01583	0.99953	1.01952	0.99550
FRQ1	YDR373W	4	44	5.66901	2.89969	0.06556	0.95719	0.95953	0.89397	0.92153	0.95736
YDR374C	YDR374C	2	22	0.48525	0.12701	0.02723	1.00327	1.00669	1.01816	1.00594	0.99093
BCS1	YDR375C	1	11	3.81746	1.05981	0.10258	1.00740	0.99904	1.10162	1.06590	1.04286
ARH1	YDR376W	4	44	3.05144	1.53140	0.04387	0.99136	1.00338	1.03523	1.03152	0.99379
ATP17	YDR377W	4	44	7.43194	3.71686	0.05602	0.98671	0.96614	0.93070	0.94386	0.94545
LSM6	YDR378C	4	44	2.70773	1.33849	0.04399	1.01004	1.01281	1.01454	1.02986	0.98587
RGA2	YDR379W	2	22	5.75299	2.28518	0.05481	1.00912	0.99265	1.02990	1.04225	0.98744
YDR380W	YDR380W	4	44	6.88279	3.47073	0.09993	1.04383	1.04815	1.12126	1.14376	1.06836
YRA1	YDR381W	4	44	0.32127	0.06460	0.01656	0.97323	0.97703	0.96869	0.98525	0.97509
RPP2B	YDR382W	4	42	7.18129	3.54870	0.07212	0.93412	0.93574	0.98888	1.00624	0.97939
YDR383C	YDR383C	4	44	0.65085	0.20058	0.01833	0.99347	0.99472	0.97640	0.98612	0.98511
YDR384C	YDR384C	2	19	0.39406	0.09200	0.03986	1.01990	1.03532	1.05976	1.03775	1.03667
EFT2	YDR385W	2	22	0.25343	0.04428	0.02262	0.98533	0.98772	0.96761	0.99022	0.97968
MUS81	YDR386W	4	43	4.89173	2.49818	0.07394	1.03111	1.04425	1.06882	1.09031	1.01637
YDR387C	YDR387C	3	33	4.14968	1.98699	0.05904	1.01688	1.01627	1.04508	1.07531	1.02447
rvs167	YDR388W	3	33	0.23248	0.03741	0.02456	0.99772	1.00393	0.98626	1.01082	0.99819
sac7	YDR389W	4	43	0.76349	0.25463	0.02820	0.96740	0.95226	0.93920	0.96279	0.95416
UBA2	YDR390C	3	32	1.03906	0.38967	0.04420	1.01983	1.01709	1.01822	1.06129	1.02625
YDR391C	YDR391C	4	42	0.94785	0.34792	0.02593	0.99529	0.99678	0.99482	1.02062	0.99469
spt3	YDR392W	2	22	1.90742	0.79179	0.02781	0.98239	1.00070	0.99986	0.99980	0.97290
SHE9	YDR393W	4	44	0.73674	0.24167	0.02565	1.00205	0.99352	0.98927	1.00854	0.98289
RPT3	YDR394W	2	22	0.66223	0.20221	0.02332	0.97041	0.96901	0.94834	0.97165	0.96675
SXM1	YDR395W	4	44	1.46707	0.63242	0.01926	0.99042	0.98002	0.97536	0.97328	0.97116
YDR396W	YDR396W	4	44	0.58161	0.16880	0.02291	0.99485	1.00237	0.97946	0.99574	0.98140
NCB2	YDR397C	4	44	1.18557	0.47603	0.01454	0.98940	0.98389	0.97533	0.97988	0.97486
YDR398W	YDR398W	1	11	2.39512	0.73996	0.11660	1.01192	1.02407	1.10893	1.12852	1.06213
HPT1	YDR399W	4	44	1.65119	0.73653	0.03426	0.98656	1.00931	1.01822	1.02082	0.99450
URH1	YDR400W	2	22	0.82209	0.27483	0.02534	0.96936	0.97177	0.95117	0.95649	0.97651
YDR401W	YDR401W	2	22	4.76737	1.95623	0.08846	1.02711	1.03119	1.10331	1.11557	1.05402
DIT2	YDR402C	2	22	1.78788	0.73565	0.06561	0.96882	0.97465	1.03443	0.98474	0.97633
DIT1	YDR403W	3	33	0.25340	0.04343	0.02023	0.98956	0.98851	0.96933	0.98749	0.98828
rpb7	YDR404C	4	44	1.06508	0.41075	0.02442	0.94254	0.94146	0.91812	0.93045	0.93274
MRP20	YDR405W	4	43	33.93020	10.70617	0.15435	0.98170	0.93877	0.82735	0.83838	0.89008
PDR15	YDR406W	2	22	4.83201	1.97878	0.06494	0.98517	0.98071	0.92023	0.95993	0.96114
TRS120	YDR407C	4	44	1.21448	0.49187	0.01756	0.98855	0.98875	0.97161	0.98264	0.97120
ade8	YDR408C	2	22	3.19043	1.35703	0.06709	1.00897	1.02010	1.06030	1.07606	1.04199
YDR409W	YDR409W	2	22	0.34773	0.07494	0.01953	0.97718	0.98448	0.96495	0.96999	0.98252
ste14	YDR410C	2	22	1.91736	0.79644	0.06546	0.95274	0.94826	0.91748	0.91577	0.98123
YDR411C	YDR411C	2	22	3.55428	1.50419	0.08510	1.02804	1.05540	1.05511	1.08265	0.99755
YDR412W	YDR412W	2	22	1.79341	0.73826	0.03872	0.97854	0.99861	0.95989	0.97637	0.96651
YDR413C	YDR413C	4	44	2.99004	1.49712	0.03966	0.99992	0.99161	1.00526	1.01286	0.97321
ERD1	YDR414C	4	44	0.52120	0.14224	0.01422	0.97898	0.97663	0.96476	0.96787	0.97361
YDR415C	YDR415C	2	22	3.58920	1.51801	0.07949	0.98117	0.96330	0.90168	0.92717	0.95927
SYF1	YDR416W	4	44	3.03384	1.52158	0.05456	1.01892	1.02150	1.04428	1.05344	0.99888
YDR417C	YDR417C	2	22	54.54248	8.03282	0.10915	0.88710	0.91774	0.97881	0.99625	0.94973
RPL12B	YDR418W	2	22	4.28802	1.78433	0.09410	0.76456	0.75186	0.84596	0.83492	0.84525
RAD30	YDR419W	4	44	0.73503	0.24084	0.03173	0.99975	1.00794	0.97621	0.99739	0.98005
HKR1	YDR420W	4	44	0.55190	0.15559	0.01488	0.99191	0.98243	0.98233	0.99722	0.98271
YDR421W	YDR421W	3	33	0.05821	0.00292	0.01351	0.99159	0.99922	0.99362	1.00510	1.00067
SIP1	YDR422C	2	22	2.00140	0.83557	0.05536	0.99258	0.97223	0.93991	0.93722	0.96871
cad1	YDR423C	4	44	0.08340	0.00569	0.00672	0.99563	0.99414	0.99282	0.98891	0.99208
DYN2	YDR424C	3	33	8.51139	3.75138	0.06523	0.99091	0.98738	1.05261	1.04567	1.01700
YDR425W	YDR425W	4	44	0.10050	0.00808	0.01270	1.00262	0.99432	0.99754	0.99642	0.98992
YDR426C	YDR426C	4	44	2.27453	1.09241	0.03240	0.99080	0.98302	1.00835	1.00885	0.97645
RPN9	YDR427W	6	66	2.30671	1.15757	0.04784	1.01898	1.00600	1.03992	1.03192	0.99208
YDR428C	YDR428C	3	29	0.21278	0.03227	0.01890	1.00212	1.00840	1.01922	1.00554	1.00032
TIF35	YDR429C	4	44	1.17547	0.47051	0.03798	0.95316	0.94402	0.98200	0.97779	0.97679
YDR430C	YDR430C	4	44	1.02643	0.39010	0.02355	1.00881	1.00495	1.00864	0.99997	0.98526
YDR431W	YDR431W	4	44	0.33483	0.06924	0.01347	0.97361	0.98118	0.98082	0.97511	0.98708
NPL3	YDR432W	4	44	0.17451	0.02227	0.01816	0.99171	1.00303	0.98990	0.98487	0.98919
YDR433W	YDR433W	0	0								
YDR434W	YDR434W	4	44	3.60845	1.83821	0.05477	1.04219	1.03876	1.07560	1.07683	1.02207
PPM1	YDR435C	2	22	1.59598	0.64456	0.04760	0.97690	0.96546	0.92930	0.94608	0.95347
PPZ2	YDR436W	3	33	1.46228	0.61365	0.05308	1.04540	1.04304	1.07592	1.07831	1.02522
YDR437W	YDR437W	4	44	0.58795	0.17166	0.03222	0.96975	0.97064	0.96112	0.98525	0.99334
YDR438W	YDR438W	2	22	0.99636	0.35680	0.02972	0.99971	0.98993	0.96999	0.97533	0.98415
LRS4	YDR439W	2	22	0.39053	0.09035	0.02707	0.97712	0.97760	0.95054	0.96965	0.97424
DOT1	YDR440W	4	40	0.06271	0.00332	0.01273	1.00619	1.00051	1.00637	1.01324	1.00609
APT2	YDR441C	0	0								
YDR442W	YDR442W	2	22	1.53260	0.61425	0.04073	1.00644	0.98291	1.02363	1.01818	0.99559
ssn2	YDR443C	4	44	2.61140	1.28401	0.04721	0.97776	0.96233	0.93055	0.94028	0.97035
YDR444W	YDR444W	4	44	5.00447	2.57032	0.06199	0.99709	0.97880	1.02573	1.04079	0.98323
YDR445C	YDR445C	2	22	1.17755	0.44353	0.07708	1.06513	1.03486	1.10245	1.11194	1.05350
ECM11	YDR446W	4	41	0.95697	0.35226	0.02945	1.03570	1.03408	1.06096	1.06353	1.03468
RPS17B	YDR447C	1	11	0.28361	0.05697	0.02885	1.03383	1.01702	1.03715	1.04587	1.02190
ADA2	YDR448W	0	0								
YDR449C	YDR449C	2	22	1.97769	0.82456	0.05592	0.91272	0.92960	0.90040	0.92608	0.95632
RPS18A	YDR450W	3	29	3.02178	1.38865	0.06219	0.92677	0.90170	0.90921	0.92210	0.96389
YDR451C	YDR451C	3	33	1.83609	0.81409	0.03658	1.02011	1.01574	1.02239	1.04172	1.00514
PHM5	YDR452W	2	22	4.02930	1.68799	0.09827	1.04613	1.05011	1.13000	1.14440	1.07042
YDR453C	YDR453C	2	19	2.41237	0.97243	0.14472	1.03208	1.02450	1.10104	0.95632	1.04782
GUK1	YDR454C	4	44	1.00854	0.38060	0.02400	1.01905	1.00998	1.01105	1.02852	1.00452
YDR455C	YDR455C	3	33	0.66617	0.20661	0.02573	1.00529	1.00172	0.99684	1.02257	1.00149
NHX1	YDR456W	2	22	2.38617	1.01110	0.05917	0.96481	0.93368	0.90564	0.91384	0.96409
TOM1	YDR457W	4	44	0.82386	0.28491	0.02386	0.97818	0.97353	0.95681	0.97369	0.98068
YDR458C	YDR458C	2	21	1.42633	0.55822	0.05029	1.02395	1.02991	1.02954	1.07424	1.02759
YDR459C	YDR459C	4	44	1.60580	0.71078	0.04634	1.03908	1.02535	1.03843	1.06313	1.01679
TFB3	YDR460W	4	44	1.99428	0.93225	0.03270	1.01195	1.00047	0.97925	0.99381	0.98805
mfa1	YDR461W	2	22	3.46081	1.46692	0.06283	0.96274	0.95969	0.89991	0.92461	0.95521
MRPL28	YDR462W	2	22	1.73192	0.70919	0.08384	1.05529	1.05960	1.07998	1.10917	1.02533
STP1	YDR463W	4	42	0.80967	0.27735	0.03777	1.00431	0.99302	0.96654	0.99817	0.99107
spp41	YDR464W	2	22	1.46348	0.58112	0.06177	1.02157	1.03674	1.02999	1.07866	1.01688
RMT2	YDR465C	2	22	1.37274	0.53750	0.03056	0.99901	0.97897	1.00203	1.00952	0.98564
YDR466W	YDR466W	4	42	1.36630	0.57383	0.04279	1.02276	1.00812	1.02484	1.04428	1.00149
YDR467C	YDR467C	4	44	1.01973	0.38654	0.02236	0.97689	0.97106	0.96925	0.99162	0.98226
TLG1	YDR468C	2	22	2.63801	1.12252	0.06367	1.02544	1.02620	1.01550	1.05612	0.99245
YDR469W	YDR469W	4	44	2.10366	0.99479	0.05409	1.03690	1.02429	1.04983	1.05805	1.00396
UGO1	YDR470C	2	20	1.12725	0.41342	0.06262	1.00226	1.00880	1.00475	1.01664	0.95402
RPL27B	YDR471W	2	22	11.71883	3.79080	0.08606	0.99485	0.99927	1.05453	1.08091	1.00252
TRS31	YDR472W	2	18	3.91387	1.48780	0.09798	0.95409	0.93956	1.03754	0.99203	0.98261
prp3	YDR473C	3	33	4.87996	2.32105	0.08804	1.04331	1.03669	1.08364	1.11268	1.02465
YDR474C	YDR474C	2	22	4.78690	1.96306	0.06478	0.99084	1.01243	1.00659	1.05562	1.00665
YDR475C	YDR475C	4	44	0.24865	0.04166	0.02180	0.98694	0.98109	0.97363	0.99543	0.98441
YDR476C	YDR476C	2	22	0.52785	0.14443	0.02807	1.00553	0.97746	0.98256	0.98779	0.98713
snf1	YDR477W	4	44	0.74712	0.24675	0.04081	1.02199	1.01491	1.02142	1.04405	1.00323
SNM1	YDR478W	3	33	2.20537	1.01121	0.05332	1.02830	1.02344	1.05933	1.07366	1.02033
YDR479C	YDR479C	4	44	3.40760	1.72848	0.06560	1.03986	1.02275	1.05832	1.07646	1.01085
DIG2	YDR480W	4	44	1.38546	0.58664	0.02942	1.00884	0.99905	0.99818	1.01600	0.98658
pho8	YDR481C	4	40	1.32908	0.55106	0.03644	1.01344	1.00431	0.99462	1.02381	0.98737
YDR482C	YDR482C	4	44	0.83990	0.29303	0.02312	1.01322	1.00699	1.00569	1.02124	0.99812
kre2	YDR483W	2	22	2.18220	0.91882	0.08469	1.05012	1.06254	1.10870	1.12672	1.04203
sac2	YDR484W	3	28	1.30291	0.51898	0.02895	0.99984	0.97089	0.97803	0.98525	0.98774
YDR485C	YDR485C	0	0								
VPS60	YDR486C	3	33	0.90017	0.31990	0.04204	1.00715	1.00921	1.01826	1.03604	0.99400
rib3	YDR487C	2	22	2.31003	0.97686	0.07568	0.96692	0.95138	0.89125	0.90814	0.95328
PAC11	YDR488C	2	22	5.82617	2.30839	0.06736	1.03847	1.05027	1.07214	1.10583	1.03853
YDR489W	YDR489W	4	44	3.70862	1.89254	0.07595	1.05682	1.04920	1.09605	1.11128	1.03533
PKH1	YDR490C	4	40	3.51849	1.75335	0.05479	1.02193	1.02037	1.07516	1.06108	1.02827
YDR491C	YDR491C	4	44	0.50367	0.13476	0.03130	1.01159	1.00461	1.00612	1.02398	0.99268
YDR492W	YDR492W	0	0								
YDR493W	YDR493W	4	44	1.01795	0.38560	0.03674	1.02161	1.02043	1.02421	1.02928	0.99254
YDR494W	YDR494W	3	33	3.65054	1.74835	0.07853	1.03665	1.03926	1.07309	1.09847	1.01995
vps3	YDR495C	4	44	1.78232	0.81118	0.03563	1.02995	1.01965	1.02619	1.04562	1.00999
YDR496C	YDR496C	2	22	3.93988	1.65408	0.05395	0.99164	0.95885	0.93769	0.94492	0.96854
ITR1	YDR497C	4	44	0.31823	0.06357	0.02431	1.00635	1.00010	1.02352	1.02441	1.00470
SEC20	YDR498C	4	44	0.22811	0.03584	0.02136	1.01281	1.00754	1.02889	1.02822	1.01012
LCD1	YDR499W	2	22	3.78705	1.59540	0.03981	1.00825	0.98303	0.99426	0.96844	0.98299
RPL37B	YDR500C	6	62	3.29821	1.75263	0.07047	0.97541	0.96437	1.02409	1.03484	0.99896
PLM2	YDR501W	0	0								
sam2	YDR502C	4	44	1.45604	0.62621	0.03567	1.02156	1.01284	1.03566	1.02805	1.00000
LPP1	YDR503C	2	22	2.48765	1.05633	0.06919	1.04105	1.01474	1.07191	1.06740	1.00272
YDR504C	YDR504C	4	44	0.86620	0.30642	0.03741	1.01019	1.00274	1.03426	1.02741	0.99685
PSP1	YDR505C	2	22	2.68647	1.14364	0.07715	1.02236	1.03106	1.07371	1.07207	0.99656
YDR506C	YDR506C	3	33	1.57270	0.67278	0.03438	0.95975	0.93634	0.92538	0.93144	0.95180
GIN4	YDR507C	0	0								
GNP1	YDR508C	2	22	2.62695	1.11768	0.08059	1.00625	1.00779	1.05564	1.07049	0.98989
YDR509W	YDR509W	3	33	2.12123	0.96650	0.06472	1.04748	1.04862	1.08752	1.09116	1.02645
SMT3	YDR510W	4	44	1.13761	0.44990	0.04349	1.03704	1.02318	1.03779	1.04614	1.00265
YDR511W	YDR511W	4	43	1.50577	0.65289	0.04979	1.04269	1.04162	1.07446	1.07865	1.02886
YDR512C	YDR512C	7	77	1.44608	0.64029	0.03140	1.00885	0.99247	1.00162	1.01759	0.98620
TTR1	YDR513W	4	44	3.15732	1.59031	0.04166	0.99602	0.98138	0.96220	0.95901	0.95435
YDR514C	YDR514C	4	44	3.36331	1.70414	0.06482	1.05032	1.03422	1.06276	1.06147	0.99794
SLF1	YDR515W	4	43	0.97854	0.36435	0.03515	1.01559	1.01620	1.03895	1.03615	1.00380
YDR516C	YDR516C	2	22	4.72077	1.93988	0.12026	0.84712	0.86502	0.91054	0.95297	0.96738
GRH1	YDR517W	4	44	1.62731	0.72298	0.04511	1.01707	1.01680	1.02681	1.04032	0.99522
EUG1	YDR518W	0	0								
fkb2	YDR519W	4	44	5.39453	2.76512	0.07114	1.02942	1.03131	1.07263	1.07817	1.00703
YDR520C	YDR520C	4	44	1.68544	0.75600	0.03705	1.00972	1.00240	0.99410	0.99332	0.97267
YDR521W	YDR521W	4	44	1.21879	0.49423	0.03609	1.02966	1.02901	1.02138	1.02300	0.99356
SPS2	YDR522C	4	44	1.73433	0.78383	0.03853	1.01817	1.01019	1.00206	1.00297	0.97964
SPS1	YDR523C	4	44	3.49799	1.77799	0.05825	1.04195	1.04669	1.05935	1.06179	1.00354
AGE1	YDR524C	2	22	1.06133	0.38778	0.05828	1.04199	1.03586	1.05927	1.06485	1.00657
YDR525W	YDR525W	4	44	0.72204	0.23452	0.03634	1.01599	1.00588	0.99064	0.99493	0.97966
YDR525W-A	YDR525W-A	2	22	0.57343	0.16359	0.03202	0.98876	0.98080	0.97062	0.97424	0.95674
YDR526C	YDR526C	4	44	0.82217	0.28406	0.03090	0.99526	1.00927	0.99591	1.02079	0.98989
YDR527W	YDR527W	4	44	0.43830	0.10789	0.02338	1.00491	1.00242	0.99754	0.99700	0.98153
HLR1	YDR528W	3	33	0.14347	0.01583	0.02080	1.03305	1.02622	1.02799	1.03209	1.01225
QCR7	YDR529C	4	44	3.56659	1.81543	0.07674	1.05128	1.05380	1.09162	1.09971	1.02298
APA2	YDR530C	2	22	1.01042	0.36348	0.06451	1.06232	1.08037	1.10799	1.10806	1.04356
YDR531W	YDR531W	3	32	2.79073	1.30838	0.03849	0.98565	0.98497	0.94717	0.98504	0.97611
YDR532C	YDR532C	2	22	2.24397	0.94695	0.05658	1.02357	1.01711	1.01877	1.01769	0.96699
YDR533C	YDR533C	4	44	1.56428	0.68726	0.04754	1.03215	1.03499	1.05397	1.06145	1.01392
YDR534C	YDR534C	4	44	0.48852	0.12838	0.03478	1.04104	1.03661	1.04059	1.04936	1.01458
YDR535C	YDR535C	3	31	0.81155	0.27516	0.03373	0.98359	1.00809	0.98602	1.01732	0.99628
STL1	YDR536W	4	40	0.63050	0.19082	0.03133	1.01203	0.99906	0.99269	1.01386	0.98253
YDR537C	YDR537C	4	44	3.06451	1.53869	0.06752	1.02565	1.01759	1.06163	1.06523	0.99771
PAD1	YDR538W	4	44	1.67207	0.74840	0.05817	1.01566	1.02137	1.04108	1.05081	0.99264
YDR539W	YDR539W	4	44	1.57357	0.69252	0.04567	1.01539	1.02320	1.04163	1.04737	1.00170
YDR540C	YDR540C	2	22	2.05571	0.86072	0.07802	1.00710	1.02007	1.05866	1.06535	0.98733
YDR541C	YDR541C	4	44	2.20995	1.05554	0.06536	1.02545	1.02372	1.02386	1.05051	0.98515
YEL001C	YEL001C	4	44	3.02593	1.51717	0.04448	1.02718	1.02582	1.05351	1.00903	1.04111
WBP1	YEL002C	4	44	4.13958	2.12316	0.07679	1.02114	1.04275	1.09792	1.08576	1.05681
GIM4	YEL003W	4	44	1.87747	0.86549	0.08491	0.94851	0.92697	0.97443	0.88952	0.95593
YEA4	YEL004W	4	44	1.05536	0.40555	0.01638	1.00721	1.00530	1.00648	0.99085	1.00723
VAB2	YEL005C	4	44	6.75824	3.41388	0.12847	0.96245	0.92958	1.05805	0.96195	0.97740
YEL006W	YEL006W	2	22	0.29686	0.05777	0.02276	1.02500	1.01951	1.04227	1.02019	1.03378
TOS9	YEL007W	2	22	1.27082	0.48843	0.03265	1.01158	1.01675	1.03217	1.00070	0.99952
YEL008W	YEL008W	4	44	0.87660	0.31174	0.02494	0.99830	0.99848	1.00260	0.97804	1.00298
GCN4	YEL009C	4	44	1.48751	0.64392	0.10105	0.87215	0.84533	0.94638	0.89311	0.88254
YEL010W	YEL010W	4	44	0.51964	0.14157	0.05304	0.91887	0.91343	0.96646	0.92396	0.93458
glc3	YEL011W	4	44	1.31662	0.54828	0.03988	0.94897	0.95054	0.94980	0.91688	0.95676
UBC8	YEL012W	4	44	1.95893	0.91204	0.03609	0.95991	0.97517	0.98413	0.96562	0.99600
VAC8	YEL013W	4	44	1.69980	0.76417	0.05214	0.99184	0.98890	0.97345	0.95704	1.00919
YEL014C	YEL014C	4	44	2.11995	1.00411	0.04454	1.03779	1.04591	1.07703	1.06154	1.03249
YEL015W	YEL015W	4	44	0.90552	0.32664	0.05258	1.01858	1.03312	1.07116	1.05897	1.03687
YEL016C	YEL016C	3	33	0.24227	0.04019	0.03602	1.02539	1.03617	1.06140	1.03931	1.03980
PMP2	YEL017C-A	2	22	1.61272	0.65254	0.04045	1.01082	1.03049	1.04969	1.05127	1.03832
YEL017W	YEL017W	2	22	0.94822	0.33396	0.06794	1.04704	1.05773	1.06668	1.03813	0.99874
YEL018W	YEL018W	4	44	1.47563	0.63723	0.03849	1.03103	1.04308	1.06952	1.05923	1.04570
MMS21	YEL019C	4	44	3.10590	1.56173	0.05937	1.03193	1.04147	1.09130	1.07257	1.03282
YEL020C	YEL020C	3	33	1.71493	0.74909	0.03135	0.99310	1.00161	1.02445	1.01122	1.01663
YEL023C	YEL023C	4	44	1.81840	0.83176	0.10059	0.99829	0.97247	1.07306	1.02380	0.99517
RIP1	YEL024W	4	44	6.24888	3.17729	0.05543	0.99963	0.98764	0.94607	0.94420	0.95251
SRI1	YEL025C	4	44	1.29150	0.53435	0.04329	1.05353	1.06490	1.09681	1.08712	1.05352
SNU13	YEL026W	4	44	0.46794	0.11987	0.02440	1.02061	1.02769	1.03782	1.02123	1.01342
cup5	YEL027W	4	44	1.74605	0.79051	0.03281	0.99968	1.01695	1.03249	1.01596	1.00869
YEL028W	YEL028W	4	44	0.32294	0.06516	0.02817	0.95955	0.95803	0.93926	0.94475	0.96742
BUD16	YEL029C	4	44	2.13353	1.01187	0.03029	0.99771	0.99950	1.00183	0.97801	1.00830
ECM10	YEL030W	2	22	3.93427	1.65195	0.12030	1.05852	1.08576	1.15984	1.17883	1.10666
SPF1	YEL031W	4	44	0.91681	0.33248	0.03594	1.05718	1.06798	1.08632	1.08271	1.05038
mcm3	YEL032W	4	44	0.27762	0.05039	0.02498	1.04371	1.05054	1.06869	1.06345	1.04656
YEL033W	YEL033W	4	44	0.29696	0.05653	0.02651	0.99053	1.00709	1.01006	1.00720	1.01704
HYP2	YEL034W	4	44	2.23649	1.07070	0.04869	0.97295	0.97890	0.96755	0.96051	1.00921
UTR5	YEL035C	4	44	3.52750	1.79411	0.08318	0.98769	1.00952	1.07086	1.04569	1.02258
anp1	YEL036C	4	44	0.33029	0.06767	0.01633	1.01172	1.01533	1.02062	1.00496	1.00429
rad23	YEL037C	4	44	1.81010	0.82702	0.03192	0.98435	0.99936	0.97947	0.96744	0.99918
UTR4	YEL038W	2	22	4.10865	1.71781	0.04976	0.97395	0.97380	0.94099	0.92603	0.97579
cyc7	YEL039C	2	22	0.70565	0.22159	0.03453	0.99350	0.99955	0.99820	0.99331	1.02784
UTR2	YEL040W	4	44	0.19937	0.02826	0.01335	0.99856	1.00998	1.00168	0.99662	1.00751
YEL041W	YEL041W	0	0								
GDA1	YEL042W	2	22	2.93684	1.25106	0.08433	1.05948	1.06525	1.14381	1.13660	1.07208
