"I.mle"	"I.0"	"G.mle"	"G.0"	"lh.max"
0.00366803297623522	0.00280002517269864	0.125874186363756	0.147221270600884	-366.965340918553
0.00491022885674096	0.00386632193444171	0.112876991338536	0.134377370641114	-372.812733232418
0.00259460288616653	0.00218033855980381	0.132180218948437	0.146866909942707	-366.254212332476
0.00508439472416765	0.00513575224663399	0.110487126606782	0.116917594292891	-377.422299702455
0.00514799274720356	0.00485659693132411	0.109872713724215	0.120079468551055	-376.864622884844
0.00526262613246993	0.00598025696871583	0.100780579990003	0.100279184069655	-386.282824122192
0.00335101414884738	0.00232709315892179	0.134592158929994	0.160228760630945	-360.761143386021
0.00478550293392974	0.00509096056801036	0.109573405559346	0.112382980060867	-379.834914537974
0.00518219811464108	0.00370157008188648	0.116900873282506	0.141698028221219	-370.263478804189
0.00306219201516369	0.00185587394858406	0.128273377313324	0.158362194213980	-368.060488390582
0.00398747761275478	0.00274998456052054	0.128428610021121	0.155671042449843	-363.332332002597
0.00478318906429119	0.00423291067636388	0.117712310263721	0.133008260184996	-370.78967144321
0.00430052781140500	0.00325797561470075	0.112886630741003	0.134388846120242	-376.425386198843
0.00509600509762879	0.00389008022719755	0.107141742745976	0.129868779086032	-378.533432581492
0.00406429260872468	0.00362883268636132	0.119115074230257	0.132350082478063	-371.931542836987
0.00354845380255129	0.00385701500277314	0.125326312559036	0.126592234908117	-370.318603697406
0.00331983893736269	0.00221322595824179	0.132036115780315	0.160043776703413	-361.946662327320
0.00402323003238315	0.00307116796365126	0.118362443534899	0.140907670874880	-372.660711781425
0.00399323192085805	0.00464329293123029	0.127546781240562	0.126912220139863	-366.677625383492
0.00337327015857268	0.00278782657733279	0.124719836415093	0.140926368830614	-368.188116161581
0.00531271488388583	0.00603717600441572	0.112199501183349	0.111641294709800	-374.796276926681
0.00449275293249585	0.00383995977136397	0.121907241195086	0.135452490216762	-369.258920682323
0.00461066884067245	0.00390734647514614	0.107965611042217	0.124098403496801	-378.833643765285
0.00343424354164582	0.00336690543298609	0.121028953802385	0.128072966986651	-372.713411206119
0.00418030072123613	0.00248827423883103	0.116355533293083	0.149173760632158	-372.566901995144
0.00347608742766925	0.00324867983894322	0.128200204136156	0.137849681866834	-366.520109207154
0.00311253207401768	0.00293635101322422	0.126796477010550	0.138575384710984	-367.9528653763
0.00497201795539941	0.00436141925912229	0.109744799790642	0.124005423492251	-376.930230388899
0.00415751838614307	0.00335283740817990	0.115715395234499	0.133006201418964	-374.922330858273
0.00596344288519946	0.00523109025017496	0.108468868586154	0.122563693317688	-375.949420196982
0.00359294099298911	0.00278522557596055	0.120385650986708	0.140801930978605	-370.925120436153
0.00417991860390443	0.00469653775719599	0.114152277801857	0.113584356021748	-377.667272591539
0.00513325917089976	0.00438740100076903	0.106826239344622	0.122788780855888	-379.928687017583
0.00378145611168497	0.00450173346629163	0.120678537585274	0.118312291750269	-372.554425121738
0.00463881992317999	0.00365261411274015	0.118915589548420	0.139082560875346	-369.731569301636
0.00246421743252943	0.00226074993810040	0.134850148015673	0.145000159156637	-363.598223375449
0.00306418581638804	0.00281117964806242	0.133143820687731	0.145512372336318	-363.103035392399
0.00443131013195411	0.00340870010150316	0.120250699381583	0.140644092843956	-369.635694433742
0.00349124064239883	0.00234311452509988	0.124397313223502	0.153576929905559	-367.039612964691
0.00356488223813466	0.00387487199797246	0.119542215930595	0.120749713061207	-373.728766649994
0.00412810413889707	0.00362114398148866	0.117847595088367	0.130941772320408	-372.088910089803
0.00289163212184383	0.00375536639200497	0.141296652085009	0.132672912755877	-360.392628793631
0.00283500605082114	0.00257727822801922	0.126641966582463	0.138406520855151	-368.987788554482
0.00384458932521771	0.00343266904037296	0.112995225826277	0.125550250918086	-378.438104685008
0.00506178163853752	0.00351512613787328	0.112256437808811	0.141203066426178	-372.559392653544
0.00487937956491141	0.00435658889724233	0.110609579509919	0.127137447712551	-376.217386047924
0.00332234055632038	0.00302030959665490	0.116157081273685	0.126947629807306	-377.716531758018
0.0035811138129493	0.00235599592957191	0.126879012336461	0.156640755970939	-365.843105944686
0.00415394347397829	0.00271499573462633	0.114633325932860	0.144192862808629	-374.866481428875
0.00514908933723047	0.00443887011830213	0.109840496942355	0.124113555867067	-377.301048939817
0.00421432450594877	0.00305385833764404	0.122471140776863	0.145798977115313	-367.623247342106
0.00375509922720642	0.00323715450621243	0.121042155480923	0.136770797153586	-371.059246134658
0.00431564636437691	0.00479516262708546	0.111842718944766	0.112972443378551	-378.851145422496
0.00466580200611993	0.00440170000577352	0.111658238492	0.122030861739891	-376.371945660901
0.00386148602172857	0.00311410163042627	0.128072291363217	0.147209530302548	-364.853894403315
0.00363497908670664	0.00333484319881344	0.121797387391000	0.135330430434445	-370.449942065362
0.00494191995175778	0.00299510300106532	0.118463597628083	0.151876407215491	-369.466355658678
0.00311060161304709	0.00222185829503364	0.126388647938444	0.150462676117195	-367.562726683675
0.00394707947013495	0.00305975152723639	0.11490039398879	0.134386425717883	-374.773958379522
0.00502169641338819	0.00408268001088471	0.108212159544391	0.126563929291685	-377.834338014440
0.00694468874748884	0.00763152609614158	0.097596176165842	0.100098642221376	-384.128093994390
0.00461597675386885	0.00401389282945118	0.115717888153272	0.128575431281413	-373.838301057972
0.00538080303001718	0.0048042884196582	0.106804482065576	0.120683030582572	-378.740833444754
0.00458028467601325	0.00458028467601325	0.106462878722310	0.114476213679904	-381.3975650947
0.00570273119557138	0.00365559692023807	0.110278368996161	0.141382524354052	-374.341237310000
0.0058564081169636	0.00480033452210132	0.109204086617437	0.127724077915131	-374.750372101462
0.00417303211427951	0.00372592153060671	0.113181612218939	0.125757346909932	-376.821483895139
0.00344046365222682	0.00215028978264176	0.131951935318594	0.162903623850116	-361.909757854504
0.00332453865915764	0.00310704547584826	0.120802693115899	0.132024801219562	-372.126190027065
0.00471444691393051	0.00432518065498212	0.112107805275387	0.124564228083764	-374.571799192334
0.00368324571956227	0.00320282236483675	0.123348398501842	0.139376721471008	-369.058140679991
0.00452369107942761	0.00282730692464226	0.114863397461534	0.147260765976325	-373.396331479155
0.00266556280476721	0.00317328905329430	0.125206105424386	0.122751083749398	-372.260767525746
0.00443135518216996	0.00346199623607028	0.116628834637127	0.136407993727634	-373.024480158772
0.00519368414910765	0.0056453088577257	0.107794820713383	0.110558790475265	-378.447758718034
0.00465654821421522	0.00456524334726982	0.118553782851023	0.125453738466691	-371.588302826116
0.00512272107468747	0.00528115574710048	0.107425706281343	0.113677996064913	-378.368493873759
0.00366664423275509	0.00284235987035278	0.120962973901017	0.14147716245733	-371.252321372631
0.00542726247544714	0.00631077032028737	0.109208324328233	0.107066984635523	-378.348160583576
0.00342693959651567	0.00323296188350534	0.124526717578954	0.136094773310332	-368.715935178316
0.00500043287257745	0.00396859751791861	0.113003098901532	0.132167367136294	-374.743645948777
0.00357752875144601	0.00277327810189613	0.120399406688681	0.140818019518925	-370.722509229994
0.00433630172193744	0.00433630172193744	0.109654766057868	0.117908350599858	-379.389130422362
0.00308970102145918	0.00216063008493649	0.126012973738379	0.150015444926641	-368.716405179816
0.00349148172539242	0.00415652586356241	0.121717556361489	0.119330937609303	-372.631394779511
0.00447206197258042	0.00480866878772088	0.118255771430628	0.119450274172352	-373.710678526153
0.00430852506063607	0.00410335720060578	0.111595028744747	0.119994654564244	-378.431293524033
0.00543626333461859	0.0048538065487666	0.111987800309443	0.126539887355303	-373.679580311994
0.00569813724605287	0.00428431371883674	0.104999156444290	0.129628588202827	-379.480783945257
0.00651917543308455	0.00592652312098596	0.101979327561573	0.117217617886865	-379.813073838838
0.00404523712827126	0.00454521025648456	0.117569955090502	0.118757530394446	-373.943101815154
0.00298464262906542	0.00240696986214953	0.130874479786210	0.147880768120012	-366.046918688586
0.00640651281377065	0.00744943350438448	0.100732454915183	0.0987573087403757	-382.778203012396
0.00525841009581487	0.00577847263276359	0.110054948692934	0.112876870454292	-376.875203526764
0.00592409144820256	0.00528936736446657	0.101499410142278	0.116665988669285	-382.207219079686
0.00317643090550904	0.00296862701449443	0.134457109872972	0.144577537497819	-361.742096130499
0.00349011701120613	0.00311617590286261	0.125662635458341	0.139625150509268	-367.365088234457
0.00520845080180052	0.00452908765373958	0.111614407808585	0.128292422768488	-374.198031826427
0.00318368898285875	0.00309096017753277	0.129399484730749	0.136930671672751	-366.510496486705
0.00438374679179031	0.00492555819302282	0.119843093649946	0.121053629949440	-370.256752087375
