"files","samplesize","R","t0","n","G","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BestModel"
"4741.csv",60,0.00406579675185773,58.5110761813816,7.89809912380373,0.117893902727407,28.55,11.0995877156599,0.388777152912779,0.085265391364958,0.00522996507233135,-229.1,462,2.77529073376824,31.895430426827,-230.4,465,"Gomp"
"4742.csv",90,0.00382567829016631,2.66445475701753,2.40239075370634,0.52633310812007,20.8,9.60711346937691,0.461880455258505,0.0622375025739129,0.0174279850073442,-338,680,2.30504511851431,23.5572708040582,-324.8,654,"Weib"
"4743.csv",89,0.00326152382415773,63.3258295313353,8.17767675729861,0.113345167531472,32.3932584269663,10.2487449093315,0.316385118602324,0.0787478800294743,0.0044567887660293,-343.8,692,3.36381072475064,36.0208353803617,-333.3,671,"Weib"
"sir2.csv",117,0.00596358860684153,24.0494667514757,8.39586858734027,0.307527342030835,13.2393162393162,4.3582058406104,0.329186625791747,0.202341657421196,0.00966996504063695,-346.3,697,3.30508678202555,14.7454622195886,-337.8,680,"Weib"
"sir2SIR2OE.csv",69,0.0154906787883754,50.081941913194,7.53720459829417,0.130530174121941,15.7101449275362,7.47958289430666,0.476098911168966,0.0995762781474574,0.0183138473276789,-237.1,478,2.28075286087679,17.8155946813932,-232.2,468,"Weib"
