45	1
48	2
29	3
19	4
21	5
26	6
34	7
38	8
25	9
45	10
49	11
78	12
17	13
35	14
14	15
31	16
25	17
32	18
40	19
34	20
35	21
45	22
36	23
19	24
42	25
45	26
18	27
25	28
54	29
33	30
56	31
36	32
25	33
36	34
42	35
17	36
32	37
47	38
31	39
42	40
40	41
42	42
36	43
25	44
17	45
21	46
50	47
31	48
78	49
65	50
26	51
34	52
14	53
25	54
30	55
47	56
35	57
33	58
38	59
36	60
26	61
49	62
45	63
48	64
27	65
16	66
17	67
30	68
17	69
49	70
33	71
26	72
34	73
61	74
42	75
20	76
19	77
51	78
28	79
32	80
56	81
59	82
36	83
13	84
48	85
38	86
19	87
27	88
39	89
53	90
40	91
35	92
48	93
78	94
35	95
47	96
35	97
43	98
42	99
20	100
42	101
26	102
26	103
48	104
32	105
42	106
31	107
18	108
30	109
35	110
50	111
65	112
45	113
35	114
42	115
30	116
28	117
26	118
56	119
24	120
32	121
64	122
48	123
15	124
48	125
24	126
31	127
46	128
27	129
30	130
31	131
31	132
35	133
47	134
23	135
40	136
20	137
34	138
32	139
14	140
31	141
57	142
26	143
17	144
20	145
21	146
26	147
31	148
28	149
18	150
55	151
42	152
25	153
32	154
48	155
27	156
56	157
49	158
63	159
32	160
49	161
61	162
40	163
13	164
42	165
32	166
