Confirmed Load of Data File: M5.boot.dat
-------------------
MLE of Gompertz Parameters
Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line1          0.00010        0.10000        0.00441        0.06612        0.00301        0.05718        0.00646        0.07646        -666.82791     0              
Line2          0.00010        0.10000        0.00523        0.06234        0.00364        0.05363        0.00753        0.07247        -670.56269     0              
Line3          0.00010        0.10000        0.00387        0.06584        0.00260        0.05688        0.00574        0.07623        -672.04802     0              
Line4          0.00010        0.10000        0.00473        0.06168        0.00330        0.05348        0.00679        0.07115        -672.35793     0              
Line5          0.00010        0.10000        0.00450        0.06436        0.00315        0.05610        0.00644        0.07385        -667.24493     0              
Line6          0.00010        0.10000        0.00367        0.06364        0.00249        0.05531        0.00540        0.07322        -675.49428     0              
Line7          0.00010        0.10000        0.00486        0.06125        0.00339        0.05298        0.00697        0.07081        -673.18418     0              
Line8          0.00010        0.10000        0.00447        0.06474        0.00311        0.05637        0.00643        0.07434        -666.63757     0              
Line9          0.00010        0.10000        0.00394        0.06551        0.00270        0.05702        0.00575        0.07527        -668.90015     0              
Line10         0.00010        0.10000        0.00317        0.07672        0.00208        0.06659        0.00485        0.08838        -653.90225     0              
Line11         0.00010        0.10000        0.00312        0.07751        0.00203        0.06719        0.00480        0.08942        -653.59461     0              
Line12         0.00010        0.10000        0.00333        0.06954        0.00225        0.06083        0.00492        0.07948        -663.83625     0              
Line13         0.00010        0.10000        0.00415        0.06527        0.00285        0.05678        0.00605        0.07504        -667.58059     0              
Line14         0.00010        0.10000        0.00361        0.07074        0.00244        0.06169        0.00533        0.08113        -659.82058     0              
Line15         0.00010        0.10000        0.00394        0.06851        0.00268        0.05953        0.00579        0.07884        -663.28449     0              
Line16         0.00010        0.10000        0.00439        0.06951        0.00302        0.06050        0.00636        0.07986        -658.08254     0              
Line17         0.00010        0.10000        0.00331        0.07506        0.00216        0.06493        0.00506        0.08677        -657.30445     0              
Line18         0.00010        0.10000        0.00495        0.06321        0.00343        0.05449        0.00715        0.07334        -670.01565     0              
Line19         0.00010        0.10000        0.00332        0.07472        0.00216        0.06452        0.00509        0.08654        -658.82960     0              
Line20         0.00010        0.10000        0.00418        0.06799        0.00287        0.05919        0.00608        0.07811        -661.82961     0              
