Confirmed Load of Data File: M5.boot.dat
-------------------
MLE of Gompertz Parameters
Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line21         0.00010        0.10000        0.00361        0.06798        0.00247        0.05943        0.00530        0.07777        -664.63641     0              
Line22         0.00010        0.10000        0.00363        0.07175        0.00240        0.06194        0.00549        0.08313        -662.18010     0              
Line23         0.00010        0.10000        0.00349        0.07180        0.00231        0.06212        0.00528        0.08299        -661.73593     0              
Line24         0.00010        0.10000        0.00362        0.07101        0.00245        0.06194        0.00535        0.08141        -659.64398     0              
Line25         0.00010        0.10000        0.00512        0.06485        0.00357        0.05612        0.00735        0.07494        -663.82413     0              
Line26         0.00010        0.10000        0.00430        0.06402        0.00297        0.05560        0.00623        0.07372        -669.97953     0              
Line27         0.00010        0.10000        0.00385        0.07422        0.00257        0.06430        0.00577        0.08568        -654.01932     0              
Line28         0.00010        0.10000        0.00393        0.07004        0.00268        0.06109        0.00576        0.08030        -659.02184     0              
Line29         0.00010        0.10000        0.00356        0.07148        0.00236        0.06188        0.00537        0.08257        -661.34295     0              
Line30         0.00010        0.10000        0.00386        0.06994        0.00257        0.06032        0.00580        0.08111        -663.55458     0              
Line31         0.00010        0.10000        0.00268        0.08158        0.00174        0.07135        0.00412        0.09328        -645.42586     0              
Line32         0.00010        0.10000        0.00467        0.06486        0.00328        0.05664        0.00665        0.07427        -663.74033     0              
Line33         0.00010        0.10000        0.00512        0.05976        0.00358        0.05153        0.00733        0.06931        -675.71213     0              
Line34         0.00010        0.10000        0.00446        0.06398        0.00306        0.05521        0.00652        0.07414        -671.48524     0              
Line35         0.00010        0.10000        0.00444        0.06220        0.00306        0.05384        0.00643        0.07185        -674.02597     0              
Line36         0.00010        0.10000        0.00360        0.07155        0.00244        0.06250        0.00531        0.08191        -658.19516     0              
Line37         0.00010        0.10000        0.00545        0.05731        0.00382        0.04928        0.00779        0.06664        -678.90567     0              
Line38         0.00010        0.10000        0.00387        0.07087        0.00258        0.06114        0.00581        0.08216        -662.10057     0              
Line39         0.00010        0.10000        0.00446        0.06376        0.00307        0.05534        0.00646        0.07346        -669.44669     0              
Line40         0.00010        0.10000        0.00604        0.05647        0.00431        0.04866        0.00847        0.06553        -676.73793     0              
Line41         0.00010        0.10000        0.00440        0.06693        0.00302        0.05799        0.00641        0.07724        -664.38415     0              
Line42         0.00010        0.10000        0.00549        0.05294        0.00387        0.04537        0.00778        0.06177        -689.80069     0              
Line43         0.00010        0.10000        0.00368        0.07492        0.00245        0.06503        0.00555        0.08630        -652.98492     0              
Line44         0.00010        0.10000        0.00357        0.06907        0.00240        0.06004        0.00530        0.07945        -665.27011     0              
Line45         0.00010        0.10000        0.00409        0.06607        0.00283        0.05769        0.00591        0.07568        -665.51059     0              
Line46         0.00010        0.10000        0.00330        0.07677        0.00217        0.06661        0.00503        0.08848        -652.97585     0              
Line47         0.00010        0.10000        0.00327        0.07427        0.00212        0.06399        0.00505        0.08620        -661.27316     0              
Line48         0.00010        0.10000        0.00396        0.06858        0.00271        0.05971        0.00581        0.07876        -662.01313     0              
Line49         0.00010        0.10000        0.00592        0.06163        0.00417        0.05298        0.00842        0.07171        -667.32549     0              
Line50         0.00010        0.10000        0.00298        0.07554        0.00194        0.06554        0.00458        0.08706        -657.75276     0              
Line51         0.00010        0.10000        0.00550        0.06483        0.00384        0.05596        0.00786        0.07512        -662.18725     0              
Line52         0.00010        0.10000        0.00322        0.07160        0.00214        0.06232        0.00485        0.08227        -662.77911     0              
Line53         0.00010        0.10000        0.00471        0.06240        0.00327        0.05402        0.00679        0.07207        -671.80066     0              
Line54         0.00010        0.10000        0.00332        0.07160        0.00218        0.06190        0.00505        0.08281        -664.13062     0              
Line55         0.00010        0.10000        0.00306        0.07883        0.00199        0.06845        0.00471        0.09078        -650.64180     0              
Line56         0.00010        0.10000        0.00448        0.06225        0.00311        0.05398        0.00647        0.07178        -673.17325     0              
Line57         0.00010        0.10000        0.00492        0.06008        0.00345        0.05208        0.00700        0.06931        -674.44291     0              
Line58         0.00010        0.10000        0.00327        0.07680        0.00214        0.06661        0.00499        0.08854        -653.82160     0              
Line59         0.00010        0.10000        0.00374        0.06802        0.00253        0.05915        0.00552        0.07822        -665.21823     0              
Line60         0.00010        0.10000        0.00394        0.06498        0.00270        0.05652        0.00575        0.07470        -670.03246     0              
Line61         0.00010        0.10000        0.00409        0.07097        0.00282        0.06206        0.00594        0.08115        -655.03020     0              
Line62         0.00010        0.10000        0.00444        0.06375        0.00306        0.05528        0.00645        0.07352        -670.29820     0              
Line63         0.00010        0.10000        0.00525        0.06155        0.00372        0.05341        0.00742        0.07094        -669.32705     0              
Line64         0.00010        0.10000        0.00466        0.05940        0.00320        0.05101        0.00678        0.06918        -681.51667     0              
Line65         0.00010        0.10000        0.00416        0.07064        0.00276        0.06074        0.00627        0.08216        -661.13982     0              
Line66         0.00010        0.10000        0.00215        0.08795        0.00134        0.07664        0.00346        0.10093        -642.05434     0              
Line67         0.00010        0.10000        0.00481        0.06001        0.00332        0.05166        0.00695        0.06970        -678.09344     0              
Line68         0.00010        0.10000        0.00404        0.06951        0.00269        0.05974        0.00607        0.08089        -664.57259     0              
Line69         0.00010        0.10000        0.00393        0.07206        0.00269        0.06304        0.00573        0.08237        -653.90262     0              
Line70         0.00010        0.10000        0.00398        0.06651        0.00270        0.05764        0.00586        0.07674        -668.86406     0              
Line71         0.00010        0.10000        0.00385        0.06680        0.00263        0.05814        0.00565        0.07675        -667.66904     0              
Line72         0.00010        0.10000        0.00452        0.06449        0.00310        0.05565        0.00660        0.07472        -670.06590     0              
Line73         0.00010        0.10000        0.00256        0.08225        0.00163        0.07154        0.00402        0.09455        -648.85160     0              
Line74         0.00010        0.10000        0.00420        0.06445        0.00289        0.05598        0.00610        0.07419        -669.89859     0              
Line75         0.00010        0.10000        0.00457        0.06446        0.00319        0.05621        0.00654        0.07392        -665.32261     0              
Line76         0.00010        0.10000        0.00391        0.07143        0.00261        0.06172        0.00585        0.08267        -660.05324     0              
Line77         0.00010        0.10000        0.00415        0.06628        0.00284        0.05757        0.00606        0.07630        -666.50670     0              
Line78         0.00010        0.10000        0.00306        0.07143        0.00202        0.06223        0.00464        0.08200        -663.37329     0              
Line79         0.00010        0.10000        0.00264        0.07684        0.00169        0.06677        0.00411        0.08843        -658.31592     0              
Line80         0.00010        0.10000        0.00548        0.05741        0.00386        0.04947        0.00777        0.06663        -678.90702     0              
Line81         0.00010        0.10000        0.00250        0.08206        0.00159        0.07152        0.00391        0.09415        -647.83890     0              
Line82         0.00010        0.10000        0.00425        0.06618        0.00291        0.05737        0.00621        0.07635        -666.34388     0              
Line83         0.00010        0.10000        0.00307        0.07752        0.00200        0.06738        0.00471        0.08919        -651.96817     0              
Line84         0.00010        0.10000        0.00408        0.06930        0.00274        0.05972        0.00609        0.08042        -663.81008     0              
Line85         0.00010        0.10000        0.00328        0.07663        0.00217        0.06671        0.00496        0.08802        -651.34724     0              
Line86         0.00010        0.10000        0.00633        0.05923        0.00446        0.05064        0.00898        0.06928        -671.41721     0              
Line87         0.00010        0.10000        0.00431        0.06605        0.00291        0.05664        0.00639        0.07702        -668.22422     0              
Line88         0.00010        0.10000        0.00335        0.07002        0.00223        0.06085        0.00503        0.08057        -664.68812     0              
Line89         0.00010        0.10000        0.00374        0.06799        0.00251        0.05890        0.00555        0.07847        -666.92816     0              
Line90         0.00010        0.10000        0.00341        0.06667        0.00230        0.05809        0.00505        0.07651        -669.93625     0              
Line91         0.00010        0.10000        0.00369        0.06919        0.00250        0.06027        0.00545        0.07943        -663.38896     0              
Line92         0.00010        0.10000        0.00330        0.06913        0.00223        0.06045        0.00489        0.07906        -664.77223     0              
Line93         0.00010        0.10000        0.00482        0.06301        0.00338        0.05484        0.00687        0.07240        -668.07532     0              
Line94         0.00010        0.10000        0.00393        0.06855        0.00267        0.05960        0.00579        0.07885        -662.82952     0              
Line95         0.00010        0.10000        0.00529        0.06026        0.00371        0.05197        0.00754        0.06988        -673.53498     0              
Line96         0.00010        0.10000        0.00310        0.07647        0.00201        0.06620        0.00478        0.08833        -656.29046     0              
Line97         0.00010        0.10000        0.00393        0.06433        0.00265        0.05545        0.00584        0.07464        -675.41976     0              
Line98         0.00010        0.10000        0.00392        0.06478        0.00267        0.05628        0.00573        0.07457        -671.17377     0              
Line99         0.00010        0.10000        0.00344        0.07158        0.00227        0.06185        0.00523        0.08284        -663.06055     0              
Line100        0.00010        0.10000        0.00387        0.06789        0.00263        0.05906        0.00569        0.07804        -664.38644     0              
Line101        0.00010        0.10000        0.00478        0.06152        0.00332        0.05317        0.00688        0.07117        -673.80835     0              
Line102        0.00010        0.10000        0.00343        0.07387        0.00224        0.06375        0.00524        0.08558        -659.57578     0              
Line103        0.00010        0.10000        0.00490        0.06002        0.00344        0.05204        0.00698        0.06923        -674.77773     0              
Line104        0.00010        0.10000        0.00421        0.06344        0.00289        0.05500        0.00613        0.07318        -673.17074     0              
Line105        0.00010        0.10000        0.00485        0.06222        0.00335        0.05361        0.00703        0.07221        -672.26838     0              
Line106        0.00010        0.10000        0.00402        0.06667        0.00272        0.05765        0.00595        0.07711        -668.30935     0              
Line107        0.00010        0.10000        0.00476        0.05936        0.00331        0.05122        0.00685        0.06878        -678.74909     0              
Line108        0.00010        0.10000        0.00270        0.07999        0.00173        0.06951        0.00421        0.09206        -651.63230     0              
Line109        0.00010        0.10000        0.00456        0.06043        0.00317        0.05233        0.00655        0.06977        -676.82681     0              
Line110        0.00010        0.10000        0.00548        0.05745        0.00387        0.04955        0.00776        0.06662        -678.08271     0              
Line111        0.00010        0.10000        0.00377        0.06940        0.00251        0.05990        0.00565        0.08041        -665.21456     0              
Line112        0.00010        0.10000        0.00299        0.07293        0.00195        0.06312        0.00460        0.08426        -663.81833     0              
Line113        0.00010        0.10000        0.00527        0.06308        0.00369        0.05450        0.00752        0.07300        -667.93687     0              
Line114        0.00010        0.10000        0.00300        0.07678        0.00193        0.06643        0.00464        0.08874        -656.56355     0              
Line115        0.00010        0.10000        0.00393        0.06371        0.00269        0.05529        0.00574        0.07341        -674.15094     0              
Line116        0.00010        0.10000        0.00342        0.07855        0.00224        0.06809        0.00521        0.09062        -649.03289     0              
Line117        0.00010        0.10000        0.00479        0.06482        0.00331        0.05602        0.00695        0.07500        -667.02386     0              
Line118        0.00010        0.10000        0.00474        0.06011        0.00332        0.05220        0.00676        0.06923        -675.15705     0              
Line119        0.00010        0.10000        0.00324        0.07574        0.00213        0.06581        0.00493        0.08716        -654.48941     0              
Line120        0.00010        0.10000        0.00328        0.07603        0.00214        0.06568        0.00505        0.08802        -656.62085     0              
Line121        0.00010        0.10000        0.00446        0.06547        0.00306        0.05661        0.00651        0.07573        -667.57608     0              
Line122        0.00010        0.10000        0.00508        0.06348        0.00353        0.05482        0.00730        0.07352        -667.52544     0              
Line123        0.00010        0.10000        0.00518        0.05939        0.00362        0.05118        0.00740        0.06891        -676.00958     0              
Line124        0.00010        0.10000        0.00273        0.07785        0.00174        0.06750        0.00426        0.08980        -656.49443     0              
Line125        0.00010        0.10000        0.00545        0.05750        0.00385        0.04961        0.00770        0.06665        -677.74641     0              
Line126        0.00010        0.10000        0.00433        0.06899        0.00299        0.06015        0.00627        0.07912        -658.41362     0              
Line127        0.00010        0.10000        0.00290        0.07633        0.00190        0.06647        0.00443        0.08766        -656.17481     0              
Line128        0.00010        0.10000        0.00349        0.07156        0.00235        0.06247        0.00518        0.08197        -659.33304     0              
Line129        0.00010        0.10000        0.00383        0.06805        0.00259        0.05913        0.00565        0.07832        -665.23121     0              
Line130        0.00010        0.10000        0.00371        0.06762        0.00250        0.05862        0.00551        0.07800        -668.32772     0              
Line131        0.00010        0.10000        0.00423        0.06569        0.00290        0.05706        0.00615        0.07562        -666.51028     0              
Line132        0.00010        0.10000        0.00412        0.06202        0.00284        0.05385        0.00597        0.07143        -675.89399     0              
Line133        0.00010        0.10000        0.00528        0.05932        0.00370        0.05110        0.00754        0.06886        -675.96540     0              
Line134        0.00010        0.10000        0.00529        0.05923        0.00371        0.05106        0.00754        0.06871        -675.73820     0              
Line135        0.00010        0.10000        0.00448        0.06688        0.00308        0.05798        0.00652        0.07716        -664.02823     0              
Line136        0.00010        0.10000        0.00364        0.07107        0.00242        0.06148        0.00548        0.08216        -661.57841     0              
Line137        0.00010        0.10000        0.00470        0.06615        0.00326        0.05743        0.00677        0.07620        -662.99742     0              
Line138        0.00010        0.10000        0.00379        0.07609        0.00251        0.06574        0.00573        0.08805        -651.80619     0              
Line139        0.00010        0.10000        0.00346        0.07163        0.00227        0.06172        0.00528        0.08313        -664.26287     0              
Line140        0.00010        0.10000        0.00416        0.06609        0.00285        0.05736        0.00608        0.07614        -667.20289     0              
Line141        0.00010        0.10000        0.00340        0.07418        0.00221        0.06382        0.00524        0.08622        -661.03375     0              
Line142        0.00010        0.10000        0.00272        0.07978        0.00176        0.06960        0.00420        0.09145        -649.66904     0              
Line143        0.00010        0.10000        0.00440        0.06121        0.00302        0.05287        0.00640        0.07088        -676.96658     0              
Line144        0.00010        0.10000        0.00450        0.06331        0.00312        0.05493        0.00649        0.07298        -670.24025     0              
Line145        0.00010        0.10000        0.00397        0.06811        0.00271        0.05926        0.00582        0.07827        -663.31185     0              
Line146        0.00010        0.10000        0.00472        0.06073        0.00330        0.05265        0.00675        0.07004        -673.86041     0              
Line147        0.00010        0.10000        0.00468        0.05932        0.00322        0.05096        0.00679        0.06906        -681.25767     0              
Line148        0.00010        0.10000        0.00498        0.06035        0.00347        0.05209        0.00714        0.06991        -674.91285     0              
Line149        0.00010        0.10000        0.00434        0.06249        0.00298        0.05406        0.00631        0.07224        -674.74538     0              
Line150        0.00010        0.10000        0.00466        0.06474        0.00319        0.05570        0.00682        0.07525        -668.99585     0              
Line151        0.00010        0.10000        0.00300        0.07634        0.00197        0.06646        0.00459        0.08769        -653.97840     0              
Line152        0.00010        0.10000        0.00357        0.06882        0.00240        0.05978        0.00531        0.07923        -665.80390     0              
Line153        0.00010        0.10000        0.00312        0.07204        0.00208        0.06297        0.00467        0.08242        -659.93628     0              
Line154        0.00010        0.10000        0.00317        0.06883        0.00213        0.06017        0.00472        0.07874        -666.32298     0              
Line155        0.00010        0.10000        0.00499        0.05854        0.00346        0.05029        0.00720        0.06813        -681.05537     0              
Line156        0.00010        0.10000        0.00394        0.06876        0.00267        0.05972        0.00582        0.07916        -662.10673     0              
Line157        0.00010        0.10000        0.00399        0.06847        0.00272        0.05959        0.00586        0.07867        -662.13444     0              
Line158        0.00010        0.10000        0.00231        0.08335        0.00146        0.07272        0.00365        0.09554        -646.85830     0              
Line159        0.00010        0.10000        0.00290        0.07847        0.00187        0.06797        0.00451        0.09058        -654.09216     0              
Line160        0.00010        0.10000        0.00340        0.07430        0.00222        0.06409        0.00521        0.08613        -659.32686     0              
Line161        0.00010        0.10000        0.00302        0.07858        0.00196        0.06819        0.00466        0.09055        -651.87154     0              
Line162        0.00010        0.10000        0.00313        0.07718        0.00204        0.06697        0.00480        0.08894        -653.84959     0              
Line163        0.00010        0.10000        0.00347        0.07191        0.00235        0.06287        0.00514        0.08224        -657.82134     0              
Line164        0.00010        0.10000        0.00292        0.07924        0.00190        0.06898        0.00449        0.09104        -650.52673     0              
Line165        0.00010        0.10000        0.00603        0.05765        0.00423        0.04918        0.00860        0.06758        -677.11551     0              
Line166        0.00010        0.10000        0.00360        0.07485        0.00236        0.06462        0.00547        0.08671        -656.30540     0              
