rls
13
23
17
27
23
22
33
27
20
23
24
34
35
28
19
29
40
32
18
19
23
31
19
19
39
21
23
18
22
32
25
18
19
15
19
27
30
35
20
34
29
19
18
27
40
26
19
17
17
23
43
29
29
22
17
27
31
28
34
16
19
30
18
33
44
20
18
29
29
20
30
14
26
23
19
15
31
25
30
30
22
24
49
36
21
48
46
46
33
48
44
25
47
41
27
40
52
47
34
21
50
28
47
43
44
21
41
45
13
39
33
45
56
42
37
13
47
17
35
51
48
45
20
14
21
33
16
25
29
41
25
36
43
12
19
37
56
20
40
20
38
36
36
29
30
49
36
32
22
49
22
27
47
31
37
36
42
22
16
22
8
29
28
8
24
45
49
11
25
35
35
18
20
21
37
11
21
12
28
27
9
41
24
27
13
50
35
23
44
51
40
42
39
54
45
44
14
22
29
38
16
33
44
30
28
18
24
21
11
13
13
29
20
28
24
22
25
15
28
27
25
26
20
29
26
24
27
9
29
7
32
25
26
29
26
23
21
24
41
35
26
24
24
21
24
21
21
23
26
30
20
27
21
36
30
25
28
33
25
31
26
25
44
17
42
26
45
49
21
42
33
23
47
33
16
44
24
38
40
16
48
56
8
33
39
36
21
46
34
35
21
18
28
38
23
30
44
37
22
25
45
20
21
42
24
19
48
20
16
35
48
25
43
23
23
53
22
29
47
21
39
28
30
65
20
34
28
28
31
28
34
34
49
8
33
33
39
30
19
35
22
