1	0	1	1
2	0	1	1
3	0	1	1
4	0	1	1
5	0	1	1
6	0	1	1
7	0	1	1
8	0	1	1
9	0	1	1
10	0	1	1
11	0	1	1
12	3	1	1
13	0	1	1
14	0	1	1
15	1	1	1
16	0	1	1
17	0	1	1
18	0	1	1
19	0	1	1
20	0	1	1
21	0	1	1
22	0	1	1
23	4	1	1
24	0	1	1
25	2	1	1
26	2	1	1
27	2	1	1
28	0	1	1
29	2	1	1
30	0	1	1
31	1	1	1
32	3	1	1
33	0	1	1
34	3	1	1
35	0	1	1
36	0	1	1
37	0	1	1
38	2	1	1
39	2	1	1
40	0	1	1
41	0	1	1
42	1	1	1
43	0	1	1
44	1	1	1
45	2	1	1
46	5	1	1
47	5	1	1
48	5	1	1
49	7	1	1
50	3	1	1
51	0	1	1
52	0	1	1
53	0	1	1
54	0	1	1
55	0	1	1
56	2	1	1
57	1	1	1
1	0	2	1
2	0	2	1
3	0	2	1
4	0	2	1
5	0	2	1
6	0	2	1
7	0	2	1
8	0	2	1
9	0	2	1
10	0	2	1
11	1	2	1
12	5	2	1
13	2	2	1
14	0	2	1
15	1	2	1
16	0	2	1
17	2	2	1
18	0	2	1
19	0	2	1
20	1	2	1
21	0	2	1
22	0	2	1
23	1	2	1
24	2	2	1
25	2	2	1
26	0	2	1
27	0	2	1
28	0	2	1
29	2	2	1
30	0	2	1
31	0	2	1
32	1	2	1
33	2	2	1
34	1	2	1
35	0	2	1
36	0	2	1
37	0	2	1
38	2	2	1
39	2	2	1
40	2	2	1
41	2	2	1
42	0	2	1
43	1	2	1
44	0	2	1
45	1	2	1
46	4	2	1
47	4	2	1
48	5	2	1
49	6	2	1
50	4	2	1
51	0	2	1
52	1	2	1
53	0	2	1
54	0	2	1
55	0	2	1
56	1	2	1
57	1	2	1
1	0	3	1
2	0	3	1
3	0	3	1
4	0	3	1
5	0	3	1
6	0	3	1
7	0	3	1
8	0	3	1
9	0	3	1
10	0	3	1
11	1	3	1
12	2	3	1
13	2	3	1
14	0	3	1
15	0	3	1
16	0	3	1
17	1	3	1
18	0	3	1
19	0	3	1
20	1	3	1
21	0	3	1
22	2	3	1
23	1	3	1
24	1	3	1
25	0	3	1
26	1	3	1
27	0	3	1
28	0	3	1
29	2	3	1
30	0	3	1
31	1	3	1
32	2	3	1
33	0	3	1
34	2	3	1
35	0	3	1
36	0	3	1
37	3	3	1
38	3	3	1
39	2	3	1
40	1	3	1
41	4	3	1
42	6	3	1
43	0	3	1
44	2	3	1
45	0	3	1
46	2	3	1
47	4	3	1
48	5	3	1
49	2	3	1
50	2	3	1
51	0	3	1
52	1	3	1
53	0	3	1
54	0	3	1
55	0	3	1
56	1	3	1
57	2	3	1
1	0	4	1
2	0	4	1
3	0	4	1
4	0	4	1
5	0	4	1
6	0	4	1
7	0	4	1
8	0	4	1
9	0	4	1
10	0	4	1
11	1	4	1
12	2	4	1
13	0	4	1
14	0	4	1
15	3	4	1
16	1	4	1
17	3	4	1
18	0	4	1
19	0	4	1
20	0	4	1
21	0	4	1
22	2	4	1
23	3	4	1
24	1	4	1
25	0	4	1
26	0	4	1
27	1	4	1
28	0	4	1
29	3	4	1
30	0	4	1
31	1	4	1
32	2	4	1
33	2	4	1
34	2	4	1
35	0	4	1
36	0	4	1
37	1	4	1
38	1	4	1
39	6	4	1
40	1	4	1
41	0	4	1
42	4	4	1
43	0	4	1
44	1	4	1
45	1	4	1
46	2	4	1
47	1	4	1
48	4	4	1
49	6	4	1
50	0	4	1
51	0	4	1
52	1	4	1
53	0	4	1
54	0	4	1
55	0	4	1
56	1	4	1
57	2	4	1
1	0	5	1
