42	49	39	31	38	45	36	27	32	40	37	36	27	42	40	32	38	26	38	42	27	38	29	41	31	31	30	38	41	37	32	29	31	33	36	38	43	26	33	39	42	42	42	45	39	18	45	26	38	41	39	25	38	34	45	39	42	25	44	25
38	39	42	34	39	44	31	45	31	49	29	32	40	39	42	32	41	34	31	25	32	42	32	26	49	45	18	27	38	25	42	37	39	17	38	27	39	29	48	32	48	40	31	29	26	42	42	42	42	41	48	38	48	38	36	29	32	46	44	31
27	34	48	34	25	43	34	36	48	40	30	26	26	39	42	38	27	39	48	36	48	44	29	29	37	38	41	33	34	33	43	38	45	26	33	49	36	26	36	17	26	31	25	38	36	31	39	25	17	42	33	38	42	38	41	38	37	38	42	31
26	40	32	32	39	34	32	32	39	29	42	32	40	31	36	30	33	48	39	32	42	36	37	17	32	39	46	38	34	38	31	42	25	32	44	42	42	32	29	25	40	27	31	48	31	39	36	25	32	38	27	39	33	42	26	32	39	31	42	29
26	31	36	46	34	36	33	35	48	45	38	34	29	36	36	38	40	37	32	34	26	36	39	25	49	38	31	49	37	39	18	46	40	41	36	44	27	31	38	34	32	34	29	32	48	31	31	42	38	26	49	45	31	38	27	25	42	35	31	34
17	49	48	49	49	34	38	44	42	36	36	26	26	25	39	25	26	32	39	31	45	34	39	36	32	31	31	33	38	39	40	46	32	32	27	31	38	35	34	31	27	34	38	38	34	31	45	40	29	26	29	26	39	33	25	45	29	36	45	34
34	30	26	38	48	38	38	32	32	39	29	36	26	26	26	38	25	31	45	42	34	26	41	45	39	33	29	31	42	35	31	37	31	33	48	29	31	39	36	34	44	18	32	36	17	31	39	31	32	32	31	45	25	26	34	38	40	42	45	37
42	26	45	38	43	36	43	38	32	32	45	38	36	39	31	46	31	39	38	34	32	36	42	42	29	39	40	39	49	17	32	31	25	29	41	41	27	25	32	36	35	26	29	36	39	44	31	38	18	42	32	17	33	31	45	29	26	38	34	42
33	42	31	39	39	42	45	34	32	38	45	17	18	42	31	42	40	41	38	39	44	36	41	32	37	29	26	44	48	49	27	18	31	37	43	38	26	31	37	27	42	42	38	32	32	33	31	37	29	43	31	48	25	36	29	30	18	48	41	37
26	37	32	32	32	33	32	38	42	34	39	32	26	26	38	29	32	32	18	35	32	40	34	32	25	26	42	27	42	39	36	35	33	31	48	32	49	33	31	42	49	32	18	32	27	33	42	45	42	36	32	45	36	27	32	32	38	37	32	39
38	32	37	45	31	38	34	49	39	34	31	27	26	39	17	40	38	36	45	37	45	39	43	38	42	46	39	34	31	38	31	36	42	38	42	26	36	36	48	39	42	32	39	39	34	43	31	29	35	45	26	38	37	36	29	26	40	45	42	29
31	32	26	36	46	42	38	39	34	17	49	31	42	32	31	43	34	39	26	39	42	33	26	48	39	29	42	38	32	35	32	32	45	31	39	25	46	42	32	27	32	38	38	42	38	48	42	26	42	39	30	41	44	31	42	48	31	36	34	38
32	42	38	26	41	46	29	36	38	34	32	32	26	40	27	37	44	39	31	38	34	45	34	29	29	31	34	38	34	31	36	44	46	34	32	26	48	32	32	48	29	17	40	42	42	34	31	40	40	32	36	33	38	27	34	38	42	35	32	42
25	17	29	31	38	32	37	48	26	29	38	46	42	17	38	31	45	29	39	39	27	48	42	40	38	38	27	42	29	42	34	36	38	44	38	38	42	32	36	31	38	38	42	43	32	42	31	26	49	39	38	31	31	48	38	38	34	42	31	39
37	39	45	31	26	27	34	35	32	40	46	27	26	27	42	26	32	29	40	39	38	42	36	42	46	32	31	30	29	26	37	49	43	30	45	35	36	31	42	42	42	26	42	41	45	31	44	45	38	36	36	42	25	37	31	31	32	38	29	37
46	34	18	32	41	31	43	49	38	42	39	39	44	42	30	38	42	29	42	39	17	42	34	39	43	42	34	39	48	38	29	26	38	32	29	26	34	32	39	34	31	46	37	38	31	32	31	34	26	40	31	39	43	31	32	39	33	32	26	36
45	29	38	26	36	17	25	32	37	48	42	32	27	39	38	37	27	35	48	41	36	34	39	41	39	42	26	46	31	17	44	46	42	38	32	26	39	17	31	32	42	42	32	30	45	25	31	31	37	36	31	44	31	27	45	34	42	26	31	26
36	26	34	43	38	31	42	45	29	42	44	29	42	25	42	36	29	31	39	36	26	32	49	42	29	26	37	34	40	38	31	44	29	39	32	46	27	36	36	36	42	30	38	30	31	30	31	42	25	31	38	42	34	31	36	32	38	26	36	25
42	36	40	36	34	32	44	35	40	36	36	44	36	34	26	37	38	40	42	40	38	31	27	37	42	30	26	25	25	32	43	39	38	34	29	30	38	32	33	17	32	32	32	31	36	33	31	35	35	35	26	42	32	32	26	38	26	45	26	31
38	34	32	42	45	29	42	29	26	46	45	39	31	26	40	26	43	17	29	31	36	34	27	34	31	39	38	26	39	42	36	38	36	36	36	40	42	42	45	26	26	42	44	37	37	44	40	26	39	36	26	31	32	34	44	39	27	31	42	31
38	31	29	40	25	27	39	45	17	37	26	46	34	40	39	38	27	31	29	39	42	29	37	42	38	32	31	42	34	38	32	34	29	38	42	39	42	32	34	33	42	26	43	26	33	37	38	42	38	32	45	36	25	32	45	32	42	31	38	38
36	29	29	46	31	34	25	39	41	29	29	32	25	42	38	30	18	26	40	26	30	31	42	34	27	32	31	38	34	46	37	30	39	38	31	37	49	39	36	32	31	36	29	46	26	45	26	37	17	40	32	36	34	44	48	42	34	31	27	40
33	38	41	38	26	37	29	38	31	39	41	45	36	40	25	44	30	31	46	34	46	29	42	42	40	36	27	25	39	36	32	38	36	46	26	32	34	42	30	38	32	26	48	31	45	34	36	40	26	49	32	40	37	36	32	29	31	34	18	39
