"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00172948101115013,25.1506425745515,6.02114629344693,0.199642863142095,"rls/101S.csv",31.6823529411765,6.44428828813673,0.2034030837325,0.198704656133484,0.000208731007526692,-270.2,544,6.33109158512096,34.0691294334537,-273.4,551,590.583188558193,"Gomp"
"M1-2",54,0.00263092556645637,39.8990271815792,7.55920473317269,0.164395104254596,"rls/M1-2.csv",27.5185185185185,9.25476061225879,0.336310277969027,0.124774392601778,0.00245268785961329,-193.2,390,3.49909245237555,30.5870501064167,-196,396,394.994091982833,"Gomp"
"M13",70,0.00287179765990522,40.5412931532356,7.83747881921533,0.1686546798932,"rls/M13.csv",26.1857142857143,8.28354901385936,0.316338478434345,0.122606962421136,0.00316486715044335,-248.2,500,3.56032007477569,29.0569504214877,-246.8,498,501.755395205152,"Gomp"
"M14",60,0.00358797672326918,67.5878244595893,7.63431303261058,0.0981584047963731,"rls/M14.csv",34.2166666666667,13.3709673682042,0.390773522694716,0.073872807820304,0.00400227918688194,-239.6,483,2.87880131280152,38.492683659749,-239,482,485.252496541185,"Gomp"
"M2-8",105,0.00367771178007681,43.9832641406987,8.02394547729274,0.159695866473751,"rls/M2-8.csv",24.447619047619,8.42955075952011,0.344800479061009,0.112937939025344,0.00482499737513747,-375.2,754,3.22048678557866,27.2631860142274,-372.3,749,753.139355256827,"Binom"
"M22",60,0.00468059739940056,47.1191228546387,6.03570390421478,0.106871766686952,"rls/M22.csv",32.1333333333333,10.2700265981975,0.319606636873365,0.106105584044558,0.00216501073054761,-223.6,451,3.60623901291219,35.7150188488546,-223.8,452,462.794809146706,"Gomp"
"M32",60,0.00409988525979092,35.6885185627341,6.03659056810241,0.141126355784395,"rls/M32.csv",28.8,7.23644261325378,0.251265368515756,0.140075507682883,0.00152881890196111,-206.9,418,4.42880521181671,31.5754676606904,-203.8,412,432.772714634242,"Gomp"
"M34",58,0.00321622002500882,30.3887297146283,6.03181246288725,0.165581533355936,"rls/M34.csv",27.8965517241379,7.80618210963955,0.279826058318352,0.164494308347993,0.000950924861094976,-195.4,395,4.34931153563814,30.5651712808075,-200.7,405,413.926722611183,"Gomp"
"M5",166,0.00287594941049107,69.9014568428445,7.77670812407413,0.0969465935353797,"rls/M5.csv",37.921686746988,12.970825521662,0.34204242042826,0.071278926749153,0.00327805059079445,-666.9,1338,3.26348450097053,42.3653727548103,-658.4,1321,1334.92324489352,"Binom"
"M8",60,0.00174466398473166,26.7401509332323,6.02121440612644,0.187778087665397,"rls/M8.csv",33.3,5.45334604172956,0.163764145397284,0.186927542916347,0.000221795520844231,-191.3,387,6.65793963573674,35.635981715327,-188.1,380,419.052142244255,"Gomp"
"RM112N",59,0.00275709661937231,55.125439477531,6.0248007770918,0.0911521218645322,"rls/RM112N.csv",43.9830508474576,12.936837972965,0.294132346976854,0.0906977266501072,0.000990780878594892,-231.7,467,4.04866179526582,48.5703701700286,-233.3,471,482.68358649718,"Gomp"
"S288c",41,0.004163096447823,53.4502745146833,8.05492548753359,0.13199044441943,"rls/S288c.csv",26.6829268292683,9.59280726479544,0.359511058369847,0.0932774239288189,0.00550350630042197,-152.3,309,3.02717704311311,29.7364310056943,-151,306,308.692861030973,"Binom"
"SGU57",58,0.00987844939324055,61.9572026707549,7.48206365567673,0.104621631969456,"rls/SGU57.csv",21.5344827586207,10.7249757980202,0.498037306873635,0.0805731668556403,0.0114810407612442,-216.5,437,2.1306123921029,24.2859347224292,-218.3,441,439.462117932322,"Gomp"
"YPS128",69,0.00184437392176823,38.6651434067536,6.72141486772177,0.147973455252268,"rls/YPS128.csv",36.1449275362319,8.60279599268346,0.238008389532943,0.129139300261758,0.000715591407685358,-246.7,497,4.89659239514074,39.4866690151616,-245.1,494,512.492826275926,"Gomp"
"YPS163",130,0.00185406678045816,34.7369455448502,6.75756879609279,0.165747699050251,"rls/YPS163.csv",33.3153846153846,7.85037856726501,0.235638239146722,0.143659960887143,0.000708319629236745,-450.6,905,5.02628254226328,36.317442052938,-449.2,902,934.27065148675,"Gomp"
