"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00388522587274862,39.5524384528881,6.03401348861907,0.127274415574029,"rls/101S.csv",31.5882352941176,7.80917366161817,0.247217788170408,0.126390180311018,0.00149899419152873,-298.4,601,4.6374917690554,34.4422800714374,-294.3,593,624.067164656592,"Gomp"
"M1-2",54,0.00265175266906151,42.4452259309128,7.54149958378479,0.154116262555234,"rls/M1-2.csv",28.7222222222222,9.78720124326156,0.340753621622259,0.117365275140113,0.00246067744647216,-196.4,397,3.43061542794098,31.9573737553185,-199.1,402,401.302310225667,"Gomp"
"M13",70,0.00286640126709912,38.4411326611469,7.57581800934907,0.171062025339211,"rls/M13.csv",25.9,9.24568054259134,0.356976082725535,0.129317310798461,0.00276007845588643,-248.1,500,2.91805249467153,28.4645953244423,-262.4,529,506.922347252608,"Gomp"
"M14",60,0.00415806403423447,52.5762143665822,6.03177951067519,0.0957044848377944,"rls/M14.csv",35.8833333333333,11.970432028037,0.33359308949476,0.0950946555561678,0.00191246051504846,-230.8,466,3.51987214443741,39.9292614558024,-232.9,470,477.795515370651,"Gomp"
"M2-8",105,0.00459965361607155,50.6347547215724,7.98930523878487,0.138033753243544,"rls/M2-8.csv",24.552380952381,9.39412761780644,0.382615748591806,0.0983632176324765,0.00617007170844931,-385.7,775,2.86858697616716,27.5554562681264,-382.7,769,775.000342795265,"Gomp"
"M22",60,0.00378280022038455,42.6990075054266,6.03208392254232,0.117850137896128,"rls/M22.csv",32.7,9.9324839435126,0.303745686345951,0.117086715639419,0.00151281702512549,-219.9,444,3.8948025685877,36.1859237212534,-221.6,447,458.069507960724,"Gomp"
"M32",60,0.00476726136883863,37.3549244171632,6.03991755302412,0.134919763101126,"rls/M32.csv",28.1833333333333,6.87538391326639,0.243952119926661,0.133828780650721,0.00196246701889094,-207.7,419,4.33269283382347,30.909293335591,-201.9,408,432.190515140903,"Gomp"
"M34",58,0.00230938286518911,30.6743767767908,7.16500524203314,0.200982249350793,"rls/M34.csv",25.7586206896552,7.99409945736862,0.310346565279371,0.161759634250838,0.00143141849528728,-196.2,396,3.91553317093063,28.4296561549453,-202.1,408,406.251606587071,"Gomp"
"M5",166,0.00319889342762432,71.8200424809894,7.72730235740311,0.0936688718777048,"rls/M5.csv",37.1987951807229,13.0714678313832,0.351394924697913,0.069409639113651,0.00363645389358321,-669.8,1344,3.12337842787368,41.6324042025719,-659.8,1324,1340.49554088234,"Binom"
"M8",60,0.00131862415381892,27.1982547112898,6.01632095607685,0.184435398863832,"rls/M8.csv",36.1166666666667,5.80791881003469,0.160809934749461,0.183791190115959,0.00014330370645317,-192.8,390,7.06630069989485,38.5483864203864,-190.4,385,424.805050464393,"Gomp"
"RM112N",59,0.00219225632453937,53.8613280410946,6.02071388773005,0.0932155605947814,"rls/RM112N.csv",46.6779661016949,12.7947196516512,0.274106194425352,0.0928264891813669,0.000714229994454068,-230.8,466,4.37815788461919,51.2353509073584,-232.7,469,483.079158253293,"Gomp"
"S288c",41,0.00439566796413823,55.5793243159928,7.94177949026713,0.12489859449892,"rls/S288c.csv",27.0487804878049,10.3632794508114,0.383132964367238,0.0897362794833583,0.00558397561991747,-154.2,312,2.86276912959231,30.26379169496,-153.9,312,313.387906214097,"Gomp"
"SGU57",58,0.00436451257967754,50.172735984737,7.65974218759762,0.132736277121175,"rls/SGU57.csv",26,10.5896341238587,0.407293620148412,0.0993975634428927,0.00494134260744201,-216.1,436,2.77171965954045,29.2858040608252,-217.6,439,439.502549477002,"Gomp"
"YPS128",69,0.00314244874050022,40.9231436911224,6.02950877055396,0.122901329587859,"rls/YPS128.csv",34.5217391304348,9.54957451416211,0.276624954440464,0.122163757173086,0.00106312359964157,-250.4,505,4.34534538450635,37.9722056095656,-251.6,507,524.021161715926,"Gomp"
"YPS163",130,0.00312552723954685,39.9721841705907,6.029430318922,0.12582325492792,"rls/YPS163.csv",33.9,9.48671041081178,0.279843964920702,0.125053577868934,0.00105913479792916,-469.4,943,4.33844516282328,37.3178241868566,-473,950,978.077203018614,"Gomp"
