"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00444651583399552,45.1007665642656,6.03565130932709,0.111653341903881,"rls/101S.csv",32.6705882352941,8.16844718485495,0.250024490713961,0.110847682745905,0.00194152614100398,-307.9,620,4.29459203184146,35.7734065869267,-300.3,605,637.451108231457,"Gomp"
"M1-2",54,0.00322093039870002,43.3583809347139,7.90723401775445,0.159305626013916,"rls/M1-2.csv",25.7592592592593,8.99881582395168,0.349342957939174,0.114866875697951,0.00386666972608852,-194.2,392,3.25496602941743,28.7232341166015,-194.7,393,394.245721267737,"Gomp"
"M13",70,0.00253228531669148,38.4542625115825,7.54571409986358,0.17022076805899,"rls/M13.csv",27.4714285714286,9.0260836654334,0.328562587925293,0.129214039362575,0.00226273089376662,-247.9,500,3.16745241568408,30.0260691173949,-261.6,527,506.160902958028,"Gomp"
"M14",60,0.00498759034678938,57.5199332664475,6.03283322871517,0.0874972021508051,"rls/M14.csv",34.55,13.5414304629552,0.391937205874246,0.086922974568841,0.00264857123464227,-235.8,476,2.95061849598966,38.7888144009746,-240.4,485,486.250655090401,"Gomp"
"M2-8",105,0.00399365693424967,44.0415322333567,8.10064342613541,0.161226076070929,"rls/M2-8.csv",23.7047619047619,8.22627568961871,0.347030513222163,0.112797852206417,0.00534854842238207,-373.5,751,3.17558445271023,26.42989514132,-370.1,744,749.047829970515,"Binom"
"M22",60,0.00400886964191981,43.5217269164706,6.03304887762652,0.115644512160242,"rls/M22.csv",32.3666666666667,9.98297986603448,0.308433981442878,0.114873915375137,0.00167005336258261,-220.6,445,3.81240497725714,35.8681410401781,-222,448,458.712555261603,"Gomp"
"M32",60,0.0019597102158573,31.3151144538553,7.21463151566175,0.198454695888766,"rls/M32.csv",28.2166666666667,6.27637935860376,0.222435181049159,0.158264253923539,0.00112261864418864,-199.6,403,4.92007428151084,30.6902137557636,-196,396,411.17722047359,"Gomp"
"M34",58,0.00211621273621219,29.1357940532263,7.07408243241129,0.208474923364537,"rls/M34.csv",26.2413793103448,7.14096250042996,0.272126034838987,0.170135955827522,0.0011275696393889,-192.7,389,4.49037600599386,28.8626919467136,-194.1,392,399.626394214107,"Gomp"
"M5",166,0.003799437978976,80.209895365377,7.89501897824525,0.085962198888761,"rls/M5.csv",36.0602409638554,14.0590524251494,0.38987682969843,0.0622066889437435,0.00483867214195291,-678.6,1361,2.80804352993745,40.5290916586056,-671.4,1347,1357.96858953652,"Binom"
"M8",60,0.00173669024756716,33.2621042659085,6.75275992567903,0.17295237486148,"rls/M8.csv",33.4833333333333,6.71828182904404,0.200645549896786,0.150041741129161,0.000604184635875366,-203.3,411,5.52622934506319,36.1996092718013,-199.7,403,426.470742407782,"Gomp"
"RM112N",59,0.0021400878508619,48.0964528509267,6.0208883495522,0.104392071596512,"rls/RM112N.csv",43.4067796610169,12.4970598529356,0.287905713128934,0.10395111568781,0.000647342830261898,-226,456,4.33718299665458,47.7238949843152,-230.7,465,475.168719009186,"Gomp"
"S288c",41,0.00494298218458919,55.1767813269904,8.15584382080994,0.129689402837812,"rls/S288c.csv",25.0487804878049,9.49987162942793,0.379254855702576,0.0903590896779457,0.00696807037085697,-151.9,308,2.9242614077996,28.1187308970551,-149.3,303,307.848941378401,"Binom"
"SGU57",58,0.00503690397574513,54.1638997081403,7.75545843949662,0.124722526921032,"rls/SGU57.csv",25.3965517241379,10.6851916798025,0.420733956163301,0.0920919709258034,0.00615613824634356,-217.6,439,2.64291473009177,28.640539161698,-218,440,441.645534076476,"Gomp"
"YPS128",69,0.00215011316336667,42.3455331749676,7.11766806503855,0.14447020987458,"rls/YPS128.csv",33.5797101449275,9.80456945855807,0.291978978265217,0.117566201754951,0.00135457473559496,-252.3,509,4.09989494043943,37.0745102346322,-253.5,511,517.575216141884,"Gomp"
"YPS163",130,0.00194579883228052,38.001615498735,6.87186698210676,0.154516246350164,"rls/YPS163.csv",34.0461538461538,8.64445113815931,0.253903896963559,0.13037297423656,0.000918285363096788,-462.1,928,4.68964176756907,37.2723693426473,-461.5,927,951.187668807902,"Gomp"
