"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00173142364559952,39.9140262362293,7.77375796438483,0.169708711526486,"rls/101S.csv",31.0588235294118,8.14796635623251,0.262339825863547,0.124117204851873,0.00165995733455606,-301.4,607,4.36797311604382,34.0674630742806,-297.8,600,609.864622483271,"Gomp"
"M1-2",54,0.00475916731779414,40.3299702324326,6.0382853182644,0.124926581627196,"rls/M1-2.csv",29.0555555555556,8.99772857430448,0.309673258771474,0.123963194990093,0.00206185086770782,-193.4,391,3.79031411474396,32.1997830616485,-194,392,402.720527707742,"Gomp"
"M13",70,0.00311391484034965,39.6884070372201,7.70682829890522,0.168987087151558,"rls/M13.csv",25.1285714285714,9.27818296268331,0.369228429441633,0.12530651645273,0.00332378306846289,-249.1,502,2.82125324715402,27.7005387473207,-261.9,528,507.532884090105,"Gomp"
"M14",60,0.003117610137218,61.5392284503354,7.42136197619624,0.104345831722257,"rls/M14.csv",34.8833333333333,13.6730486683477,0.391965083660231,0.0811306630137567,0.00304381916109813,-237.9,480,2.92303987863462,39.1766546179599,-240.9,486,484.23994364714,"Gomp"
"M2-8",105,0.00276853116630414,38.2087604699,7.8909653933486,0.180350404163913,"rls/M2-8.csv",25.4190476190476,7.54573357852603,0.296853512830736,0.129479752342302,0.00310860865978805,-365.6,735,3.75878009157878,28.1383402414021,-360.6,725,734.971477324955,"Binom"
"M22",60,0.00370254921601869,43.5696055294199,6.03126798334974,0.115476555782733,"rls/M22.csv",33.2166666666667,10.5975559489156,0.319043330122897,0.114748005791191,0.00148721770823797,-222,448,3.74325961159869,36.8195756825343,-225.6,455,462.464619079354,"Gomp"
"M32",60,0.00234803489782894,37.3620449401679,7.60556655892518,0.176798849460821,"rls/M32.csv",27.65,7.88223705663241,0.285071864616,0.133324375851106,0.00207892956065932,-209.4,423,4.0096439480149,30.4562559066102,-208.5,421,426.275524686778,"Gomp"
"M34",58,0.00272410429209609,28.5759151178712,6.02853504991987,0.175971094160168,"rls/M34.csv",28.3448275862069,7.67897956519839,0.270912904368313,0.174924765146916,0.000683967436138014,-193.1,390,4.72579572234665,31.0473272845648,-197.7,399,411.597996923828,"Gomp"
"M5",166,0.00393495409598598,79.3803456706446,7.84073378095586,0.0861766690880715,"rls/M5.csv",35.8975903614458,13.6433487038711,0.380063078510254,0.0628054170098845,0.00484826416488379,-676.4,1357,2.88344131427683,40.3539624018586,-665.5,1335,1352.4156692574,"Binom"
"M8",60,0.00182651285718017,29.7818646192354,6.02145785933257,0.168607906977366,"rls/M8.csv",34.5,6.89755545004465,0.199929143479555,0.167848387540819,0.000299805601497815,-199.3,403,6.05504017967334,37.1983317278317,-198.7,401,431.155552292278,"Gomp"
"RM112N",59,0.00235426821488705,54.2654144950767,6.02172435800881,0.0925400534527276,"rls/RM112N.csv",45.5932203389831,12.9749342488106,0.284580342260158,0.0921352904501445,0.000803090121847127,-231.7,467,4.2121281781126,50.2513171902383,-233.4,471,483.518830984328,"Gomp"
"S288c",41,0.00416723929544351,47.1758662579242,8.02089682490267,0.148823908956274,"rls/S288c.csv",24.609756097561,8.68584494675241,0.352943154427006,0.105606171070392,0.00544359002475053,-148.2,300,3.08559918516397,27.4341230663154,-146.8,298,300.811426240255,"Gomp"
"SGU57",58,0.00494010259290245,49.8690037516544,7.68812846895501,0.13411393783324,"rls/SGU57.csv",24.5862068965517,10.5332131062847,0.428419607408494,0.0999955398758046,0.00575619672599584,-214.5,433,2.51367881013512,27.5318287739189,-219.9,444,436.77970450033,"Gomp"
"YPS128",69,0.00159939398449179,33.8010323987112,6.0183353191528,0.148466924322233,"rls/YPS128.csv",38.6231884057971,8.16394773536345,0.211374256562881,0.14789859403031,0.000279346125986284,-239.5,483,5.78784093100755,41.7824135713614,-240.1,484,513.487000657689,"Gomp"
"YPS163",130,0.00215083841230066,32.9729460939807,6.02325498181514,0.152344742489727,"rls/YPS163.csv",34.1923076923077,7.74205885106983,0.226426918029039,0.151579298773582,0.000491860991950141,-446.5,897,5.31039059689107,37.1749706299468,-446.7,897,944.605022131092,"Gomp"
