"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00201568831107732,40.2248880939235,7.37133413253139,0.158392836734675,"rls/101S.csv",32.4352941176471,7.87619538746422,0.242827931786166,0.123380325486735,0.00143349570941706,-301.4,607,4.58744503628423,35.4285691666252,-296,596,613.444471782012,"Gomp"
"M1-2",54,0.00353359578239577,48.138401014064,7.89190219950515,0.143168490317982,"rls/M1-2.csv",26.7407407407407,9.52689378031097,0.356268880981158,0.103535499990528,0.00431732483599001,-198.5,401,3.15032147284962,29.9115269884957,-197.3,399,402.263528201083,"Gomp"
"M13",70,0.00343588096073701,43.561886799064,7.65021327550702,0.152661277188983,"rls/M13.csv",26.0285714285714,10.1095039637647,0.388400262054627,0.114329690271402,0.00364881205746531,-254.7,513,2.65695519914065,28.7630204259081,-267.6,539,519.028803012535,"Gomp"
"M14",60,0.00442932142078368,54.7124262144745,6.03227402579495,0.0919768026018126,"rls/M14.csv",35.5666666666667,12.8674687259161,0.361784500260059,0.0913824579653401,0.00215020426863839,-233.5,471,3.25192528758275,39.7702479257131,-237.1,478,482.688219864343,"Gomp"
"M2-8",105,0.0036344031610424,40.5572917692564,8.16301534305101,0.176614735120967,"rls/M2-8.csv",22.9238095238095,7.51625832406918,0.32787998505495,0.122241799862445,0.00505464529008966,-365.9,736,3.35255477173066,25.498774599815,-360.6,725,732.902003155752,"Binom"
"M22",60,0.00250386668261607,46.0415589144548,7.48899888518236,0.140937862187484,"rls/M22.csv",31.5,10.0869104641542,0.320219379814421,0.108222985198336,0.00220926149491719,-222.4,449,3.60552475052051,34.9882318147619,-222.9,450,452.809294519451,"Gomp"
"M32",60,0.00202184382700263,33.0861549150419,7.40062785274328,0.193453360451787,"rls/M32.csv",28.0833333333333,6.36007586210663,0.226471544051275,0.149842931794537,0.00139374447948155,-202.1,408,4.73991189279604,30.6365188490311,-197.1,398,413.149457502524,"Gomp"
"M34",58,0.00185481583652974,27.6153941162607,6.60660926527191,0.203024778196832,"rls/M34.csv",28.8620689655172,7.2992387871855,0.252900746509414,0.18071265746244,0.000549219686626817,-190.9,386,5.06177525695147,31.4823884225516,-194.5,393,404.1023939567,"Gomp"
"M5",166,0.00317981349650615,68.3472681089658,7.73356037984573,0.0985198174872248,"rls/M5.csv",36.078313253012,12.614081099554,0.349630566459504,0.0729059171910575,0.00360750328038701,-663.1,1330,3.15381868636722,40.3743683103561,-653.7,1311,1327.5358898535,"Binom"
"M8",60,0.00139863668907218,26.7820694731122,6.01712998494953,0.187331676888766,"rls/M8.csv",34.9,5.66493825418502,0.162319147684385,0.186644331732513,0.000166010426193125,-191.4,387,6.97809769975422,37.2490810169003,-188.9,382,421.411925691251,"Gomp"
"RM112N",59,0.00188457414604116,56.655191597065,6.89205566995582,0.103998512825805,"rls/RM112N.csv",45.271186440678,11.5517284995238,0.255167346114527,0.0881787265363749,0.00101021113707042,-230.4,465,4.40434833194704,49.6140603345975,-227.8,460,473.362677409188,"Gomp"
"S288c",41,0.00597238502026374,54.0769949215596,7.99712061378213,0.129391816685296,"rls/S288c.csv",23.5365853658537,9.069447505156,0.385334039079167,0.0922035630471315,0.00790317612709701,-150.5,305,2.846206058928,26.4645862152998,-147.2,298,305.106233417826,"Gomp"
"SGU57",58,0.00552348932202631,168.738021968122,20,0.112600585086801,"rls/SGU57.csv",24.3448275862069,10.0969888235595,0.414748832695786,0.103729012313635,0.00553816540540208,-212.9,430,2.67338044352476,27.3479708502298,-216,436,432.282436513663,"Gomp"
"YPS128",69,0.00194707350391433,39.3006220502444,6.75143485629138,0.14634462652877,"rls/YPS128.csv",35.3188405797101,9.70065606274858,0.274659527422918,0.126719547644747,0.000831617199046867,-249.5,503,4.46481082625604,38.7979667993967,-252.3,509,518.093094485625,"Gomp"
"YPS163",130,0.00189267990480572,36.6418986428242,6.78813936954406,0.157965050500394,"rls/YPS163.csv",33.9461538461538,8.77656458231925,0.258543710786654,0.13519611346389,0.000805204759246809,-459.6,923,4.7403605709727,37.1683280795145,-462.2,928,950.535497475598,"Gomp"
