"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00467840366757576,43.0156079529052,6.03744852748175,0.117107458599607,"rls/101S.csv",31.1176470588235,7.83370581389878,0.251744799312437,0.1162185606705,0.00205057252601223,-303.7,611,4.31172137153028,34.0779527904207,-296.3,597,629.328329268597,"Gomp"
"M1-2",54,0.0025135214870636,40.7716697672504,7.52938005733203,0.160145024587066,"rls/M1-2.csv",28.4074074074074,9.13115859585111,0.321435830623181,0.122124374785244,0.00232866102469512,-194,392,3.62116896449782,31.5375484186615,-195.1,394,396.07720972878,"Gomp"
"M13",70,0.00317137249091411,42.7964380364612,7.70942725984937,0.156775366541794,"rls/M13.csv",26.2714285714286,9.64728906664477,0.36721600579942,0.116313511997323,0.00343002786153312,-253.4,511,2.90060292545844,29.0744102100112,-262.5,529,515.151991454648,"Gomp"
"M14",60,0.00422602024770717,55.269303299639,6.03124349918405,0.0910314261047852,"rls/M14.csv",36.4,13.2782477912856,0.36478702723312,0.0904618704068025,0.00201660601229694,-234.8,474,3.22858567042435,40.7099824003305,-239.1,482,485.59521675373,"Gomp"
"M2-8",105,0.00352486727876369,42.9887608888168,7.99037575723999,0.162609380049809,"rls/M2-8.csv",24.6285714285714,8.13262322006623,0.330210919608258,0.115487022227269,0.00449692951974043,-373.8,752,3.35345241448966,27.4806878208354,-367.4,739,749.891072263237,"Binom"
"M22",60,0.00267826131247595,45.4172952490574,7.52262208477349,0.143615379317615,"rls/M22.csv",30.0833333333333,10.165230981338,0.337902414892123,0.109712291150484,0.00249232870560796,-221.6,447,3.41210836108982,33.4809839683723,-223.6,451,451.52219961693,"Gomp"
"M32",60,0.00233676038747229,36.785306299521,7.82681975500362,0.185585507958446,"rls/M32.csv",26.8333333333333,6.48117656891973,0.241534530518748,0.134923546843192,0.00235759479561445,-205.8,416,4.2862631479294,29.4044168229515,-198.9,402,415.268154600555,"Binom"
"M34",58,0.00218349588427338,31.2726387246106,7.10869799840477,0.195336826297214,"rls/M34.csv",27.0172413793103,7.71531031839517,0.285569877770848,0.158714110129845,0.00125503801302839,-196.8,398,4.26671008677085,29.7925993408545,-198.8,402,406.908950934329,"Gomp"
"M5",166,0.00506414676561852,64.2607257615175,6.03178022844555,0.078302573909908,"rls/M5.csv",37.289156626506,12.8355851189191,0.344217630006553,0.0778015869481538,0.00280048760062985,-660.1,1324,3.27044870410481,41.6449518646927,-657,1318,1344.84377081145,"Gomp"
"M8",60,0.00168746482441023,27.1932353498486,6.02054250123312,0.184624684655666,"rls/M8.csv",33.85,6.41456235213998,0.189499626355686,0.183816747226334,0.00021049203493667,-194.6,393,6.40173627183984,36.3897756363316,-194.3,393,425.113939219409,"Gomp"
"RM112N",59,0.00265920352718158,57.2692364134645,6.02382198495387,0.0877228735631042,"rls/RM112N.csv",45.4406779661017,14.2831842127929,0.314325948733599,0.0873031150051707,0.0009580604555885,-235,474,3.8447776494939,50.2767192895349,-239.3,483,489.756172135999,"Gomp"
"S288c",41,0.00319141783561066,15.1342067377072,4,0.198226445032328,"rls/S288c.csv",27.390243902439,10.309893425202,0.376407507064367,0.079873760510288,0.00672965094477588,-156.4,317,2.89347701950693,30.7694391548579,-152.5,309,314.396653889678,"Binom"
"SGU57",58,0.0119543080977623,74.6499923984793,7.24064485842227,0.0835987340107136,"rls/SGU57.csv",22.3965517241379,11.9515684284861,0.533634310124862,0.0669172167653765,0.0131497854032774,-222.3,449,1.98822140488421,25.307151961031,-222.8,450,451.203996035887,"Gomp"
"YPS128",69,0.00195620199877975,40.2644382720669,6.8965001519683,0.146444366418963,"rls/YPS128.csv",35.2173913043478,8.9457015067333,0.254013746487489,0.12363450011438,0.000949255098349219,-248.8,502,4.60458944356227,38.5879604337141,-247.6,499,513.531860983328,"Gomp"
"YPS163",130,0.00194394099064387,32.6226458074366,6.02147529091036,0.153926058620472,"rls/YPS163.csv",34.9692307692308,8.07132781746786,0.230812278106208,0.153208438756748,0.000411564256411159,-446.9,898,5.39004254512002,38.0045092758455,-450.3,905,948.827492616821,"Gomp"
