"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00210216832099555,40.5801372631488,7.49579912999752,0.160073365150897,"rls/101S.csv",31.3882352941176,8.01352148625336,0.255303345701475,0.122287517415582,0.00167293930769135,-302.2,608,4.39119222148813,34.4021755547522,-297.1,598,612.954772289263,"Gomp"
"M1-2",54,0.00262919923481551,43.1461768128229,7.62078948005485,0.153450200437856,"rls/M1-2.csv",29.037037037037,9.20615660072611,0.31704876048419,0.115448955762277,0.00253073810177099,-195.9,396,3.62553834964839,32.2302430417048,-195.6,395,398.655947741828,"Gomp"
"M13",70,0.00269632931810672,39.9717951137472,7.63066333061098,0.165883551432759,"rls/M13.csv",27.2571428571429,8.66725591244195,0.317981086934453,0.124365992825439,0.0026075447402999,-249.2,502,3.60087681795883,30.2239980116797,-250,504,505.879281239732,"Gomp"
"M14",60,0.00217083034613077,51.0244753349621,7.13058831079104,0.120149952949939,"rls/M14.csv",37.6666666666667,11.8702971657099,0.315140632717961,0.0977598476388909,0.00147527292367856,-230.2,464,3.78400859566889,41.7881195628927,-232,468,471.682176176152,"Gomp"
"M2-8",105,0.00348000238701961,40.4808601994293,8.13912744240718,0.176358096325923,"rls/M2-8.csv",23.4190476190476,7.71709011567701,0.329521944752374,0.122447854043339,0.00469042975957916,-366.9,738,3.37184763575447,26.0366481337591,-363.3,731,735.747747302576,"Binom"
"M22",60,0.00163312065884333,41.9832373166084,7.58102575075002,0.15675365149001,"rls/M22.csv",32.8,9.83387435072071,0.299813242400022,0.118466075998443,0.00144200538405975,-219.4,443,3.97522426107517,36.2914144253194,-220.6,445,448.115266735369,"Gomp"
"M32",60,0.00197093423437663,31.2465586153217,7.38437450893477,0.204322485158548,"rls/M32.csv",27.4666666666667,5.89014306368992,0.214446956202303,0.158459142996402,0.00129176620845094,-198,400,4.94822452280404,29.8052472591506,-193,390,405.984715823974,"Gomp"
"M34",58,0.00279659112609715,37.2548662771228,7.4816976343506,0.173982576829992,"rls/M34.csv",25.9655172413793,9.01843242542617,0.347323426742841,0.133526452921966,0.00247828243430664,-204.9,414,3.36387192184888,28.907175483848,-209.4,423,419.742956860139,"Gomp"
"M5",166,0.00326122358717527,79.6893545240962,8.14643396907126,0.0896786529612351,"rls/M5.csv",36.8493975903614,13.0140332042363,0.353168139922056,0.0625818281105728,0.00463898346209481,-675.1,1354,3.06453057774628,41.2578081248982,-659,1322,1345.59465951984,"Binom"
"M8",60,0.00132329525141969,26.94882251654,6.01634116759805,0.186143241120062,"rls/M8.csv",35.4666666666667,6.8183865745663,0.192247741764087,0.185491875503383,0.000145520317046337,-195.4,395,6.62046360342509,38.0999358116277,-196.6,397,428.181760604938,"Gomp"
"RM112N",59,0.00367741898324206,65.2628411372665,6.02736444179209,0.0770325709727853,"rls/RM112N.csv",43.4067796610169,13.4908891914044,0.310801430024545,0.0766109488643094,0.00174250825362035,-237.6,479,3.66253387102565,48.1397686196355,-236.4,477,490.076697253151,"Gomp"
"S288c",41,0.0043854206078717,57.8902398564744,7.84626331264622,0.118262825125962,"rls/S288c.csv",27.6829268292683,11.4224319310518,0.412616483852973,0.0861813494872125,0.00550382824192021,-156.5,317,2.66968793803987,31.0771707364651,-157.7,319,319.036941945196,"Gomp"
"SGU57",58,0.0114884435708158,75.4861615174039,7.21916974170352,0.0823882101922701,"rls/SGU57.csv",22.948275862069,12.4793477306394,0.543803282026359,0.0661791410747109,0.0125624378524252,-223.8,452,1.91055824124928,25.8327557531216,-226.1,456,454.661693096889,"Gomp"
"YPS128",69,0.00209340088158511,42.3016592442425,6.90583123373267,0.139612283282635,"rls/YPS128.csv",35.0289855072464,10.2052048636277,0.291336009760162,0.117758949699965,0.00110814469974759,-253.9,512,4.14119085804622,38.6758093471023,-256.1,516,523.278154539616,"Gomp"
"YPS163",130,0.0019580464002746,32.2357973485623,6.02164885404387,0.155778645700781,"rls/YPS163.csv",34.5846153846154,8.07214044732324,0.233402637489329,0.155045057669254,0.00041297344215753,-445.9,896,5.36594597750729,37.6024770511918,-450,904,946.809759896558,"Gomp"
