"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00194560043182308,37.6386194766094,7.26458131791524,0.166440252193851,"rls/101S.csv",31.9058823529412,7.65416713364713,0.239898306179943,0.13174079378168,0.0012285835685803,-297.4,599,4.724817850644,34.8386841354617,-292.9,590,608.173197439248,"Gomp"
"M1-2",54,0.00408938888592124,38.4381362828321,6.0351593282167,0.130993846610237,"rls/M1-2.csv",29.8703703703704,8.59364902901105,0.287698107604834,0.130062472038517,0.00160677432453022,-191.6,387,4.08149858437551,32.9863465834049,-191.5,387,400.31042109577,"Gomp"
"M13",70,0.00252148193363339,39.7314723522953,7.63188330958278,0.166917632721448,"rls/M13.csv",27.6714285714286,8.81652175750852,0.318614622109239,0.125088763151633,0.00242134604887934,-249.3,503,3.48316552442829,30.5316300620626,-254.1,512,506.876328079895,"Gomp"
"M14",60,0.00405894233563968,52.5489850209192,6.03115174271776,0.0957421297616864,"rls/M14.csv",36,12.5711534198372,0.349198706106589,0.0951440477772131,0.00185464081043327,-231.9,468,3.39057284811157,40.1387436579002,-235.9,476,480.440609146533,"Gomp"
"M2-8",105,0.00280798197777625,37.7254257531279,7.83034267879125,0.181054091304057,"rls/M2-8.csv",24.9428571428571,7.59912516653748,0.30466137551983,0.131164341095491,0.00319010149598175,-365,734,3.68447947956285,27.6505670073818,-361.1,726,734.348083974593,"Gomp"
"M22",60,0.00548651534595506,50.4427744693943,6.03709576589611,0.0998576271603046,"rls/M22.csv",31.2833333333333,10.4152620521914,0.332933256862806,0.0991159978560129,0.00284435446103475,-225.7,455,3.40337120737944,34.8720520515135,-224.7,453,464.930498422502,"Gomp"
"M32",60,0.00195197051891475,30.206731508191,7.25773055774337,0.207163444878056,"rls/M32.csv",27.3166666666667,6.13821501870203,0.224705857914657,0.163908114647566,0.00115164025335818,-197.3,399,4.96551089302289,29.7125708751127,-194,392,406.811764111721,"Gomp"
"M34",58,0.00445383438657955,33.4166820261449,6.03848108160362,0.150777419423675,"rls/M34.csv",26.0689655172414,8.64273768551056,0.331533588465352,0.149596417741467,0.00173018878836722,-200.7,405,3.61967202162179,28.9166973285731,-206.7,417,420.310649008021,"Gomp"
"M5",166,0.00335097911842191,77.5164643024073,7.9934490778636,0.0902188862817679,"rls/M5.csv",37.2650602409639,12.8766496088021,0.34554216538331,0.0643287686306568,0.00429174010040094,-672.9,1350,3.1377319231059,41.6345636867177,-658.2,1320,1341.60816626913,"Binom"
"M8",60,0.00177449932860151,30.287867487202,6.02085520875612,0.16577116929337,"rls/M8.csv",35.1666666666667,6.78524487565474,0.192945351914353,0.165046429295188,0.000293059268911336,-199.9,404,6.11444050633195,37.8725013059416,-198.5,401,432.21461510474,"Gomp"
"RM112N",59,0.00180585829495682,54.9193223234748,6.7839899492952,0.10531794101951,"rls/RM112N.csv",45.1694915254237,12.2392141712652,0.270961964767223,0.0909753500569453,0.00089986584274922,-230.3,465,4.34298845687215,49.6238823675106,-230.2,464,475.016433550238,"Gomp"
"S288c",41,0.00675422744000132,65.1218392265339,7.9119642148115,0.106138958863975,"rls/S288c.csv",25.2682926829268,10.4475461000273,0.413464662259767,0.076636101873132,0.00878209702927103,-155.7,315,2.60460011591424,28.3854868989205,-153.6,311,315.764251441951,"Gomp"
"SGU57",58,0.00785172691619285,59.6599020142205,7.63612234866698,0.111232538516158,"rls/SGU57.csv",23,10.5181547311003,0.457311075265232,0.0836507347880516,0.0094063834161796,-217.1,438,2.37741625820251,25.9754955530767,-216.9,438,439.969463780125,"Gomp"
"YPS128",69,0.00214716086942578,42.0219537200451,6.98576917716395,0.142443857252373,"rls/YPS128.csv",34.0144927536232,10.1944228605402,0.299708213624745,0.118513113395161,0.00122827691763132,-253.3,511,4.0446147366606,37.6133714665096,-255.9,516,521.273979835567,"Gomp"
"YPS163",130,0.00191018761505631,39.1534879998233,6.9377192998882,0.151652371301249,"rls/YPS163.csv",34.7769230769231,8.44798529682861,0.24291928524391,0.12653250620775,0.000946850825523161,-463.1,930,4.78636563015958,37.959309804334,-459.7,923,951.418370642448,"Gomp"
