"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00197230629398149,26.6866259078925,6.02263382039992,0.188207900007115,"rls/101S.csv",30.4823529411765,6.59475217900726,0.216346559326753,0.187280112452658,0.000357518010980773,-274.3,553,5.7952919241821,32.9328405623506,-276.7,557,591.331136168468,"Gomp"
"M1-2",54,0.00288946381022282,41.4155213693318,7.63650259484157,0.160241918377874,"rls/M1-2.csv",26.9074074074074,9.35720591766605,0.347755760188552,0.120261361954708,0.00291390362173216,-194.5,393,3.34069253714392,30.0209881874835,-196.4,397,396.879522967709,"Gomp"
"M13",70,0.00300032846407977,43.7553478219586,7.68872080970599,0.152866361317079,"rls/M13.csv",27.3428571428571,9.61864993130716,0.351779255585946,0.11377389793012,0.00317180707278702,-255,514,3.25593046726553,30.5234431721979,-256.9,518,517.576721759441,"Gomp"
"M14",60,0.00274057780543051,58.1955232963454,7.43401565594061,0.110558601272079,"rls/M14.csv",35.6333333333333,12.6798474388869,0.355842304178304,0.0857665987775972,0.00254580080617561,-235,474,3.24731230110829,39.8396129954224,-236.2,476,478.008796302636,"Gomp"
"M2-8",105,0.00366568063549789,42.7789625948194,7.92133988596168,0.161793074589421,"rls/M2-8.csv",24.2761904761905,8.737073130428,0.359902973203193,0.116100925433298,0.0045704107670027,-374.8,754,3.09335609221482,27.0653778423094,-377.3,759,755.044332694591,"Gomp"
"M22",60,0.00202550667164554,39.9941951794042,7.1144580904076,0.152883638812573,"rls/M22.csv",32.9666666666667,9.35725344801537,0.283839841699152,0.124464627683318,0.00121315446849525,-216.7,437,4.16648706941808,36.304742428297,-218.2,440,445.938713386888,"Gomp"
"M32",60,0.00426498928691353,37.2505000062921,6.03665006475653,0.135210267349587,"rls/M32.csv",28.9666666666667,7.93611497547476,0.27397404978624,0.13420505400583,0.0016795869474707,-210.1,424,4.17080792937137,31.8879929351862,-208.7,421,438.31729273697,"Gomp"
"M34",58,0.00230481437744405,33.590124071058,7.28350768100726,0.187064140272744,"rls/M34.csv",27.0344827586207,7.9801629435094,0.29518459867573,0.147853031047939,0.00158687229966002,-200,404,4.05245586513183,29.9302496423066,-200.8,406,411.023106162022,"Gomp"
"M5",166,0.00402392525938999,82.7541961600707,8.03236299177217,0.0849789293846747,"rls/M5.csv",35.7289156626506,13.3040894156918,0.372361969820408,0.0602978212283534,0.00534015449730202,-677,1358,2.91318066475648,40.1151093740343,-661.7,1327,1350.29923206704,"Binom"
"M8",60,0.00173736558923085,29.7846202320057,6.0208060665218,0.168570424179073,"rls/M8.csv",35.75,6.63740045091169,0.185661551074453,0.167832654001586,0.000242881246253982,-199.4,403,6.25980669307936,38.4662702788524,-197.8,400,432.69536684991,"Gomp"
"RM112N",59,0.0024898762400025,51.1291269721294,6.02313201482329,0.0982440403795944,"rls/RM112N.csv",43.2372881355932,12.0692527309901,0.279139910281621,0.0977859351993371,0.000840033898261183,-227.4,459,4.32396529940261,47.5547864042716,-228.9,462,475.747979189636,"Gomp"
"S288c",41,0.00639923409403414,64.3533777630441,7.9179915368704,0.10750005325817,"rls/S288c.csv",25.6585365853659,10.71589883327,0.417634840460144,0.077548473355625,0.00826397389311494,-156,316,2.54602617538776,28.735178508638,-155.6,315,316.699973196468,"Gomp"
"SGU57",58,0.00803963687730629,63.7981746410139,7.68017456780128,0.104707926290838,"rls/SGU57.csv",23.5,11.0743104018802,0.47124725114384,0.0782393368849358,0.00980353756551881,-219.6,443,2.27650368674103,26.5066219448711,-220.3,445,445.216645760551,"Gomp"
"YPS128",69,0.00251516709341971,50.7588122487417,7.20203128381749,0.122186296507977,"rls/YPS128.csv",34.5072463768116,11.3352952015399,0.328490285134923,0.0983542461297136,0.00201496415036943,-263.1,530,3.54736472618514,38.4498197997798,-263.7,531,535.882506985463,"Gomp"
"YPS163",130,0.00168262775640008,29.192166382283,6.02023193954432,0.171971887039913,"rls/YPS163.csv",35.5076923076923,6.67547420589607,0.188000790027402,0.171190142458904,0.000228042113037974,-430,864,6.32168059809035,38.198703335642,-427.9,860,928.131862350418,"Gomp"
